  t(s)     Ax(m/s^2)     Ay(m/s^2)     Az(m/s^2)       Vx(m/s)       Vy(m/s)       Vz(m/s)          X(m)          Y(m)          Z(m)
 37.77        -15.04         -0.00          5.65        374.62          0.00        101.81      23644.89          0.00      -1397.33
 37.78        -15.02         -0.00          5.65        374.47          0.00        101.87      23648.64          0.00      -1396.31
 37.79        -15.00         -0.00          5.66        374.32          0.00        101.93      23652.38          0.00      -1395.29
 37.80        -14.99         -0.00          5.66        374.17          0.00        101.98      23656.12          0.00      -1394.28
 37.81        -14.97         -0.00          5.66        374.02          0.00        102.04      23659.86          0.00      -1393.25
 37.82        -14.95         -0.00          5.66        373.87          0.00        102.10      23663.60          0.00      -1392.23
 37.83        -14.93         -0.00          5.66        373.72          0.00        102.15      23667.34          0.00      -1391.21
 37.84        -14.91         -0.00          5.66        373.57          0.00        102.21      23671.08          0.00      -1390.19
 37.85        -14.90         -0.00          5.66        373.42          0.00        102.27      23674.81          0.00      -1389.17
 37.86        -14.88         -0.00          5.66        373.28          0.00        102.32      23678.55          0.00      -1388.15
 37.87        -14.86         -0.00          5.67        373.13          0.00        102.38      23682.28          0.00      -1387.12
 37.88        -14.84         -0.00          5.67        372.98          0.00        102.44      23686.01          0.00      -1386.10
 37.89        -14.83         -0.00          5.67        372.83          0.00        102.49      23689.74          0.00      -1385.07
 37.90        -14.81         -0.00          5.67        372.68          0.00        102.55      23693.47          0.00      -1384.05
 37.91        -14.79         -0.00          5.67        372.53          0.00        102.61      23697.19          0.00      -1383.02
 37.92        -14.77         -0.00          5.67        372.39          0.00        102.66      23700.92          0.00      -1382.00
 37.93        -14.75         -0.00          5.67        372.24          0.00        102.72      23704.64          0.00      -1380.97
 37.94        -14.74         -0.00          5.68        372.09          0.00        102.78      23708.36          0.00      -1379.94
 37.95        -14.72         -0.00          5.68        371.94          0.00        102.83      23712.08          0.00      -1378.91
 37.96        -14.70         -0.00          5.68        371.80          0.00        102.89      23715.80          0.00      -1377.89
 37.97        -14.68         -0.00          5.68        371.65          0.00        102.95      23719.52          0.00      -1376.86
 37.98        -14.67         -0.00          5.68        371.50          0.00        103.00      23723.23          0.00      -1375.83
 37.99        -14.65         -0.00          5.68        371.36          0.00        103.06      23726.95          0.00      -1374.80
 38.00        -14.63         -0.00          5.68        371.21          0.00        103.12      23730.66          0.00      -1373.77
 38.01        -14.62         -0.00          5.68        371.06          0.00        103.17      23734.37          0.00      -1372.73
 38.02        -14.60         -0.00          5.68        370.92          0.00        103.23      23738.08          0.00      -1371.70
 38.03        -14.58         -0.00          5.68        370.77          0.00        103.29      23741.79          0.00      -1370.67
 38.04        -14.56         -0.00          5.69        370.63          0.00        103.34      23745.50          0.00      -1369.64
 38.05        -14.55         -0.00          5.69        370.48          0.00        103.40      23749.20          0.00      -1368.60
 38.06        -14.53         -0.00          5.69        370.34          0.00        103.46      23752.91          0.00      -1367.57
 38.07        -14.51         -0.00          5.69        370.19          0.00        103.51      23756.61          0.00      -1366.53
 38.08        -14.49         -0.00          5.69        370.05          0.00        103.57      23760.31          0.00      -1365.50
 38.09        -14.48         -0.00          5.69        369.90          0.00        103.63      23764.01          0.00      -1364.46
 38.10        -14.46         -0.00          5.69        369.76          0.00        103.69      23767.71          0.00      -1363.42
 38.11        -14.44         -0.00          5.69        369.61          0.00        103.74      23771.41          0.00      -1362.39
 38.12        -14.43         -0.00          5.69        369.47          0.00        103.80      23775.10          0.00      -1361.35
 38.13        -14.41         -0.00          5.69        369.32          0.00        103.86      23778.79          0.00      -1360.31
 38.14        -14.39         -0.00          5.69        369.18          0.00        103.91      23782.49          0.00      -1359.27
 38.15        -14.38         -0.00          5.69        369.03          0.00        103.97      23786.18          0.00      -1358.23
 38.16        -14.36         -0.00          5.69        368.89          0.00        104.03      23789.87          0.00      -1357.19
 38.17        -14.34         -0.00          5.69        368.75          0.00        104.08      23793.56          0.00      -1356.15
 38.18        -14.33         -0.00          5.70        368.60          0.00        104.14      23797.24          0.00      -1355.11
 38.19        -14.31         -0.00          5.70        368.46          0.00        104.20      23800.93          0.00      -1354.07
 38.20        -14.29         -0.00          5.70        368.32          0.00        104.25      23804.61          0.00      -1353.03
 38.21        -14.28         -0.00          5.70        368.18          0.00        104.31      23808.29          0.00      -1351.99
 38.22        -14.26         -0.00          5.70        368.03          0.00        104.37      23811.98          0.00      -1350.94
 38.23        -14.24         -0.00          5.70        367.89          0.00        104.43      23815.65          0.00      -1349.90
 38.24        -14.23         -0.00          5.70        367.75          0.00        104.48      23819.33          0.00      -1348.85
 38.25        -14.21         -0.00          5.70        367.61          0.00        104.54      23823.01          0.00      -1347.81
 38.26        -14.19         -0.00          5.70        367.46          0.00        104.60      23826.69          0.00      -1346.76
 38.27        -14.18         -0.00          5.70        367.32          0.00        104.65      23830.36          0.00      -1345.72
 38.28        -14.16         -0.00          5.71        367.18          0.00        104.71      23834.03          0.00      -1344.67
 38.29        -14.14         -0.00          5.71        367.04          0.00        104.77      23837.70          0.00      -1343.62
 38.30        -14.13         -0.00          5.71        366.90          0.00        104.83      23841.37          0.00      -1342.57
 38.31        -14.11         -0.00          5.71        366.76          0.00        104.88      23845.04          0.00      -1341.53
 38.32        -14.10         -0.00          5.71        366.61          0.00        104.94      23848.71          0.00      -1340.48
 38.33        -14.08         -0.00          5.71        366.47          0.00        105.00      23852.37          0.00      -1339.43
 38.34        -14.06         -0.00          5.71        366.33          0.00        105.05      23856.04          0.00      -1338.38
 38.35        -14.05         -0.00          5.71        366.19          0.00        105.11      23859.70          0.00      -1337.33
 38.36        -14.03         -0.00          5.71        366.05          0.00        105.17      23863.36          0.00      -1336.27
 38.37        -14.02         -0.00          5.71        365.91          0.00        105.22      23867.02          0.00      -1335.22
 38.38        -14.00         -0.00          5.72        365.77          0.00        105.28      23870.68          0.00      -1334.17
 38.39        -13.98         -0.00          5.72        365.63          0.00        105.34      23874.34          0.00      -1333.12
 38.40        -13.97         -0.00          5.72        365.49          0.00        105.40      23877.99          0.00      -1332.06
 38.41        -13.95         -0.00          5.72        365.35          0.00        105.45      23881.65          0.00      -1331.01
 38.42        -13.94         -0.00          5.72        365.21          0.00        105.51      23885.30          0.00      -1329.95
 38.43        -13.92         -0.00          5.72        365.07          0.00        105.57      23888.95          0.00      -1328.90
 38.44        -13.90         -0.00          5.72        364.93          0.00        105.63      23892.60          0.00      -1327.84
 38.45        -13.89         -0.00          5.72        364.80          0.00        105.68      23896.25          0.00      -1326.79
 38.46        -13.87         -0.00          5.72        364.66          0.00        105.74      23899.90          0.00      -1325.73
 38.47        -13.86         -0.00          5.72        364.52          0.00        105.80      23903.54          0.00      -1324.67
 38.48        -13.84         -0.00          5.72        364.38          0.00        105.85      23907.19          0.00      -1323.61
 38.49        -13.83         -0.00          5.72        364.24          0.00        105.91      23910.83          0.00      -1322.55
 38.50        -13.81         -0.00          5.72        364.10          0.00        105.97      23914.47          0.00      -1321.49
 38.51        -13.80         -0.00          5.72        363.97          0.00        106.03      23918.11          0.00      -1320.43
 38.52        -13.78         -0.00          5.73        363.83          0.00        106.08      23921.75          0.00      -1319.37
 38.53        -13.76         -0.00          5.73        363.69          0.00        106.14      23925.39          0.00      -1318.31
 38.54        -13.75         -0.00          5.73        363.55          0.00        106.20      23929.02          0.00      -1317.25
 38.55        -13.73         -0.00          5.73        363.41          0.00        106.25      23932.66          0.00      -1316.19
 38.56        -13.72         -0.00          5.73        363.28          0.00        106.31      23936.29          0.00      -1315.13
 38.57        -13.70         -0.00          5.73        363.14          0.00        106.37      23939.92          0.00      -1314.06
 38.58        -13.69         -0.00          5.73        363.00          0.00        106.43      23943.56          0.00      -1313.00
 38.59        -13.67         -0.00          5.73        362.87          0.00        106.48      23947.18          0.00      -1311.93
 38.60        -13.66         -0.00          5.73        362.73          0.00        106.54      23950.81          0.00      -1310.87
 38.61        -13.64         -0.00          5.73        362.59          0.00        106.60      23954.44          0.00      -1309.80
 38.62        -13.63         -0.00          5.73        362.46          0.00        106.66      23958.06          0.00      -1308.74
 38.63        -13.61         -0.00          5.73        362.32          0.00        106.71      23961.69          0.00      -1307.67
 38.64        -13.60         -0.00          5.73        362.18          0.00        106.77      23965.31          0.00      -1306.60
 38.65        -13.58         -0.00          5.74        362.05          0.00        106.83      23968.93          0.00      -1305.53
 38.66        -13.57         -0.00          5.74        361.91          0.00        106.89      23972.55          0.00      -1304.47
 38.67        -13.55         -0.00          5.74        361.78          0.00        106.94      23976.17          0.00      -1303.40
 38.68        -13.54         -0.00          5.74        361.64          0.00        107.00      23979.79          0.00      -1302.33
 38.69        -13.52         -0.00          5.74        361.51          0.00        107.06      23983.40          0.00      -1301.26
 38.70        -13.51         -0.00          5.74        361.37          0.00        107.11      23987.02          0.00      -1300.19
 38.71        -13.49         -0.00          5.74        361.24          0.00        107.17      23990.63          0.00      -1299.11
 38.72        -13.48         -0.00          5.74        361.10          0.00        107.23      23994.24          0.00      -1298.04
 38.73        -13.46         -0.00          5.74        360.97          0.00        107.29      23997.85          0.00      -1296.97
 38.74        -13.45         -0.00          5.74        360.83          0.00        107.34      24001.46          0.00      -1295.90
 38.75        -13.43         -0.00          5.74        360.70          0.00        107.40      24005.07          0.00      -1294.82
 38.76        -13.42         -0.00          5.74        360.56          0.00        107.46      24008.68          0.00      -1293.75
 38.77        -13.40         -0.00          5.75        360.43          0.00        107.52      24012.28          0.00      -1292.67
 38.78        -13.39         -0.00          5.75        360.30          0.00        107.57      24015.88          0.00      -1291.60
 38.79        -13.37         -0.00          5.75        360.16          0.00        107.63      24019.49          0.00      -1290.52
 38.80        -13.36         -0.00          5.75        360.03          0.00        107.69      24023.09          0.00      -1289.45
 38.81        -13.35         -0.00          5.75        359.89          0.00        107.75      24026.69          0.00      -1288.37
 38.82        -13.33         -0.00          5.75        359.76          0.00        107.80      24030.29          0.00      -1287.29
 38.83        -13.32         -0.00          5.75        359.63          0.00        107.86      24033.88          0.00      -1286.21
 38.84        -13.30         -0.00          5.75        359.50          0.00        107.92      24037.48          0.00      -1285.13
 38.85        -13.29         -0.00          5.75        359.36          0.00        107.98      24041.07          0.00      -1284.05
 38.86        -13.27         -0.00          5.75        359.23          0.00        108.03      24044.67          0.00      -1282.97
 38.87        -13.26         -0.00          5.75        359.10          0.00        108.09      24048.26          0.00      -1281.89
 38.88        -13.24         -0.00          5.75        358.96          0.00        108.15      24051.85          0.00      -1280.81
 38.89        -13.23         -0.00          5.75        358.83          0.00        108.21      24055.44          0.00      -1279.73
 38.90        -13.22         -0.00          5.75        358.70          0.00        108.26      24059.02          0.00      -1278.65
 38.91        -13.20         -0.00          5.76        358.57          0.00        108.32      24062.61          0.00      -1277.57
 38.92        -13.19         -0.00          5.76        358.44          0.00        108.38      24066.20          0.00      -1276.48
 38.93        -13.17         -0.00          5.76        358.30          0.00        108.44      24069.78          0.00      -1275.40
 38.94        -13.16         -0.00          5.76        358.17          0.00        108.49      24073.36          0.00      -1274.31
 38.95        -13.14         -0.00          5.76        358.04          0.00        108.55      24076.94          0.00      -1273.23
 38.96        -13.13         -0.00          5.76        357.91          0.00        108.61      24080.52          0.00      -1272.14
 38.97        -13.12         -0.00          5.76        357.78          0.00        108.67      24084.10          0.00      -1271.06
 38.98        -13.10         -0.00          5.76        357.65          0.00        108.72      24087.68          0.00      -1269.97
 38.99        -13.09         -0.00          5.76        357.52          0.00        108.78      24091.25          0.00      -1268.88
 39.00        -13.07         -0.00          5.76        357.39          0.00        108.84      24094.83          0.00      -1267.79
 39.01        -13.06         -0.00          5.76        357.25          0.00        108.90      24098.40          0.00      -1266.70
 39.02        -13.05         -0.00          5.76        357.12          0.00        108.96      24101.97          0.00      -1265.62
 39.03        -13.03         -0.00          5.76        356.99          0.00        109.01      24105.54          0.00      -1264.53
 39.04        -13.02         -0.00          5.76        356.86          0.00        109.07      24109.11          0.00      -1263.44
 39.05        -13.01         -0.00          5.76        356.73          0.00        109.13      24112.68          0.00      -1262.34
 39.06        -12.99         -0.00          5.77        356.60          0.00        109.19      24116.25          0.00      -1261.25
 39.07        -12.98         -0.00          5.77        356.47          0.00        109.24      24119.81          0.00      -1260.16
 39.08        -12.96         -0.00          5.77        356.34          0.00        109.30      24123.38          0.00      -1259.07
 39.09        -12.95         -0.00          5.77        356.21          0.00        109.36      24126.94          0.00      -1257.97
 39.10        -12.94         -0.00          5.77        356.08          0.00        109.42      24130.50          0.00      -1256.88
 39.11        -12.92         -0.00          5.77        355.96          0.00        109.47      24134.06          0.00      -1255.79
 39.12        -12.91         -0.00          5.77        355.83          0.00        109.53      24137.62          0.00      -1254.69
 39.13        -12.90         -0.00          5.77        355.70          0.00        109.59      24141.18          0.00      -1253.60
 39.14        -12.88         -0.00          5.77        355.57          0.00        109.65      24144.73          0.00      -1252.50
 39.15        -12.87         -0.00          5.77        355.44          0.00        109.71      24148.29          0.00      -1251.40
 39.16        -12.86         -0.00          5.77        355.31          0.00        109.76      24151.84          0.00      -1250.31
 39.17        -12.84         -0.00          5.77        355.18          0.00        109.82      24155.40          0.00      -1249.21
 39.18        -12.83         -0.00          5.77        355.05          0.00        109.88      24158.95          0.00      -1248.11
 39.19        -12.81         -0.00          5.77        354.93          0.00        109.94      24162.50          0.00      -1247.01
 39.20        -12.80         -0.00          5.77        354.80          0.00        109.99      24166.05          0.00      -1245.91
 39.21        -12.79         -0.00          5.78        354.67          0.00        110.05      24169.59          0.00      -1244.81
 39.22        -12.77         -0.00          5.78        354.54          0.00        110.11      24173.14          0.00      -1243.71
 39.23        -12.76         -0.00          5.78        354.41          0.00        110.17      24176.68          0.00      -1242.61
 39.24        -12.75         -0.00          5.78        354.29          0.00        110.22      24180.23          0.00      -1241.51
 39.25        -12.73         -0.00          5.78        354.16          0.00        110.28      24183.77          0.00      -1240.40
 39.26        -12.72         -0.00          5.78        354.03          0.00        110.34      24187.31          0.00      -1239.30
 39.27        -12.71         -0.00          5.78        353.90          0.00        110.40      24190.85          0.00      -1238.20
 39.28        -12.70         -0.00          5.78        353.78          0.00        110.46      24194.39          0.00      -1237.09
 39.29        -12.68         -0.00          5.78        353.65          0.00        110.51      24197.93          0.00      -1235.99
 39.30        -12.67         -0.00          5.78        353.52          0.00        110.57      24201.46          0.00      -1234.88
 39.31        -12.66         -0.00          5.78        353.40          0.00        110.63      24205.00          0.00      -1233.78
 39.32        -12.64         -0.00          5.78        353.27          0.00        110.69      24208.53          0.00      -1232.67
 39.33        -12.63         -0.00          5.78        353.14          0.00        110.74      24212.06          0.00      -1231.56
 39.34        -12.62         -0.00          5.78        353.02          0.00        110.80      24215.59          0.00      -1230.45
 39.35        -12.60         -0.00          5.78        352.89          0.00        110.86      24219.12          0.00      -1229.35
 39.36        -12.59         -0.00          5.78        352.77          0.00        110.92      24222.65          0.00      -1228.24
 39.37        -12.58         -0.00          5.78        352.64          0.00        110.98      24226.18          0.00      -1227.13
 39.38        -12.56         -0.00          5.79        352.51          0.00        111.03      24229.70          0.00      -1226.02
 39.39        -12.55         -0.00          5.79        352.39          0.00        111.09      24233.23          0.00      -1224.91
 39.40        -12.54         -0.00          5.79        352.26          0.00        111.15      24236.75          0.00      -1223.80
 39.41        -12.53         -0.00          5.79        352.14          0.00        111.21      24240.27          0.00      -1222.68
 39.42        -12.51         -0.00          5.79        352.01          0.00        111.27      24243.79          0.00      -1221.57
 39.43        -12.50         -0.00          5.79        351.89          0.00        111.32      24247.31          0.00      -1220.46
 39.44        -12.49         -0.00          5.79        351.76          0.00        111.38      24250.83          0.00      -1219.35
 39.45        -12.48         -0.00          5.79        351.64          0.00        111.44      24254.35          0.00      -1218.23
 39.46        -12.46         -0.00          5.79        351.51          0.00        111.50      24257.86          0.00      -1217.12
 39.47        -12.45         -0.00          5.79        351.39          0.00        111.55      24261.38          0.00      -1216.00
 39.48        -12.44         -0.00          5.79        351.26          0.00        111.61      24264.89          0.00      -1214.89
 39.49        -12.42         -0.00          5.79        351.14          0.00        111.67      24268.40          0.00      -1213.77
 39.50        -12.41         -0.00          5.79        351.02          0.00        111.73      24271.91          0.00      -1212.65
 39.51        -12.40         -0.00          5.79        350.89          0.00        111.79      24275.42          0.00      -1211.53
 39.52        -12.39         -0.00          5.79        350.77          0.00        111.84      24278.93          0.00      -1210.42
 39.53        -12.37         -0.00          5.79        350.64          0.00        111.90      24282.44          0.00      -1209.30
 39.54        -12.36         -0.00          5.79        350.52          0.00        111.96      24285.95          0.00      -1208.18
 39.55        -12.35         -0.00          5.79        350.40          0.00        112.02      24289.45          0.00      -1207.06
 39.56        -12.34         -0.00          5.80        350.27          0.00        112.08      24292.95          0.00      -1205.94
 39.57        -12.32         -0.00          5.80        350.15          0.00        112.13      24296.46          0.00      -1204.82
 39.58        -12.31         -0.00          5.80        350.03          0.00        112.19      24299.96          0.00      -1203.69
 39.59        -12.30         -0.00          5.80        349.90          0.00        112.25      24303.46          0.00      -1202.57
 39.60        -12.29         -0.00          5.80        349.78          0.00        112.31      24306.95          0.00      -1201.45
 39.61        -12.28         -0.00          5.80        349.66          0.00        112.37      24310.45          0.00      -1200.33
 39.62        -12.26         -0.00          5.80        349.54          0.00        112.42      24313.95          0.00      -1199.20
 39.63        -12.25         -0.00          5.80        349.41          0.00        112.48      24317.44          0.00      -1198.08
 39.64        -12.24         -0.00          5.80        349.29          0.00        112.54      24320.94          0.00      -1196.95
 39.65        -12.23         -0.00          5.80        349.17          0.00        112.60      24324.43          0.00      -1195.83
 39.66        -12.21         -0.00          5.80        349.05          0.00        112.66      24327.92          0.00      -1194.70
 39.67        -12.20         -0.00          5.80        348.92          0.00        112.71      24331.41          0.00      -1193.57
 39.68        -12.19         -0.00          5.80        348.80          0.00        112.77      24334.90          0.00      -1192.45
 39.69        -12.18         -0.00          5.80        348.68          0.00        112.83      24338.39          0.00      -1191.32
 39.70        -12.17         -0.00          5.80        348.56          0.00        112.89      24341.87          0.00      -1190.19
 39.71        -12.15         -0.00          5.80        348.44          0.00        112.95      24345.36          0.00      -1189.06
 39.72        -12.14         -0.00          5.80        348.32          0.00        113.00      24348.84          0.00      -1187.93
 39.73        -12.13         -0.00          5.80        348.19          0.00        113.06      24352.32          0.00      -1186.80
 39.74        -12.12         -0.00          5.80        348.07          0.00        113.12      24355.80          0.00      -1185.67
 39.75        -12.11         -0.00          5.81        347.95          0.00        113.18      24359.28          0.00      -1184.54
 39.76        -12.09         -0.00          5.81        347.83          0.00        113.24      24362.76          0.00      -1183.41
 39.77        -12.08         -0.00          5.81        347.71          0.00        113.29      24366.24          0.00      -1182.27
 39.78        -12.07         -0.00          5.81        347.59          0.00        113.35      24369.72          0.00      -1181.14
 39.79        -12.06         -0.00          5.81        347.47          0.00        113.41      24373.19          0.00      -1180.01
 39.80        -12.05         -0.00          5.81        347.35          0.00        113.47      24376.67          0.00      -1178.87
 39.81        -12.03         -0.00          5.81        347.23          0.00        113.53      24380.14          0.00      -1177.74
 39.82        -12.02         -0.00          5.81        347.11          0.00        113.58      24383.61          0.00      -1176.60
 39.83        -12.01         -0.00          5.81        346.99          0.00        113.64      24387.08          0.00      -1175.47
 39.84        -12.00         -0.00          5.81        346.87          0.00        113.70      24390.55          0.00      -1174.33
 39.85        -11.99         -0.00          5.81        346.75          0.00        113.76      24394.02          0.00      -1173.19
 39.86        -11.98         -0.00          5.81        346.63          0.00        113.82      24397.49          0.00      -1172.05
 39.87        -11.96         -0.00          5.81        346.51          0.00        113.88      24400.95          0.00      -1170.92
 39.88        -11.95         -0.00          5.81        346.39          0.00        113.93      24404.42          0.00      -1169.78
 39.89        -11.94         -0.00          5.81        346.27          0.00        113.99      24407.88          0.00      -1168.64
 39.90        -11.93         -0.00          5.81        346.15          0.00        114.05      24411.34          0.00      -1167.50
 39.91        -11.92         -0.00          5.81        346.03          0.00        114.11      24414.80          0.00      -1166.36
 39.92        -11.91         -0.00          5.81        345.91          0.00        114.17      24418.26          0.00      -1165.21
 39.93        -11.89         -0.00          5.81        345.79          0.00        114.22      24421.72          0.00      -1164.07
 39.94        -11.88         -0.00          5.81        345.67          0.00        114.28      24425.18          0.00      -1162.93
 39.95        -11.87         -0.00          5.81        345.55          0.00        114.34      24428.63          0.00      -1161.79
 39.96        -11.86         -0.00          5.81        345.44          0.00        114.40      24432.09          0.00      -1160.64
 39.97        -11.85         -0.00          5.82        345.32          0.00        114.46      24435.54          0.00      -1159.50
 39.98        -11.84         -0.00          5.82        345.20          0.00        114.51      24439.00          0.00      -1158.35
 39.99        -11.83         -0.00          5.82        345.08          0.00        114.57      24442.45          0.00      -1157.21
 40.00        -11.81         -0.00          5.82        344.96          0.00        114.63      24445.90          0.00      -1156.06
 40.01        -11.80         -0.00          5.82        344.84          0.00        114.69      24449.35          0.00      -1154.92
 40.02        -11.79         -0.00          5.82        344.73          0.00        114.75      24452.79          0.00      -1153.77
 40.03        -11.78         -0.00          5.82        344.61          0.00        114.81      24456.24          0.00      -1152.62
 40.04        -11.77         -0.00          5.82        344.49          0.00        114.86      24459.69          0.00      -1151.47
 40.05        -11.76         -0.00          5.82        344.37          0.00        114.92      24463.13          0.00      -1150.32
 40.06        -11.75         -0.00          5.82        344.26          0.00        114.98      24466.57          0.00      -1149.17
 40.07        -11.73         -0.00          5.82        344.14          0.00        115.04      24470.02          0.00      -1148.02
 40.08        -11.72         -0.00          5.82        344.02          0.00        115.10      24473.46          0.00      -1146.87
 40.09        -11.71         -0.00          5.82        343.90          0.00        115.15      24476.90          0.00      -1145.72
 40.10        -11.70         -0.00          5.82        343.79          0.00        115.21      24480.33          0.00      -1144.57
 40.11        -11.69         -0.00          5.82        343.67          0.00        115.27      24483.77          0.00      -1143.42
 40.12        -11.68         -0.00          5.82        343.55          0.00        115.33      24487.21          0.00      -1142.26
 40.13        -11.67         -0.00          5.82        343.44          0.00        115.39      24490.64          0.00      -1141.11
 40.14        -11.66         -0.00          5.82        343.32          0.00        115.45      24494.08          0.00      -1139.96
 40.15        -11.65         -0.00          5.82        343.20          0.00        115.50      24497.51          0.00      -1138.80
 40.16        -11.63         -0.00          5.82        343.09          0.00        115.56      24500.94          0.00      -1137.65
 40.17        -11.62         -0.00          5.82        342.97          0.00        115.62      24504.37          0.00      -1136.49
 40.18        -11.61         -0.00          5.82        342.85          0.00        115.68      24507.80          0.00      -1135.33
 40.19        -11.60         -0.00          5.82        342.74          0.00        115.74      24511.23          0.00      -1134.18
 40.20        -11.59         -0.00          5.82        342.62          0.00        115.80      24514.65          0.00      -1133.02
 40.21        -11.58         -0.00          5.83        342.51          0.00        115.85      24518.08          0.00      -1131.86
 40.22        -11.57         -0.00          5.83        342.39          0.00        115.91      24521.50          0.00      -1130.70
 40.23        -11.56         -0.00          5.83        342.27          0.00        115.97      24524.93          0.00      -1129.54
 40.24        -11.55         -0.00          5.83        342.16          0.00        116.03      24528.35          0.00      -1128.38
 40.25        -11.54         -0.00          5.83        342.04          0.00        116.09      24531.77          0.00      -1127.22
 40.26        -11.53         -0.00          5.83        341.93          0.00        116.14      24535.19          0.00      -1126.06
 40.27        -11.51         -0.00          5.83        341.81          0.00        116.20      24538.61          0.00      -1124.90
 40.28        -11.50         -0.00          5.83        341.70          0.00        116.26      24542.03          0.00      -1123.74
 40.29        -11.49         -0.00          5.83        341.58          0.00        116.32      24545.44          0.00      -1122.57
 40.30        -11.48         -0.00          5.83        341.47          0.00        116.38      24548.86          0.00      -1121.41
 40.31        -11.47         -0.00          5.83        341.35          0.00        116.44      24552.27          0.00      -1120.25
 40.32        -11.46         -0.00          5.83        341.24          0.00        116.49      24555.69          0.00      -1119.08
 40.33        -11.45         -0.00          5.83        341.12          0.00        116.55      24559.10          0.00      -1117.92
 40.34        -11.44         -0.00          5.83        341.01          0.00        116.61      24562.51          0.00      -1116.75
 40.35        -11.43         -0.00          5.83        340.90          0.00        116.67      24565.92          0.00      -1115.58
 40.36        -11.42         -0.00          5.83        340.78          0.00        116.73      24569.33          0.00      -1114.42
 40.37        -11.41         -0.00          5.83        340.67          0.00        116.79      24572.73          0.00      -1113.25
 40.38        -11.40         -0.00          5.83        340.55          0.00        116.84      24576.14          0.00      -1112.08
 40.39        -11.39         -0.00          5.83        340.44          0.00        116.90      24579.54          0.00      -1110.91
 40.40        -11.38         -0.00          5.83        340.33          0.00        116.96      24582.95          0.00      -1109.74
 40.41        -11.37         -0.00          5.83        340.21          0.00        117.02      24586.35          0.00      -1108.57
 40.42        -11.36         -0.00          5.83        340.10          0.00        117.08      24589.75          0.00      -1107.40
 40.43        -11.34         -0.00          5.83        339.98          0.00        117.14      24593.15          0.00      -1106.23
 40.44        -11.33         -0.00          5.83        339.87          0.00        117.19      24596.55          0.00      -1105.06
 40.45        -11.32         -0.00          5.83        339.76          0.00        117.25      24599.95          0.00      -1103.89
 40.46        -11.31         -0.00          5.83        339.64          0.00        117.31      24603.35          0.00      -1102.72
 40.47        -11.30         -0.00          5.83        339.53          0.00        117.37      24606.74          0.00      -1101.54
 40.48        -11.29         -0.00          5.84        339.42          0.00        117.43      24610.14          0.00      -1100.37
 40.49        -11.28         -0.00          5.84        339.31          0.00        117.49      24613.53          0.00      -1099.19
 40.50        -11.27         -0.00          5.84        339.19          0.00        117.54      24616.92          0.00      -1098.02
 40.51        -11.26         -0.00          5.84        339.08          0.00        117.60      24620.32          0.00      -1096.84
 40.52        -11.25         -0.00          5.84        338.97          0.00        117.66      24623.71          0.00      -1095.67
 40.53        -11.24         -0.00          5.84        338.86          0.00        117.72      24627.10          0.00      -1094.49
 40.54        -11.23         -0.00          5.84        338.74          0.00        117.78      24630.48          0.00      -1093.31
 40.55        -11.22         -0.00          5.84        338.63          0.00        117.84      24633.87          0.00      -1092.13
 40.56        -11.21         -0.00          5.84        338.52          0.00        117.89      24637.26          0.00      -1090.96
 40.57        -11.20         -0.00          5.84        338.41          0.00        117.95      24640.64          0.00      -1089.78
 40.58        -11.19         -0.00          5.84        338.29          0.00        118.01      24644.02          0.00      -1088.60
 40.59        -11.18         -0.00          5.84        338.18          0.00        118.07      24647.41          0.00      -1087.42
 40.60        -11.17         -0.00          5.84        338.07          0.00        118.13      24650.79          0.00      -1086.24
 40.61        -11.16         -0.00          5.84        337.96          0.00        118.19      24654.17          0.00      -1085.05
 40.62        -11.15         -0.00          5.84        337.85          0.00        118.25      24657.55          0.00      -1083.87
 40.63        -11.14         -0.00          5.84        337.74          0.00        118.30      24660.92          0.00      -1082.69
 40.64        -11.13         -0.00          5.84        337.62          0.00        118.36      24664.30          0.00      -1081.51
 40.65        -11.12         -0.00          5.84        337.51          0.00        118.42      24667.68          0.00      -1080.32
 40.66        -11.11         -0.00          5.84        337.40          0.00        118.48      24671.05          0.00      -1079.14
 40.67        -11.10         -0.00          5.84        337.29          0.00        118.54      24674.43          0.00      -1077.95
 40.68        -11.09         -0.00          5.84        337.18          0.00        118.60      24677.80          0.00      -1076.77
 40.69        -11.08         -0.00          5.84        337.07          0.00        118.65      24681.17          0.00      -1075.58
 40.70        -11.07         -0.00          5.84        336.96          0.00        118.71      24684.54          0.00      -1074.39
 40.71        -11.06         -0.00          5.84        336.85          0.00        118.77      24687.91          0.00      -1073.21
 40.72        -11.05         -0.00          5.84        336.74          0.00        118.83      24691.28          0.00      -1072.02
 40.73        -11.04         -0.00          5.84        336.63          0.00        118.89      24694.64          0.00      -1070.83
 40.74        -11.03         -0.00          5.84        336.52          0.00        118.95      24698.01          0.00      -1069.64
 40.75        -11.02         -0.00          5.84        336.41          0.00        119.00      24701.37          0.00      -1068.45
 40.76        -11.01         -0.00          5.84        336.30          0.00        119.06      24704.74          0.00      -1067.26
 40.77        -11.00         -0.00          5.84        336.19          0.00        119.12      24708.10          0.00      -1066.07
 40.78        -10.99         -0.00          5.84        336.08          0.00        119.18      24711.46          0.00      -1064.88
