  t(s)     Ax(m/s^2)     Ay(m/s^2)     Az(m/s^2)       Vx(m/s)       Vy(m/s)       Vz(m/s)          X(m)          Y(m)          Z(m)
  0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00         -0.80
  0.01         89.04          0.00        -31.71          0.89          0.00         -0.32          0.00          0.00         -0.80
  0.02         89.58          0.00        -31.97          1.78          0.00         -0.63          0.02          0.00         -0.81
  0.03         90.12          0.00        -32.22          2.68          0.00         -0.96          0.04          0.00         -0.81
  0.04         90.66          0.00        -32.47          3.58          0.00         -1.28          0.07          0.00         -0.83
  0.05         91.21          0.00        -32.73          4.49          0.00         -1.60          0.11          0.00         -0.84
  0.06         91.75          0.00        -32.99          5.41          0.00         -1.93          0.16          0.00         -0.86
  0.07         92.29          0.00        -33.24          6.33          0.00         -2.26          0.22          0.00         -0.88
  0.08         92.84          0.00        -33.50          7.25          0.00         -2.60          0.29          0.00         -0.90
  0.09         93.38          0.00        -33.76          8.18          0.00         -2.93          0.37          0.00         -0.93
  0.10         93.92          0.00        -34.01          9.12          0.00         -3.27          0.45          0.00         -0.96
  0.11         94.47          0.00        -34.27         10.06          0.00         -3.61          0.55          0.00         -1.00
  0.12         95.01          0.00        -34.53         11.01          0.00         -3.96          0.65          0.00         -1.03
  0.13         95.56          0.00        -34.79         11.96          0.00         -4.31          0.77          0.00         -1.08
  0.14         96.11          0.00        -35.05         12.92          0.00         -4.65          0.89          0.00         -1.12
  0.15         96.65          0.00        -35.31         13.89          0.00         -5.01          1.03          0.00         -1.17
  0.16         97.20          0.00        -35.57         14.85          0.00         -5.36          1.17          0.00         -1.22
  0.17         97.75          0.00        -35.83         15.83          0.00         -5.72          1.32          0.00         -1.28
  0.18         98.30          0.00        -36.09         16.81          0.00         -6.08          1.49          0.00         -1.33
  0.19         98.85          0.00        -36.35         17.80          0.00         -6.44          1.66          0.00         -1.40
  0.20         99.40          0.00        -36.62         18.79          0.00         -6.80          1.84          0.00         -1.46
  0.21         99.95          0.00        -36.88         19.78          0.00         -7.17          2.04          0.00         -1.53
  0.22        100.50          0.00        -37.14         20.79          0.00         -7.54          2.24          0.00         -1.61
  0.23        101.05          0.00        -37.40         21.79          0.00         -7.91          2.45          0.00         -1.68
  0.24        101.61          0.00        -37.66         22.81          0.00         -8.29          2.67          0.00         -1.77
  0.25        102.16          0.00        -37.92         23.83          0.00         -8.67          2.91          0.00         -1.85
  0.26        102.72          0.00        -38.18         24.85          0.00         -9.05          3.15          0.00         -1.94
  0.27        103.27          0.00        -38.44         25.88          0.00         -9.43          3.40          0.00         -2.03
  0.28        103.83          0.00        -38.70         26.92          0.00         -9.82          3.67          0.00         -2.13
  0.29        104.39          0.00        -38.96         27.96          0.00        -10.21          3.94          0.00         -2.23
  0.30        104.95          0.00        -39.21         29.00          0.00        -10.60          4.23          0.00         -2.33
  0.31        105.51          0.00        -39.47         30.06          0.00        -10.99          4.52          0.00         -2.44
  0.32        106.08          0.00        -39.72         31.11          0.00        -11.39          4.83          0.00         -2.55
  0.33        106.64          0.00        -39.98         32.18          0.00        -11.78          5.14          0.00         -2.67
  0.34        107.21          0.00        -40.23         33.25          0.00        -12.19          5.47          0.00         -2.79
  0.35        107.78          0.00        -40.48         34.32          0.00        -12.59          5.81          0.00         -2.91
  0.36        108.35          0.00        -40.73         35.40          0.00        -12.99          6.16          0.00         -3.04
  0.37        108.92          0.00        -40.97         36.49          0.00        -13.40          6.52          0.00         -3.17
  0.38        109.49          0.00        -41.22         37.58          0.00        -13.81          6.89          0.00         -3.31
  0.39        110.07          0.00        -41.46         38.68          0.00        -14.23          7.27          0.00         -3.45
  0.40        110.65          0.00        -41.69         39.78          0.00        -14.64          7.66          0.00         -3.59
  0.41        111.23          0.00        -41.93         40.89          0.00        -15.06          8.06          0.00         -3.74
  0.42        111.81          0.00        -42.16         42.01          0.00        -15.48          8.48          0.00         -3.89
  0.43        112.40          0.00        -42.39         43.13          0.00        -15.90          8.91          0.00         -4.05
  0.44        112.98          0.00        -42.62         44.25          0.00        -16.33          9.34          0.00         -4.21
  0.45        113.57          0.00        -42.84         45.39          0.00        -16.76          9.79          0.00         -4.38
  0.46        114.17          0.00        -43.05         46.53          0.00        -17.19         10.25          0.00         -4.55
  0.47        114.76          0.00        -43.27         47.67          0.00        -17.62         10.72          0.00         -4.72
  0.48        115.36          0.00        -43.48         48.82          0.00        -18.05         11.20          0.00         -4.90
  0.49        115.96          0.00        -43.68         49.98          0.00        -18.49         11.70          0.00         -5.08
  0.50        116.57          0.00        -43.88         51.14          0.00        -18.93         12.20          0.00         -5.27
  0.51        117.18          0.00        -44.07         52.31          0.00        -19.37         12.72          0.00         -5.46
  0.52        117.79          0.00        -44.26         53.48          0.00        -19.81         13.25          0.00         -5.65
  0.53        118.40          0.00        -44.44         54.66          0.00        -20.25         13.79          0.00         -5.86
  0.54        119.02          0.00        -44.62         55.85          0.00        -20.70         14.34          0.00         -6.06
  0.55        119.65          0.00        -44.79         57.04          0.00        -21.14         14.91          0.00         -6.27
  0.56        120.27          0.00        -44.96         58.24          0.00        -21.59         15.48          0.00         -6.48
  0.57        120.90          0.00        -45.11         59.45          0.00        -22.04         16.07          0.00         -6.70
  0.58        121.54          0.00        -45.26         60.66          0.00        -22.49         16.67          0.00         -6.92
  0.59        122.18          0.00        -45.40         61.88          0.00        -22.95         17.28          0.00         -7.15
  0.60        122.82          0.00        -45.54         63.11          0.00        -23.40         17.91          0.00         -7.38
  0.61        123.47          0.00        -45.67         64.34          0.00        -23.86         18.55          0.00         -7.62
  0.62        124.12          0.00        -45.79         65.58          0.00        -24.32         19.20          0.00         -7.86
  0.63        124.78          0.00        -45.90         66.82          0.00        -24.77         19.86          0.00         -8.11
  0.64        125.44          0.00        -46.00         68.07          0.00        -25.23         20.53          0.00         -8.36
  0.65        126.11          0.00        -46.09         69.33          0.00        -25.69         21.22          0.00         -8.61
  0.66        126.78          0.00        -46.18         70.59          0.00        -26.15         21.92          0.00         -8.87
  0.67        127.45          0.00        -46.25         71.86          0.00        -26.62         22.63          0.00         -9.13
  0.68        128.13          0.00        -46.32         73.14          0.00        -27.08         23.36          0.00         -9.40
  0.69        128.82          0.00        -46.38         74.43          0.00        -27.54         24.09          0.00         -9.67
  0.70        129.51          0.00        -46.43         75.72          0.00        -28.01         24.85          0.00         -9.95
  0.71        130.20          0.00        -46.46         77.02          0.00        -28.47         25.61          0.00        -10.23
  0.72        130.90          0.00        -46.49         78.32          0.00        -28.94         26.39          0.00        -10.52
  0.73        131.60          0.00        -46.51         79.64          0.00        -29.40         27.18          0.00        -10.81
  0.74        132.31          0.00        -46.52         80.95          0.00        -29.87         27.98          0.00        -11.11
  0.75        133.02          0.00        -46.52         82.28          0.00        -30.33         28.79          0.00        -11.41
  0.76        133.74          0.00        -46.51         83.62          0.00        -30.80         29.62          0.00        -11.72
  0.77        134.46          0.00        -46.49         84.96          0.00        -31.26         30.47          0.00        -12.03
  0.78        135.19          0.00        -46.46         86.30          0.00        -31.73         31.32          0.00        -12.34
  0.79        135.92          0.00        -46.43         87.66          0.00        -32.19         32.19          0.00        -12.66
  0.80        136.66          0.00        -46.38         89.02          0.00        -32.66         33.08          0.00        -12.99
  0.81        137.39          0.00        -46.34         90.39          0.00        -33.12         33.97          0.00        -13.31
  0.82        138.12          0.00        -46.30         91.77          0.00        -33.58         34.88          0.00        -13.65
  0.83        138.86          0.00        -46.24         93.16          0.00        -34.05         35.81          0.00        -13.99
  0.84        139.60          0.00        -46.18         94.55          0.00        -34.51         36.75          0.00        -14.33
  0.85        140.35          0.00        -46.11         95.95          0.00        -34.97         37.70          0.00        -14.68
  0.86        141.10          0.00        -46.04         97.35          0.00        -35.43         38.67          0.00        -15.03
  0.87        141.85          0.00        -45.95         98.77          0.00        -35.89         39.65          0.00        -15.38
  0.88        142.60          0.00        -45.86        100.19          0.00        -36.35         40.64          0.00        -15.75
  0.89        143.36          0.00        -45.76        101.62          0.00        -36.81         41.65          0.00        -16.11
  0.90        144.12          0.00        -45.65        103.06          0.00        -37.26         42.67          0.00        -16.48
  0.91        144.88          0.00        -45.54        104.50          0.00        -37.72         43.71          0.00        -16.86
  0.92        145.65          0.00        -45.42        105.96          0.00        -38.17         44.76          0.00        -17.24
  0.93        146.42          0.00        -45.29        107.42          0.00        -38.63         45.83          0.00        -17.62
  0.94        147.19          0.00        -45.16        108.89          0.00        -39.08         46.91          0.00        -18.01
  0.95        147.96          0.00        -45.02        110.36          0.00        -39.53         48.01          0.00        -18.40
  0.96        148.74          0.00        -44.88        111.84          0.00        -39.98         49.12          0.00        -18.80
  0.97        149.52          0.00        -44.73        113.34          0.00        -40.43         50.25          0.00        -19.20
  0.98        150.30          0.00        -44.57        114.83          0.00        -40.88         51.39          0.00        -19.61
  0.99        151.08          0.00        -44.41        116.34          0.00        -41.32         52.54          0.00        -20.02
  1.00        151.86          0.00        -44.25        117.86          0.00        -41.76         53.71          0.00        -20.43
  1.01        152.25         -0.00        -43.94        119.38         -0.00        -42.20         54.90          0.00        -20.85
  1.02        152.64         -0.00        -43.63        120.90         -0.00        -42.64         56.10         -0.00        -21.28
  1.03        153.02         -0.00        -43.32        122.43         -0.00        -43.08         57.32         -0.00        -21.71
  1.04        153.41         -0.00        -43.01        123.96         -0.00        -43.51         58.55         -0.00        -22.14
  1.05        153.80         -0.00        -42.70        125.50         -0.00        -43.94         59.80         -0.00        -22.58
  1.06        154.18         -0.00        -42.39        127.04         -0.00        -44.36         61.06         -0.00        -23.02
  1.07        154.57         -0.00        -42.08        128.58         -0.00        -44.78         62.34         -0.00        -23.46
  1.08        154.95         -0.00        -41.77        130.13         -0.00        -45.20         63.63         -0.00        -23.91
  1.09        155.33         -0.00        -41.46        131.68         -0.00        -45.62         64.94         -0.00        -24.37
  1.10        155.71         -0.00        -41.16        133.24         -0.00        -46.03         66.27         -0.00        -24.83
  1.11        156.09         -0.00        -40.86        134.79         -0.00        -46.44         67.61         -0.00        -25.29
  1.12        156.46         -0.00        -40.57        136.36         -0.00        -46.85         68.96          0.00        -25.76
  1.13        156.83         -0.00        -40.29        137.92         -0.00        -47.25         70.33          0.00        -26.23
  1.14        157.20         -0.00        -40.00        139.49         -0.00        -47.66         71.72          0.00        -26.70
  1.15        157.57         -0.00        -39.73        141.07         -0.00        -48.06         73.12          0.00        -27.18
  1.16        157.93         -0.00        -39.47        142.65         -0.00        -48.45         74.54          0.00        -27.66
  1.17        158.30         -0.00        -39.21        144.23         -0.00        -48.84         75.98          0.00        -28.15
  1.18        158.65         -0.00        -38.97        145.81         -0.00        -49.24         77.43          0.00        -28.64
  1.19        159.01         -0.00        -38.73        147.40         -0.00        -49.62         78.89          0.00        -29.13
  1.20        159.35         -0.00        -38.51        148.99         -0.00        -50.01         80.37          0.00        -29.63
  1.21        159.70         -0.00        -38.30        150.59         -0.00        -50.39         81.87          0.00        -30.13
  1.22        160.04         -0.00        -38.11        152.19         -0.00        -50.78         83.39          0.00        -30.64
  1.23        160.38         -0.00        -37.93        153.79         -0.00        -51.16         84.92          0.00        -31.15
  1.24        160.71         -0.00        -37.76        155.39         -0.00        -51.53         86.46          0.00        -31.66
  1.25        161.03         -0.00        -37.61        157.00         -0.00        -51.91         88.02          0.00        -32.18
  1.26        161.36         -0.00        -37.48        158.61         -0.00        -52.29         89.60          0.00        -32.70
  1.27        161.67         -0.00        -37.36        160.23         -0.00        -52.66         91.20          0.00        -33.23
  1.28        161.98         -0.00        -37.27        161.85         -0.00        -53.03         92.81          0.00        -33.75
  1.29        162.29         -0.00        -37.19        163.47         -0.00        -53.41         94.43          0.00        -34.29
  1.30        162.59         -0.00        -37.13        165.09         -0.00        -53.78         96.08          0.00        -34.82
  1.31        162.88         -0.00        -37.10        166.72         -0.00        -54.15         97.73          0.00        -35.36
  1.32        163.16         -0.00        -37.08        168.35         -0.00        -54.52         99.41          0.00        -35.91
  1.33        163.45         -0.00        -37.08        169.98         -0.00        -54.89        101.10          0.00        -36.45
  1.34        163.72          0.00        -37.11        171.62          0.00        -55.26        102.81          0.00        -37.00
  1.35        163.99          0.00        -37.16        173.26          0.00        -55.63        104.53          0.00        -37.56
  1.36        164.25          0.00        -37.23        174.90          0.00        -56.01        106.27          0.00        -38.12
  1.37        164.51          0.00        -37.32        176.54          0.00        -56.38        108.03          0.00        -38.68
  1.38        164.76          0.00        -37.43        178.19          0.00        -56.75        109.81          0.00        -39.24
  1.39        165.01          0.00        -37.56        179.84          0.00        -57.13        111.60          0.00        -39.81
  1.40        165.24          0.00        -37.71        181.49          0.00        -57.50        113.40          0.00        -40.39
  1.41        165.48          0.00        -37.89        183.14          0.00        -57.88        115.23          0.00        -40.96
  1.42        165.71          0.00        -38.08        184.80          0.00        -58.26        117.06          0.00        -41.54
  1.43        165.93          0.00        -38.29        186.46          0.00        -58.64        118.92          0.00        -42.13
  1.44        166.15         -0.00        -38.53        188.12          0.00        -59.03        120.79          0.00        -42.72
  1.45        166.36         -0.00        -38.77        189.78         -0.00        -59.41        122.68          0.00        -43.31
  1.46        166.57          0.00        -39.04        191.44         -0.00        -59.80        124.59          0.00        -43.90
  1.47        166.77          0.00        -39.32        193.11          0.00        -60.19        126.51          0.00        -44.50
  1.48        166.97          0.00        -39.61        194.78          0.00        -60.59        128.45          0.00        -45.11
  1.49        167.16         -0.00        -39.92        196.45          0.00        -60.99        130.41          0.00        -45.72
  1.50        167.35         -0.00        -40.24        198.12         -0.00        -61.39        132.38          0.00        -46.33
  1.51        167.54          0.00        -40.57        199.80         -0.00        -61.79        134.37          0.00        -46.94
  1.52        167.73          0.00        -40.91        201.47          0.00        -62.20        136.38          0.00        -47.56
  1.53        167.91          0.00        -41.25        203.15          0.00        -62.61        138.40          0.00        -48.19
  1.54        168.10         -0.00        -41.59        204.83          0.00        -63.02        140.44          0.00        -48.82
  1.55        168.28         -0.00        -41.94        206.51          0.00        -63.44        142.50          0.00        -49.45
  1.56        168.46          0.00        -42.29        208.20          0.00        -63.86        144.57          0.00        -50.08
  1.57        168.64          0.00        -42.64        209.88          0.00        -64.29        146.66          0.00        -50.73
  1.58        168.82          0.00        -42.99        211.57          0.00        -64.72        148.77          0.00        -51.37
  1.59        169.01          0.00        -43.33        213.26          0.00        -65.15        150.89          0.00        -52.02
  1.60        169.19          0.00        -43.66        214.95          0.00        -65.58        153.03          0.00        -52.67
  1.61        169.38          0.00        -43.98        216.64          0.00        -66.02        155.19          0.00        -53.33
  1.62        169.57          0.00        -44.29        218.34          0.00        -66.46        157.37          0.00        -53.99
  1.63        169.77          0.00        -44.59        220.03          0.00        -66.91        159.56          0.00        -54.66
  1.64        169.97          0.00        -44.87        221.73          0.00        -67.35        161.77          0.00        -55.33
  1.65        170.18          0.00        -45.13        223.43          0.00        -67.80        163.99          0.00        -56.01
  1.66        170.40          0.00        -45.37        225.14          0.00        -68.26        166.24          0.00        -56.69
  1.67        170.62          0.00        -45.59        226.84          0.00        -68.71        168.50          0.00        -57.37
  1.68        170.85          0.00        -45.79        228.55          0.00        -69.17        170.77          0.00        -58.06
  1.69        171.09          0.00        -45.95        230.26          0.00        -69.63        173.07          0.00        -58.76
  1.70        171.34          0.00        -46.10        231.97          0.00        -70.09        175.38          0.00        -59.45
  1.71        171.59          0.00        -46.21        233.69          0.00        -70.55        177.71          0.00        -60.16
  1.72        171.86          0.00        -46.30        235.40          0.00        -71.01        180.05          0.00        -60.87
  1.73        172.13          0.00        -46.35        237.12          0.00        -71.47        182.41          0.00        -61.58
  1.74        172.42          0.00        -46.37        238.85          0.00        -71.94        184.79          0.00        -62.30
  1.75        172.72          0.00        -46.37        240.57          0.00        -72.40        187.19          0.00        -63.02
  1.76        173.03          0.00        -46.33        242.30          0.00        -72.86        189.60          0.00        -63.74
  1.77        173.34          0.00        -46.26        244.03          0.00        -73.33        192.04          0.00        -64.47
  1.78        173.67          0.00        -46.16        245.77          0.00        -73.79        194.49          0.00        -65.21
  1.79        174.00          0.00        -46.02        247.51          0.00        -74.25        196.95          0.00        -65.95
  1.80        174.35          0.00        -45.86        249.25          0.00        -74.71        199.44          0.00        -66.69
  1.81        174.70          0.00        -45.68        250.99          0.00        -75.17        201.94          0.00        -67.44
  1.82        175.07          0.00        -45.46        252.74          0.00        -75.62        204.46          0.00        -68.20
  1.83        175.43          0.00        -45.23        254.49          0.00        -76.08        206.99          0.00        -68.96
  1.84        175.81          0.00        -44.97        256.25          0.00        -76.53        209.55          0.00        -69.72
  1.85        176.19          0.00        -44.69        258.01          0.00        -76.98        212.12          0.00        -70.49
  1.86        176.57          0.00        -44.39        259.77          0.00        -77.42        214.71          0.00        -71.26
  1.87        176.97          0.00        -44.03        261.54          0.00        -77.86        217.31          0.00        -72.04
  1.88        177.33          0.00        -43.70        263.31          0.00        -78.30        219.94          0.00        -72.82
  1.89        177.69          0.00        -43.37        265.09          0.00        -78.74        222.58          0.00        -73.60
  1.90        178.04          0.00        -43.05        266.87          0.00        -79.17        225.24          0.00        -74.39
  1.91        178.40         -0.00        -42.72        268.65          0.00        -79.60        227.92          0.00        -75.19
  1.92        178.75          0.00        -42.41        270.43          0.00        -80.02        230.61          0.00        -75.98
  1.93        179.09         -0.00        -42.10        272.22          0.00        -80.45        233.32          0.00        -76.79
  1.94        179.44          0.00        -41.81        274.02          0.00        -80.87        236.06          0.00        -77.59
  1.95        179.77         -0.00        -41.54        275.81         -0.00        -81.28        238.80          0.00        -78.40
  1.96        180.10          0.00        -41.29        277.61          0.00        -81.70        241.57          0.00        -79.22
  1.97        180.41         -0.00        -41.06        279.41         -0.00        -82.11        244.36          0.00        -80.04
  1.98        180.72          0.00        -40.85        281.22          0.00        -82.52        247.16          0.00        -80.86
  1.99        181.03         -0.00        -40.67        283.03         -0.00        -82.93        249.98          0.00        -81.69
  2.00        181.32          0.00        -40.52        284.84          0.00        -83.33        252.82          0.00        -82.52
  2.01        181.62         -0.00        -40.41        286.66         -0.00        -83.74        255.68          0.00        -83.35
  2.02        181.92         -0.00        -40.33        288.47          0.00        -84.14        258.55          0.00        -84.19
  2.03        182.20         -0.00        -40.29        290.29         -0.00        -84.54        261.45          0.00        -85.04
  2.04        182.48         -0.00        -40.27        292.12          0.00        -84.95        264.36          0.00        -85.88
  2.05        182.74         -0.00        -40.29        293.94         -0.00        -85.35        267.29          0.00        -86.74
  2.06        183.00         -0.00        -40.34        295.77          0.00        -85.75        270.24          0.00        -87.59
  2.07        183.24         -0.00        -40.42        297.60         -0.00        -86.16        273.21          0.00        -88.45
  2.08        183.48         -0.00        -40.54        299.44          0.00        -86.56        276.19          0.00        -89.31
  2.09        183.70         -0.00        -40.68        301.27         -0.00        -86.97        279.19          0.00        -90.18
  2.10        183.92          0.00        -40.85        303.11         -0.00        -87.37        282.22          0.00        -91.05
  2.11        184.13          0.00        -41.04        304.95          0.00        -87.78        285.26          0.00        -91.93
  2.12        184.33         -0.00        -41.26        306.79          0.00        -88.20        288.32          0.00        -92.81
  2.13        184.52         -0.00        -41.50        308.64         -0.00        -88.61        291.39          0.00        -93.69
  2.14        184.71          0.00        -41.76        310.48         -0.00        -89.03        294.49          0.00        -94.58
  2.15        184.90          0.00        -42.03        312.33          0.00        -89.44        297.60          0.00        -95.47
  2.16        185.07          0.00        -42.31        314.18          0.00        -89.87        300.73          0.00        -96.37
  2.17        185.25         -0.00        -42.59        316.03         -0.00        -90.29        303.89          0.00        -97.27
  2.18        185.42         -0.00        -42.88        317.89          0.00        -90.72        307.06          0.00        -98.18
  2.19        185.59          0.00        -43.18        319.74          0.00        -91.15        310.24          0.00        -99.09
  2.20        185.76          0.00        -43.46        321.60          0.00        -91.58        313.45          0.00       -100.00
  2.21        185.94          0.00        -43.74        323.46          0.00        -92.02        316.68          0.00       -100.92
  2.22        186.11          0.00        -44.01        325.32          0.00        -92.46        319.92          0.00       -101.84
  2.23        186.29          0.00        -44.27        327.18          0.00        -92.90        323.18          0.00       -102.77
  2.24        186.46          0.00        -44.51        329.04          0.00        -93.34        326.46          0.00       -103.70
  2.25        186.65          0.00        -44.73        330.91          0.00        -93.79        329.76          0.00       -104.63
  2.26        186.84          0.00        -44.92        332.78          0.00        -94.24        333.08          0.00       -105.57
  2.27        187.03          0.00        -45.09        334.65          0.00        -94.69        336.42          0.00       -106.52
  2.28        187.23          0.00        -45.24        336.52          0.00        -95.14        339.77          0.00       -107.47
  2.29        187.44          0.00        -45.36        338.39          0.00        -95.59        343.15          0.00       -108.42
  2.30        187.65          0.00        -45.45        340.27          0.00        -96.05        346.54          0.00       -109.38
  2.31        187.87          0.00        -45.51        342.14          0.00        -96.50        349.95          0.00       -110.34
  2.32        188.10          0.00        -45.54        344.02          0.00        -96.96        353.38          0.00       -111.31
  2.33        188.34          0.00        -45.54        345.91          0.00        -97.41        356.83          0.00       -112.28
  2.34        188.58          0.00        -45.51        347.79          0.00        -97.87        360.30          0.00       -113.26
  2.35        188.83          0.00        -45.45        349.68          0.00        -98.32        363.79          0.00       -114.24
  2.36        189.08          0.00        -45.37        351.57          0.00        -98.77        367.30          0.00       -115.22
  2.37        189.34          0.00        -45.26        353.46          0.00        -99.23        370.82          0.00       -116.21
  2.38        189.60          0.00        -45.13        355.35          0.00        -99.68        374.37          0.00       -117.21
  2.39        189.87          0.00        -44.98        357.25          0.00       -100.13        377.93          0.00       -118.21
  2.40        190.15          0.00        -44.80        359.15          0.00       -100.58        381.51          0.00       -119.21
  2.41        190.42          0.00        -44.62        361.05          0.00       -101.03        385.11          0.00       -120.22
  2.42        190.70          0.00        -44.42        362.96          0.00       -101.47        388.73          0.00       -121.23
  2.43        190.97          0.00        -44.21        364.87          0.00       -101.91        392.37          0.00       -122.25
  2.44        191.25          0.00        -44.00        366.78          0.00       -102.36        396.03          0.00       -123.27
  2.45        191.52          0.00        -43.78        368.69          0.00       -102.79        399.71          0.00       -124.30
  2.46        191.80         -0.00        -43.57        370.61          0.00       -103.23        403.40          0.00       -125.33
  2.47        192.06          0.00        -43.36        372.53          0.00       -103.67        407.12          0.00       -126.36
  2.48        192.33         -0.00        -43.16        374.45          0.00       -104.10        410.85          0.00       -127.40
  2.49        192.59          0.00        -42.97        376.37          0.00       -104.53        414.61          0.00       -128.44
  2.50        192.84         -0.00        -42.80        378.30          0.00       -104.96        418.38          0.00       -129.49
  2.51        193.09          0.00        -42.64        380.23          0.00       -105.39        422.17          0.00       -130.54
  2.52        193.32          0.00        -42.50        382.16          0.00       -105.81        425.99          0.00       -131.60
  2.53        193.55          0.00        -42.39        384.10          0.00       -106.24        429.82          0.00       -132.66
  2.54        193.78          0.00        -42.30        386.03         -0.00       -106.66        433.67          0.00       -133.72
  2.55        193.99          0.00        -42.23        387.97          0.00       -107.08        437.54          0.00       -134.79
  2.56        194.19          0.00        -42.19        389.91          0.00       -107.50        441.43          0.00       -135.86
  2.57        194.39          0.00        -42.17        391.86         -0.00       -107.93        445.34          0.00       -136.94
  2.58        194.62          0.00        -42.20        393.80          0.00       -108.35        449.26          0.00       -138.02
  2.59        194.93         -0.00        -42.27        395.75         -0.00       -108.77        453.21          0.00       -139.11
  2.60        195.24          0.00        -42.36        397.70          0.00       -109.19        457.18          0.00       -140.20
  2.61        195.54         -0.00        -42.48        399.65         -0.00       -109.62        461.17          0.00       -141.29
  2.62        195.83          0.00        -42.61        401.61          0.00       -110.04        465.17          0.00       -142.39
  2.63        196.12          0.00        -42.77        403.57          0.00       -110.47        469.20          0.00       -143.49
  2.64        196.41          0.00        -42.95        405.53          0.00       -110.90        473.24          0.00       -144.60
  2.65        196.69          0.00        -43.14        407.50          0.00       -111.33        477.31          0.00       -145.71
  2.66        196.98          0.00        -43.34        409.47          0.00       -111.76        481.39          0.00       -146.83
  2.67        197.26         -0.00        -43.55        411.44          0.00       -112.19        485.50          0.00       -147.95
  2.68        197.54         -0.00        -43.76        413.41          0.00       -112.63        489.62          0.00       -149.07
  2.69        197.82         -0.00        -43.98        415.39          0.00       -113.07        493.77          0.00       -150.20
  2.70        198.10          0.00        -44.20        417.37          0.00       -113.51        497.93          0.00       -151.33
  2.71        198.39          0.00        -44.42        419.35          0.00       -113.95        502.11          0.00       -152.47
  2.72        198.67          0.00        -44.63        421.34          0.00       -114.40        506.32          0.00       -153.61
  2.73        198.96          0.00        -44.83        423.33          0.00       -114.85        510.54          0.00       -154.76
  2.74        199.25          0.00        -45.02        425.32          0.00       -115.30        514.78          0.00       -155.91
  2.75        199.55          0.00        -45.20        427.31          0.00       -115.75        519.05          0.00       -157.06
  2.76        199.86          0.00        -45.36        429.31          0.00       -116.20        523.33          0.00       -158.22
  2.77        200.16          0.00        -45.51        431.31          0.00       -116.65        527.63          0.00       -159.39
  2.78        200.48          0.00        -45.64        433.31          0.00       -117.11        531.96          0.00       -160.55
  2.79        200.80          0.00        -45.75        435.32          0.00       -117.57        536.30          0.00       -161.73
  2.80        201.13          0.00        -45.84        437.33          0.00       -118.02        540.66          0.00       -162.91
  2.81        201.46          0.00        -45.92        439.34          0.00       -118.48        545.05          0.00       -164.09
  2.82        201.80          0.00        -45.97        441.36          0.00       -118.94        549.45          0.00       -165.28
  2.83        202.15          0.00        -46.01        443.38          0.00       -119.40        553.87          0.00       -166.47
  2.84        202.50          0.00        -46.03        445.40          0.00       -119.86        558.32          0.00       -167.66
  2.85        202.86          0.00        -46.03        447.43          0.00       -120.32        562.78          0.00       -168.86
  2.86        203.23          0.00        -46.02        449.46          0.00       -120.78        567.27          0.00       -170.07
  2.87        203.60          0.00        -45.99        451.49          0.00       -121.24        571.77          0.00       -171.28
  2.88        203.97          0.00        -45.95        453.53          0.00       -121.70        576.30          0.00       -172.50
  2.89        204.35          0.00        -45.90        455.57          0.00       -122.16        580.84          0.00       -173.71
  2.90        204.73          0.00        -45.84        457.62          0.00       -122.62        585.41          0.00       -174.94
  2.91        205.12          0.00        -45.77        459.66          0.00       -123.08        589.99          0.00       -176.17
  2.92        205.51          0.00        -45.70        461.72          0.00       -123.54        594.60          0.00       -177.40
  2.93        205.90          0.00        -45.62        463.77          0.00       -123.99        599.23          0.00       -178.64
  2.94        206.29          0.00        -45.54        465.84          0.00       -124.45        603.88          0.00       -179.88
  2.95        206.69          0.00        -45.46        467.90          0.00       -124.90        608.54          0.00       -181.13
  2.96        207.08          0.00        -45.39        469.97          0.00       -125.36        613.23          0.00       -182.38
  2.97        207.48         -0.00        -45.32        472.04          0.00       -125.81        617.94          0.00       -183.63
  2.98        207.87          0.00        -45.25        474.12          0.00       -126.26        622.67          0.00       -184.89
  2.99        208.26         -0.00        -45.20        476.20          0.00       -126.72        627.43          0.00       -186.16
  3.00        208.66          0.00        -45.15        478.28          0.00       -127.17        632.20          0.00       -187.43
  3.01        207.83         -0.00        -44.79        480.37          0.00       -127.62        636.99          0.00       -188.70
  3.02        207.00          0.00        -44.44        482.44          0.00       -128.06        641.81          0.00       -189.98
  3.03        206.16         -0.00        -44.10        484.51          0.00       -128.51        646.64          0.00       -191.26
  3.04        205.32          0.00        -43.78        486.56          0.00       -128.95        651.50          0.00       -192.55
  3.05        204.47         -0.00        -43.46        488.61          0.00       -129.38        656.37          0.00       -193.84
  3.06        203.62          0.00        -43.16        490.65          0.00       -129.82        661.27          0.00       -195.14
  3.07        202.76         -0.00        -42.88        492.69          0.00       -130.25        666.18          0.00       -196.44
  3.08        201.86          0.00        -42.59        494.71          0.00       -130.67        671.12          0.00       -197.74
  3.09        200.95         -0.00        -42.32        496.72          0.00       -131.10        676.08          0.00       -199.05
  3.10        200.04          0.00        -42.05        498.73          0.00       -131.52        681.06          0.00       -200.37
  3.11        199.12         -0.00        -41.80        500.72          0.00       -131.94        686.05          0.00       -201.68
  3.12        198.20          0.00        -41.56        502.71          0.00       -132.36        691.07          0.00       -203.00
