6:CHMAL							
0	0.2	0.5	0.8	1.2	1.5	2	2.5	3	3.5
0	0	0	0	0	0	0	0	0	0
2	0.01	0.01	0.01	0	0	0	0	0	0
5	0.05	0.05	0.03	0	0	0	0	0	0
10	0.11	0.11	0.04	0	0	0	0	0	0
15	0.16	0.15	0	0	0	0	0	0	0
20	0.2	0.18	-0.03	0	0	0	0	0	0
25	0.23	0.21	-0.08	0	0	0	0	0	0
30	0.28	0.25	-0.11	0.01	0	0	0	0	0
35	0.43	0.41	0	0	-0.02	-0.01	-0.01	-0.02	-0.02
40	0.48	0.46	0	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02
