  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
 57.64         33.79          8.49          0.01        404.03          1.32        324.50
 57.65         33.79          8.49          0.01        403.98          1.32        324.50
 57.66         33.80          8.49          0.01        403.94          1.32        324.50
 57.67         33.80          8.49          0.01        403.89          1.32        324.50
 57.68         33.80          8.49          0.01        403.84          1.32        324.50
 57.69         33.81          8.48          0.01        403.79          1.32        324.50
 57.70         33.81          8.48          0.01        403.74          1.32        324.50
 57.71         33.81          8.48          0.01        403.70          1.32        324.50
 57.72         33.82          8.48          0.01        403.65          1.32        324.50
 57.73         33.82          8.48          0.01        403.60          1.32        324.50
 57.74         33.83          8.48          0.01        403.55          1.32        324.50
 57.75         33.83          8.48          0.01        403.50          1.32        324.50
 57.76         33.83          8.48          0.01        403.46          1.32        324.50
 57.77         33.84          8.47          0.01        403.41          1.32        324.50
 57.78         33.84          8.47          0.01        403.36          1.32        324.50
 57.79         33.85          8.47          0.01        403.31          1.32        324.50
 57.80         33.85          8.47          0.01        403.27          1.32        324.50
 57.81         33.85          8.47          0.01        403.22          1.32        324.50
 57.82         33.86          8.47          0.01        403.17          1.32        324.50
 57.83         33.86          8.47          0.01        403.12          1.32        324.50
 57.84         33.86          8.47          0.01        403.07          1.32        324.50
 57.85         33.87          8.46          0.01        403.03          1.32        324.50
 57.86         33.87          8.46          0.01        402.98          1.32        324.50
 57.87         33.88          8.46          0.01        402.93          1.32        324.50
 57.88         33.88          8.46          0.01        402.88          1.32        324.50
 57.89         33.88          8.46          0.01        402.84          1.32        324.50
 57.90         33.89          8.46          0.01        402.79          1.32        324.50
 57.91         33.89          8.46          0.01        402.74          1.32        324.50
 57.92         33.90          8.46          0.01        402.69          1.32        324.50
 57.93         33.90          8.46          0.01        402.65          1.32        324.50
 57.94         33.90          8.45          0.01        402.60          1.31        324.50
 57.95         33.91          8.45          0.01        402.55          1.31        324.50
 57.96         33.91          8.45          0.01        402.51          1.31        324.50
 57.97         33.91          8.45          0.01        402.46          1.31        324.50
 57.98         33.92          8.45          0.01        402.41          1.31        324.50
 57.99         33.92          8.45          0.01        402.36          1.31        324.50
 58.00         33.93          8.45          0.01        402.32          1.31        324.50
 58.01         33.93          8.45          0.01        402.27          1.31        324.50
 58.02         33.93          8.44          0.01        402.22          1.31        324.50
 58.03         33.94          8.44          0.01        402.17          1.31        324.50
 58.04         33.94          8.44          0.01        402.13          1.31        324.50
 58.05         33.95          8.44          0.01        402.08          1.31        324.50
 58.06         33.95          8.44          0.01        402.03          1.31        324.50
 58.07         33.95          8.44          0.01        401.99          1.31        324.50
 58.08         33.96          8.44          0.01        401.94          1.31        324.50
 58.09         33.96          8.44          0.01        401.89          1.31        324.50
 58.10         33.96          8.43          0.01        401.84          1.31        324.50
 58.11         33.97          8.43          0.01        401.80          1.31        324.50
 58.12         33.97          8.43          0.01        401.75          1.31        324.50
 58.13         33.98          8.43          0.01        401.70          1.31        324.50
 58.14         33.98          8.43          0.01        401.66          1.31        324.50
 58.15         33.98          8.43          0.01        401.61          1.31        324.50
 58.16         33.99          8.43          0.01        401.56          1.31        324.50
 58.17         33.99          8.43          0.01        401.51          1.31        324.50
 58.18         34.00          8.42          0.01        401.47          1.31        324.50
 58.19         34.00          8.42          0.01        401.42          1.31        324.50
 58.20         34.00          8.42          0.01        401.37          1.31        324.50
 58.21         34.01          8.42          0.01        401.33          1.31        324.50
 58.22         34.01          8.42          0.01        401.28          1.31        324.50
 58.23         34.01          8.42          0.01        401.23          1.31        324.50
 58.24         34.02          8.42          0.01        401.19          1.31        324.50
 58.25         34.02          8.42          0.01        401.14          1.31        324.50
 58.26         34.03          8.41          0.01        401.09          1.31        324.50
 58.27         34.03          8.41          0.01        401.05          1.31        324.50
 58.28         34.03          8.41          0.01        401.00          1.31        324.50
 58.29         34.04          8.41          0.01        400.95          1.31        324.50
 58.30         34.04          8.41          0.01        400.91          1.31        324.50
 58.31         34.04          8.41          0.01        400.86          1.31        324.50
 58.32         34.05          8.41          0.01        400.81          1.31        324.50
 58.33         34.05          8.41          0.01        400.77          1.31        324.50
 58.34         34.06          8.40          0.01        400.72          1.31        324.50
 58.35         34.06          8.40          0.01        400.67          1.31        324.50
 58.36         34.06          8.40          0.01        400.63          1.31        324.50
 58.37         34.07          8.40          0.01        400.58          1.31        324.50
 58.38         34.07          8.40          0.01        400.53          1.31        324.50
 58.39         34.08          8.40          0.01        400.49          1.31        324.50
 58.40         34.08          8.40          0.01        400.44          1.31        324.50
 58.41         34.08          8.40          0.01        400.39          1.31        324.50
 58.42         34.09          8.39          0.01        400.35          1.31        324.50
 58.43         34.09          8.39          0.01        400.30          1.31        324.50
 58.44         34.09          8.39          0.01        400.25          1.31        324.50
 58.45         34.10          8.39          0.01        400.21          1.31        324.50
 58.46         34.10          8.39          0.01        400.16          1.31        324.50
 58.47         34.11          8.39          0.01        400.11          1.31        324.50
 58.48         34.11          8.39          0.01        400.07          1.31        324.50
 58.49         34.11          8.39          0.01        400.02          1.31        324.50
 58.50         34.12          8.38          0.01        399.98          1.31        324.50
 58.51         34.12          8.38          0.01        399.93          1.30        324.50
 58.52         34.12          8.38          0.01        399.88          1.30        324.50
 58.53         34.13          8.38          0.01        399.84          1.30        324.50
 58.54         34.13          8.38          0.01        399.79          1.30        324.50
 58.55         34.14          8.38          0.01        399.74          1.30        324.50
 58.56         34.14          8.38          0.01        399.70          1.30        324.50
 58.57         34.14          8.38          0.01        399.65          1.30        324.50
 58.58         34.15          8.37          0.01        399.61          1.30        324.50
 58.59         34.15          8.37          0.01        399.56          1.30        324.50
 58.60         34.15          8.37          0.01        399.51          1.30        324.50
 58.61         34.16          8.37          0.01        399.47          1.30        324.50
 58.62         34.16          8.37          0.01        399.42          1.30        324.50
 58.63         34.17          8.37          0.01        399.38          1.30        324.50
 58.64         34.17          8.37          0.01        399.33          1.30        324.50
 58.65         34.17          8.37          0.01        399.28          1.30        324.50
 58.66         34.18          8.36          0.01        399.24          1.30        324.50
 58.67         34.18          8.36          0.01        399.19          1.30        324.50
 58.68         34.19          8.36          0.01        399.14          1.30        324.50
 58.69         34.19          8.36          0.01        399.10          1.30        324.50
 58.70         34.19          8.36          0.01        399.05          1.30        324.50
 58.71         34.20          8.36          0.01        399.01          1.30        324.50
 58.72         34.20          8.36          0.01        398.96          1.30        324.50
 58.73         34.20          8.36          0.01        398.92          1.30        324.50
 58.74         34.21          8.35          0.01        398.87          1.30        324.50
 58.75         34.21          8.35          0.01        398.82          1.30        324.50
 58.76         34.22          8.35          0.01        398.78          1.30        324.50
 58.77         34.22          8.35          0.01        398.73          1.30        324.50
 58.78         34.22          8.35          0.01        398.69          1.30        324.50
 58.79         34.23          8.35          0.01        398.64          1.30        324.50
 58.80         34.23          8.35          0.01        398.59          1.30        324.50
 58.81         34.23          8.35          0.01        398.55          1.30        324.50
 58.82         34.24          8.34          0.01        398.50          1.30        324.50
 58.83         34.24          8.34          0.01        398.46          1.30        324.50
 58.84         34.25          8.34          0.01        398.41          1.30        324.50
 58.85         34.25          8.34          0.01        398.37          1.30        324.50
 58.86         34.25          8.34          0.01        398.32          1.30        324.50
 58.87         34.26          8.34          0.01        398.28          1.30        324.50
 58.88         34.26          8.34          0.01        398.23          1.30        324.50
 58.89         34.26          8.33          0.01        398.18          1.30        324.50
 58.90         34.27          8.33          0.01        398.14          1.30        324.50
 58.91         34.27          8.33          0.01        398.09          1.30        324.50
 58.92         34.28          8.33          0.01        398.05          1.30        324.50
 58.93         34.28          8.33          0.01        398.00          1.30        324.50
 58.94         34.28          8.33          0.01        397.96          1.30        324.50
 58.95         34.29          8.33          0.01        397.91          1.30        324.50
 58.96         34.29          8.33          0.01        397.87          1.30        324.50
 58.97         34.29          8.32          0.01        397.82          1.30        324.50
 58.98         34.30          8.32          0.01        397.77          1.30        324.50
 58.99         34.30          8.32          0.01        397.73          1.30        324.50
 59.00         34.31          8.32          0.01        397.68          1.30        324.50
 59.01         34.31          8.32          0.01        397.64          1.30        324.50
 59.02         34.31          8.32          0.01        397.59          1.30        324.50
 59.03         34.32          8.32          0.01        397.55          1.30        324.50
 59.04         34.32          8.32          0.01        397.50          1.30        324.50
 59.05         34.32          8.31          0.01        397.46          1.30        324.50
 59.06         34.33          8.31          0.01        397.41          1.30        324.50
 59.07         34.33          8.31          0.01        397.37          1.30        324.50
 59.08         34.34          8.31          0.01        397.32          1.30        324.50
 59.09         34.34          8.31          0.01        397.28          1.29        324.50
 59.10         34.34          8.31          0.01        397.23          1.29        324.50
 59.11         34.35          8.31          0.01        397.19          1.29        324.50
 59.12         34.35          8.31          0.01        397.14          1.29        324.50
 59.13         34.35          8.30          0.01        397.10          1.29        324.50
 59.14         34.36          8.30          0.01        397.05          1.29        324.50
 59.15         34.36          8.30          0.01        397.01          1.29        324.50
 59.16         34.37          8.30          0.01        396.96          1.29        324.50
 59.17         34.37          8.30          0.01        396.92          1.29        324.50
 59.18         34.37          8.30          0.01        396.87          1.29        324.50
 59.19         34.38          8.30          0.01        396.83          1.29        324.50
 59.20         34.38          8.29          0.01        396.78          1.29        324.50
 59.21         34.38          8.29          0.01        396.74          1.29        324.50
 59.22         34.39          8.29          0.01        396.69          1.29        324.50
 59.23         34.39          8.29          0.01        396.65          1.29        324.50
 59.24         34.40          8.29          0.01        396.60          1.29        324.50
 59.25         34.40          8.29          0.01        396.56          1.29        324.50
 59.26         34.40          8.29          0.01        396.51          1.29        324.50
 59.27         34.41          8.29          0.01        396.47          1.29        324.50
 59.28         34.41          8.28          0.01        396.42          1.29        324.50
 59.29         34.41          8.28          0.01        396.38          1.29        324.50
 59.30         34.42          8.28          0.01        396.33          1.29        324.50
 59.31         34.42          8.28          0.01        396.29          1.29        324.50
 59.32         34.43          8.28          0.01        396.24          1.29        324.50
 59.33         34.43          8.28          0.01        396.20          1.29        324.50
 59.34         34.43          8.28          0.01        396.15          1.29        324.50
 59.35         34.44          8.27          0.01        396.11          1.29        324.50
 59.36         34.44          8.27          0.01        396.06          1.29        324.50
 59.37         34.44          8.27          0.01        396.02          1.29        324.50
 59.38         34.45          8.27          0.01        395.97          1.29        324.50
 59.39         34.45          8.27          0.01        395.93          1.29        324.50
 59.40         34.46          8.27          0.01        395.88          1.29        324.50
 59.41         34.46          8.27          0.01        395.84          1.29        324.50
 59.42         34.46          8.27          0.01        395.80          1.29        324.50
 59.43         34.47          8.26          0.01        395.75          1.29        324.50
 59.44         34.47          8.26          0.01        395.71          1.29        324.50
 59.45         34.47          8.26          0.01        395.66          1.29        324.50
 59.46         34.48          8.26          0.01        395.62          1.29        324.50
 59.47         34.48          8.26          0.01        395.57          1.29        324.50
 59.48         34.49          8.26          0.01        395.53          1.29        324.50
 59.49         34.49          8.26          0.01        395.48          1.29        324.50
 59.50         34.49          8.25          0.01        395.44          1.29        324.50
 59.51         34.50          8.25          0.01        395.39          1.29        324.50
 59.52         34.50          8.25          0.01        395.35          1.29        324.50
 59.53         34.50          8.25          0.01        395.31          1.29        324.50
 59.54         34.51          8.25          0.01        395.26          1.29        324.50
 59.55         34.51          8.25          0.01        395.22          1.29        324.50
 59.56         34.52          8.25          0.01        395.17          1.29        324.50
 59.57         34.52          8.25          0.01        395.13          1.29        324.50
 59.58         34.52          8.24          0.01        395.08          1.29        324.50
 59.59         34.53          8.24          0.01        395.04          1.29        324.50
 59.60         34.53          8.24          0.01        395.00          1.29        324.50
 59.61         34.53          8.24          0.01        394.95          1.29        324.50
 59.62         34.54          8.24          0.01        394.91          1.29        324.50
 59.63         34.54          8.24          0.01        394.86          1.29        324.50
 59.64         34.55          8.24          0.01        394.82          1.29        324.50
 59.65         34.55          8.23          0.01        394.77          1.29        324.50
 59.66         34.55          8.23          0.01        394.73          1.29        324.50
 59.67         34.56          8.23          0.01        394.69          1.29        324.50
 59.68         34.56          8.23          0.01        394.64          1.28        324.50
 59.69         34.56          8.23          0.01        394.60          1.28        324.50
 59.70         34.57          8.23          0.01        394.55          1.28        324.50
 59.71         34.57          8.23          0.01        394.51          1.28        324.50
 59.72         34.57          8.23          0.01        394.47          1.28        324.50
 59.73         34.58          8.22          0.01        394.42          1.28        324.50
 59.74         34.58          8.22          0.01        394.38          1.28        324.50
 59.75         34.59          8.22          0.01        394.33          1.28        324.50
 59.76         34.59          8.22          0.01        394.29          1.28        324.50
 59.77         34.59          8.22          0.01        394.25          1.28        324.50
 59.78         34.60          8.22          0.01        394.20          1.28        324.50
 59.79         34.60          8.22          0.01        394.16          1.28        324.50
 59.80         34.60          8.21          0.01        394.11          1.28        324.50
 59.81         34.61          8.21          0.01        394.07          1.28        324.50
 59.82         34.61          8.21          0.01        394.03          1.28        324.50
 59.83         34.62          8.21          0.01        393.98          1.28        324.50
 59.84         34.62          8.21          0.01        393.94          1.28        324.50
 59.85         34.62          8.21          0.01        393.90          1.28        324.50
 59.86         34.63          8.21          0.01        393.85          1.28        324.50
 59.87         34.63          8.21          0.01        393.81          1.28        324.50
 59.88         34.63          8.20          0.01        393.76          1.28        324.50
 59.89         34.64          8.20          0.01        393.72          1.28        324.50
 59.90         34.64          8.20          0.01        393.68          1.28        324.50
 59.91         34.65          8.20          0.01        393.63          1.28        324.50
 59.92         34.65          8.20          0.01        393.59          1.28        324.50
 59.93         34.65          8.20          0.01        393.55          1.28        324.50
 59.94         34.66          8.20          0.01        393.50          1.28        324.50
 59.95         34.66          8.19          0.01        393.46          1.28        324.50
 59.96         34.66          8.19          0.01        393.42          1.28        324.50
 59.97         34.67          8.19          0.01        393.37          1.28        324.50
 59.98         34.67          8.19          0.01        393.33          1.28        324.50
 59.99         34.67          8.19          0.01        393.28          1.28        324.50
 60.00         34.68          8.19          0.01        393.24          1.28        324.50
 60.01         34.68          8.19          0.01        393.20          1.28        324.50
 60.02         34.69          8.18          0.01        393.15          1.28        324.50
 60.03         34.69          8.18          0.01        393.11          1.28        324.50
 60.04         34.69          8.18          0.01        393.07          1.28        324.50
 60.05         34.70          8.18          0.01        393.02          1.28        324.50
 60.06         34.70          8.18          0.01        392.98          1.28        324.50
 60.07         34.70          8.18          0.01        392.94          1.28        324.50
 60.08         34.71          8.18          0.01        392.89          1.28        324.50
 60.09         34.71          8.18          0.01        392.85          1.28        324.50
 60.10         34.72          8.17          0.01        392.81          1.28        324.50
 60.11         34.72          8.17          0.01        392.76          1.28        324.50
 60.12         34.72          8.17          0.01        392.72          1.28        324.50
 60.13         34.73          8.17          0.01        392.68          1.28        324.50
 60.14         34.73          8.17          0.01        392.63          1.28        324.50
 60.15         34.73          8.17          0.01        392.59          1.28        324.50
 60.16         34.74          8.17          0.01        392.55          1.28        324.50
 60.17         34.74          8.16          0.01        392.50          1.28        324.50
 60.18         34.74          8.16          0.01        392.46          1.28        324.50
 60.19         34.75          8.16          0.01        392.42          1.28        324.50
 60.20         34.75          8.16          0.01        392.37          1.28        324.50
 60.21         34.76          8.16          0.01        392.33          1.28        324.50
 60.22         34.76          8.16          0.01        392.29          1.28        324.50
 60.23         34.76          8.16          0.01        392.24          1.28        324.50
 60.24         34.77          8.15          0.01        392.20          1.28        324.50
 60.25         34.77          8.15          0.01        392.16          1.28        324.50
 60.26         34.77          8.15          0.01        392.12          1.28        324.50
 60.27         34.78          8.15          0.01        392.07          1.28        324.50
 60.28         34.78          8.15          0.01        392.03          1.27        324.50
 60.29         34.78          8.15          0.01        391.99          1.27        324.50
 60.30         34.79          8.15          0.01        391.94          1.27        324.50
 60.31         34.79          8.14          0.01        391.90          1.27        324.50
 60.32         34.80          8.14          0.01        391.86          1.27        324.50
 60.33         34.80          8.14          0.01        391.81          1.27        324.50
 60.34         34.80          8.14          0.01        391.77          1.27        324.50
 60.35         34.81          8.14          0.01        391.73          1.27        324.50
 60.36         34.81          8.14          0.01        391.69          1.27        324.50
 60.37         34.81          8.14          0.01        391.64          1.27        324.50
 60.38         34.82          8.13          0.01        391.60          1.27        324.50
 60.39         34.82          8.13          0.01        391.56          1.27        324.50
 60.40         34.83          8.13          0.01        391.51          1.27        324.50
 60.41         34.83          8.13          0.01        391.47          1.27        324.50
 60.42         34.83          8.13          0.01        391.43          1.27        324.50
 60.43         34.84          8.13          0.01        391.39          1.27        324.50
 60.44         34.84          8.13          0.01        391.34          1.27        324.50
 60.45         34.84          8.13          0.01        391.30          1.27        324.50
 60.46         34.85          8.12          0.01        391.26          1.27        324.50
 60.47         34.85          8.12          0.01        391.22          1.27        324.50
 60.48         34.85          8.12          0.01        391.17          1.27        324.50
 60.49         34.86          8.12          0.01        391.13          1.27        324.50
 60.50         34.86          8.12          0.01        391.09          1.27        324.50
 60.51         34.87          8.12          0.01        391.05          1.27        324.50
 60.52         34.87          8.12          0.01        391.00          1.27        324.50
 60.53         34.87          8.11          0.01        390.96          1.27        324.50
 60.54         34.88          8.11          0.01        390.92          1.27        324.50
 60.55         34.88          8.11          0.01        390.87          1.27        324.50
 60.56         34.88          8.11          0.01        390.83          1.27        324.50
 60.57         34.89          8.11          0.01        390.79          1.27        324.50
 60.58         34.89          8.11          0.01        390.75          1.27        324.50
 60.59         34.89          8.11          0.01        390.70          1.27        324.50
 60.60         34.90          8.10          0.01        390.66          1.27        324.50
 60.61         34.90          8.10          0.01        390.62          1.27        324.50
 60.62         34.91          8.10          0.01        390.58          1.27        324.50
 60.63         34.91          8.10          0.01        390.54          1.27        324.50
 60.64         34.91          8.10          0.01        390.49          1.27        324.50
 60.65         34.92          8.10          0.01        390.45          1.27        324.50
 60.66         34.92          8.10          0.01        390.41          1.27        324.50
 60.67         34.92          8.09          0.01        390.37          1.27        324.50
 60.68         34.93          8.09          0.01        390.32          1.27        324.50
 60.69         34.93          8.09          0.01        390.28          1.27        324.50
 60.70         34.93          8.09          0.01        390.24          1.27        324.50
 60.71         34.94          8.09          0.01        390.20          1.27        324.50
 60.72         34.94          8.09          0.01        390.15          1.27        324.50
 60.73         34.95          8.09          0.01        390.11          1.27        324.50
 60.74         34.95          8.08          0.01        390.07          1.27        324.50
 60.75         34.95          8.08          0.01        390.03          1.27        324.50
 60.76         34.96          8.08          0.01        389.99          1.27        324.50
 60.77         34.96          8.08          0.01        389.94          1.27        324.50
 60.78         34.96          8.08          0.01        389.90          1.27        324.50
 60.79         34.97          8.08          0.01        389.86          1.27        324.50
 60.80         34.97          8.08          0.01        389.82          1.27        324.50
 60.81         34.97          8.07          0.01        389.77          1.27        324.50
 60.82         34.98          8.07          0.01        389.73          1.27        324.50
 60.83         34.98          8.07          0.01        389.69          1.27        324.50
 60.84         34.99          8.07          0.01        389.65          1.27        324.50
 60.85         34.99          8.07          0.01        389.61          1.27        324.50
 60.86         34.99          8.07          0.01        389.56          1.27        324.50
 60.87         35.00          8.07          0.01        389.52          1.27        324.50
 60.88         35.00          8.06          0.01        389.48          1.27        324.50
 60.89         35.00          8.06          0.01        389.44          1.27        324.50
 60.90         35.01          8.06          0.01        389.40          1.26        324.50
 60.91         35.01          8.06          0.01        389.35          1.26        324.50
 60.92         35.01          8.06          0.01        389.31          1.26        324.50
 60.93         35.02          8.06          0.01        389.27          1.26        324.50
 60.94         35.02          8.06          0.01        389.23          1.26        324.50
 60.95         35.03          8.05          0.01        389.19          1.26        324.50
 60.96         35.03          8.05          0.01        389.15          1.26        324.50
 60.97         35.03          8.05          0.01        389.10          1.26        324.50
 60.98         35.04          8.05          0.01        389.06          1.26        324.50
 60.99         35.04          8.05          0.01        389.02          1.26        324.50
 61.00         35.04          8.05          0.01        388.98          1.26        324.50
 61.01         35.05          8.05          0.01        388.94          1.26        324.50
 61.02         35.05          8.04          0.01        388.89          1.26        324.50
 61.03         35.05          8.04          0.01        388.85          1.26        324.50
 61.04         35.06          8.04          0.01        388.81          1.26        324.50
 61.05         35.06          8.04          0.01        388.77          1.26        324.50
 61.06         35.06          8.04          0.01        388.73          1.26        324.50
 61.07         35.07          8.04          0.01        388.69          1.26        324.50
 61.08         35.07          8.04          0.01        388.64          1.26        324.50
 61.09         35.08          8.03          0.01        388.60          1.26        324.50
 61.10         35.08          8.03          0.01        388.56          1.26        324.50
 61.11         35.08          8.03          0.01        388.52          1.26        324.50
 61.12         35.09          8.03          0.01        388.48          1.26        324.50
 61.13         35.09          8.03          0.01        388.44          1.26        324.50
 61.14         35.09          8.03          0.01        388.40          1.26        324.50
 61.15         35.10          8.03          0.01        388.35          1.26        324.50
 61.16         35.10          8.02          0.01        388.31          1.26        324.50
 61.17         35.10          8.02          0.01        388.27          1.26        324.50
 61.18         35.11          8.02          0.01        388.23          1.26        324.50
 61.19         35.11          8.02          0.01        388.19          1.26        324.50
 61.20         35.12          8.02          0.01        388.15          1.26        324.50
 61.21         35.12          8.02          0.01        388.11          1.26        324.50
 61.22         35.12          8.02          0.01        388.06          1.26        324.50
 61.23         35.13          8.01          0.01        388.02          1.26        324.50
 61.24         35.13          8.01          0.01        387.98          1.26        324.50
 61.25         35.13          8.01          0.01        387.94          1.26        324.50
 61.26         35.14          8.01          0.01        387.90          1.26        324.50
 61.27         35.14          8.01          0.01        387.86          1.26        324.50
 61.28         35.14          8.01          0.01        387.82          1.26        324.50
 61.29         35.15          8.01          0.01        387.77          1.26        324.50
 61.30         35.15          8.00          0.01        387.73          1.26        324.50
 61.31         35.15          8.00          0.01        387.69          1.26        324.50
 61.32         35.16          8.00          0.01        387.65          1.26        324.50
 61.33         35.16          8.00          0.01        387.61          1.26        324.50
 61.34         35.17          8.00          0.01        387.57          1.26        324.50
 61.35         35.17          8.00          0.01        387.53          1.26        324.50
 61.36         35.17          7.99          0.01        387.49          1.26        324.50
 61.37         35.18          7.99          0.01        387.44          1.26        324.50
 61.38         35.18          7.99          0.01        387.40          1.26        324.50
 61.39         35.18          7.99          0.01        387.36          1.26        324.50
 61.40         35.19          7.99          0.01        387.32          1.26        324.50
 61.41         35.19          7.99          0.01        387.28          1.26        324.50
 61.42         35.19          7.99          0.01        387.24          1.26        324.50
 61.43         35.20          7.98          0.01        387.20          1.26        324.50
 61.44         35.20          7.98          0.01        387.16          1.26        324.50
 61.45         35.21          7.98          0.01        387.12          1.26        324.50
 61.46         35.21          7.98          0.01        387.08          1.26        324.50
 61.47         35.21          7.98          0.01        387.03          1.26        324.50
 61.48         35.22          7.98          0.01        386.99          1.26        324.50
 61.49         35.22          7.98          0.01        386.95          1.26        324.50
 61.50         35.22          7.97          0.01        386.91          1.26        324.50
 61.51         35.23          7.97          0.01        386.87          1.26        324.50
 61.52         35.23          7.97          0.01        386.83          1.26        324.50
 61.53         35.23          7.97          0.01        386.79          1.25        324.50
 61.54         35.24          7.97          0.01        386.75          1.25        324.50
 61.55         35.24          7.97          0.01        386.71          1.25        324.50
 61.56         35.24          7.97          0.01        386.67          1.25        324.50
 61.57         35.25          7.96          0.01        386.63          1.25        324.50
 61.58         35.25          7.96          0.01        386.58          1.25        324.50
 61.59         35.26          7.96          0.01        386.54          1.25        324.50
 61.60         35.26          7.96          0.01        386.50          1.25        324.50
 61.61         35.26          7.96          0.01        386.46          1.25        324.50
 61.62         35.27          7.96          0.01        386.42          1.25        324.50
 61.63         35.27          7.96          0.01        386.38          1.25        324.50
 61.64         35.27          7.95          0.01        386.34          1.25        324.50
 61.65         35.28          7.95          0.01        386.30          1.25        324.50
 61.66         35.28          7.95          0.01        386.26          1.25        324.50
 61.67         35.28          7.95          0.01        386.22          1.25        324.50
 61.68         35.29          7.95          0.01        386.18          1.25        324.50
 61.69         35.29          7.95          0.01        386.14          1.25        324.50
 61.70         35.29          7.94          0.01        386.10          1.25        324.50
 61.71         35.30          7.94          0.01        386.06          1.25        324.50
 61.72         35.30          7.94          0.01        386.02          1.25        324.50
 61.73         35.31          7.94          0.01        385.97          1.25        324.50
 61.74         35.31          7.94          0.01        385.93          1.25        324.50
 61.75         35.31          7.94          0.01        385.89          1.25        324.50
 61.76         35.32          7.94          0.01        385.85          1.25        324.50
 61.77         35.32          7.93          0.01        385.81          1.25        324.50
 61.78         35.32          7.93          0.01        385.77          1.25        324.50
 61.79         35.33          7.93          0.01        385.73          1.25        324.50
 61.80         35.33          7.93          0.01        385.69          1.25        324.50
 61.81         35.33          7.93          0.01        385.65          1.25        324.50
 61.82         35.34          7.93          0.01        385.61          1.25        324.50
 61.83         35.34          7.93          0.01        385.57          1.25        324.50
 61.84         35.34          7.92          0.01        385.53          1.25        324.50
 61.85         35.35          7.92          0.01        385.49          1.25        324.50
 61.86         35.35          7.92          0.01        385.45          1.25        324.50
 61.87         35.35          7.92          0.01        385.41          1.25        324.50
 61.88         35.36          7.92          0.01        385.37          1.25        324.50
 61.89         35.36          7.92          0.01        385.33          1.25        324.50
 61.90         35.37          7.91          0.01        385.29          1.25        324.50
 61.91         35.37          7.91          0.01        385.25          1.25        324.50
 61.92         35.37          7.91          0.01        385.21          1.25        324.50
 61.93         35.38          7.91          0.01        385.17          1.25        324.50
 61.94         35.38          7.91          0.01        385.13          1.25        324.50
 61.95         35.38          7.91          0.01        385.09          1.25        324.50
 61.96         35.39          7.91          0.01        385.05          1.25        324.50
 61.97         35.39          7.90          0.01        385.01          1.25        324.50
 61.98         35.39          7.90          0.01        384.97          1.25        324.50
 61.99         35.40          7.90          0.01        384.93          1.25        324.50
 62.00         35.40          7.90          0.01        384.89          1.25        324.50
 62.01         35.40          7.90          0.01        384.85          1.25        324.50
 62.02         35.41          7.90          0.01        384.81          1.25        324.50
 62.03         35.41          7.90          0.01        384.77          1.25        324.50
 62.04         35.42          7.89          0.01        384.73          1.25        324.50
 62.05         35.42          7.89          0.01        384.69          1.25        324.50
 62.06         35.42          7.89          0.01        384.65          1.25        324.50
 62.07         35.43          7.89          0.01        384.61          1.25        324.50
 62.08         35.43          7.89          0.01        384.57          1.25        324.50
 62.09         35.43          7.89          0.01        384.53          1.25        324.50
 62.10         35.44          7.88          0.01        384.49          1.25        324.50
 62.11         35.44          7.88          0.01        384.45          1.25        324.50
 62.12         35.44          7.88          0.01        384.41          1.25        324.50
 62.13         35.45          7.88          0.01        384.37          1.25        324.50
 62.14         35.45          7.88          0.01        384.33          1.25        324.50
 62.15         35.45          7.88          0.01        384.29          1.25        324.50
 62.16         35.46          7.88          0.01        384.25          1.25        324.50
 62.17         35.46          7.87          0.01        384.21          1.24        324.50
 62.18         35.46          7.87          0.01        384.17          1.24        324.50
 62.19         35.47          7.87          0.01        384.13          1.24        324.50
 62.20         35.47          7.87          0.01        384.09          1.24        324.50
 62.21         35.48          7.87          0.01        384.05          1.24        324.50
 62.22         35.48          7.87          0.01        384.01          1.24        324.50
 62.23         35.48          7.86          0.01        383.97          1.24        324.50
 62.24         35.49          7.86          0.01        383.93          1.24        324.50
 62.25         35.49          7.86          0.01        383.89          1.24        324.50
 62.26         35.49          7.86          0.01        383.85          1.24        324.50
 62.27         35.50          7.86          0.01        383.81          1.24        324.50
 62.28         35.50          7.86          0.01        383.77          1.24        324.50
 62.29         35.50          7.86          0.01        383.73          1.24        324.50
 62.30         35.51          7.85          0.01        383.69          1.24        324.50
 62.31         35.51          7.85          0.01        383.65          1.24        324.50
 62.32         35.51          7.85          0.01        383.61          1.24        324.50
 62.33         35.52          7.85          0.01        383.57          1.24        324.50
 62.34         35.52          7.85          0.01        383.53          1.24        324.50
 62.35         35.52          7.85          0.01        383.49          1.24        324.50
 62.36         35.53          7.85          0.01        383.45          1.24        324.50
 62.37         35.53          7.84          0.01        383.41          1.24        324.50
 62.38         35.54          7.84          0.01        383.37          1.24        324.50
 62.39         35.54          7.84          0.01        383.33          1.24        324.50
 62.40         35.54          7.84          0.01        383.29          1.24        324.50
 62.41         35.55          7.84          0.01        383.26          1.24        324.50
 62.42         35.55          7.84          0.01        383.22          1.24        324.50
 62.43         35.55          7.83          0.01        383.18          1.24        324.50
 62.44         35.56          7.83          0.01        383.14          1.24        324.50
