     t       Z(km)       H(km)        T(K)   P_air(pa) rho(kg/m^3)     Cs(m/s)          Ma
 22.54        6.77        6.77      244.17    0.42E+05    0.61E+00      313.25        2.63
 22.55        6.78        6.77      244.15    0.42E+05    0.61E+00      313.24        2.63
 22.56        6.78        6.77      244.13    0.42E+05    0.60E+00      313.23        2.62
 22.57        6.78        6.77      244.11    0.42E+05    0.60E+00      313.21        2.62
 22.58        6.78        6.78      244.10    0.42E+05    0.60E+00      313.20        2.62
 22.59        6.79        6.78      244.08    0.42E+05    0.60E+00      313.19        2.62
 22.60        6.79        6.78      244.06    0.42E+05    0.60E+00      313.18        2.62
 22.61        6.79        6.79      244.05    0.42E+05    0.60E+00      313.17        2.62
 22.62        6.80        6.79      244.03    0.42E+05    0.60E+00      313.16        2.62
 22.63        6.80        6.79      244.01    0.42E+05    0.60E+00      313.15        2.62
 22.64        6.80        6.79      243.99    0.42E+05    0.60E+00      313.14        2.62
 22.65        6.80        6.80      243.98    0.42E+05    0.60E+00      313.13        2.62
 22.66        6.81        6.80      243.96    0.42E+05    0.60E+00      313.12        2.62
 22.67        6.81        6.80      243.94    0.42E+05    0.60E+00      313.10        2.62
 22.68        6.81        6.80      243.93    0.42E+05    0.60E+00      313.09        2.62
 22.69        6.81        6.81      243.91    0.42E+05    0.60E+00      313.08        2.62
 22.70        6.82        6.81      243.89    0.42E+05    0.60E+00      313.07        2.62
 22.71        6.82        6.81      243.87    0.42E+05    0.60E+00      313.06        2.62
 22.72        6.82        6.81      243.86    0.42E+05    0.60E+00      313.05        2.61
 22.73        6.82        6.82      243.84    0.42E+05    0.60E+00      313.04        2.61
 22.74        6.83        6.82      243.82    0.42E+05    0.60E+00      313.03        2.61
 22.75        6.83        6.82      243.81    0.42E+05    0.60E+00      313.02        2.61
 22.76        6.83        6.82      243.79    0.42E+05    0.60E+00      313.01        2.61
 22.77        6.83        6.83      243.77    0.42E+05    0.60E+00      312.99        2.61
 22.78        6.84        6.83      243.75    0.42E+05    0.60E+00      312.98        2.61
 22.79        6.84        6.83      243.74    0.42E+05    0.60E+00      312.97        2.61
 22.80        6.84        6.84      243.72    0.42E+05    0.60E+00      312.96        2.61
 22.81        6.85        6.84      243.70    0.42E+05    0.60E+00      312.95        2.61
 22.82        6.85        6.84      243.69    0.42E+05    0.60E+00      312.94        2.61
 22.83        6.85        6.84      243.67    0.42E+05    0.60E+00      312.93        2.61
 22.84        6.85        6.85      243.65    0.42E+05    0.60E+00      312.92        2.61
 22.85        6.86        6.85      243.64    0.42E+05    0.60E+00      312.91        2.61
 22.86        6.86        6.85      243.62    0.42E+05    0.60E+00      312.90        2.61
 22.87        6.86        6.85      243.60    0.42E+05    0.60E+00      312.89        2.61
 22.88        6.86        6.86      243.59    0.42E+05    0.60E+00      312.87        2.61
 22.89        6.87        6.86      243.57    0.42E+05    0.60E+00      312.86        2.60
 22.90        6.87        6.86      243.55    0.42E+05    0.60E+00      312.85        2.60
 22.91        6.87        6.86      243.53    0.42E+05    0.60E+00      312.84        2.60
 22.92        6.87        6.87      243.52    0.42E+05    0.60E+00      312.83        2.60
 22.93        6.88        6.87      243.50    0.42E+05    0.60E+00      312.82        2.60
 22.94        6.88        6.87      243.48    0.42E+05    0.60E+00      312.81        2.60
 22.95        6.88        6.87      243.47    0.42E+05    0.60E+00      312.80        2.60
 22.96        6.88        6.88      243.45    0.42E+05    0.60E+00      312.79        2.60
 22.97        6.89        6.88      243.43    0.42E+05    0.60E+00      312.78        2.60
 22.98        6.89        6.88      243.42    0.42E+05    0.60E+00      312.77        2.60
 22.99        6.89        6.88      243.40    0.42E+05    0.60E+00      312.76        2.60
 23.00        6.89        6.89      243.38    0.42E+05    0.60E+00      312.74        2.60
 23.01        6.90        6.89      243.37    0.42E+05    0.60E+00      312.73        2.60
 23.02        6.90        6.89      243.35    0.42E+05    0.60E+00      312.72        2.60
 23.03        6.90        6.89      243.33    0.42E+05    0.60E+00      312.71        2.60
 23.04        6.91        6.90      243.32    0.42E+05    0.60E+00      312.70        2.60
 23.05        6.91        6.90      243.30    0.42E+05    0.60E+00      312.69        2.59
 23.06        6.91        6.90      243.28    0.42E+05    0.60E+00      312.68        2.59
 23.07        6.91        6.91      243.27    0.42E+05    0.60E+00      312.67        2.59
 23.08        6.92        6.91      243.25    0.42E+05    0.60E+00      312.66        2.59
 23.09        6.92        6.91      243.23    0.42E+05    0.60E+00      312.65        2.59
 23.10        6.92        6.91      243.22    0.42E+05    0.60E+00      312.64        2.59
 23.11        6.92        6.92      243.20    0.42E+05    0.60E+00      312.63        2.59
 23.12        6.93        6.92      243.18    0.42E+05    0.60E+00      312.62        2.59
 23.13        6.93        6.92      243.17    0.42E+05    0.59E+00      312.61        2.59
 23.14        6.93        6.92      243.15    0.42E+05    0.59E+00      312.59        2.59
 23.15        6.93        6.93      243.13    0.41E+05    0.59E+00      312.58        2.59
 23.16        6.94        6.93      243.12    0.41E+05    0.59E+00      312.57        2.59
 23.17        6.94        6.93      243.10    0.41E+05    0.59E+00      312.56        2.59
 23.18        6.94        6.93      243.08    0.41E+05    0.59E+00      312.55        2.59
 23.19        6.94        6.94      243.07    0.41E+05    0.59E+00      312.54        2.59
 23.20        6.95        6.94      243.05    0.41E+05    0.59E+00      312.53        2.59
 23.21        6.95        6.94      243.03    0.41E+05    0.59E+00      312.52        2.59
 23.22        6.95        6.94      243.02    0.41E+05    0.59E+00      312.51        2.58
 23.23        6.95        6.95      243.00    0.41E+05    0.59E+00      312.50        2.58
 23.24        6.96        6.95      242.98    0.41E+05    0.59E+00      312.49        2.58
 23.25        6.96        6.95      242.97    0.41E+05    0.59E+00      312.48        2.58
 23.26        6.96        6.95      242.95    0.41E+05    0.59E+00      312.47        2.58
 23.27        6.96        6.96      242.93    0.41E+05    0.59E+00      312.46        2.58
 23.28        6.97        6.96      242.92    0.41E+05    0.59E+00      312.45        2.58
 23.29        6.97        6.96      242.90    0.41E+05    0.59E+00      312.43        2.58
 23.30        6.97        6.96      242.88    0.41E+05    0.59E+00      312.42        2.58
 23.31        6.97        6.97      242.87    0.41E+05    0.59E+00      312.41        2.58
 23.32        6.98        6.97      242.85    0.41E+05    0.59E+00      312.40        2.58
 23.33        6.98        6.97      242.83    0.41E+05    0.59E+00      312.39        2.58
 23.34        6.98        6.97      242.82    0.41E+05    0.59E+00      312.38        2.58
 23.35        6.98        6.98      242.80    0.41E+05    0.59E+00      312.37        2.58
 23.36        6.99        6.98      242.79    0.41E+05    0.59E+00      312.36        2.58
 23.37        6.99        6.98      242.77    0.41E+05    0.59E+00      312.35        2.58
 23.38        6.99        6.98      242.75    0.41E+05    0.59E+00      312.34        2.57
 23.39        6.99        6.99      242.74    0.41E+05    0.59E+00      312.33        2.57
 23.40        7.00        6.99      242.72    0.41E+05    0.59E+00      312.32        2.57
 23.41        7.00        6.99      242.70    0.41E+05    0.59E+00      312.31        2.57
 23.42        7.00        6.99      242.69    0.41E+05    0.59E+00      312.30        2.57
 23.43        7.00        7.00      242.67    0.41E+05    0.59E+00      312.29        2.57
 23.44        7.01        7.00      242.65    0.41E+05    0.59E+00      312.28        2.57
 23.45        7.01        7.00      242.64    0.41E+05    0.59E+00      312.27        2.57
 23.46        7.01        7.00      242.62    0.41E+05    0.59E+00      312.26        2.57
 23.47        7.01        7.01      242.61    0.41E+05    0.59E+00      312.24        2.57
 23.48        7.02        7.01      242.59    0.41E+05    0.59E+00      312.23        2.57
 23.49        7.02        7.01      242.57    0.41E+05    0.59E+00      312.22        2.57
 23.50        7.02        7.01      242.56    0.41E+05    0.59E+00      312.21        2.57
 23.51        7.02        7.02      242.54    0.41E+05    0.59E+00      312.20        2.57
 23.52        7.03        7.02      242.52    0.41E+05    0.59E+00      312.19        2.57
 23.53        7.03        7.02      242.51    0.41E+05    0.59E+00      312.18        2.57
 23.54        7.03        7.02      242.49    0.41E+05    0.59E+00      312.17        2.57
 23.55        7.03        7.03      242.48    0.41E+05    0.59E+00      312.16        2.56
 23.56        7.04        7.03      242.46    0.41E+05    0.59E+00      312.15        2.56
 23.57        7.04        7.03      242.44    0.41E+05    0.59E+00      312.14        2.56
 23.58        7.04        7.03      242.43    0.41E+05    0.59E+00      312.13        2.56
 23.59        7.04        7.04      242.41    0.41E+05    0.59E+00      312.12        2.56
 23.60        7.05        7.04      242.39    0.41E+05    0.59E+00      312.11        2.56
 23.61        7.05        7.04      242.38    0.41E+05    0.59E+00      312.10        2.56
 23.62        7.05        7.04      242.36    0.41E+05    0.59E+00      312.09        2.56
 23.63        7.05        7.05      242.35    0.41E+05    0.59E+00      312.08        2.56
 23.64        7.06        7.05      242.33    0.41E+05    0.59E+00      312.07        2.56
 23.65        7.06        7.05      242.31    0.41E+05    0.59E+00      312.06        2.56
 23.66        7.06        7.05      242.30    0.41E+05    0.59E+00      312.05        2.56
 23.67        7.06        7.06      242.28    0.41E+05    0.59E+00      312.04        2.56
 23.68        7.07        7.06      242.27    0.41E+05    0.59E+00      312.03        2.56
 23.69        7.07        7.06      242.25    0.41E+05    0.59E+00      312.02        2.56
 23.70        7.07        7.06      242.23    0.41E+05    0.59E+00      312.00        2.56
 23.71        7.07        7.07      242.22    0.41E+05    0.59E+00      311.99        2.55
 23.72        7.08        7.07      242.20    0.41E+05    0.58E+00      311.98        2.55
 23.73        7.08        7.07      242.18    0.41E+05    0.58E+00      311.97        2.55
 23.74        7.08        7.07      242.17    0.41E+05    0.58E+00      311.96        2.55
 23.75        7.08        7.08      242.15    0.41E+05    0.58E+00      311.95        2.55
 23.76        7.09        7.08      242.14    0.41E+05    0.58E+00      311.94        2.55
 23.77        7.09        7.08      242.12    0.41E+05    0.58E+00      311.93        2.55
 23.78        7.09        7.08      242.10    0.41E+05    0.58E+00      311.92        2.55
 23.79        7.09        7.09      242.09    0.41E+05    0.58E+00      311.91        2.55
 23.80        7.10        7.09      242.07    0.41E+05    0.58E+00      311.90        2.55
 23.81        7.10        7.09      242.06    0.41E+05    0.58E+00      311.89        2.55
 23.82        7.10        7.09      242.04    0.41E+05    0.58E+00      311.88        2.55
 23.83        7.10        7.10      242.02    0.41E+05    0.58E+00      311.87        2.55
 23.84        7.11        7.10      242.01    0.40E+05    0.58E+00      311.86        2.55
 23.85        7.11        7.10      241.99    0.40E+05    0.58E+00      311.85        2.55
 23.86        7.11        7.10      241.98    0.40E+05    0.58E+00      311.84        2.55
 23.87        7.11        7.11      241.96    0.40E+05    0.58E+00      311.83        2.55
 23.88        7.12        7.11      241.95    0.40E+05    0.58E+00      311.82        2.54
 23.89        7.12        7.11      241.93    0.40E+05    0.58E+00      311.81        2.54
 23.90        7.12        7.11      241.91    0.40E+05    0.58E+00      311.80        2.54
 23.91        7.12        7.12      241.90    0.40E+05    0.58E+00      311.79        2.54
 23.92        7.13        7.12      241.88    0.40E+05    0.58E+00      311.78        2.54
 23.93        7.13        7.12      241.87    0.40E+05    0.58E+00      311.77        2.54
 23.94        7.13        7.12      241.85    0.40E+05    0.58E+00      311.76        2.54
 23.95        7.13        7.13      241.83    0.40E+05    0.58E+00      311.75        2.54
 23.96        7.14        7.13      241.82    0.40E+05    0.58E+00      311.74        2.54
 23.97        7.14        7.13      241.80    0.40E+05    0.58E+00      311.73        2.54
 23.98        7.14        7.13      241.79    0.40E+05    0.58E+00      311.72        2.54
 23.99        7.14        7.14      241.77    0.40E+05    0.58E+00      311.71        2.54
 24.00        7.15        7.14      241.76    0.40E+05    0.58E+00      311.70        2.54
 24.01        7.15        7.14      241.74    0.40E+05    0.58E+00      311.69        2.54
 24.02        7.15        7.14      241.72    0.40E+05    0.58E+00      311.68        2.54
 24.03        7.15        7.14      241.71    0.40E+05    0.58E+00      311.67        2.54
 24.04        7.16        7.15      241.69    0.40E+05    0.58E+00      311.66        2.53
 24.05        7.16        7.15      241.68    0.40E+05    0.58E+00      311.65        2.53
 24.06        7.16        7.15      241.66    0.40E+05    0.58E+00      311.64        2.53
 24.07        7.16        7.15      241.64    0.40E+05    0.58E+00      311.63        2.53
 24.08        7.17        7.16      241.63    0.40E+05    0.58E+00      311.62        2.53
 24.09        7.17        7.16      241.61    0.40E+05    0.58E+00      311.61        2.53
 24.10        7.17        7.16      241.60    0.40E+05    0.58E+00      311.60        2.53
 24.11        7.17        7.16      241.58    0.40E+05    0.58E+00      311.59        2.53
 24.12        7.17        7.17      241.57    0.40E+05    0.58E+00      311.58        2.53
 24.13        7.18        7.17      241.55    0.40E+05    0.58E+00      311.57        2.53
 24.14        7.18        7.17      241.54    0.40E+05    0.58E+00      311.56        2.53
 24.15        7.18        7.17      241.52    0.40E+05    0.58E+00      311.55        2.53
 24.16        7.18        7.18      241.50    0.40E+05    0.58E+00      311.54        2.53
 24.17        7.19        7.18      241.49    0.40E+05    0.58E+00      311.53        2.53
 24.18        7.19        7.18      241.47    0.40E+05    0.58E+00      311.51        2.53
 24.19        7.19        7.18      241.46    0.40E+05    0.58E+00      311.50        2.53
 24.20        7.19        7.19      241.44    0.40E+05    0.58E+00      311.49        2.52
 24.21        7.20        7.19      241.43    0.40E+05    0.58E+00      311.48        2.52
 24.22        7.20        7.19      241.41    0.40E+05    0.58E+00      311.47        2.52
 24.23        7.20        7.19      241.39    0.40E+05    0.58E+00      311.46        2.52
 24.24        7.20        7.20      241.38    0.40E+05    0.58E+00      311.45        2.52
 24.25        7.21        7.20      241.36    0.40E+05    0.58E+00      311.44        2.52
 24.26        7.21        7.20      241.35    0.40E+05    0.58E+00      311.43        2.52
 24.27        7.21        7.20      241.33    0.40E+05    0.58E+00      311.42        2.52
 24.28        7.21        7.21      241.32    0.40E+05    0.58E+00      311.41        2.52
 24.29        7.22        7.21      241.30    0.40E+05    0.58E+00      311.40        2.52
 24.30        7.22        7.21      241.29    0.40E+05    0.58E+00      311.39        2.52
 24.31        7.22        7.21      241.27    0.40E+05    0.58E+00      311.38        2.52
 24.32        7.22        7.21      241.26    0.40E+05    0.58E+00      311.37        2.52
 24.33        7.23        7.22      241.24    0.40E+05    0.58E+00      311.36        2.52
 24.34        7.23        7.22      241.22    0.40E+05    0.57E+00      311.35        2.52
 24.35        7.23        7.22      241.21    0.40E+05    0.57E+00      311.34        2.52
 24.36        7.23        7.22      241.19    0.40E+05    0.57E+00      311.33        2.52
 24.37        7.23        7.23      241.18    0.40E+05    0.57E+00      311.32        2.51
 24.38        7.24        7.23      241.16    0.40E+05    0.57E+00      311.31        2.51
 24.39        7.24        7.23      241.15    0.40E+05    0.57E+00      311.31        2.51
 24.40        7.24        7.23      241.13    0.40E+05    0.57E+00      311.30        2.51
 24.41        7.24        7.24      241.12    0.40E+05    0.57E+00      311.29        2.51
 24.42        7.25        7.24      241.10    0.40E+05    0.57E+00      311.28        2.51
 24.43        7.25        7.24      241.09    0.40E+05    0.57E+00      311.27        2.51
 24.44        7.25        7.24      241.07    0.40E+05    0.57E+00      311.26        2.51
 24.45        7.25        7.25      241.06    0.40E+05    0.57E+00      311.25        2.51
 24.46        7.26        7.25      241.04    0.40E+05    0.57E+00      311.24        2.51
 24.47        7.26        7.25      241.02    0.40E+05    0.57E+00      311.23        2.51
 24.48        7.26        7.25      241.01    0.40E+05    0.57E+00      311.22        2.51
 24.49        7.26        7.25      240.99    0.40E+05    0.57E+00      311.21        2.51
 24.50        7.27        7.26      240.98    0.40E+05    0.57E+00      311.20        2.51
 24.51        7.27        7.26      240.96    0.40E+05    0.57E+00      311.19        2.51
 24.52        7.27        7.26      240.95    0.40E+05    0.57E+00      311.18        2.51
 24.53        7.27        7.26      240.93    0.40E+05    0.57E+00      311.17        2.50
 24.54        7.27        7.27      240.92    0.40E+05    0.57E+00      311.16        2.50
 24.55        7.28        7.27      240.90    0.40E+05    0.57E+00      311.15        2.50
 24.56        7.28        7.27      240.89    0.40E+05    0.57E+00      311.14        2.50
 24.57        7.28        7.27      240.87    0.40E+05    0.57E+00      311.13        2.50
 24.58        7.28        7.28      240.86    0.39E+05    0.57E+00      311.12        2.50
 24.59        7.29        7.28      240.84    0.39E+05    0.57E+00      311.11        2.50
 24.60        7.29        7.28      240.83    0.39E+05    0.57E+00      311.10        2.50
 24.61        7.29        7.28      240.81    0.39E+05    0.57E+00      311.09        2.50
 24.62        7.29        7.29      240.80    0.39E+05    0.57E+00      311.08        2.50
 24.63        7.30        7.29      240.78    0.39E+05    0.57E+00      311.07        2.50
 24.64        7.30        7.29      240.77    0.39E+05    0.57E+00      311.06        2.50
 24.65        7.30        7.29      240.75    0.39E+05    0.57E+00      311.05        2.50
 24.66        7.30        7.29      240.74    0.39E+05    0.57E+00      311.04        2.50
 24.67        7.31        7.30      240.72    0.39E+05    0.57E+00      311.03        2.50
 24.68        7.31        7.30      240.71    0.39E+05    0.57E+00      311.02        2.50
 24.69        7.31        7.30      240.69    0.39E+05    0.57E+00      311.01        2.49
 24.70        7.31        7.30      240.68    0.39E+05    0.57E+00      311.00        2.49
 24.71        7.31        7.31      240.66    0.39E+05    0.57E+00      310.99        2.49
 24.72        7.32        7.31      240.64    0.39E+05    0.57E+00      310.98        2.49
 24.73        7.32        7.31      240.63    0.39E+05    0.57E+00      310.97        2.49
 24.74        7.32        7.31      240.61    0.39E+05    0.57E+00      310.96        2.49
 24.75        7.32        7.32      240.60    0.39E+05    0.57E+00      310.95        2.49
 24.76        7.33        7.32      240.58    0.39E+05    0.57E+00      310.94        2.49
 24.77        7.33        7.32      240.57    0.39E+05    0.57E+00      310.93        2.49
 24.78        7.33        7.32      240.55    0.39E+05    0.57E+00      310.92        2.49
 24.79        7.33        7.32      240.54    0.39E+05    0.57E+00      310.91        2.49
 24.80        7.34        7.33      240.52    0.39E+05    0.57E+00      310.90        2.49
 24.81        7.34        7.33      240.51    0.39E+05    0.57E+00      310.89        2.49
 24.82        7.34        7.33      240.49    0.39E+05    0.57E+00      310.88        2.49
 24.83        7.34        7.33      240.48    0.39E+05    0.57E+00      310.87        2.49
 24.84        7.34        7.34      240.46    0.39E+05    0.57E+00      310.86        2.49
 24.85        7.35        7.34      240.45    0.39E+05    0.57E+00      310.85        2.48
 24.86        7.35        7.34      240.44    0.39E+05    0.57E+00      310.84        2.48
 24.87        7.35        7.34      240.42    0.39E+05    0.57E+00      310.84        2.48
 24.88        7.35        7.35      240.41    0.39E+05    0.57E+00      310.83        2.48
 24.89        7.36        7.35      240.39    0.39E+05    0.57E+00      310.82        2.48
 24.90        7.36        7.35      240.38    0.39E+05    0.57E+00      310.81        2.48
 24.91        7.36        7.35      240.36    0.39E+05    0.57E+00      310.80        2.48
 24.92        7.36        7.35      240.35    0.39E+05    0.57E+00      310.79        2.48
 24.93        7.37        7.36      240.33    0.39E+05    0.57E+00      310.78        2.48
 24.94        7.37        7.36      240.32    0.39E+05    0.57E+00      310.77        2.48
 24.95        7.37        7.36      240.30    0.39E+05    0.57E+00      310.76        2.48
 24.96        7.37        7.36      240.29    0.39E+05    0.57E+00      310.75        2.48
 24.97        7.37        7.37      240.27    0.39E+05    0.57E+00      310.74        2.48
 24.98        7.38        7.37      240.26    0.39E+05    0.57E+00      310.73        2.48
 24.99        7.38        7.37      240.24    0.39E+05    0.57E+00      310.72        2.48
 25.00        7.38        7.37      240.23    0.39E+05    0.56E+00      310.71        2.48
 25.01        7.38        7.38      240.21    0.39E+05    0.56E+00      310.70        2.48
 25.02        7.39        7.38      240.20    0.39E+05    0.56E+00      310.69        2.47
 25.03        7.39        7.38      240.18    0.39E+05    0.56E+00      310.68        2.47
 25.04        7.39        7.38      240.17    0.39E+05    0.56E+00      310.67        2.47
 25.05        7.39        7.38      240.15    0.39E+05    0.56E+00      310.66        2.47
 25.06        7.39        7.39      240.14    0.39E+05    0.56E+00      310.65        2.47
 25.07        7.40        7.39      240.12    0.39E+05    0.56E+00      310.64        2.47
 25.08        7.40        7.39      240.11    0.39E+05    0.56E+00      310.63        2.47
 25.09        7.40        7.39      240.09    0.39E+05    0.56E+00      310.62        2.47
 25.10        7.40        7.40      240.08    0.39E+05    0.56E+00      310.62        2.47
 25.11        7.41        7.40      240.07    0.39E+05    0.56E+00      310.61        2.47
 25.12        7.41        7.40      240.05    0.39E+05    0.56E+00      310.60        2.47
 25.13        7.41        7.40      240.04    0.39E+05    0.56E+00      310.59        2.47
 25.14        7.41        7.40      240.02    0.39E+05    0.56E+00      310.58        2.47
 25.15        7.42        7.41      240.01    0.39E+05    0.56E+00      310.57        2.47
 25.16        7.42        7.41      239.99    0.39E+05    0.56E+00      310.56        2.46
 25.17        7.42        7.41      239.98    0.39E+05    0.56E+00      310.55        2.46
 25.18        7.42        7.41      239.96    0.39E+05    0.56E+00      310.54        2.46
 25.19        7.42        7.42      239.95    0.39E+05    0.56E+00      310.53        2.46
 25.20        7.43        7.42      239.93    0.39E+05    0.56E+00      310.52        2.46
 25.21        7.43        7.42      239.92    0.39E+05    0.56E+00      310.51        2.46
 25.22        7.43        7.42      239.90    0.39E+05    0.56E+00      310.50        2.46
 25.23        7.43        7.42      239.89    0.39E+05    0.56E+00      310.49        2.46
 25.24        7.44        7.43      239.88    0.39E+05    0.56E+00      310.48        2.46
 25.25        7.44        7.43      239.86    0.39E+05    0.56E+00      310.47        2.46
 25.26        7.44        7.43      239.85    0.39E+05    0.56E+00      310.46        2.46
 25.27        7.44        7.43      239.83    0.39E+05    0.56E+00      310.45        2.46
 25.28        7.44        7.44      239.82    0.39E+05    0.56E+00      310.45        2.46
 25.29        7.45        7.44      239.80    0.39E+05    0.56E+00      310.44        2.46
 25.30        7.45        7.44      239.79    0.39E+05    0.56E+00      310.43        2.46
 25.31        7.45        7.44      239.77    0.39E+05    0.56E+00      310.42        2.45
 25.32        7.45        7.44      239.76    0.39E+05    0.56E+00      310.41        2.45
 25.33        7.46        7.45      239.74    0.39E+05    0.56E+00      310.40        2.45
 25.34        7.46        7.45      239.73    0.39E+05    0.56E+00      310.39        2.45
 25.35        7.46        7.45      239.72    0.39E+05    0.56E+00      310.38        2.45
 25.36        7.46        7.45      239.70    0.39E+05    0.56E+00      310.37        2.45
 25.37        7.46        7.46      239.69    0.38E+05    0.56E+00      310.36        2.45
 25.38        7.47        7.46      239.67    0.38E+05    0.56E+00      310.35        2.45
 25.39        7.47        7.46      239.66    0.38E+05    0.56E+00      310.34        2.45
 25.40        7.47        7.46      239.64    0.38E+05    0.56E+00      310.33        2.45
 25.41        7.47        7.46      239.63    0.38E+05    0.56E+00      310.32        2.45
 25.42        7.48        7.47      239.62    0.38E+05    0.56E+00      310.31        2.45
 25.43        7.48        7.47      239.60    0.38E+05    0.56E+00      310.31        2.45
 25.44        7.48        7.47      239.59    0.38E+05    0.56E+00      310.30        2.45
 25.45        7.48        7.47      239.57    0.38E+05    0.56E+00      310.29        2.45
 25.46        7.48        7.48      239.56    0.38E+05    0.56E+00      310.28        2.44
 25.47        7.49        7.48      239.54    0.38E+05    0.56E+00      310.27        2.44
 25.48        7.49        7.48      239.53    0.38E+05    0.56E+00      310.26        2.44
 25.49        7.49        7.48      239.52    0.38E+05    0.56E+00      310.25        2.44
 25.50        7.49        7.48      239.50    0.38E+05    0.56E+00      310.24        2.44
 25.51        7.50        7.49      239.49    0.38E+05    0.56E+00      310.23        2.44
 25.52        7.50        7.49      239.47    0.38E+05    0.56E+00      310.22        2.44
 25.53        7.50        7.49      239.46    0.38E+05    0.56E+00      310.21        2.44
 25.54        7.50        7.49      239.44    0.38E+05    0.56E+00      310.20        2.44
 25.55        7.50        7.50      239.43    0.38E+05    0.56E+00      310.19        2.44
 25.56        7.51        7.50      239.42    0.38E+05    0.56E+00      310.19        2.44
 25.57        7.51        7.50      239.40    0.38E+05    0.56E+00      310.18        2.44
 25.58        7.51        7.50      239.39    0.38E+05    0.56E+00      310.17        2.44
 25.59        7.51        7.50      239.37    0.38E+05    0.56E+00      310.16        2.44
 25.60        7.52        7.51      239.36    0.38E+05    0.56E+00      310.15        2.44
 25.61        7.52        7.51      239.34    0.38E+05    0.56E+00      310.14        2.43
 25.62        7.52        7.51      239.33    0.38E+05    0.56E+00      310.13        2.43
 25.63        7.52        7.51      239.32    0.38E+05    0.56E+00      310.12        2.43
 25.64        7.52        7.52      239.30    0.38E+05    0.56E+00      310.11        2.43
 25.65        7.53        7.52      239.29    0.38E+05    0.56E+00      310.10        2.43
 25.66        7.53        7.52      239.27    0.38E+05    0.56E+00      310.09        2.43
 25.67        7.53        7.52      239.26    0.38E+05    0.56E+00      310.08        2.43
 25.68        7.53        7.52      239.25    0.38E+05    0.56E+00      310.08        2.43
 25.69        7.53        7.53      239.23    0.38E+05    0.55E+00      310.07        2.43
 25.70        7.54        7.53      239.22    0.38E+05    0.55E+00      310.06        2.43
 25.71        7.54        7.53      239.20    0.38E+05    0.55E+00      310.05        2.43
 25.72        7.54        7.53      239.19    0.38E+05    0.55E+00      310.04        2.43
 25.73        7.54        7.53      239.18    0.38E+05    0.55E+00      310.03        2.43
 25.74        7.55        7.54      239.16    0.38E+05    0.55E+00      310.02        2.43
 25.75        7.55        7.54      239.15    0.38E+05    0.55E+00      310.01        2.43
 25.76        7.55        7.54      239.13    0.38E+05    0.55E+00      310.00        2.43
 25.77        7.55        7.54      239.12    0.38E+05    0.55E+00      309.99        2.42
 25.78        7.55        7.55      239.11    0.38E+05    0.55E+00      309.98        2.42
 25.79        7.56        7.55      239.09    0.38E+05    0.55E+00      309.97        2.42
 25.80        7.56        7.55      239.08    0.38E+05    0.55E+00      309.97        2.42
 25.81        7.56        7.55      239.06    0.38E+05    0.55E+00      309.96        2.42
 25.82        7.56        7.55      239.05    0.38E+05    0.55E+00      309.95        2.42
 25.83        7.57        7.56      239.04    0.38E+05    0.55E+00      309.94        2.42
 25.84        7.57        7.56      239.02    0.38E+05    0.55E+00      309.93        2.42
 25.85        7.57        7.56      239.01    0.38E+05    0.55E+00      309.92        2.42
 25.86        7.57        7.56      238.99    0.38E+05    0.55E+00      309.91        2.42
 25.87        7.57        7.56      238.98    0.38E+05    0.55E+00      309.90        2.42
 25.88        7.58        7.57      238.97    0.38E+05    0.55E+00      309.89        2.42
 25.89        7.58        7.57      238.95    0.38E+05    0.55E+00      309.88        2.42
 25.90        7.58        7.57      238.94    0.38E+05    0.55E+00      309.88        2.42
 25.91        7.58        7.57      238.92    0.38E+05    0.55E+00      309.87        2.42
 25.92        7.58        7.58      238.91    0.38E+05    0.55E+00      309.86        2.41
 25.93        7.59        7.58      238.90    0.38E+05    0.55E+00      309.85        2.41
 25.94        7.59        7.58      238.88    0.38E+05    0.55E+00      309.84        2.41
 25.95        7.59        7.58      238.87    0.38E+05    0.55E+00      309.83        2.41
 25.96        7.59        7.58      238.85    0.38E+05    0.55E+00      309.82        2.41
 25.97        7.60        7.59      238.84    0.38E+05    0.55E+00      309.81        2.41
 25.98        7.60        7.59      238.83    0.38E+05    0.55E+00      309.80        2.41
 25.99        7.60        7.59      238.81    0.38E+05    0.55E+00      309.79        2.41
 26.00        7.60        7.59      238.80    0.38E+05    0.55E+00      309.79        2.41
 26.01        7.60        7.59      238.79    0.38E+05    0.55E+00      309.78        2.41
 26.02        7.61        7.60      238.77    0.38E+05    0.55E+00      309.77        2.41
 26.03        7.61        7.60      238.76    0.38E+05    0.55E+00      309.76        2.41
 26.04        7.61        7.60      238.74    0.38E+05    0.55E+00      309.75        2.41
 26.05        7.61        7.60      238.73    0.38E+05    0.55E+00      309.74        2.41
 26.06        7.61        7.61      238.72    0.38E+05    0.55E+00      309.73        2.41
 26.07        7.62        7.61      238.70    0.38E+05    0.55E+00      309.72        2.41
 26.08        7.62        7.61      238.69    0.38E+05    0.55E+00      309.71        2.40
 26.09        7.62        7.61      238.68    0.38E+05    0.55E+00      309.71        2.40
 26.10        7.62        7.61      238.66    0.38E+05    0.55E+00      309.70        2.40
