  t(s)     Ax(m/s^2)     Ay(m/s^2)     Az(m/s^2)       Vx(m/s)       Vy(m/s)       Vz(m/s)          X(m)          Y(m)          Z(m)
 55.14         -7.46         -0.00          7.93        404.42          0.00        100.35      32800.02          0.00      -8765.44
 55.15         -7.46         -0.00          7.92        404.35          0.00        100.43      32804.06          0.00      -8764.44
 55.16         -7.46         -0.00          7.92        404.27          0.00        100.51      32808.10          0.00      -8763.43
 55.17         -7.46         -0.00          7.92        404.20          0.00        100.59      32812.15          0.00      -8762.43
 55.18         -7.46         -0.00          7.92        404.12          0.00        100.67      32816.19          0.00      -8761.42
 55.19         -7.46         -0.00          7.92        404.05          0.00        100.75      32820.23          0.00      -8760.41
 55.20         -7.46         -0.00          7.91        403.97          0.00        100.83      32824.27          0.00      -8759.41
 55.21         -7.45         -0.00          7.91        403.90          0.00        100.91      32828.31          0.00      -8758.40
 55.22         -7.45         -0.00          7.91        403.82          0.00        100.99      32832.35          0.00      -8757.39
 55.23         -7.45         -0.00          7.91        403.75          0.00        101.06      32836.39          0.00      -8756.38
 55.24         -7.45         -0.00          7.91        403.67          0.00        101.14      32840.42          0.00      -8755.37
 55.25         -7.45         -0.00          7.91        403.60          0.00        101.22      32844.46          0.00      -8754.36
 55.26         -7.45         -0.00          7.90        403.53          0.00        101.30      32848.49          0.00      -8753.34
 55.27         -7.45         -0.00          7.90        403.45          0.00        101.38      32852.53          0.00      -8752.33
 55.28         -7.45         -0.00          7.90        403.38          0.00        101.46      32856.56          0.00      -8751.32
 55.29         -7.45         -0.00          7.90        403.30          0.00        101.54      32860.60          0.00      -8750.30
 55.30         -7.45         -0.00          7.90        403.23          0.00        101.62      32864.63          0.00      -8749.28
 55.31         -7.45         -0.00          7.90        403.15          0.00        101.70      32868.66          0.00      -8748.27
 55.32         -7.45         -0.00          7.89        403.08          0.00        101.78      32872.69          0.00      -8747.25
 55.33         -7.45         -0.00          7.89        403.00          0.00        101.85      32876.72          0.00      -8746.23
 55.34         -7.45         -0.00          7.89        402.93          0.00        101.93      32880.75          0.00      -8745.21
 55.35         -7.45         -0.00          7.89        402.86          0.00        102.01      32884.78          0.00      -8744.19
 55.36         -7.45         -0.00          7.89        402.78          0.00        102.09      32888.81          0.00      -8743.17
 55.37         -7.45         -0.00          7.89        402.71          0.00        102.17      32892.84          0.00      -8742.15
 55.38         -7.45         -0.00          7.88        402.63          0.00        102.25      32896.86          0.00      -8741.13
 55.39         -7.45         -0.00          7.88        402.56          0.00        102.33      32900.89          0.00      -8740.11
 55.40         -7.45         -0.00          7.88        402.48          0.00        102.41      32904.92          0.00      -8739.08
 55.41         -7.45         -0.00          7.88        402.41          0.00        102.49      32908.94          0.00      -8738.06
 55.42         -7.45         -0.00          7.88        402.33          0.00        102.56      32912.96          0.00      -8737.03
 55.43         -7.44         -0.00          7.88        402.26          0.00        102.64      32916.99          0.00      -8736.01
 55.44         -7.44         -0.00          7.87        402.18          0.00        102.72      32921.01          0.00      -8734.98
 55.45         -7.44         -0.00          7.87        402.11          0.00        102.80      32925.03          0.00      -8733.95
 55.46         -7.44         -0.00          7.87        402.04          0.00        102.88      32929.05          0.00      -8732.92
 55.47         -7.44         -0.00          7.87        401.96          0.00        102.96      32933.07          0.00      -8731.90
 55.48         -7.44         -0.00          7.87        401.89          0.00        103.04      32937.09          0.00      -8730.87
 55.49         -7.44         -0.00          7.87        401.81          0.00        103.12      32941.11          0.00      -8729.83
 55.50         -7.44         -0.00          7.86        401.74          0.00        103.19      32945.13          0.00      -8728.80
 55.51         -7.44         -0.00          7.86        401.66          0.00        103.27      32949.14          0.00      -8727.77
 55.52         -7.44         -0.00          7.86        401.59          0.00        103.35      32953.16          0.00      -8726.74
 55.53         -7.44         -0.00          7.86        401.52          0.00        103.43      32957.17          0.00      -8725.70
 55.54         -7.44         -0.00          7.86        401.44          0.00        103.51      32961.19          0.00      -8724.67
 55.55         -7.44         -0.00          7.86        401.37          0.00        103.59      32965.20          0.00      -8723.63
 55.56         -7.44         -0.00          7.85        401.29          0.00        103.67      32969.22          0.00      -8722.60
 55.57         -7.44         -0.00          7.85        401.22          0.00        103.74      32973.23          0.00      -8721.56
 55.58         -7.44         -0.00          7.85        401.14          0.00        103.82      32977.24          0.00      -8720.52
 55.59         -7.44         -0.00          7.85        401.07          0.00        103.90      32981.25          0.00      -8719.48
 55.60         -7.44         -0.00          7.85        400.99          0.00        103.98      32985.26          0.00      -8718.44
 55.61         -7.44         -0.00          7.85        400.92          0.00        104.06      32989.27          0.00      -8717.40
 55.62         -7.44         -0.00          7.84        400.85          0.00        104.14      32993.28          0.00      -8716.36
 55.63         -7.44         -0.00          7.84        400.77          0.00        104.21      32997.29          0.00      -8715.32
 55.64         -7.43         -0.00          7.84        400.70          0.00        104.29      33001.30          0.00      -8714.28
 55.65         -7.43         -0.00          7.84        400.62          0.00        104.37      33005.30          0.00      -8713.24
 55.66         -7.43         -0.00          7.84        400.55          0.00        104.45      33009.31          0.00      -8712.19
 55.67         -7.43         -0.00          7.84        400.47          0.00        104.53      33013.31          0.00      -8711.15
 55.68         -7.43         -0.00          7.83        400.40          0.00        104.61      33017.32          0.00      -8710.10
 55.69         -7.43         -0.00          7.83        400.33          0.00        104.69      33021.32          0.00      -8709.05
 55.70         -7.43         -0.00          7.83        400.25          0.00        104.76      33025.33          0.00      -8708.01
 55.71         -7.43         -0.00          7.83        400.18          0.00        104.84      33029.33          0.00      -8706.96
 55.72         -7.43         -0.00          7.83        400.10          0.00        104.92      33033.33          0.00      -8705.91
 55.73         -7.43         -0.00          7.83        400.03          0.00        105.00      33037.33          0.00      -8704.86
 55.74         -7.43         -0.00          7.82        399.95          0.00        105.08      33041.33          0.00      -8703.81
 55.75         -7.43         -0.00          7.82        399.88          0.00        105.15      33045.33          0.00      -8702.76
 55.76         -7.43         -0.00          7.82        399.81          0.00        105.23      33049.33          0.00      -8701.71
 55.77         -7.43         -0.00          7.82        399.73          0.00        105.31      33053.32          0.00      -8700.65
 55.78         -7.43         -0.00          7.82        399.66          0.00        105.39      33057.32          0.00      -8699.60
 55.79         -7.43         -0.00          7.82        399.58          0.00        105.47      33061.32          0.00      -8698.55
 55.80         -7.43         -0.00          7.81        399.51          0.00        105.55      33065.31          0.00      -8697.49
 55.81         -7.43         -0.00          7.81        399.43          0.00        105.62      33069.31          0.00      -8696.44
 55.82         -7.43         -0.00          7.81        399.36          0.00        105.70      33073.30          0.00      -8695.38
 55.83         -7.43         -0.00          7.81        399.29          0.00        105.78      33077.29          0.00      -8694.32
 55.84         -7.43         -0.00          7.81        399.21          0.00        105.86      33081.29          0.00      -8693.26
 55.85         -7.43         -0.00          7.81        399.14          0.00        105.94      33085.28          0.00      -8692.20
 55.86         -7.43         -0.00          7.80        399.06          0.00        106.01      33089.27          0.00      -8691.14
 55.87         -7.42         -0.00          7.80        398.99          0.00        106.09      33093.26          0.00      -8690.08
 55.88         -7.42         -0.00          7.80        398.91          0.00        106.17      33097.25          0.00      -8689.02
 55.89         -7.42         -0.00          7.80        398.84          0.00        106.25      33101.24          0.00      -8687.96
 55.90         -7.42         -0.00          7.80        398.77          0.00        106.33      33105.23          0.00      -8686.90
 55.91         -7.42         -0.00          7.80        398.69          0.00        106.40      33109.21          0.00      -8685.83
 55.92         -7.42         -0.00          7.79        398.62          0.00        106.48      33113.20          0.00      -8684.77
 55.93         -7.42         -0.00          7.79        398.54          0.00        106.56      33117.19          0.00      -8683.70
 55.94         -7.42         -0.00          7.79        398.47          0.00        106.64      33121.17          0.00      -8682.64
 55.95         -7.42         -0.00          7.79        398.39          0.00        106.72      33125.16          0.00      -8681.57
 55.96         -7.42         -0.00          7.79        398.32          0.00        106.79      33129.14          0.00      -8680.50
 55.97         -7.42         -0.00          7.78        398.25          0.00        106.87      33133.12          0.00      -8679.44
 55.98         -7.42         -0.00          7.78        398.17          0.00        106.95      33137.10          0.00      -8678.37
 55.99         -7.42         -0.00          7.78        398.10          0.00        107.03      33141.09          0.00      -8677.30
 56.00         -7.42         -0.00          7.78        398.02          0.00        107.10      33145.07          0.00      -8676.23
 56.01         -7.42         -0.00          7.78        397.95          0.00        107.18      33149.05          0.00      -8675.16
 56.02         -7.42         -0.00          7.78        397.87          0.00        107.26      33153.03          0.00      -8674.08
 56.03         -7.42         -0.00          7.77        397.80          0.00        107.34      33157.00          0.00      -8673.01
 56.04         -7.42         -0.00          7.77        397.73          0.00        107.42      33160.98          0.00      -8671.94
 56.05         -7.42         -0.00          7.77        397.65          0.00        107.49      33164.96          0.00      -8670.86
 56.06         -7.42         -0.00          7.77        397.58          0.00        107.57      33168.93          0.00      -8669.79
 56.07         -7.42         -0.00          7.77        397.50          0.00        107.65      33172.91          0.00      -8668.71
 56.08         -7.42         -0.00          7.77        397.43          0.00        107.73      33176.88          0.00      -8667.63
 56.09         -7.41         -0.00          7.76        397.36          0.00        107.80      33180.86          0.00      -8666.56
 56.10         -7.41         -0.00          7.76        397.28          0.00        107.88      33184.83          0.00      -8665.48
 56.11         -7.41         -0.00          7.76        397.21          0.00        107.96      33188.80          0.00      -8664.40
 56.12         -7.41         -0.00          7.76        397.13          0.00        108.04      33192.78          0.00      -8663.32
 56.13         -7.41         -0.00          7.76        397.06          0.00        108.11      33196.75          0.00      -8662.24
 56.14         -7.41         -0.00          7.76        396.99          0.00        108.19      33200.72          0.00      -8661.16
 56.15         -7.41         -0.00          7.75        396.91          0.00        108.27      33204.69          0.00      -8660.07
 56.16         -7.41         -0.00          7.75        396.84          0.00        108.35      33208.65          0.00      -8658.99
 56.17         -7.41         -0.00          7.75        396.76          0.00        108.43      33212.62          0.00      -8657.91
 56.18         -7.41         -0.00          7.75        396.69          0.00        108.50      33216.59          0.00      -8656.82
 56.19         -7.41         -0.00          7.75        396.61          0.00        108.58      33220.56          0.00      -8655.74
 56.20         -7.41         -0.00          7.75        396.54          0.00        108.66      33224.52          0.00      -8654.65
 56.21         -7.41         -0.00          7.74        396.47          0.00        108.73      33228.49          0.00      -8653.56
 56.22         -7.41         -0.00          7.74        396.39          0.00        108.81      33232.45          0.00      -8652.48
 56.23         -7.41         -0.00          7.74        396.32          0.00        108.89      33236.42          0.00      -8651.39
 56.24         -7.41         -0.00          7.74        396.24          0.00        108.97      33240.38          0.00      -8650.30
 56.25         -7.41         -0.00          7.74        396.17          0.00        109.04      33244.34          0.00      -8649.21
 56.26         -7.41         -0.00          7.74        396.10          0.00        109.12      33248.30          0.00      -8648.12
 56.27         -7.41         -0.00          7.73        396.02          0.00        109.20      33252.26          0.00      -8647.03
 56.28         -7.41         -0.00          7.73        395.95          0.00        109.28      33256.22          0.00      -8645.93
 56.29         -7.41         -0.00          7.73        395.87          0.00        109.35      33260.18          0.00      -8644.84
 56.30         -7.41         -0.00          7.73        395.80          0.00        109.43      33264.14          0.00      -8643.75
 56.31         -7.41         -0.00          7.73        395.73          0.00        109.51      33268.10          0.00      -8642.65
 56.32         -7.40         -0.00          7.73        395.65          0.00        109.59      33272.05          0.00      -8641.56
 56.33         -7.40         -0.00          7.72        395.58          0.00        109.66      33276.01          0.00      -8640.46
 56.34         -7.40         -0.00          7.72        395.50          0.00        109.74      33279.97          0.00      -8639.36
 56.35         -7.40         -0.00          7.72        395.43          0.00        109.82      33283.92          0.00      -8638.26
 56.36         -7.40         -0.00          7.72        395.36          0.00        109.89      33287.87          0.00      -8637.17
 56.37         -7.40         -0.00          7.72        395.28          0.00        109.97      33291.83          0.00      -8636.07
 56.38         -7.40         -0.00          7.72        395.21          0.00        110.05      33295.78          0.00      -8634.97
 56.39         -7.40         -0.00          7.71        395.13          0.00        110.13      33299.73          0.00      -8633.87
 56.40         -7.40         -0.00          7.71        395.06          0.00        110.20      33303.68          0.00      -8632.76
 56.41         -7.40         -0.00          7.71        394.99          0.00        110.28      33307.63          0.00      -8631.66
 56.42         -7.40         -0.00          7.71        394.91          0.00        110.36      33311.58          0.00      -8630.56
 56.43         -7.40         -0.00          7.71        394.84          0.00        110.43      33315.53          0.00      -8629.45
 56.44         -7.40         -0.00          7.70        394.76          0.00        110.51      33319.48          0.00      -8628.35
 56.45         -7.40         -0.00          7.70        394.69          0.00        110.59      33323.43          0.00      -8627.24
 56.46         -7.40         -0.00          7.70        394.62          0.00        110.67      33327.37          0.00      -8626.14
 56.47         -7.40         -0.00          7.70        394.54          0.00        110.74      33331.32          0.00      -8625.03
 56.48         -7.40         -0.00          7.70        394.47          0.00        110.82      33335.26          0.00      -8623.92
 56.49         -7.40         -0.00          7.70        394.39          0.00        110.90      33339.21          0.00      -8622.81
 56.50         -7.40         -0.00          7.69        394.32          0.00        110.97      33343.15          0.00      -8621.71
 56.51         -7.40         -0.00          7.69        394.25          0.00        111.05      33347.09          0.00      -8620.60
 56.52         -7.40         -0.00          7.69        394.17          0.00        111.13      33351.04          0.00      -8619.48
 56.53         -7.40         -0.00          7.69        394.10          0.00        111.20      33354.98          0.00      -8618.37
 56.54         -7.40         -0.00          7.69        394.02          0.00        111.28      33358.92          0.00      -8617.26
 56.55         -7.40         -0.00          7.69        393.95          0.00        111.36      33362.86          0.00      -8616.15
 56.56         -7.39         -0.00          7.68        393.88          0.00        111.43      33366.80          0.00      -8615.03
 56.57         -7.39         -0.00          7.68        393.80          0.00        111.51      33370.74          0.00      -8613.92
 56.58         -7.39         -0.00          7.68        393.73          0.00        111.59      33374.67          0.00      -8612.80
 56.59         -7.39         -0.00          7.68        393.65          0.00        111.67      33378.61          0.00      -8611.69
 56.60         -7.39         -0.00          7.68        393.58          0.00        111.74      33382.55          0.00      -8610.57
 56.61         -7.39         -0.00          7.68        393.51          0.00        111.82      33386.48          0.00      -8609.45
 56.62         -7.39         -0.00          7.67        393.43          0.00        111.90      33390.42          0.00      -8608.33
 56.63         -7.39         -0.00          7.67        393.36          0.00        111.97      33394.35          0.00      -8607.21
 56.64         -7.39         -0.00          7.67        393.28          0.00        112.05      33398.28          0.00      -8606.09
 56.65         -7.39         -0.00          7.67        393.21          0.00        112.13      33402.22          0.00      -8604.97
 56.66         -7.39         -0.00          7.67        393.14          0.00        112.20      33406.15          0.00      -8603.85
 56.67         -7.39         -0.00          7.67        393.06          0.00        112.28      33410.08          0.00      -8602.73
 56.68         -7.39         -0.00          7.66        392.99          0.00        112.36      33414.01          0.00      -8601.61
 56.69         -7.39         -0.00          7.66        392.91          0.00        112.43      33417.94          0.00      -8600.48
 56.70         -7.39         -0.00          7.66        392.84          0.00        112.51      33421.87          0.00      -8599.36
 56.71         -7.39         -0.00          7.66        392.77          0.00        112.59      33425.80          0.00      -8598.23
 56.72         -7.39         -0.00          7.66        392.69          0.00        112.66      33429.72          0.00      -8597.11
 56.73         -7.39         -0.00          7.66        392.62          0.00        112.74      33433.65          0.00      -8595.98
 56.74         -7.39         -0.00          7.65        392.55          0.00        112.82      33437.57          0.00      -8594.85
 56.75         -7.39         -0.00          7.65        392.47          0.00        112.89      33441.50          0.00      -8593.72
 56.76         -7.39         -0.00          7.65        392.40          0.00        112.97      33445.42          0.00      -8592.59
 56.77         -7.39         -0.00          7.65        392.32          0.00        113.04      33449.35          0.00      -8591.46
 56.78         -7.39         -0.00          7.65        392.25          0.00        113.12      33453.27          0.00      -8590.33
 56.79         -7.39         -0.00          7.64        392.18          0.00        113.20      33457.19          0.00      -8589.20
 56.80         -7.38         -0.00          7.64        392.10          0.00        113.27      33461.11          0.00      -8588.07
 56.81         -7.38         -0.00          7.64        392.03          0.00        113.35      33465.04          0.00      -8586.93
 56.82         -7.38         -0.00          7.64        391.95          0.00        113.43      33468.95          0.00      -8585.80
 56.83         -7.38         -0.00          7.64        391.88          0.00        113.50      33472.87          0.00      -8584.67
 56.84         -7.38         -0.00          7.64        391.81          0.00        113.58      33476.79          0.00      -8583.53
 56.85         -7.38         -0.00          7.63        391.73          0.00        113.66      33480.71          0.00      -8582.39
 56.86         -7.38         -0.00          7.63        391.66          0.00        113.73      33484.63          0.00      -8581.26
 56.87         -7.38         -0.00          7.63        391.59          0.00        113.81      33488.54          0.00      -8580.12
 56.88         -7.38         -0.00          7.63        391.51          0.00        113.89      33492.46          0.00      -8578.98
 56.89         -7.38         -0.00          7.63        391.44          0.00        113.96      33496.37          0.00      -8577.84
 56.90         -7.38         -0.00          7.63        391.36          0.00        114.04      33500.29          0.00      -8576.70
 56.91         -7.38         -0.00          7.62        391.29          0.00        114.11      33504.20          0.00      -8575.56
 56.92         -7.38         -0.00          7.62        391.22          0.00        114.19      33508.11          0.00      -8574.42
 56.93         -7.38         -0.00          7.62        391.14          0.00        114.27      33512.03          0.00      -8573.28
 56.94         -7.38         -0.00          7.62        391.07          0.00        114.34      33515.94          0.00      -8572.13
 56.95         -7.38         -0.00          7.62        390.99          0.00        114.42      33519.85          0.00      -8570.99
 56.96         -7.38         -0.00          7.62        390.92          0.00        114.50      33523.76          0.00      -8569.85
 56.97         -7.38         -0.00          7.61        390.85          0.00        114.57      33527.67          0.00      -8568.70
 56.98         -7.38         -0.00          7.61        390.77          0.00        114.65      33531.57          0.00      -8567.55
 56.99         -7.38         -0.00          7.61        390.70          0.00        114.72      33535.48          0.00      -8566.41
 57.00         -7.38         -0.00          7.61        390.63          0.00        114.80      33539.39          0.00      -8565.26
 57.01         -7.38         -0.00          7.61        390.55          0.00        114.88      33543.29          0.00      -8564.11
 57.02         -7.38         -0.00          7.61        390.48          0.00        114.95      33547.20          0.00      -8562.96
 57.03         -7.38         -0.00          7.60        390.40          0.00        115.03      33551.10          0.00      -8561.81
 57.04         -7.37         -0.00          7.60        390.33          0.00        115.10      33555.01          0.00      -8560.66
 57.05         -7.37         -0.00          7.60        390.26          0.00        115.18      33558.91          0.00      -8559.51
 57.06         -7.37         -0.00          7.60        390.18          0.00        115.26      33562.81          0.00      -8558.36
 57.07         -7.37         -0.00          7.60        390.11          0.00        115.33      33566.71          0.00      -8557.21
 57.08         -7.37         -0.00          7.60        390.04          0.00        115.41      33570.61          0.00      -8556.05
 57.09         -7.37         -0.00          7.59        389.96          0.00        115.48      33574.51          0.00      -8554.90
 57.10         -7.37         -0.00          7.59        389.89          0.00        115.56      33578.41          0.00      -8553.74
 57.11         -7.37         -0.00          7.59        389.81          0.00        115.64      33582.31          0.00      -8552.59
 57.12         -7.37         -0.00          7.59        389.74          0.00        115.71      33586.21          0.00      -8551.43
 57.13         -7.37         -0.00          7.59        389.67          0.00        115.79      33590.11          0.00      -8550.27
 57.14         -7.37         -0.00          7.58        389.59          0.00        115.86      33594.00          0.00      -8549.11
 57.15         -7.37         -0.00          7.58        389.52          0.00        115.94      33597.90          0.00      -8547.95
 57.16         -7.37         -0.00          7.58        389.45          0.00        116.01      33601.79          0.00      -8546.79
 57.17         -7.37         -0.00          7.58        389.37          0.00        116.09      33605.69          0.00      -8545.63
 57.18         -7.37         -0.00          7.58        389.30          0.00        116.17      33609.58          0.00      -8544.47
 57.19         -7.37         -0.00          7.58        389.23          0.00        116.24      33613.47          0.00      -8543.31
 57.20         -7.37         -0.00          7.57        389.15          0.00        116.32      33617.36          0.00      -8542.15
 57.21         -7.37         -0.00          7.57        389.08          0.00        116.39      33621.26          0.00      -8540.98
 57.22         -7.37         -0.00          7.57        389.00          0.00        116.47      33625.15          0.00      -8539.82
 57.23         -7.37         -0.00          7.57        388.93          0.00        116.55      33629.04          0.00      -8538.66
 57.24         -7.37         -0.00          7.57        388.86          0.00        116.62      33632.92          0.00      -8537.49
 57.25         -7.37         -0.00          7.57        388.78          0.00        116.70      33636.81          0.00      -8536.32
 57.26         -7.37         -0.00          7.56        388.71          0.00        116.77      33640.70          0.00      -8535.16
 57.27         -7.37         -0.00          7.56        388.64          0.00        116.85      33644.59          0.00      -8533.99
 57.28         -7.37         -0.00          7.56        388.56          0.00        116.92      33648.47          0.00      -8532.82
 57.29         -7.36         -0.00          7.56        388.49          0.00        117.00      33652.36          0.00      -8531.65
 57.30         -7.36         -0.00          7.56        388.41          0.00        117.07      33656.24          0.00      -8530.48
 57.31         -7.36         -0.00          7.56        388.34          0.00        117.15      33660.13          0.00      -8529.31
 57.32         -7.36         -0.00          7.55        388.27          0.00        117.23      33664.01          0.00      -8528.14
 57.33         -7.36         -0.00          7.55        388.19          0.00        117.30      33667.89          0.00      -8526.96
 57.34         -7.36         -0.00          7.55        388.12          0.00        117.38      33671.77          0.00      -8525.79
 57.35         -7.36         -0.00          7.55        388.05          0.00        117.45      33675.65          0.00      -8524.62
 57.36         -7.36         -0.00          7.55        387.97          0.00        117.53      33679.53          0.00      -8523.44
 57.37         -7.36         -0.00          7.55        387.90          0.00        117.60      33683.41          0.00      -8522.26
 57.38         -7.36         -0.00          7.54        387.83          0.00        117.68      33687.29          0.00      -8521.09
 57.39         -7.36         -0.00          7.54        387.75          0.00        117.75      33691.17          0.00      -8519.91
 57.40         -7.36         -0.00          7.54        387.68          0.00        117.83      33695.05          0.00      -8518.73
 57.41         -7.36         -0.00          7.54        387.60          0.00        117.90      33698.92          0.00      -8517.55
 57.42         -7.36         -0.00          7.54        387.53          0.00        117.98      33702.80          0.00      -8516.38
 57.43         -7.36         -0.00          7.53        387.46          0.00        118.06      33706.67          0.00      -8515.20
 57.44         -7.36         -0.00          7.53        387.38          0.00        118.13      33710.55          0.00      -8514.01
 57.45         -7.36         -0.00          7.53        387.31          0.00        118.21      33714.42          0.00      -8512.83
 57.46         -7.36         -0.00          7.53        387.24          0.00        118.28      33718.30          0.00      -8511.65
 57.47         -7.36         -0.00          7.53        387.16          0.00        118.36      33722.17          0.00      -8510.47
 57.48         -7.36         -0.00          7.53        387.09          0.00        118.43      33726.04          0.00      -8509.28
 57.49         -7.36         -0.00          7.52        387.02          0.00        118.51      33729.91          0.00      -8508.10
 57.50         -7.36         -0.00          7.52        386.94          0.00        118.58      33733.78          0.00      -8506.91
 57.51         -7.36         -0.00          7.52        386.87          0.00        118.66      33737.65          0.00      -8505.73
 57.52         -7.36         -0.00          7.52        386.80          0.00        118.73      33741.52          0.00      -8504.54
 57.53         -7.36         -0.00          7.52        386.72          0.00        118.81      33745.38          0.00      -8503.35
 57.54         -7.36         -0.00          7.52        386.65          0.00        118.88      33749.25          0.00      -8502.16
 57.55         -7.35         -0.00          7.51        386.57          0.00        118.96      33753.12          0.00      -8500.97
 57.56         -7.35         -0.00          7.51        386.50          0.00        119.03      33756.98          0.00      -8499.78
 57.57         -7.35         -0.00          7.51        386.43          0.00        119.11      33760.85          0.00      -8498.59
 57.58         -7.35         -0.00          7.51        386.35          0.00        119.18      33764.71          0.00      -8497.40
 57.59         -7.35         -0.00          7.51        386.28          0.00        119.26      33768.57          0.00      -8496.21
 57.60         -7.35         -0.00          7.51        386.21          0.00        119.33      33772.44          0.00      -8495.02
 57.61         -7.35         -0.00          7.50        386.13          0.00        119.41      33776.30          0.00      -8493.82
 57.62         -7.35         -0.00          7.50        386.06          0.00        119.48      33780.16          0.00      -8492.63
 57.63         -7.35         -0.00          7.50        385.99          0.00        119.56      33784.02          0.00      -8491.43
 57.64         -7.35         -0.00          7.50        385.91          0.00        119.63      33787.88          0.00      -8490.24
 57.65         -7.35         -0.00          7.50        385.84          0.00        119.71      33791.74          0.00      -8489.04
 57.66         -7.35         -0.00          7.49        385.77          0.00        119.78      33795.60          0.00      -8487.84
 57.67         -7.35         -0.00          7.49        385.69          0.00        119.86      33799.45          0.00      -8486.65
 57.68         -7.35         -0.00          7.49        385.62          0.00        119.93      33803.31          0.00      -8485.45
 57.69         -7.35         -0.00          7.49        385.55          0.00        120.01      33807.17          0.00      -8484.25
 57.70         -7.35         -0.00          7.49        385.47          0.00        120.08      33811.02          0.00      -8483.05
 57.71         -7.35         -0.00          7.49        385.40          0.00        120.16      33814.87          0.00      -8481.84
 57.72         -7.35         -0.00          7.48        385.33          0.00        120.23      33818.73          0.00      -8480.64
 57.73         -7.35         -0.00          7.48        385.25          0.00        120.31      33822.58          0.00      -8479.44
 57.74         -7.35         -0.00          7.48        385.18          0.00        120.38      33826.43          0.00      -8478.24
 57.75         -7.35         -0.00          7.48        385.10          0.00        120.46      33830.28          0.00      -8477.03
 57.76         -7.35         -0.00          7.48        385.03          0.00        120.53      33834.14          0.00      -8475.83
 57.77         -7.35         -0.00          7.48        384.96          0.00        120.61      33837.99          0.00      -8474.62
 57.78         -7.35         -0.00          7.47        384.88          0.00        120.68      33841.83          0.00      -8473.42
 57.79         -7.35         -0.00          7.47        384.81          0.00        120.76      33845.68          0.00      -8472.21
 57.80         -7.35         -0.00          7.47        384.74          0.00        120.83      33849.53          0.00      -8471.00
 57.81         -7.34         -0.00          7.47        384.66          0.00        120.91      33853.38          0.00      -8469.79
 57.82         -7.34         -0.00          7.47        384.59          0.00        120.98      33857.22          0.00      -8468.58
 57.83         -7.34         -0.00          7.47        384.52          0.00        121.06      33861.07          0.00      -8467.37
 57.84         -7.34         -0.00          7.46        384.44          0.00        121.13      33864.91          0.00      -8466.16
 57.85         -7.34         -0.00          7.46        384.37          0.00        121.20      33868.76          0.00      -8464.95
 57.86         -7.34         -0.00          7.46        384.30          0.00        121.28      33872.60          0.00      -8463.74
 57.87         -7.34         -0.00          7.46        384.22          0.00        121.35      33876.44          0.00      -8462.52
 57.88         -7.34         -0.00          7.46        384.15          0.00        121.43      33880.29          0.00      -8461.31
 57.89         -7.34         -0.00          7.45        384.08          0.00        121.50      33884.13          0.00      -8460.10
 57.90         -7.34         -0.00          7.45        384.00          0.00        121.58      33887.97          0.00      -8458.88
 57.91         -7.34         -0.00          7.45        383.93          0.00        121.65      33891.81          0.00      -8457.66
 57.92         -7.34         -0.00          7.45        383.86          0.00        121.73      33895.65          0.00      -8456.45
 57.93         -7.34         -0.00          7.45        383.78          0.00        121.80      33899.48          0.00      -8455.23
 57.94         -7.34         -0.00          7.45        383.71          0.00        121.88      33903.32          0.00      -8454.01
 57.95         -7.34         -0.00          7.44        383.64          0.00        121.95      33907.16          0.00      -8452.79
 57.96         -7.34         -0.00          7.44        383.56          0.00        122.02      33910.99          0.00      -8451.57
 57.97         -7.34         -0.00          7.44        383.49          0.00        122.10      33914.83          0.00      -8450.35
 57.98         -7.34         -0.00          7.44        383.42          0.00        122.17      33918.66          0.00      -8449.13
 57.99         -7.34         -0.00          7.44        383.34          0.00        122.25      33922.50          0.00      -8447.91
 58.00         -7.34         -0.00          7.44        383.27          0.00        122.32      33926.33          0.00      -8446.68
 58.01         -7.34         -0.00          7.43        383.20          0.00        122.40      33930.16          0.00      -8445.46
 58.02         -7.34         -0.00          7.43        383.12          0.00        122.47      33934.00          0.00      -8444.24
 58.03         -7.34         -0.00          7.43        383.05          0.00        122.54      33937.83          0.00      -8443.01
 58.04         -7.34         -0.00          7.43        382.98          0.00        122.62      33941.66          0.00      -8441.79
 58.05         -7.34         -0.00          7.43        382.90          0.00        122.69      33945.49          0.00      -8440.56
 58.06         -7.34         -0.00          7.42        382.83          0.00        122.77      33949.31          0.00      -8439.33
 58.07         -7.33         -0.00          7.42        382.76          0.00        122.84      33953.14          0.00      -8438.10
 58.08         -7.33         -0.00          7.42        382.68          0.00        122.92      33956.97          0.00      -8436.88
 58.09         -7.33         -0.00          7.42        382.61          0.00        122.99      33960.80          0.00      -8435.65
 58.10         -7.33         -0.00          7.42        382.54          0.00        123.06      33964.62          0.00      -8434.42
 58.11         -7.33         -0.00          7.42        382.46          0.00        123.14      33968.45          0.00      -8433.18
 58.12         -7.33         -0.00          7.41        382.39          0.00        123.21      33972.27          0.00      -8431.95
 58.13         -7.33         -0.00          7.41        382.32          0.00        123.29      33976.09          0.00      -8430.72
 58.14         -7.33         -0.00          7.41        382.24          0.00        123.36      33979.92          0.00      -8429.49
 58.15         -7.33         -0.00          7.41        382.17          0.00        123.44      33983.74          0.00      -8428.25
