     t       phi_c          AF          MA          CA          CN         CNQ         CLP         CMQ         XCP         XCG
 83.88        0.00        0.01        1.04        0.57        0.00      145.99      -32.71    -1159.57        9.81        6.94
 83.89        0.00        0.01        1.04        0.57        0.00      146.00      -32.71    -1159.63        9.81        6.94
 83.90        0.00        0.01        1.04        0.57        0.00      146.01      -32.72    -1159.69        9.81        6.94
 83.91        0.00        0.01        1.04        0.57        0.00      146.02      -32.72    -1159.75        9.81        6.94
 83.92        0.00        0.01        1.04        0.57        0.00      146.03      -32.72    -1159.81        9.81        6.94
 83.93        0.00        0.01        1.04        0.57        0.00      146.04      -32.72    -1159.87        9.81        6.94
 83.94        0.00        0.01        1.04        0.57        0.00      146.05      -32.72    -1159.93        9.81        6.94
 83.95        0.00        0.01        1.04        0.57        0.00      146.07      -32.72    -1159.99        9.81        6.94
 83.96        0.00        0.01        1.04        0.57        0.00      146.08      -32.72    -1160.04        9.81        6.94
 83.97        0.00        0.01        1.04        0.57        0.00      146.09      -32.73    -1160.10        9.81        6.94
 83.98        0.00        0.01        1.04        0.57        0.00      146.10      -32.73    -1160.16        9.81        6.94
 83.99        0.00        0.01        1.04        0.57        0.00      146.11      -32.73    -1160.22        9.81        6.94
 84.00        0.00        0.01        1.04        0.57        0.00      146.12      -32.73    -1160.28        9.81        6.94
 84.01        0.00        0.01        1.04        0.57        0.00      146.13      -32.73    -1160.34        9.81        6.94
 84.02        0.00        0.01        1.04        0.57        0.00      146.14      -32.73    -1160.40        9.81        6.94
 84.03        0.00        0.01        1.04        0.57        0.00      146.15      -32.73    -1160.46        9.81        6.94
 84.04        0.00        0.01        1.04        0.57        0.00      146.16      -32.74    -1160.52        9.81        6.94
 84.05        0.00        0.01        1.04        0.57        0.00      146.17      -32.74    -1160.58        9.81        6.94
 84.06        0.00        0.01        1.04        0.57        0.00      146.18      -32.74    -1160.64        9.81        6.94
 84.07        0.00        0.01        1.04        0.57        0.00      146.20      -32.74    -1160.70        9.81        6.94
 84.08        0.00        0.01        1.04        0.57        0.00      146.21      -32.74    -1160.76        9.81        6.94
 84.09        0.00        0.01        1.04        0.57        0.00      146.22      -32.74    -1160.82        9.81        6.94
 84.10        0.00        0.01        1.04        0.57        0.00      146.23      -32.74    -1160.88        9.81        6.94
 84.11        0.00        0.01        1.04        0.57        0.00      146.24      -32.75    -1160.94        9.81        6.94
 84.12        0.00        0.01        1.04        0.57        0.00      146.25      -32.75    -1161.00        9.82        6.94
 84.13        0.00        0.01        1.04        0.57        0.00      146.26      -32.75    -1161.06        9.82        6.94
 84.14        0.00        0.01        1.04        0.57        0.00      146.27      -32.75    -1161.12        9.82        6.94
 84.15        0.00        0.01        1.04        0.57        0.00      146.28      -32.75    -1161.18        9.82        6.94
 84.16        0.00        0.01        1.04        0.57        0.00      146.29      -32.75    -1161.24        9.82        6.94
 84.17        0.00        0.01        1.04        0.57        0.00      146.30      -32.75    -1161.30        9.82        6.94
 84.18        0.00        0.01        1.04        0.57        0.00      146.31      -32.75    -1161.36        9.82        6.94
 84.19        0.00        0.01        1.04        0.57        0.00      146.33      -32.76    -1161.42        9.82        6.94
 84.20        0.00        0.01        1.04        0.57        0.00      146.34      -32.76    -1161.48        9.82        6.94
 84.21        0.00        0.01        1.04        0.57        0.00      146.35      -32.76    -1161.54        9.82        6.94
 84.22        0.00        0.01        1.04        0.57        0.00      146.36      -32.76    -1161.59        9.82        6.94
 84.23        0.00        0.01        1.04        0.57        0.00      146.37      -32.76    -1161.65        9.82        6.94
 84.24        0.00        0.01        1.04        0.57        0.00      146.38      -32.76    -1161.71        9.82        6.94
 84.25        0.00        0.01        1.04        0.56        0.00      146.39      -32.76    -1161.77        9.82        6.94
 84.26        0.00        0.01        1.04        0.56        0.00      146.40      -32.77    -1161.83        9.82        6.94
 84.27        0.00        0.01        1.04        0.56        0.00      146.41      -32.77    -1161.89        9.82        6.94
 84.28        0.00        0.01        1.04        0.56        0.00      146.42      -32.77    -1161.95        9.82        6.94
 84.29        0.00        0.01        1.04        0.56        0.00      146.43      -32.77    -1162.01        9.82        6.94
 84.30        0.00        0.01        1.04        0.56        0.00      146.44      -32.77    -1162.07        9.82        6.94
 84.31        0.00        0.01        1.04        0.56        0.00      146.46      -32.77    -1162.13        9.82        6.94
 84.32        0.00        0.01        1.04        0.56        0.00      146.47      -32.77    -1162.19        9.82        6.94
 84.33        0.00        0.01        1.04        0.56        0.00      146.48      -32.78    -1162.25        9.82        6.94
 84.34        0.00        0.01        1.04        0.56        0.00      146.49      -32.78    -1162.31        9.82        6.94
 84.35        0.00        0.01        1.04        0.56        0.00      146.50      -32.78    -1162.37        9.82        6.94
 84.36        0.00        0.01        1.04        0.56        0.00      146.51      -32.78    -1162.43        9.82        6.94
 84.37        0.00        0.01        1.04        0.56        0.00      146.52      -32.78    -1162.49        9.82        6.94
 84.38        0.00        0.01        1.04        0.56        0.00      146.53      -32.78    -1162.55        9.82        6.94
 84.39        0.00        0.01        1.04        0.56        0.00      146.54      -32.78    -1162.61        9.82        6.94
 84.40        0.00        0.01        1.04        0.56        0.00      146.55      -32.79    -1162.67        9.82        6.94
 84.41        0.00        0.01        1.04        0.56        0.00      146.56      -32.79    -1162.73        9.82        6.94
 84.42        0.00        0.01        1.04        0.56        0.00      146.57      -32.79    -1162.79        9.82        6.94
 84.43        0.00        0.01        1.04        0.56        0.00      146.58      -32.79    -1162.85        9.82        6.94
 84.44        0.00        0.01        1.04        0.56        0.00      146.60      -32.79    -1162.90        9.82        6.94
 84.45        0.00        0.01        1.04        0.56        0.00      146.61      -32.79    -1162.96        9.82        6.94
 84.46        0.00        0.01        1.04        0.56        0.00      146.62      -32.79    -1163.02        9.82        6.94
 84.47        0.00        0.01        1.04        0.56        0.00      146.63      -32.79    -1163.08        9.82        6.94
 84.48        0.00        0.01        1.04        0.56        0.00      146.64      -32.80    -1163.14        9.82        6.94
 84.49        0.00        0.01        1.04        0.56        0.00      146.65      -32.80    -1163.20        9.82        6.94
 84.50        0.00        0.01        1.04        0.56        0.00      146.66      -32.80    -1163.26        9.82        6.94
 84.51        0.00        0.01        1.04        0.56        0.00      146.67      -32.80    -1163.32        9.82        6.94
 84.52        0.00        0.01        1.04        0.56        0.00      146.68      -32.80    -1163.38        9.82        6.94
 84.53        0.00        0.01        1.04        0.56        0.00      146.69      -32.80    -1163.44        9.82        6.94
 84.54        0.00        0.01        1.04        0.56        0.00      146.70      -32.80    -1163.50        9.82        6.94
 84.55        0.00        0.01        1.04        0.56        0.00      146.71      -32.81    -1163.56        9.82        6.94
 84.56        0.00        0.01        1.04        0.56        0.00      146.73      -32.81    -1163.62        9.82        6.94
 84.57        0.00        0.01        1.04        0.56        0.00      146.74      -32.81    -1163.68        9.82        6.94
 84.58        0.00        0.01        1.04        0.56        0.00      146.75      -32.81    -1163.74        9.82        6.94
 84.59        0.00        0.01        1.04        0.56        0.00      146.76      -32.81    -1163.80        9.82        6.94
 84.60        0.00        0.01        1.04        0.56        0.00      146.77      -32.81    -1163.86        9.82        6.94
 84.61        0.00        0.01        1.04        0.56        0.00      146.78      -32.81    -1163.92        9.82        6.94
 84.62        0.00        0.01        1.04        0.56        0.00      146.79      -32.82    -1163.97        9.82        6.94
 84.63        0.00        0.01        1.04        0.56        0.00      146.80      -32.82    -1164.03        9.82        6.94
 84.64        0.00        0.01        1.04        0.56        0.00      146.81      -32.82    -1164.09        9.82        6.94
 84.65        0.00        0.01        1.04        0.56        0.00      146.82      -32.82    -1164.15        9.82        6.94
 84.66        0.00        0.01        1.04        0.56        0.00      146.83      -32.82    -1164.21        9.82        6.94
 84.67        0.00        0.01        1.04        0.56        0.00      146.84      -32.82    -1164.27        9.82        6.94
 84.68        0.00        0.01        1.04        0.56        0.00      146.86      -32.82    -1164.33        9.82        6.94
 84.69        0.00        0.01        1.04        0.56        0.00      146.87      -32.82    -1164.39        9.82        6.94
 84.70        0.00        0.01        1.04        0.56        0.00      146.88      -32.83    -1164.45        9.82        6.94
 84.71        0.00        0.01        1.04        0.56        0.00      146.89      -32.83    -1164.51        9.82        6.94
 84.72        0.00        0.01        1.04        0.56        0.00      146.90      -32.83    -1164.57        9.82        6.94
 84.73        0.00        0.01        1.04        0.56        0.00      146.91      -32.83    -1164.63        9.82        6.94
 84.74        0.00        0.01        1.04        0.56        0.00      146.92      -32.83    -1164.69        9.82        6.94
 84.75        0.00        0.01        1.04        0.56        0.00      146.93      -32.83    -1164.75        9.82        6.94
 84.76        0.00        0.01        1.04        0.56        0.00      146.94      -32.83    -1164.81        9.82        6.94
 84.77        0.00        0.01        1.04        0.56        0.00      146.95      -32.84    -1164.87        9.82        6.94
 84.78        0.00        0.01        1.04        0.56        0.00      146.96      -32.84    -1164.93        9.82        6.94
 84.79        0.00        0.01        1.04        0.56        0.00      146.97      -32.84    -1164.98        9.82        6.94
 84.80        0.00        0.01        1.04        0.56        0.00      146.98      -32.84    -1165.04        9.82        6.94
 84.81        0.00        0.01        1.04        0.56        0.00      147.00      -32.84    -1165.10        9.82        6.94
 84.82        0.00        0.01        1.04        0.56        0.00      147.01      -32.84    -1165.16        9.82        6.94
 84.83        0.00        0.01        1.04        0.56        0.00      147.02      -32.84    -1165.22        9.82        6.94
 84.84        0.00        0.01        1.04        0.56        0.00      147.03      -32.85    -1165.28        9.82        6.94
 84.85        0.00        0.01        1.04        0.56        0.00      147.04      -32.85    -1165.34        9.82        6.94
 84.86        0.00        0.01        1.04        0.56        0.00      147.05      -32.85    -1165.40        9.82        6.94
 84.87        0.00        0.01        1.04        0.56        0.00      147.06      -32.85    -1165.46        9.82        6.94
 84.88        0.00        0.01        1.04        0.56        0.00      147.07      -32.85    -1165.52        9.82        6.94
 84.89        0.00        0.01        1.04        0.56        0.00      147.08      -32.85    -1165.58        9.82        6.94
 84.90        0.00        0.01        1.04        0.56        0.00      147.09      -32.85    -1165.64        9.82        6.94
 84.91        0.00        0.01        1.04        0.56        0.00      147.10      -32.86    -1165.70        9.82        6.94
 84.92        0.00        0.01        1.04        0.56        0.00      147.11      -32.86    -1165.76        9.82        6.94
 84.93        0.00        0.01        1.04        0.56        0.00      147.12      -32.86    -1165.82        9.82        6.94
 84.94        0.00        0.01        1.04        0.56        0.00      147.14      -32.86    -1165.88        9.82        6.94
 84.95        0.00        0.01        1.04        0.56        0.00      147.15      -32.86    -1165.93        9.82        6.94
 84.96        0.00        0.01        1.04        0.56        0.00      147.16      -32.86    -1165.99        9.82        6.94
 84.97        0.00        0.01        1.04        0.56        0.00      147.17      -32.86    -1166.05        9.82        6.94
 84.98        0.00        0.01        1.04        0.56        0.00      147.18      -32.86    -1166.11        9.82        6.94
 84.99        0.00        0.01        1.04        0.56        0.00      147.19      -32.87    -1166.17        9.82        6.94
 85.00        0.00        0.01        1.04        0.56        0.00      147.20      -32.87    -1166.23        9.82        6.94
 85.01        0.00        0.01        1.04        0.56        0.00      147.21      -32.87    -1166.29        9.82        6.94
 85.02        0.00        0.01        1.04        0.56        0.00      147.22      -32.87    -1166.35        9.82        6.94
 85.03        0.00        0.01        1.04        0.56        0.00      147.23      -32.87    -1166.41        9.82        6.94
 85.04        0.00        0.01        1.04        0.56        0.00      147.24      -32.87    -1166.47        9.82        6.94
 85.05        0.00        0.01        1.04        0.56        0.00      147.25      -32.87    -1166.53        9.82        6.94
 85.06        0.00        0.01        1.04        0.56        0.00      147.27      -32.88    -1166.59        9.82        6.94
 85.07        0.00        0.01        1.04        0.56        0.00      147.28      -32.88    -1166.65        9.82        6.94
 85.08        0.00        0.01        1.04        0.56        0.00      147.29      -32.88    -1166.71        9.82        6.94
 85.09        0.00        0.01        1.04        0.56        0.00      147.30      -32.88    -1166.77        9.82        6.94
 85.10        0.00        0.01        1.04        0.56        0.00      147.31      -32.88    -1166.82        9.82        6.94
 85.11        0.00        0.01        1.04        0.56        0.00      147.32      -32.88    -1166.88        9.82        6.94
 85.12        0.00        0.01        1.04        0.56        0.00      147.33      -32.88    -1166.94        9.82        6.94
 85.13        0.00        0.01        1.04        0.56        0.00      147.34      -32.89    -1167.00        9.82        6.94
 85.14        0.00        0.01        1.04        0.56        0.00      147.35      -32.89    -1167.06        9.82        6.94
 85.15        0.00        0.01        1.04        0.56        0.00      147.36      -32.89    -1167.12        9.82        6.94
 85.16        0.00        0.01        1.04        0.56        0.00      147.37      -32.89    -1167.18        9.82        6.94
 85.17        0.00        0.01        1.04        0.56        0.00      147.38      -32.89    -1167.24        9.82        6.94
 85.18        0.00        0.01        1.04        0.56        0.00      147.39      -32.89    -1167.30        9.82        6.94
 85.19        0.00        0.01        1.04        0.56        0.00      147.41      -32.89    -1167.36        9.82        6.94
 85.20        0.00        0.01        1.04        0.56        0.00      147.42      -32.89    -1167.42        9.82        6.94
 85.21        0.00        0.01        1.04        0.56        0.00      147.43      -32.90    -1167.48        9.82        6.94
 85.22        0.00        0.01        1.04        0.56        0.00      147.44      -32.90    -1167.54        9.82        6.94
 85.23        0.00        0.01        1.04        0.56        0.00      147.45      -32.90    -1167.60        9.82        6.94
 85.24        0.00        0.01        1.04        0.56        0.00      147.46      -32.90    -1167.65        9.82        6.94
 85.25        0.00        0.01        1.04        0.56        0.00      147.47      -32.90    -1167.71        9.82        6.94
 85.26        0.00        0.01        1.04        0.56        0.00      147.48      -32.90    -1167.77        9.82        6.94
 85.27        0.00        0.01        1.04        0.56        0.00      147.49      -32.90    -1167.83        9.82        6.94
 85.28        0.00        0.01        1.03        0.56        0.00      147.50      -32.91    -1167.89        9.82        6.94
 85.29        0.00        0.01        1.03        0.56        0.00      147.51      -32.91    -1167.95        9.82        6.94
 85.30        0.00        0.01        1.03        0.56        0.00      147.52      -32.91    -1168.01        9.82        6.94
 85.31        0.00        0.01        1.03        0.56        0.00      147.53      -32.91    -1168.07        9.82        6.94
 85.32        0.00        0.01        1.03        0.56        0.00      147.55      -32.91    -1168.13        9.82        6.94
 85.33        0.00        0.01        1.03        0.56        0.00      147.56      -32.91    -1168.19        9.82        6.94
 85.34        0.00        0.01        1.03        0.56        0.00      147.57      -32.91    -1168.25        9.82        6.94
 85.35        0.00        0.01        1.03        0.56        0.00      147.58      -32.92    -1168.31        9.82        6.94
 85.36        0.00        0.01        1.03        0.56        0.00      147.59      -32.92    -1168.37        9.82        6.94
 85.37        0.00        0.01        1.03        0.56        0.00      147.60      -32.92    -1168.43        9.82        6.94
 85.38        0.00        0.01        1.03        0.56        0.00      147.61      -32.92    -1168.48        9.82        6.94
 85.39        0.00        0.01        1.03        0.56        0.00      147.62      -32.92    -1168.54        9.82        6.94
 85.40        0.00        0.01        1.03        0.56        0.00      147.63      -32.92    -1168.60        9.82        6.94
 85.41        0.00        0.01        1.03        0.56        0.00      147.64      -32.92    -1168.66        9.82        6.94
 85.42        0.00        0.01        1.03        0.56        0.00      147.65      -32.93    -1168.72        9.82        6.94
 85.43        0.00        0.01        1.03        0.56        0.00      147.66      -32.93    -1168.78        9.82        6.94
 85.44        0.00        0.01        1.03        0.56        0.00      147.67      -32.93    -1168.84        9.82        6.94
 85.45        0.00        0.01        1.03        0.56        0.00      147.69      -32.93    -1168.90        9.82        6.94
 85.46        0.00        0.01        1.03        0.56        0.00      147.70      -32.93    -1168.96        9.82        6.94
 85.47        0.00        0.01        1.03        0.56        0.00      147.71      -32.93    -1169.02        9.82        6.94
 85.48        0.00        0.01        1.03        0.56        0.00      147.72      -32.93    -1169.08        9.82        6.94
 85.49        0.00        0.01        1.03        0.56        0.00      147.73      -32.93    -1169.14        9.82        6.94
 85.50        0.00        0.01        1.03        0.56        0.00      147.74      -32.94    -1169.20        9.82        6.94
 85.51        0.00        0.01        1.03        0.56        0.00      147.75      -32.94    -1169.25        9.82        6.94
 85.52        0.00        0.01        1.03        0.56        0.00      147.76      -32.94    -1169.31        9.82        6.94
 85.53        0.00        0.01        1.03        0.56        0.00      147.77      -32.94    -1169.37        9.82        6.94
 85.54        0.00        0.01        1.03        0.56        0.00      147.78      -32.94    -1169.43        9.82        6.94
 85.55        0.00        0.01        1.03        0.56        0.00      147.79      -32.94    -1169.49        9.82        6.94
 85.56        0.00        0.01        1.03        0.56        0.00      147.80      -32.94    -1169.55        9.82        6.94
 85.57        0.00        0.01        1.03        0.56        0.00      147.81      -32.95    -1169.61        9.82        6.94
 85.58        0.00        0.01        1.03        0.56        0.00      147.83      -32.95    -1169.67        9.82        6.94
 85.59        0.00        0.01        1.03        0.56        0.00      147.84      -32.95    -1169.73        9.82        6.94
 85.60        0.00        0.01        1.03        0.56        0.00      147.85      -32.95    -1169.79        9.82        6.94
 85.61        0.00        0.01        1.03        0.56        0.00      147.86      -32.95    -1169.85        9.82        6.94
 85.62        0.00        0.01        1.03        0.56        0.00      147.87      -32.95    -1169.91        9.83        6.94
 85.63        0.00        0.01        1.03        0.56        0.00      147.88      -32.95    -1169.97        9.83        6.94
 85.64        0.00        0.01        1.03        0.56        0.00      147.89      -32.96    -1170.02        9.83        6.94
 85.65        0.00        0.01        1.03        0.56        0.00      147.90      -32.96    -1170.08        9.83        6.94
 85.66        0.00        0.01        1.03        0.56        0.00      147.91      -32.96    -1170.14        9.83        6.94
 85.67        0.00        0.01        1.03        0.56        0.00      147.92      -32.96    -1170.20        9.83        6.94
 85.68        0.00        0.01        1.03        0.56        0.00      147.93      -32.96    -1170.26        9.83        6.94
 85.69        0.00        0.01        1.03        0.56        0.00      147.94      -32.96    -1170.32        9.83        6.94
 85.70        0.00        0.01        1.03        0.56        0.00      147.95      -32.96    -1170.38        9.83        6.94
 85.71        0.00        0.01        1.03        0.56        0.00      147.97      -32.96    -1170.44        9.83        6.94
 85.72        0.00        0.01        1.03        0.56        0.00      147.98      -32.97    -1170.50        9.83        6.94
 85.73        0.00        0.01        1.03        0.56        0.00      147.99      -32.97    -1170.56        9.83        6.94
 85.74        0.00        0.01        1.03        0.56        0.00      148.00      -32.97    -1170.62        9.83        6.94
 85.75        0.00        0.01        1.03        0.56        0.00      148.01      -32.97    -1170.68        9.83        6.94
 85.76        0.00        0.01        1.03        0.56        0.00      148.02      -32.97    -1170.74        9.83        6.94
 85.77        0.00        0.01        1.03        0.56        0.00      148.03      -32.97    -1170.79        9.83        6.94
 85.78        0.00        0.01        1.03        0.56        0.00      148.04      -32.97    -1170.85        9.83        6.94
 85.79        0.00        0.01        1.03        0.56        0.00      148.05      -32.98    -1170.91        9.83        6.94
 85.80        0.00        0.01        1.03        0.56        0.00      148.06      -32.98    -1170.97        9.83        6.94
 85.81        0.00        0.01        1.03        0.56        0.00      148.07      -32.98    -1171.03        9.83        6.94
 85.82        0.00        0.01        1.03        0.56        0.00      148.08      -32.98    -1171.09        9.83        6.94
 85.83        0.00        0.01        1.03        0.56        0.00      148.09      -32.98    -1171.15        9.83        6.94
 85.84        0.00        0.01        1.03        0.56        0.00      148.10      -32.98    -1171.21        9.83        6.94
 85.85        0.00        0.01        1.03        0.56        0.00      148.12      -32.98    -1171.27        9.83        6.94
 85.86        0.00        0.01        1.03        0.56        0.00      148.13      -32.99    -1171.33        9.83        6.94
 85.87        0.00        0.01        1.03        0.56        0.00      148.14      -32.99    -1171.39        9.83        6.94
 85.88        0.00        0.01        1.03        0.56        0.00      148.15      -32.99    -1171.45        9.83        6.94
 85.89        0.00        0.01        1.03        0.56        0.00      148.16      -32.99    -1171.51        9.83        6.94
 85.90        0.00        0.01        1.03        0.56        0.00      148.17      -32.99    -1171.56        9.83        6.94
 85.91        0.00        0.01        1.03        0.56        0.00      148.18      -32.99    -1171.62        9.83        6.94
 85.92        0.00        0.01        1.03        0.56        0.00      148.19      -32.99    -1171.68        9.83        6.94
 85.93        0.00        0.01        1.03        0.56        0.00      148.20      -33.00    -1171.74        9.83        6.94
 85.94        0.00        0.01        1.03        0.56        0.00      148.21      -33.00    -1171.80        9.83        6.94
 85.95        0.00        0.01        1.03        0.56        0.00      148.22      -33.00    -1171.86        9.83        6.94
 85.96        0.00        0.01        1.03        0.56        0.00      148.23      -33.00    -1171.92        9.83        6.94
 85.97        0.00        0.01        1.03        0.56        0.00      148.24      -33.00    -1171.98        9.83        6.94
 85.98        0.00        0.01        1.03        0.56        0.00      148.26      -33.00    -1172.04        9.83        6.94
 85.99        0.00        0.01        1.03        0.56        0.00      148.27      -33.00    -1172.10        9.83        6.94
 86.00        0.00        0.01        1.03        0.56        0.00      148.28      -33.00    -1172.16        9.83        6.94
 86.01        0.00        0.01        1.03        0.56        0.00      148.29      -33.01    -1172.22        9.83        6.94
 86.02        0.00        0.01        1.03        0.55        0.00      148.30      -33.01    -1172.27        9.83        6.94
 86.03        0.00        0.01        1.03        0.55        0.00      148.31      -33.01    -1172.33        9.83        6.94
 86.04        0.00        0.01        1.03        0.55        0.00      148.32      -33.01    -1172.39        9.83        6.94
 86.05        0.00        0.01        1.03        0.55        0.00      148.33      -33.01    -1172.45        9.83        6.94
 86.06        0.00        0.01        1.03        0.55        0.00      148.34      -33.01    -1172.51        9.83        6.94
 86.07        0.00        0.01        1.03        0.55        0.00      148.35      -33.01    -1172.57        9.83        6.94
 86.08        0.00        0.01        1.03        0.55        0.00      148.36      -33.02    -1172.63        9.83        6.94
 86.09        0.00        0.01        1.03        0.55        0.00      148.37      -33.02    -1172.69        9.83        6.94
 86.10        0.00        0.01        1.03        0.55        0.00      148.38      -33.02    -1172.75        9.83        6.94
 86.11        0.00        0.01        1.03        0.55        0.00      148.40      -33.02    -1172.81        9.83        6.94
 86.12        0.00        0.01        1.03        0.55        0.00      148.41      -33.02    -1172.87        9.83        6.94
 86.13        0.00        0.01        1.03        0.55        0.00      148.42      -33.02    -1172.93        9.83        6.94
 86.14        0.00        0.01        1.03        0.55        0.00      148.43      -33.02    -1172.99        9.83        6.94
 86.15        0.00        0.01        1.03        0.55        0.00      148.44      -33.03    -1173.04        9.83        6.94
 86.16        0.00        0.01        1.03        0.55        0.00      148.45      -33.03    -1173.10        9.83        6.94
 86.17        0.00        0.01        1.03        0.55        0.00      148.46      -33.03    -1173.16        9.83        6.94
 86.18        0.00        0.01        1.03        0.55        0.00      148.47      -33.03    -1173.22        9.83        6.94
 86.19        0.00        0.01        1.03        0.55        0.00      148.48      -33.03    -1173.28        9.83        6.94
 86.20        0.00        0.01        1.03        0.55        0.00      148.49      -33.03    -1173.34        9.83        6.94
 86.21        0.00        0.01        1.03        0.55        0.00      148.50      -33.03    -1173.40        9.83        6.94
 86.22        0.00        0.01        1.03        0.55        0.00      148.51      -33.03    -1173.46        9.83        6.94
 86.23        0.00        0.01        1.03        0.55        0.00      148.52      -33.04    -1173.52        9.83        6.94
 86.24        0.00        0.01        1.03        0.55        0.00      148.54      -33.04    -1173.58        9.83        6.94
 86.25        0.00        0.01        1.03        0.55        0.00      148.55      -33.04    -1173.64        9.83        6.94
 86.26        0.00        0.01        1.03        0.55        0.00      148.56      -33.04    -1173.70        9.83        6.94
 86.27        0.00        0.01        1.03        0.55        0.00      148.57      -33.04    -1173.75        9.83        6.94
 86.28        0.00        0.01        1.03        0.55        0.00      148.58      -33.04    -1173.81        9.83        6.94
 86.29        0.00        0.01        1.03        0.55        0.00      148.59      -33.04    -1173.87        9.83        6.94
 86.30        0.00        0.01        1.03        0.55        0.00      148.60      -33.05    -1173.93        9.83        6.94
 86.31        0.00        0.01        1.03        0.55        0.00      148.61      -33.05    -1173.99        9.83        6.94
 86.32        0.00        0.01        1.03        0.55        0.00      148.62      -33.05    -1174.05        9.83        6.94
 86.33        0.00        0.01        1.03        0.55        0.00      148.63      -33.05    -1174.11        9.83        6.94
 86.34        0.00        0.01        1.03        0.55        0.00      148.64      -33.05    -1174.17        9.83        6.94
 86.35        0.00        0.01        1.03        0.55        0.00      148.65      -33.05    -1174.23        9.83        6.94
 86.36        0.00        0.01        1.03        0.55        0.00      148.66      -33.05    -1174.29        9.83        6.94
 86.37        0.00        0.01        1.03        0.55        0.00      148.68      -33.06    -1174.35        9.83        6.94
 86.38        0.00        0.01        1.03        0.55        0.00      148.69      -33.06    -1174.41        9.83        6.94
 86.39        0.00        0.01        1.03        0.55        0.00      148.70      -33.06    -1174.47        9.83        6.94
 86.40        0.00        0.01        1.03        0.55        0.00      148.71      -33.06    -1174.52        9.83        6.94
 86.41        0.00        0.01        1.03        0.55        0.00      148.72      -33.06    -1174.58        9.83        6.94
 86.42        0.00        0.01        1.03        0.55        0.00      148.73      -33.06    -1174.64        9.83        6.94
 86.43        0.00        0.01        1.03        0.55        0.00      148.74      -33.06    -1174.70        9.83        6.94
 86.44        0.00        0.01        1.03        0.55        0.00      148.75      -33.06    -1174.76        9.83        6.94
 86.45        0.00        0.01        1.03        0.55        0.00      148.76      -33.07    -1174.82        9.83        6.94
 86.46        0.00        0.01        1.03        0.55        0.00      148.77      -33.07    -1174.88        9.83        6.94
 86.47        0.00        0.01        1.03        0.55        0.00      148.78      -33.07    -1174.94        9.83        6.94
 86.48        0.00        0.01        1.03        0.55        0.00      148.79      -33.07    -1175.00        9.83        6.94
 86.49        0.00        0.01        1.03        0.55        0.00      148.80      -33.07    -1175.06        9.83        6.94
 86.50        0.00        0.01        1.03        0.55        0.00      148.81      -33.07    -1175.12        9.83        6.94
 86.51        0.00        0.01        1.03        0.55        0.00      148.83      -33.07    -1175.18        9.83        6.94
 86.52        0.00        0.01        1.03        0.55        0.00      148.84      -33.08    -1175.23        9.83        6.94
 86.53        0.00        0.01        1.03        0.55        0.00      148.85      -33.08    -1175.29        9.83        6.94
 86.54        0.00        0.01        1.03        0.55        0.00      148.86      -33.08    -1175.35        9.83        6.94
 86.55        0.00        0.01        1.03        0.55        0.00      148.87      -33.08    -1175.41        9.83        6.94
 86.56        0.00        0.01        1.03        0.55        0.00      148.88      -33.08    -1175.47        9.83        6.94
 86.57        0.00        0.01        1.03        0.55        0.00      148.89      -33.08    -1175.53        9.83        6.94
 86.58        0.00        0.01        1.03        0.55        0.00      148.90      -33.08    -1175.59        9.83        6.94
 86.59        0.00        0.01        1.03        0.55        0.00      148.91      -33.09    -1175.65        9.83        6.94
 86.60        0.00        0.01        1.03        0.55        0.00      148.92      -33.09    -1175.71        9.83        6.94
 86.61        0.00        0.01        1.03        0.55        0.00      148.93      -33.09    -1175.77        9.83        6.94
 86.62        0.00        0.01        1.03        0.55        0.00      148.94      -33.09    -1175.83        9.83        6.94
 86.63        0.00        0.01        1.03        0.55        0.00      148.95      -33.09    -1175.89        9.83        6.94
 86.64        0.00        0.01        1.03        0.55        0.00      148.97      -33.09    -1175.95        9.83        6.94
 86.65        0.00        0.01        1.03        0.55        0.00      148.98      -33.09    -1176.00        9.83        6.94
 86.66        0.00        0.01        1.03        0.55        0.00      148.99      -33.09    -1176.06        9.83        6.94
 86.67        0.00        0.01        1.03        0.55        0.00      149.00      -33.10    -1176.12        9.83        6.94
 86.68        0.00        0.01        1.03        0.55        0.00      149.01      -33.10    -1176.18        9.83        6.94
 86.69        0.00        0.01        1.03        0.55        0.00      149.02      -33.10    -1176.24        9.83        6.94
 86.70        0.00        0.01        1.03        0.55        0.00      149.03      -33.10    -1176.30        9.83        6.94
 86.71        0.00        0.01        1.03        0.55        0.00      149.04      -33.10    -1176.36        9.83        6.94
 86.72        0.00        0.01        1.03        0.55        0.00      149.05      -33.10    -1176.42        9.83        6.94
 86.73        0.00        0.01        1.03        0.55        0.00      149.06      -33.10    -1176.48        9.83        6.94
 86.74        0.00        0.01        1.03        0.55        0.00      149.07      -33.11    -1176.54        9.83        6.94
 86.75        0.00        0.01        1.03        0.55        0.00      149.08      -33.11    -1176.60        9.83        6.94
 86.76        0.00        0.01        1.03        0.55        0.00      149.09      -33.11    -1176.66        9.83        6.94
 86.77        0.00        0.01        1.03        0.55        0.00      149.11      -33.11    -1176.71        9.83        6.94
