  t(s)       AF(deg)     apha(deg)    phi_c(deg)        V(m/s)       Cs(m/s)            Ma      mass(kg)
 38.32          0.01          0.00          0.00        549.53        302.98          1.81        324.50
 38.33          0.01          0.00          0.00        549.42        302.98          1.81        324.50
 38.34          0.01          0.00          0.00        549.31        302.97          1.81        324.50
 38.35          0.01          0.00          0.00        549.19        302.97          1.81        324.50
 38.36          0.01          0.00          0.00        549.08        302.97          1.81        324.50
 38.37          0.01          0.00          0.00        548.96        302.97          1.81        324.50
 38.38          0.01          0.00          0.00        548.85        302.96          1.81        324.50
 38.39          0.01          0.00          0.00        548.73        302.96          1.81        324.50
 38.40          0.01          0.00          0.00        548.62        302.96          1.81        324.50
 38.41          0.01          0.00          0.00        548.51        302.96          1.81        324.50
 38.42          0.01          0.00          0.00        548.39        302.95          1.81        324.50
 38.43          0.01          0.00          0.00        548.28        302.95          1.81        324.50
 38.44          0.01          0.00          0.00        548.16        302.95          1.81        324.50
 38.45          0.01          0.00          0.00        548.05        302.95          1.81        324.50
 38.46          0.01          0.00          0.00        547.94        302.95          1.81        324.50
 38.47          0.01          0.00          0.00        547.82        302.94          1.81        324.50
 38.48          0.01          0.00          0.00        547.71        302.94          1.81        324.50
 38.49          0.01          0.00          0.00        547.59        302.94          1.81        324.50
 38.50          0.01          0.00          0.00        547.48        302.94          1.81        324.50
 38.51          0.01          0.00          0.00        547.37        302.93          1.81        324.50
 38.52          0.01          0.00          0.00        547.25        302.93          1.81        324.50
 38.53          0.01          0.00          0.00        547.14        302.93          1.81        324.50
 38.54          0.01          0.00          0.00        547.03        302.93          1.81        324.50
 38.55          0.01          0.00          0.00        546.91        302.92          1.81        324.50
 38.56          0.01          0.00          0.00        546.80        302.92          1.81        324.50
 38.57          0.01          0.00          0.00        546.69        302.92          1.80        324.50
 38.58          0.01          0.00          0.00        546.57        302.92          1.80        324.50
 38.59          0.01          0.00          0.00        546.46        302.91          1.80        324.50
 38.60          0.01          0.00          0.00        546.35        302.91          1.80        324.50
 38.61          0.01          0.00          0.00        546.23        302.91          1.80        324.50
 38.62          0.01          0.00          0.00        546.12        302.91          1.80        324.50
 38.63          0.01          0.00          0.00        546.01        302.91          1.80        324.50
 38.64          0.01          0.00          0.00        545.90        302.90          1.80        324.50
 38.65          0.01          0.00          0.00        545.78        302.90          1.80        324.50
 38.66          0.01          0.00          0.00        545.67        302.90          1.80        324.50
 38.67          0.01          0.00          0.00        545.56        302.90          1.80        324.50
 38.68          0.01          0.00          0.00        545.44        302.89          1.80        324.50
 38.69          0.01          0.00          0.00        545.33        302.89          1.80        324.50
 38.70          0.01          0.00          0.00        545.22        302.89          1.80        324.50
 38.71          0.01          0.00          0.00        545.11        302.89          1.80        324.50
 38.72          0.01          0.00          0.00        544.99        302.89          1.80        324.50
 38.73          0.01          0.00          0.00        544.88        302.88          1.80        324.50
 38.74          0.01          0.00          0.00        544.77        302.88          1.80        324.50
 38.75          0.01          0.00          0.00        544.66        302.88          1.80        324.50
 38.76          0.01          0.00          0.00        544.54        302.88          1.80        324.50
 38.77          0.01          0.00          0.00        544.43        302.87          1.80        324.50
 38.78          0.01          0.00          0.00        544.32        302.87          1.80        324.50
 38.79          0.01          0.00          0.00        544.21        302.87          1.80        324.50
 38.80          0.01          0.00          0.00        544.10        302.87          1.80        324.50
 38.81          0.01          0.00          0.00        543.98        302.87          1.80        324.50
 38.82          0.01          0.00          0.00        543.87        302.86          1.80        324.50
 38.83          0.01          0.00          0.00        543.76        302.86          1.80        324.50
 38.84          0.01          0.00          0.00        543.65        302.86          1.80        324.50
 38.85          0.01          0.00          0.00        543.54        302.86          1.79        324.50
 38.86          0.01          0.00          0.00        543.43        302.85          1.79        324.50
 38.87          0.01          0.00          0.00        543.31        302.85          1.79        324.50
 38.88          0.01          0.00          0.00        543.20        302.85          1.79        324.50
 38.89          0.01          0.00          0.00        543.09        302.85          1.79        324.50
 38.90          0.01          0.00          0.00        542.98        302.85          1.79        324.50
 38.91          0.01          0.00          0.00        542.87        302.84          1.79        324.50
 38.92          0.01          0.00          0.00        542.76        302.84          1.79        324.50
 38.93          0.01          0.00          0.00        542.65        302.84          1.79        324.50
 38.94          0.01          0.00          0.00        542.53        302.84          1.79        324.50
 38.95          0.01          0.00          0.00        542.42        302.84          1.79        324.50
 38.96          0.01          0.00          0.00        542.31        302.83          1.79        324.50
 38.97          0.01          0.00          0.00        542.20        302.83          1.79        324.50
 38.98          0.01          0.00          0.00        542.09        302.83          1.79        324.50
 38.99          0.01          0.00          0.00        541.98        302.83          1.79        324.50
 39.00          0.01          0.00          0.00        541.87        302.82          1.79        324.50
 39.01          0.01          0.00          0.00        541.76        302.82          1.79        324.50
 39.02          0.01          0.00          0.00        541.65        302.82          1.79        324.50
 39.03          0.01          0.00          0.00        541.53        302.82          1.79        324.50
 39.04          0.01          0.00          0.00        541.42        302.82          1.79        324.50
 39.05          0.01          0.00          0.00        541.31        302.81          1.79        324.50
 39.06          0.01          0.00          0.00        541.20        302.81          1.79        324.50
 39.07          0.01          0.00          0.00        541.09        302.81          1.79        324.50
 39.08          0.01          0.00          0.00        540.98        302.81          1.79        324.50
 39.09          0.01          0.00          0.00        540.87        302.81          1.79        324.50
 39.10          0.01          0.00          0.00        540.76        302.80          1.79        324.50
 39.11          0.01          0.00          0.00        540.65        302.80          1.79        324.50
 39.12          0.01          0.00          0.00        540.54        302.80          1.79        324.50
 39.13          0.01          0.00          0.00        540.43        302.80          1.78        324.50
 39.14          0.01          0.00          0.00        540.32        302.80          1.78        324.50
 39.15          0.01          0.00          0.00        540.21        302.79          1.78        324.50
 39.16          0.01          0.00          0.00        540.10        302.79          1.78        324.50
 39.17          0.01          0.00          0.00        539.99        302.79          1.78        324.50
 39.18          0.01          0.00          0.00        539.88        302.79          1.78        324.50
 39.19          0.01          0.00          0.00        539.77        302.79          1.78        324.50
 39.20          0.01          0.00          0.00        539.66        302.78          1.78        324.50
 39.21          0.01          0.00          0.00        539.55        302.78          1.78        324.50
 39.22          0.01          0.00          0.00        539.44        302.78          1.78        324.50
 39.23          0.01          0.00          0.00        539.33        302.78          1.78        324.50
 39.24          0.01          0.00          0.00        539.22        302.78          1.78        324.50
 39.25          0.01          0.00          0.00        539.11        302.77          1.78        324.50
 39.26          0.01          0.00          0.00        539.00        302.77          1.78        324.50
 39.27          0.01          0.00          0.00        538.89        302.77          1.78        324.50
 39.28          0.01          0.00          0.00        538.78        302.77          1.78        324.50
 39.29          0.01          0.00          0.00        538.67        302.77          1.78        324.50
 39.30          0.01          0.00          0.00        538.56        302.76          1.78        324.50
 39.31          0.01          0.00          0.00        538.45        302.76          1.78        324.50
 39.32          0.01          0.00          0.00        538.34        302.76          1.78        324.50
 39.33          0.01          0.00          0.00        538.24        302.76          1.78        324.50
 39.34          0.01          0.00          0.00        538.13        302.76          1.78        324.50
 39.35          0.01          0.00          0.00        538.02        302.75          1.78        324.50
 39.36          0.01          0.00          0.00        537.91        302.75          1.78        324.50
 39.37          0.01          0.00          0.00        537.80        302.75          1.78        324.50
 39.38          0.01          0.00          0.00        537.69        302.75          1.78        324.50
 39.39          0.01          0.00          0.00        537.58        302.75          1.78        324.50
 39.40          0.01          0.00          0.00        537.47        302.74          1.78        324.50
 39.41          0.01          0.00          0.00        537.36        302.74          1.77        324.50
 39.42          0.01          0.00          0.00        537.26        302.74          1.77        324.50
 39.43          0.01          0.00          0.00        537.15        302.74          1.77        324.50
 39.44          0.01          0.00          0.00        537.04        302.74          1.77        324.50
 39.45          0.01          0.00          0.00        536.93        302.73          1.77        324.50
 39.46          0.01          0.00          0.00        536.82        302.73          1.77        324.50
 39.47          0.01          0.00          0.00        536.71        302.73          1.77        324.50
 39.48          0.01          0.00          0.00        536.60        302.73          1.77        324.50
 39.49          0.01          0.00          0.00        536.50        302.73          1.77        324.50
 39.50          0.01          0.00          0.00        536.39        302.73          1.77        324.50
 39.51          0.01          0.00          0.00        536.28        302.72          1.77        324.50
 39.52          0.01          0.00          0.00        536.17        302.72          1.77        324.50
 39.53          0.01          0.00          0.00        536.06        302.72          1.77        324.50
 39.54          0.01          0.00          0.00        535.95        302.72          1.77        324.50
 39.55          0.01          0.00          0.00        535.85        302.72          1.77        324.50
 39.56          0.01          0.00          0.00        535.74        302.71          1.77        324.50
 39.57          0.01          0.00          0.00        535.63        302.71          1.77        324.50
 39.58          0.01          0.00          0.00        535.52        302.71          1.77        324.50
 39.59          0.01          0.00          0.00        535.41        302.71          1.77        324.50
 39.60          0.01          0.00          0.00        535.31        302.71          1.77        324.50
 39.61          0.01          0.00          0.00        535.20        302.70          1.77        324.50
 39.62          0.01          0.00          0.00        535.09        302.70          1.77        324.50
 39.63          0.01          0.00          0.00        534.98        302.70          1.77        324.50
 39.64          0.01          0.00          0.00        534.88        302.70          1.77        324.50
 39.65          0.01          0.00          0.00        534.77        302.70          1.77        324.50
 39.66          0.01          0.00          0.00        534.66        302.70          1.77        324.50
 39.67          0.01          0.00          0.00        534.55        302.69          1.77        324.50
 39.68          0.01          0.00          0.00        534.45        302.69          1.77        324.50
 39.69          0.01          0.00          0.00        534.34        302.69          1.77        324.50
 39.70          0.01          0.00          0.00        534.23        302.69          1.76        324.50
 39.71          0.01          0.00          0.00        534.12        302.69          1.76        324.50
 39.72          0.01          0.00          0.00        534.02        302.68          1.76        324.50
 39.73          0.01          0.00          0.00        533.91        302.68          1.76        324.50
 39.74          0.01          0.00          0.00        533.80        302.68          1.76        324.50
 39.75          0.01          0.00          0.00        533.70        302.68          1.76        324.50
 39.76          0.01          0.00          0.00        533.59        302.68          1.76        324.50
 39.77          0.01          0.00          0.00        533.48        302.68          1.76        324.50
 39.78          0.01          0.00          0.00        533.37        302.67          1.76        324.50
 39.79          0.01          0.00          0.00        533.27        302.67          1.76        324.50
 39.80          0.01          0.00          0.00        533.16        302.67          1.76        324.50
 39.81          0.01          0.00          0.00        533.05        302.67          1.76        324.50
 39.82          0.01          0.00          0.00        532.95        302.67          1.76        324.50
 39.83          0.01          0.00          0.00        532.84        302.67          1.76        324.50
 39.84          0.01          0.00          0.00        532.73        302.66          1.76        324.50
 39.85          0.01          0.00          0.00        532.63        302.66          1.76        324.50
 39.86          0.01          0.00          0.00        532.52        302.66          1.76        324.50
 39.87          0.01          0.00          0.00        532.42        302.66          1.76        324.50
 39.88          0.01          0.00          0.00        532.31        302.66          1.76        324.50
 39.89          0.01          0.00          0.00        532.20        302.66          1.76        324.50
 39.90          0.01          0.00          0.00        532.10        302.65          1.76        324.50
 39.91          0.01          0.00          0.00        531.99        302.65          1.76        324.50
 39.92          0.01          0.00          0.00        531.88        302.65          1.76        324.50
 39.93          0.01          0.00          0.00        531.78        302.65          1.76        324.50
 39.94          0.01          0.00          0.00        531.67        302.65          1.76        324.50
 39.95          0.01          0.00          0.00        531.57        302.65          1.76        324.50
 39.96          0.01          0.00          0.00        531.46        302.64          1.76        324.50
 39.97          0.01          0.00          0.00        531.35        302.64          1.76        324.50
 39.98          0.01          0.00          0.00        531.25        302.64          1.76        324.50
 39.99          0.01          0.00          0.00        531.14        302.64          1.76        324.50
 40.00          0.01          0.00          0.00        531.04        302.64          1.75        324.50
 40.01          0.01          0.00          0.00        530.93        302.64          1.75        324.50
 40.02          0.01          0.00          0.00        530.83        302.63          1.75        324.50
 40.03          0.01          0.00          0.00        530.72        302.63          1.75        324.50
 40.04          0.01          0.00          0.00        530.61        302.63          1.75        324.50
 40.05          0.01          0.00          0.00        530.51        302.63          1.75        324.50
 40.06          0.01          0.00          0.00        530.40        302.63          1.75        324.50
 40.07          0.01          0.00          0.00        530.30        302.63          1.75        324.50
 40.08          0.01          0.00          0.00        530.19        302.62          1.75        324.50
 40.09          0.01          0.00          0.00        530.09        302.62          1.75        324.50
 40.10          0.01          0.00          0.00        529.98        302.62          1.75        324.50
 40.11          0.01          0.00          0.00        529.88        302.62          1.75        324.50
 40.12          0.01          0.00          0.00        529.77        302.62          1.75        324.50
 40.13          0.01          0.00          0.00        529.67        302.62          1.75        324.50
 40.14          0.01          0.00          0.00        529.56        302.61          1.75        324.50
 40.15          0.01          0.00          0.00        529.46        302.61          1.75        324.50
 40.16          0.01          0.00          0.00        529.35        302.61          1.75        324.50
 40.17          0.01          0.00          0.00        529.25        302.61          1.75        324.50
 40.18          0.01          0.00          0.00        529.14        302.61          1.75        324.50
 40.19          0.01          0.00          0.00        529.04        302.61          1.75        324.50
 40.20          0.01          0.00          0.00        528.93        302.60          1.75        324.50
 40.21          0.01          0.00          0.00        528.83        302.60          1.75        324.50
 40.22          0.01          0.00          0.00        528.72        302.60          1.75        324.50
 40.23          0.01          0.00          0.00        528.62        302.60          1.75        324.50
 40.24          0.01          0.00          0.00        528.51        302.60          1.75        324.50
 40.25          0.01          0.00          0.00        528.41        302.60          1.75        324.50
 40.26          0.01          0.00          0.00        528.30        302.60          1.75        324.50
 40.27          0.01          0.00          0.00        528.20        302.59          1.75        324.50
 40.28          0.01          0.00          0.00        528.10        302.59          1.75        324.50
 40.29          0.01          0.00          0.00        527.99        302.59          1.74        324.50
 40.30          0.01          0.00          0.00        527.89        302.59          1.74        324.50
 40.31          0.01          0.00          0.00        527.78        302.59          1.74        324.50
 40.32          0.01          0.00          0.00        527.68        302.59          1.74        324.50
 40.33          0.01          0.00          0.00        527.58        302.58          1.74        324.50
 40.34          0.01          0.00          0.00        527.47        302.58          1.74        324.50
 40.35          0.01          0.00          0.00        527.37        302.58          1.74        324.50
 40.36          0.01          0.00          0.00        527.26        302.58          1.74        324.50
 40.37          0.01          0.00          0.00        527.16        302.58          1.74        324.50
 40.38          0.01          0.00          0.00        527.06        302.58          1.74        324.50
 40.39          0.01          0.00          0.00        526.95        302.58          1.74        324.50
 40.40          0.01          0.00          0.00        526.85        302.57          1.74        324.50
 40.41          0.01          0.00          0.00        526.74        302.57          1.74        324.50
 40.42          0.01          0.00          0.00        526.64        302.57          1.74        324.50
 40.43          0.01          0.00          0.00        526.54        302.57          1.74        324.50
 40.44          0.01          0.00          0.00        526.43        302.57          1.74        324.50
 40.45          0.01          0.00          0.00        526.33        302.57          1.74        324.50
 40.46          0.01          0.00          0.00        526.23        302.57          1.74        324.50
 40.47          0.01          0.00          0.00        526.12        302.56          1.74        324.50
 40.48          0.01          0.00          0.00        526.02        302.56          1.74        324.50
 40.49          0.01          0.00          0.00        525.92        302.56          1.74        324.50
 40.50          0.01          0.00          0.00        525.81        302.56          1.74        324.50
 40.51          0.01          0.00          0.00        525.71        302.56          1.74        324.50
 40.52          0.01          0.00          0.00        525.61        302.56          1.74        324.50
 40.53          0.01          0.00          0.00        525.50        302.56          1.74        324.50
 40.54          0.01          0.00          0.00        525.40        302.55          1.74        324.50
 40.55          0.01          0.00          0.00        525.30        302.55          1.74        324.50
 40.56          0.01          0.00          0.00        525.19        302.55          1.74        324.50
 40.57          0.01          0.00          0.00        525.09        302.55          1.74        324.50
 40.58          0.01          0.00          0.00        524.99        302.55          1.74        324.50
 40.59          0.01          0.00          0.00        524.89        302.55          1.73        324.50
 40.60          0.01          0.00          0.00        524.78        302.55          1.73        324.50
 40.61          0.01          0.00          0.00        524.68        302.54          1.73        324.50
 40.62          0.01          0.00          0.00        524.58        302.54          1.73        324.50
 40.63          0.01          0.00          0.00        524.48        302.54          1.73        324.50
 40.64          0.01          0.00          0.00        524.37        302.54          1.73        324.50
 40.65          0.01          0.00          0.00        524.27        302.54          1.73        324.50
 40.66          0.01          0.00          0.00        524.17        302.54          1.73        324.50
 40.67          0.01          0.00          0.00        524.07        302.54          1.73        324.50
 40.68          0.01          0.00          0.00        523.96        302.53          1.73        324.50
 40.69          0.01          0.00          0.00        523.86        302.53          1.73        324.50
 40.70          0.01          0.00          0.00        523.76        302.53          1.73        324.50
 40.71          0.01          0.00          0.00        523.66        302.53          1.73        324.50
 40.72          0.01          0.00          0.00        523.55        302.53          1.73        324.50
 40.73          0.01          0.00          0.00        523.45        302.53          1.73        324.50
 40.74          0.01          0.00          0.00        523.35        302.53          1.73        324.50
 40.75          0.01          0.00          0.00        523.25        302.53          1.73        324.50
 40.76          0.01          0.00          0.00        523.15        302.52          1.73        324.50
 40.77          0.01          0.00          0.00        523.04        302.52          1.73        324.50
 40.78          0.01          0.00          0.00        522.94        302.52          1.73        324.50
 40.79          0.01          0.00          0.00        522.84        302.52          1.73        324.50
 40.80          0.01          0.00          0.00        522.74        302.52          1.73        324.50
 40.81          0.01          0.00          0.00        522.64        302.52          1.73        324.50
 40.82          0.01          0.00          0.00        522.54        302.52          1.73        324.50
 40.83          0.01          0.00          0.00        522.43        302.51          1.73        324.50
 40.84          0.01          0.00          0.00        522.33        302.51          1.73        324.50
 40.85          0.01          0.00          0.00        522.23        302.51          1.73        324.50
 40.86          0.01          0.00          0.00        522.13        302.51          1.73        324.50
 40.87          0.01          0.00          0.00        522.03        302.51          1.73        324.50
 40.88          0.01          0.00          0.00        521.93        302.51          1.73        324.50
 40.89          0.01          0.00          0.00        521.82        302.51          1.72        324.50
 40.90          0.01          0.00          0.00        521.72        302.51          1.72        324.50
 40.91          0.01          0.00          0.00        521.62        302.50          1.72        324.50
 40.92          0.01          0.00          0.00        521.52        302.50          1.72        324.50
 40.93          0.01          0.00          0.00        521.42        302.50          1.72        324.50
 40.94          0.01          0.00          0.00        521.32        302.50          1.72        324.50
 40.95          0.01          0.00          0.00        521.22        302.50          1.72        324.50
 40.96          0.01          0.00          0.00        521.12        302.50          1.72        324.50
 40.97          0.01          0.00          0.00        521.02        302.50          1.72        324.50
 40.98          0.01          0.00          0.00        520.91        302.50          1.72        324.50
 40.99          0.01          0.00          0.00        520.81        302.50          1.72        324.50
 41.00          0.01          0.00          0.00        520.71        302.49          1.72        324.50
 41.01          0.01          0.00          0.00        520.61        302.49          1.72        324.50
 41.02          0.01          0.00          0.00        520.51        302.49          1.72        324.50
 41.03          0.01          0.00          0.00        520.41        302.49          1.72        324.50
 41.04          0.01          0.00          0.00        520.31        302.49          1.72        324.50
 41.05          0.01          0.00          0.00        520.21        302.49          1.72        324.50
 41.06          0.01          0.00          0.00        520.11        302.49          1.72        324.50
 41.07          0.01          0.00          0.00        520.01        302.49          1.72        324.50
 41.08          0.01          0.00          0.00        519.91        302.48          1.72        324.50
 41.09          0.01          0.00          0.00        519.81        302.48          1.72        324.50
 41.10          0.01          0.00          0.00        519.71        302.48          1.72        324.50
 41.11          0.01          0.00          0.00        519.61        302.48          1.72        324.50
 41.12          0.01          0.00          0.00        519.51        302.48          1.72        324.50
 41.13          0.01          0.00          0.00        519.41        302.48          1.72        324.50
 41.14          0.01          0.00          0.00        519.31        302.48          1.72        324.50
 41.15          0.01          0.00          0.00        519.21        302.48          1.72        324.50
 41.16          0.01          0.00          0.00        519.11        302.48          1.72        324.50
 41.17          0.01          0.00          0.00        519.01        302.47          1.72        324.50
 41.18          0.01          0.00          0.00        518.91        302.47          1.72        324.50
 41.19          0.01          0.00          0.00        518.81        302.47          1.72        324.50
 41.20          0.01          0.00          0.00        518.71        302.47          1.71        324.50
 41.21          0.01          0.00          0.00        518.61        302.47          1.71        324.50
 41.22          0.01          0.00          0.00        518.51        302.47          1.71        324.50
 41.23          0.01          0.00          0.00        518.41        302.47          1.71        324.50
 41.24          0.01          0.00          0.00        518.31        302.47          1.71        324.50
 41.25          0.01          0.00          0.00        518.21        302.47          1.71        324.50
 41.26          0.01          0.00          0.00        518.11        302.46          1.71        324.50
 41.27          0.01          0.00          0.00        518.01        302.46          1.71        324.50
 41.28          0.01          0.00          0.00        517.91        302.46          1.71        324.50
 41.29          0.01          0.00          0.00        517.81        302.46          1.71        324.50
 41.30          0.01          0.00          0.00        517.71        302.46          1.71        324.50
 41.31          0.01          0.00          0.00        517.61        302.46          1.71        324.50
 41.32          0.01          0.00          0.00        517.51        302.46          1.71        324.50
 41.33          0.01          0.00          0.00        517.41        302.46          1.71        324.50
 41.34          0.01          0.00          0.00        517.31        302.46          1.71        324.50
 41.35          0.01          0.00          0.00        517.22        302.45          1.71        324.50
 41.36          0.01          0.00          0.00        517.12        302.45          1.71        324.50
 41.37          0.01          0.00          0.00        517.02        302.45          1.71        324.50
 41.38          0.01          0.00          0.00        516.92        302.45          1.71        324.50
 41.39          0.01          0.00          0.00        516.82        302.45          1.71        324.50
 41.40          0.01          0.00          0.00        516.72        302.45          1.71        324.50
 41.41          0.01          0.00          0.00        516.62        302.45          1.71        324.50
 41.42          0.01          0.00          0.00        516.52        302.45          1.71        324.50
 41.43          0.01          0.00          0.00        516.42        302.45          1.71        324.50
 41.44          0.01          0.00          0.00        516.33        302.44          1.71        324.50
 41.45          0.01          0.00          0.00        516.23        302.44          1.71        324.50
 41.46          0.01          0.00          0.00        516.13        302.44          1.71        324.50
 41.47          0.01          0.00          0.00        516.03        302.44          1.71        324.50
 41.48          0.01          0.00          0.00        515.93        302.44          1.71        324.50
 41.49          0.01          0.00          0.00        515.83        302.44          1.71        324.50
 41.50          0.01          0.00          0.00        515.73        302.44          1.71        324.50
 41.51          0.01          0.00          0.00        515.64        302.44          1.70        324.50
 41.52          0.01          0.00          0.00        515.54        302.44          1.70        324.50
 41.53          0.01          0.00          0.00        515.44        302.44          1.70        324.50
 41.54          0.01          0.00          0.00        515.34        302.44          1.70        324.50
 41.55          0.01          0.00          0.00        515.24        302.43          1.70        324.50
 41.56          0.01          0.00          0.00        515.14        302.43          1.70        324.50
 41.57          0.01          0.00          0.00        515.05        302.43          1.70        324.50
 41.58          0.01          0.00          0.00        514.95        302.43          1.70        324.50
 41.59          0.01          0.00          0.00        514.85        302.43          1.70        324.50
 41.60          0.01          0.00          0.00        514.75        302.43          1.70        324.50
 41.61          0.01          0.00          0.00        514.65        302.43          1.70        324.50
 41.62          0.01          0.00          0.00        514.56        302.43          1.70        324.50
 41.63          0.01          0.00          0.00        514.46        302.43          1.70        324.50
 41.64          0.01          0.00          0.00        514.36        302.43          1.70        324.50
 41.65          0.01          0.00          0.00        514.26        302.42          1.70        324.50
 41.66          0.01          0.00          0.00        514.17        302.42          1.70        324.50
 41.67          0.01          0.00          0.00        514.07        302.42          1.70        324.50
 41.68          0.01          0.00          0.00        513.97        302.42          1.70        324.50
 41.69          0.01          0.00          0.00        513.87        302.42          1.70        324.50
 41.70          0.01          0.00          0.00        513.78        302.42          1.70        324.50
 41.71          0.01          0.00          0.00        513.68        302.42          1.70        324.50
 41.72          0.01          0.00          0.00        513.58        302.42          1.70        324.50
 41.73          0.01          0.00          0.00        513.48        302.42          1.70        324.50
 41.74          0.01          0.00          0.00        513.39        302.42          1.70        324.50
 41.75          0.01          0.00          0.00        513.29        302.42          1.70        324.50
 41.76          0.01          0.00          0.00        513.19        302.41          1.70        324.50
 41.77          0.01          0.00          0.00        513.09        302.41          1.70        324.50
 41.78          0.01          0.00          0.00        513.00        302.41          1.70        324.50
 41.79          0.01          0.00          0.00        512.90        302.41          1.70        324.50
 41.80          0.01          0.00          0.00        512.80        302.41          1.70        324.50
 41.81          0.01          0.00          0.00        512.71        302.41          1.70        324.50
 41.82          0.01          0.00          0.00        512.61        302.41          1.70        324.50
 41.83          0.01          0.00          0.00        512.51        302.41          1.69        324.50
 41.84          0.01          0.00          0.00        512.42        302.41          1.69        324.50
 41.85          0.01          0.00          0.00        512.32        302.41          1.69        324.50
 41.86          0.01          0.00          0.00        512.22        302.41          1.69        324.50
 41.87          0.01          0.00          0.00        512.13        302.41          1.69        324.50
 41.88          0.01          0.00          0.00        512.03        302.40          1.69        324.50
 41.89          0.01          0.00          0.00        511.93        302.40          1.69        324.50
 41.90          0.01          0.00          0.00        511.84        302.40          1.69        324.50
 41.91          0.01          0.00          0.00        511.74        302.40          1.69        324.50
 41.92          0.01          0.00          0.00        511.64        302.40          1.69        324.50
 41.93          0.01          0.00          0.00        511.55        302.40          1.69        324.50
 41.94          0.01          0.00          0.00        511.45        302.40          1.69        324.50
 41.95          0.01          0.00          0.00        511.35        302.40          1.69        324.50
 41.96          0.01          0.00          0.00        511.26        302.40          1.69        324.50
 41.97          0.01          0.00          0.00        511.16        302.40          1.69        324.50
 41.98          0.01          0.00          0.00        511.07        302.40          1.69        324.50
 41.99          0.01          0.00          0.00        510.97        302.40          1.69        324.50
 42.00          0.01          0.00          0.00        510.87        302.40          1.69        324.50
 42.01          0.01          0.00          0.00        510.78        302.39          1.69        324.50
 42.02          0.01          0.00          0.00        510.68        302.39          1.69        324.50
 42.03          0.01          0.00          0.00        510.59        302.39          1.69        324.50
 42.04          0.01          0.00          0.00        510.49        302.39          1.69        324.50
 42.05          0.01          0.00          0.00        510.39        302.39          1.69        324.50
 42.06          0.01          0.00          0.00        510.30        302.39          1.69        324.50
 42.07          0.01          0.00          0.00        510.20        302.39          1.69        324.50
 42.08          0.01          0.00          0.00        510.11        302.39          1.69        324.50
 42.09          0.01          0.00          0.00        510.01        302.39          1.69        324.50
 42.10          0.01          0.00          0.00        509.92        302.39          1.69        324.50
 42.11          0.01          0.00          0.00        509.82        302.39          1.69        324.50
 42.12          0.01          0.00          0.00        509.72        302.39          1.69        324.50
 42.13          0.01          0.00          0.00        509.63        302.39          1.69        324.50
 42.14          0.01          0.00          0.00        509.53        302.38          1.69        324.50
 42.15          0.01          0.00          0.00        509.44        302.38          1.68        324.50
 42.16          0.01          0.00          0.00        509.34        302.38          1.68        324.50
 42.17          0.01          0.00          0.00        509.25        302.38          1.68        324.50
 42.18          0.01          0.00          0.00        509.15        302.38          1.68        324.50
 42.19          0.01          0.00          0.00        509.06        302.38          1.68        324.50
 42.20          0.01          0.00          0.00        508.96        302.38          1.68        324.50
 42.21          0.01          0.00          0.00        508.87        302.38          1.68        324.50
 42.22          0.01          0.00          0.00        508.77        302.38          1.68        324.50
 42.23          0.01          0.00          0.00        508.68        302.38          1.68        324.50
 42.24          0.01          0.00          0.00        508.58        302.38          1.68        324.50
 42.25          0.01          0.00          0.00        508.49        302.38          1.68        324.50
 42.26          0.01          0.00          0.00        508.39        302.38          1.68        324.50
 42.27          0.01          0.00          0.00        508.30        302.38          1.68        324.50
 42.28          0.01          0.00          0.00        508.20        302.38          1.68        324.50
 42.29          0.01          0.00          0.00        508.11        302.37          1.68        324.50
 42.30          0.01          0.00          0.00        508.01        302.37          1.68        324.50
 42.31          0.01          0.00          0.00        507.92        302.37          1.68        324.50
 42.32          0.01          0.00          0.00        507.82        302.37          1.68        324.50
 42.33          0.01          0.00          0.00        507.73        302.37          1.68        324.50
 42.34          0.01          0.00          0.00        507.63        302.37          1.68        324.50
 42.35          0.01          0.00          0.00        507.54        302.37          1.68        324.50
 42.36          0.01          0.00          0.00        507.45        302.37          1.68        324.50
 42.37          0.01          0.00          0.00        507.35        302.37          1.68        324.50
 42.38          0.01          0.00          0.00        507.26        302.37          1.68        324.50
 42.39          0.01          0.00          0.00        507.16        302.37          1.68        324.50
 42.40          0.01          0.00          0.00        507.07        302.37          1.68        324.50
 42.41          0.01          0.00          0.00        506.97        302.37          1.68        324.50
 42.42          0.01          0.00          0.00        506.88        302.37          1.68        324.50
 42.43          0.01          0.00          0.00        506.79        302.37          1.68        324.50
 42.44          0.01          0.00          0.00        506.69        302.37          1.68        324.50
 42.45          0.01          0.00          0.00        506.60        302.36          1.68        324.50
 42.46          0.01          0.00          0.00        506.50        302.36          1.68        324.50
 42.47          0.01          0.00          0.00        506.41        302.36          1.67        324.50
 42.48          0.01          0.00          0.00        506.32        302.36          1.67        324.50
 42.49          0.01          0.00          0.00        506.22        302.36          1.67        324.50
 42.50          0.01          0.00          0.00        506.13        302.36          1.67        324.50
 42.51          0.01          0.00          0.00        506.03        302.36          1.67        324.50
 42.52          0.01          0.00          0.00        505.94        302.36          1.67        324.50
 42.53          0.01          0.00          0.00        505.85        302.36          1.67        324.50
