     t      mass       XCG       Ixx       Iyy         p    TF_sea TF_vacuum     dm/dt
     s        kg         m    kg-m^2    kg-m^2  kgf/cm^2       kgf       kgf    kg/sec
 31.15    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.16    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.17    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.18    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.19    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.20    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.21    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.22    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.23    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.24    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.25    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.26    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.27    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.28    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.29    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.30    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.31    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.32    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.33    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.34    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.35    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.36    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.37    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.38    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.39    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.40    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.41    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.42    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.43    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.44    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.45    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.46    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.47    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.48    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.49    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.50    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.51    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.52    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.53    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.54    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.55    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.56    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.57    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.58    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.59    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.60    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.61    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.62    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.63    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.64    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.65    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.66    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.67    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.68    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.69    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.70    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.71    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.72    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.73    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.74    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.75    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.76    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.77    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.78    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.79    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.80    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.81    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.82    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.83    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.84    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.85    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.86    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.87    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.88    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.89    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.90    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.91    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.92    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.93    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.94    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.95    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.96    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.97    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.98    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 31.99    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.00    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.01    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.02    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.03    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.04    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.05    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.06    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.07    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.08    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.09    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.10    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.11    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.12    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.13    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.14    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.15    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.16    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.17    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.18    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.19    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.20    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.21    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.22    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.23    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.24    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.25    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.26    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.27    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.28    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.29    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.30    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.31    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.32    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.33    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.34    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.35    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.36    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.37    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.38    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.39    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.40    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.41    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.42    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.43    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.44    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.45    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.46    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.47    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.48    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.49    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.50    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.51    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.52    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.53    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.54    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.55    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.56    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.57    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.58    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.59    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.60    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.61    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.62    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.63    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.64    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.65    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 32.66    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
