  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
115.40         74.54          8.06          0.01        634.66          2.06        324.50
115.41         74.55          8.06          0.01        634.57          2.06        324.50
115.42         74.55          8.05          0.01        634.48          2.06        324.50
115.43         74.56          8.05          0.01        634.39          2.06        324.50
115.44         74.56          8.05          0.01        634.30          2.06        324.50
115.45         74.57          8.04          0.01        634.22          2.06        324.50
115.46         74.57          8.04          0.01        634.13          2.06        324.50
115.47         74.58          8.04          0.01        634.04          2.06        324.50
115.48         74.58          8.03          0.01        633.95          2.06        324.50
115.49         74.59          8.03          0.01        633.86          2.06        324.50
115.50         74.59          8.02          0.01        633.77          2.06        324.50
115.51         74.60          8.02          0.01        633.69          2.06        324.50
115.52         74.60          8.02          0.01        633.60          2.06        324.50
115.53         74.61          8.01          0.01        633.51          2.06        324.50
115.54         74.61          8.01          0.01        633.42          2.06        324.50
115.55         74.62          8.00          0.01        633.33          2.06        324.50
115.56         74.62          8.00          0.01        633.24          2.06        324.50
115.57         74.63          8.00          0.01        633.16          2.05        324.50
115.58         74.63          7.99          0.01        633.07          2.05        324.50
115.59         74.64          7.99          0.01        632.98          2.05        324.50
115.60         74.64          7.99          0.01        632.89          2.05        324.50
115.61         74.65          7.98          0.01        632.80          2.05        324.50
115.62         74.65          7.98          0.01        632.71          2.05        324.50
115.63         74.66          7.97          0.01        632.63          2.05        324.50
115.64         74.66          7.97          0.01        632.54          2.05        324.50
115.65         74.67          7.97          0.01        632.45          2.05        324.50
115.66         74.67          7.96          0.01        632.36          2.05        324.50
115.67         74.68          7.96          0.01        632.27          2.05        324.50
115.68         74.68          7.95          0.01        632.18          2.05        324.50
115.69         74.69          7.95          0.01        632.09          2.05        324.50
115.70         74.69          7.95          0.01        632.00          2.05        324.50
115.71         74.70          7.94          0.01        631.92          2.05        324.50
115.72         74.70          7.94          0.01        631.83          2.05        324.50
115.73         74.71          7.94          0.01        631.74          2.05        324.50
115.74         74.71          7.93          0.01        631.65          2.05        324.50
115.75         74.72          7.93          0.01        631.56          2.05        324.50
115.76         74.72          7.92          0.01        631.47          2.05        324.50
115.77         74.73          7.92          0.01        631.38          2.05        324.50
115.78         74.73          7.92          0.01        631.29          2.05        324.50
115.79         74.74          7.91          0.01        631.20          2.05        324.50
115.80         74.74          7.91          0.01        631.11          2.05        324.50
115.81         74.75          7.91          0.01        631.02          2.05        324.50
115.82         74.75          7.90          0.01        630.94          2.05        324.50
115.83         74.76          7.90          0.01        630.85          2.04        324.50
115.84         74.76          7.89          0.01        630.76          2.04        324.50
115.85         74.77          7.89          0.01        630.67          2.04        324.50
115.86         74.77          7.89          0.01        630.58          2.04        324.50
115.87         74.78          7.88          0.01        630.49          2.04        324.50
115.88         74.78          7.88          0.01        630.40          2.04        324.50
115.89         74.79          7.87          0.01        630.31          2.04        324.50
115.90         74.79          7.87          0.01        630.22          2.04        324.50
115.91         74.80          7.87          0.01        630.13          2.04        324.50
115.92         74.80          7.86          0.01        630.04          2.04        324.50
115.93         74.81          7.86          0.01        629.95          2.04        324.50
115.94         74.81          7.86          0.01        629.86          2.04        324.50
115.95         74.82          7.85          0.01        629.77          2.04        324.50
115.96         74.82          7.85          0.01        629.68          2.04        324.50
115.97         74.83          7.84          0.01        629.59          2.04        324.50
115.98         74.83          7.84          0.01        629.50          2.04        324.50
115.99         74.84          7.84          0.01        629.41          2.04        324.50
116.00         74.84          7.83          0.01        629.32          2.04        324.50
116.01         74.85          7.83          0.01        629.23          2.04        324.50
116.02         74.85          7.82          0.01        629.14          2.04        324.50
116.03         74.86          7.82          0.01        629.05          2.04        324.50
116.04         74.86          7.82          0.01        628.96          2.04        324.50
116.05         74.87          7.81          0.01        628.87          2.04        324.50
116.06         74.87          7.81          0.01        628.78          2.04        324.50
116.07         74.88          7.81          0.01        628.69          2.04        324.50
116.08         74.88          7.80          0.01        628.60          2.03        324.50
116.09         74.89          7.80          0.01        628.51          2.03        324.50
116.10         74.89          7.79          0.01        628.42          2.03        324.50
116.11         74.90          7.79          0.01        628.33          2.03        324.50
116.12         74.90          7.79          0.01        628.24          2.03        324.50
116.13         74.91          7.78          0.01        628.15          2.03        324.50
116.14         74.91          7.78          0.01        628.06          2.03        324.50
116.15         74.92          7.77          0.01        627.97          2.03        324.50
116.16         74.92          7.77          0.01        627.88          2.03        324.50
116.17         74.93          7.77          0.01        627.79          2.03        324.50
116.18         74.93          7.76          0.01        627.70          2.03        324.50
116.19         74.94          7.76          0.01        627.61          2.03        324.50
116.20         74.94          7.76          0.01        627.52          2.03        324.50
116.21         74.95          7.75          0.01        627.43          2.03        324.50
116.22         74.95          7.75          0.01        627.34          2.03        324.50
116.23         74.96          7.74          0.01        627.25          2.03        324.50
116.24         74.96          7.74          0.01        627.16          2.03        324.50
116.25         74.97          7.74          0.01        627.07          2.03        324.50
116.26         74.97          7.73          0.01        626.98          2.03        324.50
116.27         74.98          7.73          0.01        626.89          2.03        324.50
116.28         74.98          7.72          0.01        626.80          2.03        324.50
116.29         74.99          7.72          0.01        626.71          2.03        324.50
116.30         74.99          7.72          0.01        626.62          2.03        324.50
116.31         75.00          7.71          0.01        626.52          2.03        324.50
116.32         75.00          7.71          0.01        626.43          2.03        324.50
116.33         75.01          7.71          0.01        626.34          2.02        324.50
116.34         75.01          7.70          0.01        626.25          2.02        324.50
116.35         75.02          7.70          0.01        626.16          2.02        324.50
116.36         75.02          7.69          0.01        626.07          2.02        324.50
116.37         75.03          7.69          0.01        625.98          2.02        324.50
116.38         75.03          7.69          0.01        625.89          2.02        324.50
116.39         75.04          7.68          0.01        625.80          2.02        324.50
116.40         75.04          7.68          0.01        625.71          2.02        324.50
116.41         75.05          7.67          0.01        625.62          2.02        324.50
116.42         75.05          7.67          0.01        625.52          2.02        324.50
116.43         75.06          7.67          0.01        625.43          2.02        324.50
116.44         75.06          7.66          0.01        625.34          2.02        324.50
116.45         75.07          7.66          0.01        625.25          2.02        324.50
116.46         75.07          7.66          0.01        625.16          2.02        324.50
116.47         75.08          7.65          0.01        625.07          2.02        324.50
116.48         75.08          7.65          0.01        624.98          2.02        324.50
116.49         75.09          7.64          0.01        624.89          2.02        324.50
116.50         75.09          7.64          0.01        624.79          2.02        324.50
116.51         75.10          7.64          0.01        624.70          2.02        324.50
116.52         75.10          7.63          0.01        624.61          2.02        324.50
116.53         75.11          7.63          0.01        624.52          2.02        324.50
116.54         75.11          7.63          0.01        624.43          2.02        324.50
116.55         75.12          7.62          0.01        624.34          2.02        324.50
116.56         75.12          7.62          0.01        624.25          2.02        324.50
116.57         75.13          7.61          0.01        624.15          2.02        324.50
116.58         75.13          7.61          0.01        624.06          2.01        324.50
116.59         75.14          7.61          0.01        623.97          2.01        324.50
116.60         75.14          7.60          0.01        623.88          2.01        324.50
116.61         75.15          7.60          0.01        623.79          2.01        324.50
116.62         75.15          7.59          0.01        623.70          2.01        324.50
116.63         75.16          7.59          0.01        623.60          2.01        324.50
116.64         75.16          7.59          0.01        623.51          2.01        324.50
116.65         75.17          7.58          0.01        623.42          2.01        324.50
116.66         75.17          7.58          0.01        623.33          2.01        324.50
116.67         75.17          7.58          0.01        623.24          2.01        324.50
116.68         75.18          7.57          0.01        623.15          2.01        324.50
116.69         75.18          7.57          0.01        623.05          2.01        324.50
116.70         75.19          7.56          0.01        622.96          2.01        324.50
116.71         75.19          7.56          0.01        622.87          2.01        324.50
116.72         75.20          7.56          0.01        622.78          2.01        324.50
116.73         75.20          7.55          0.01        622.69          2.01        324.50
116.74         75.21          7.55          0.01        622.59          2.01        324.50
116.75         75.21          7.54          0.01        622.50          2.01        324.50
116.76         75.22          7.54          0.01        622.41          2.01        324.50
116.77         75.22          7.54          0.01        622.32          2.01        324.50
116.78         75.23          7.53          0.01        622.22          2.01        324.50
116.79         75.23          7.53          0.01        622.13          2.01        324.50
116.80         75.24          7.53          0.01        622.04          2.01        324.50
116.81         75.24          7.52          0.01        621.95          2.01        324.50
116.82         75.25          7.52          0.01        621.86          2.01        324.50
116.83         75.25          7.51          0.01        621.76          2.00        324.50
116.84         75.26          7.51          0.01        621.67          2.00        324.50
116.85         75.26          7.51          0.01        621.58          2.00        324.50
116.86         75.27          7.50          0.01        621.49          2.00        324.50
116.87         75.27          7.50          0.01        621.39          2.00        324.50
116.88         75.28          7.49          0.01        621.30          2.00        324.50
116.89         75.28          7.49          0.01        621.21          2.00        324.50
116.90         75.29          7.49          0.01        621.12          2.00        324.50
116.91         75.29          7.48          0.01        621.02          2.00        324.50
116.92         75.30          7.48          0.01        620.93          2.00        324.50
116.93         75.30          7.48          0.01        620.84          2.00        324.50
116.94         75.31          7.47          0.01        620.75          2.00        324.50
116.95         75.31          7.47          0.01        620.65          2.00        324.50
116.96         75.32          7.46          0.01        620.56          2.00        324.50
116.97         75.32          7.46          0.01        620.47          2.00        324.50
116.98         75.33          7.46          0.01        620.37          2.00        324.50
116.99         75.33          7.45          0.01        620.28          2.00        324.50
117.00         75.34          7.45          0.01        620.19          2.00        324.50
117.01         75.34          7.44          0.01        620.10          2.00        324.50
117.02         75.35          7.44          0.01        620.00          2.00        324.50
117.03         75.35          7.44          0.01        619.91          2.00        324.50
117.04         75.36          7.43          0.01        619.82          2.00        324.50
117.05         75.36          7.43          0.01        619.72          2.00        324.50
117.06         75.37          7.43          0.01        619.63          2.00        324.50
117.07         75.37          7.42          0.01        619.54          2.00        324.50
117.08         75.38          7.42          0.01        619.44          1.99        324.50
117.09         75.38          7.41          0.01        619.35          1.99        324.50
117.10         75.38          7.41          0.01        619.26          1.99        324.50
117.11         75.39          7.41          0.01        619.16          1.99        324.50
117.12         75.39          7.40          0.01        619.07          1.99        324.50
117.13         75.40          7.40          0.01        618.98          1.99        324.50
117.14         75.40          7.39          0.01        618.89          1.99        324.50
117.15         75.41          7.39          0.01        618.79          1.99        324.50
117.16         75.41          7.39          0.01        618.70          1.99        324.50
117.17         75.42          7.38          0.01        618.60          1.99        324.50
117.18         75.42          7.38          0.01        618.51          1.99        324.50
117.19         75.43          7.38          0.01        618.42          1.99        324.50
117.20         75.43          7.37          0.01        618.32          1.99        324.50
117.21         75.44          7.37          0.01        618.23          1.99        324.50
117.22         75.44          7.36          0.01        618.14          1.99        324.50
117.23         75.45          7.36          0.01        618.04          1.99        324.50
117.24         75.45          7.36          0.01        617.95          1.99        324.50
117.25         75.46          7.35          0.01        617.86          1.99        324.50
117.26         75.46          7.35          0.01        617.76          1.99        324.50
117.27         75.47          7.34          0.01        617.67          1.99        324.50
117.28         75.47          7.34          0.01        617.57          1.99        324.50
117.29         75.48          7.34          0.01        617.48          1.99        324.50
117.30         75.48          7.33          0.01        617.39          1.99        324.50
117.31         75.49          7.33          0.01        617.29          1.99        324.50
117.32         75.49          7.33          0.01        617.20          1.98        324.50
117.33         75.50          7.32          0.01        617.10          1.98        324.50
117.34         75.50          7.32          0.01        617.01          1.98        324.50
117.35         75.51          7.31          0.01        616.92          1.98        324.50
117.36         75.51          7.31          0.01        616.82          1.98        324.50
117.37         75.52          7.31          0.01        616.73          1.98        324.50
117.38         75.52          7.30          0.01        616.63          1.98        324.50
117.39         75.53          7.30          0.01        616.54          1.98        324.50
117.40         75.53          7.29          0.01        616.45          1.98        324.50
117.41         75.54          7.29          0.01        616.35          1.98        324.50
117.42         75.54          7.29          0.01        616.26          1.98        324.50
117.43         75.54          7.28          0.01        616.16          1.98        324.50
117.44         75.55          7.28          0.01        616.07          1.98        324.50
117.45         75.55          7.28          0.01        615.97          1.98        324.50
117.46         75.56          7.27          0.01        615.88          1.98        324.50
117.47         75.56          7.27          0.01        615.79          1.98        324.50
117.48         75.57          7.26          0.01        615.69          1.98        324.50
117.49         75.57          7.26          0.01        615.60          1.98        324.50
117.50         75.58          7.26          0.01        615.50          1.98        324.50
117.51         75.58          7.25          0.01        615.41          1.98        324.50
117.52         75.59          7.25          0.01        615.31          1.98        324.50
117.53         75.59          7.24          0.01        615.22          1.98        324.50
117.54         75.60          7.24          0.01        615.12          1.98        324.50
117.55         75.60          7.24          0.01        615.03          1.98        324.50
117.56         75.61          7.23          0.01        614.93          1.98        324.50
117.57         75.61          7.23          0.01        614.84          1.97        324.50
117.58         75.62          7.23          0.01        614.74          1.97        324.50
117.59         75.62          7.22          0.01        614.65          1.97        324.50
117.60         75.63          7.22          0.01        614.55          1.97        324.50
117.61         75.63          7.21          0.01        614.46          1.97        324.50
117.62         75.64          7.21          0.01        614.36          1.97        324.50
117.63         75.64          7.21          0.01        614.27          1.97        324.50
117.64         75.65          7.20          0.01        614.17          1.97        324.50
117.65         75.65          7.20          0.01        614.08          1.97        324.50
117.66         75.66          7.20          0.01        613.98          1.97        324.50
117.67         75.66          7.19          0.01        613.89          1.97        324.50
117.68         75.66          7.19          0.01        613.79          1.97        324.50
117.69         75.67          7.18          0.01        613.70          1.97        324.50
117.70         75.67          7.18          0.01        613.60          1.97        324.50
117.71         75.68          7.18          0.01        613.51          1.97        324.50
117.72         75.68          7.17          0.01        613.41          1.97        324.50
117.73         75.69          7.17          0.01        613.32          1.97        324.50
117.74         75.69          7.16          0.01        613.22          1.97        324.50
117.75         75.70          7.16          0.01        613.13          1.97        324.50
117.76         75.70          7.16          0.01        613.03          1.97        324.50
117.77         75.71          7.15          0.01        612.94          1.97        324.50
117.78         75.71          7.15          0.01        612.84          1.97        324.50
117.79         75.72          7.15          0.01        612.74          1.97        324.50
117.80         75.72          7.14          0.01        612.65          1.97        324.50
117.81         75.73          7.14          0.01        612.55          1.97        324.50
117.82         75.73          7.13          0.01        612.46          1.96        324.50
117.83         75.74          7.13          0.01        612.36          1.96        324.50
117.84         75.74          7.13          0.01        612.27          1.96        324.50
117.85         75.75          7.12          0.01        612.17          1.96        324.50
117.86         75.75          7.12          0.01        612.07          1.96        324.50
117.87         75.76          7.11          0.01        611.98          1.96        324.50
117.88         75.76          7.11          0.01        611.88          1.96        324.50
117.89         75.77          7.11          0.01        611.79          1.96        324.50
117.90         75.77          7.10          0.01        611.69          1.96        324.50
117.91         75.77          7.10          0.01        611.59          1.96        324.50
117.92         75.78          7.10          0.01        611.50          1.96        324.50
117.93         75.78          7.09          0.01        611.40          1.96        324.50
117.94         75.79          7.09          0.01        611.31          1.96        324.50
117.95         75.79          7.08          0.01        611.21          1.96        324.50
117.96         75.80          7.08          0.01        611.11          1.96        324.50
117.97         75.80          7.08          0.01        611.02          1.96        324.50
117.98         75.81          7.07          0.01        610.92          1.96        324.50
117.99         75.81          7.07          0.01        610.83          1.96        324.50
118.00         75.82          7.06          0.01        610.73          1.96        324.50
118.01         75.82          7.06          0.01        610.63          1.96        324.50
118.02         75.83          7.06          0.01        610.54          1.96        324.50
118.03         75.83          7.05          0.01        610.44          1.96        324.50
118.04         75.84          7.05          0.01        610.34          1.96        324.50
118.05         75.84          7.05          0.01        610.25          1.96        324.50
118.06         75.85          7.04          0.01        610.15          1.95        324.50
118.07         75.85          7.04          0.01        610.06          1.95        324.50
118.08         75.86          7.03          0.01        609.96          1.95        324.50
118.09         75.86          7.03          0.01        609.86          1.95        324.50
118.10         75.86          7.03          0.01        609.77          1.95        324.50
118.11         75.87          7.02          0.01        609.67          1.95        324.50
118.12         75.87          7.02          0.01        609.57          1.95        324.50
118.13         75.88          7.01          0.01        609.48          1.95        324.50
118.14         75.88          7.01          0.01        609.38          1.95        324.50
118.15         75.89          7.01          0.01        609.28          1.95        324.50
118.16         75.89          7.00          0.01        609.19          1.95        324.50
118.17         75.90          7.00          0.01        609.09          1.95        324.50
118.18         75.90          7.00          0.01        608.99          1.95        324.50
118.19         75.91          6.99          0.01        608.90          1.95        324.50
118.20         75.91          6.99          0.01        608.80          1.95        324.50
118.21         75.92          6.98          0.01        608.70          1.95        324.50
118.22         75.92          6.98          0.01        608.60          1.95        324.50
118.23         75.93          6.98          0.01        608.51          1.95        324.50
118.24         75.93          6.97          0.01        608.41          1.95        324.50
118.25         75.94          6.97          0.01        608.31          1.95        324.50
118.26         75.94          6.96          0.01        608.22          1.95        324.50
118.27         75.95          6.96          0.01        608.12          1.95        324.50
118.28         75.95          6.96          0.01        608.02          1.95        324.50
118.29         75.95          6.95          0.01        607.92          1.95        324.50
118.30         75.96          6.95          0.01        607.83          1.94        324.50
118.31         75.96          6.95          0.01        607.73          1.94        324.50
118.32         75.97          6.94          0.01        607.63          1.94        324.50
118.33         75.97          6.94          0.01        607.54          1.94        324.50
118.34         75.98          6.93          0.01        607.44          1.94        324.50
118.35         75.98          6.93          0.01        607.34          1.94        324.50
118.36         75.99          6.93          0.01        607.24          1.94        324.50
118.37         75.99          6.92          0.01        607.15          1.94        324.50
118.38         76.00          6.92          0.01        607.05          1.94        324.50
118.39         76.00          6.91          0.01        606.95          1.94        324.50
118.40         76.01          6.91          0.01        606.85          1.94        324.50
118.41         76.01          6.91          0.01        606.76          1.94        324.50
118.42         76.02          6.90          0.01        606.66          1.94        324.50
118.43         76.02          6.90          0.01        606.56          1.94        324.50
118.44         76.03          6.90          0.01        606.46          1.94        324.50
118.45         76.03          6.89          0.01        606.37          1.94        324.50
118.46         76.03          6.89          0.01        606.27          1.94        324.50
118.47         76.04          6.88          0.01        606.17          1.94        324.50
118.48         76.04          6.88          0.01        606.07          1.94        324.50
118.49         76.05          6.88          0.01        605.97          1.94        324.50
118.50         76.05          6.87          0.01        605.88          1.94        324.50
118.51         76.06          6.87          0.01        605.78          1.94        324.50
118.52         76.06          6.86          0.01        605.68          1.94        324.50
118.53         76.07          6.86          0.01        605.58          1.94        324.50
118.54         76.07          6.86          0.01        605.48          1.94        324.50
118.55         76.08          6.85          0.01        605.39          1.93        324.50
118.56         76.08          6.85          0.01        605.29          1.93        324.50
118.57         76.09          6.85          0.01        605.19          1.93        324.50
118.58         76.09          6.84          0.01        605.09          1.93        324.50
118.59         76.10          6.84          0.01        604.99          1.93        324.50
118.60         76.10          6.83          0.01        604.90          1.93        324.50
118.61         76.10          6.83          0.01        604.80          1.93        324.50
118.62         76.11          6.83          0.01        604.70          1.93        324.50
118.63         76.11          6.82          0.01        604.60          1.93        324.50
118.64         76.12          6.82          0.01        604.50          1.93        324.50
118.65         76.12          6.81          0.01        604.40          1.93        324.50
118.66         76.13          6.81          0.01        604.31          1.93        324.50
118.67         76.13          6.81          0.01        604.21          1.93        324.50
118.68         76.14          6.80          0.01        604.11          1.93        324.50
118.69         76.14          6.80          0.01        604.01          1.93        324.50
118.70         76.15          6.80          0.01        603.91          1.93        324.50
118.71         76.15          6.79          0.01        603.81          1.93        324.50
118.72         76.16          6.79          0.01        603.72          1.93        324.50
118.73         76.16          6.78          0.01        603.62          1.93        324.50
118.74         76.17          6.78          0.01        603.52          1.93        324.50
118.75         76.17          6.78          0.01        603.42          1.93        324.50
118.76         76.17          6.77          0.01        603.32          1.93        324.50
118.77         76.18          6.77          0.01        603.22          1.93        324.50
118.78         76.18          6.77          0.01        603.12          1.93        324.50
118.79         76.19          6.76          0.01        603.02          1.92        324.50
118.80         76.19          6.76          0.01        602.93          1.92        324.50
118.81         76.20          6.75          0.01        602.83          1.92        324.50
118.82         76.20          6.75          0.01        602.73          1.92        324.50
118.83         76.21          6.75          0.01        602.63          1.92        324.50
118.84         76.21          6.74          0.01        602.53          1.92        324.50
118.85         76.22          6.74          0.01        602.43          1.92        324.50
118.86         76.22          6.73          0.01        602.33          1.92        324.50
118.87         76.23          6.73          0.01        602.23          1.92        324.50
118.88         76.23          6.73          0.01        602.13          1.92        324.50
118.89         76.24          6.72          0.01        602.04          1.92        324.50
118.90         76.24          6.72          0.01        601.94          1.92        324.50
118.91         76.24          6.72          0.01        601.84          1.92        324.50
118.92         76.25          6.71          0.01        601.74          1.92        324.50
118.93         76.25          6.71          0.01        601.64          1.92        324.50
118.94         76.26          6.70          0.01        601.54          1.92        324.50
118.95         76.26          6.70          0.01        601.44          1.92        324.50
118.96         76.27          6.70          0.01        601.34          1.92        324.50
118.97         76.27          6.69          0.01        601.24          1.92        324.50
118.98         76.28          6.69          0.01        601.14          1.92        324.50
118.99         76.28          6.68          0.01        601.04          1.92        324.50
119.00         76.29          6.68          0.01        600.94          1.92        324.50
119.01         76.29          6.68          0.01        600.84          1.92        324.50
119.02         76.30          6.67          0.01        600.74          1.92        324.50
119.03         76.30          6.67          0.01        600.65          1.91        324.50
119.04         76.30          6.67          0.01        600.55          1.91        324.50
119.05         76.31          6.66          0.01        600.45          1.91        324.50
119.06         76.31          6.66          0.01        600.35          1.91        324.50
119.07         76.32          6.65          0.01        600.25          1.91        324.50
119.08         76.32          6.65          0.01        600.15          1.91        324.50
119.09         76.33          6.65          0.01        600.05          1.91        324.50
119.10         76.33          6.64          0.01        599.95          1.91        324.50
119.11         76.34          6.64          0.01        599.85          1.91        324.50
119.12         76.34          6.63          0.01        599.75          1.91        324.50
119.13         76.35          6.63          0.01        599.65          1.91        324.50
119.14         76.35          6.63          0.01        599.55          1.91        324.50
119.15         76.36          6.62          0.01        599.45          1.91        324.50
119.16         76.36          6.62          0.01        599.35          1.91        324.50
119.17         76.36          6.62          0.01        599.25          1.91        324.50
119.18         76.37          6.61          0.01        599.15          1.91        324.50
119.19         76.37          6.61          0.01        599.05          1.91        324.50
119.20         76.38          6.60          0.01        598.95          1.91        324.50
119.21         76.38          6.60          0.01        598.85          1.91        324.50
119.22         76.39          6.60          0.01        598.75          1.91        324.50
119.23         76.39          6.59          0.01        598.65          1.91        324.50
119.24         76.40          6.59          0.01        598.55          1.91        324.50
119.25         76.40          6.58          0.01        598.45          1.91        324.50
119.26         76.41          6.58          0.01        598.35          1.91        324.50
119.27         76.41          6.58          0.01        598.25          1.90        324.50
119.28         76.42          6.57          0.01        598.15          1.90        324.50
119.29         76.42          6.57          0.01        598.05          1.90        324.50
119.30         76.42          6.57          0.01        597.95          1.90        324.50
119.31         76.43          6.56          0.01        597.85          1.90        324.50
119.32         76.43          6.56          0.01        597.75          1.90        324.50
119.33         76.44          6.55          0.01        597.65          1.90        324.50
119.34         76.44          6.55          0.01        597.55          1.90        324.50
119.35         76.45          6.55          0.01        597.45          1.90        324.50
119.36         76.45          6.54          0.01        597.34          1.90        324.50
119.37         76.46          6.54          0.01        597.24          1.90        324.50
119.38         76.46          6.53          0.01        597.14          1.90        324.50
119.39         76.47          6.53          0.01        597.04          1.90        324.50
119.40         76.47          6.53          0.01        596.94          1.90        324.50
119.41         76.47          6.52          0.01        596.84          1.90        324.50
119.42         76.48          6.52          0.01        596.74          1.90        324.50
119.43         76.48          6.52          0.01        596.64          1.90        324.50
119.44         76.49          6.51          0.01        596.54          1.90        324.50
119.45         76.49          6.51          0.01        596.44          1.90        324.50
119.46         76.50          6.50          0.01        596.34          1.90        324.50
119.47         76.50          6.50          0.01        596.24          1.90        324.50
119.48         76.51          6.50          0.01        596.14          1.90        324.50
119.49         76.51          6.49          0.01        596.04          1.90        324.50
119.50         76.52          6.49          0.01        595.93          1.90        324.50
119.51         76.52          6.49          0.01        595.83          1.89        324.50
119.52         76.53          6.48          0.01        595.73          1.89        324.50
119.53         76.53          6.48          0.01        595.63          1.89        324.50
119.54         76.53          6.47          0.01        595.53          1.89        324.50
119.55         76.54          6.47          0.01        595.43          1.89        324.50
119.56         76.54          6.47          0.01        595.33          1.89        324.50
119.57         76.55          6.46          0.01        595.23          1.89        324.50
119.58         76.55          6.46          0.01        595.13          1.89        324.50
119.59         76.56          6.45          0.01        595.03          1.89        324.50
119.60         76.56          6.45          0.01        594.92          1.89        324.50
119.61         76.57          6.45          0.01        594.82          1.89        324.50
119.62         76.57          6.44          0.01        594.72          1.89        324.50
119.63         76.58          6.44          0.01        594.62          1.89        324.50
119.64         76.58          6.44          0.01        594.52          1.89        324.50
119.65         76.58          6.43          0.01        594.42          1.89        324.50
119.66         76.59          6.43          0.01        594.32          1.89        324.50
119.67         76.59          6.42          0.01        594.21          1.89        324.50
119.68         76.60          6.42          0.01        594.11          1.89        324.50
119.69         76.60          6.42          0.01        594.01          1.89        324.50
119.70         76.61          6.41          0.01        593.91          1.89        324.50
119.71         76.61          6.41          0.01        593.81          1.89        324.50
119.72         76.62          6.40          0.01        593.71          1.89        324.50
119.73         76.62          6.40          0.01        593.61          1.89        324.50
119.74         76.63          6.40          0.01        593.50          1.89        324.50
119.75         76.63          6.39          0.01        593.40          1.88        324.50
119.76         76.63          6.39          0.01        593.30          1.88        324.50
119.77         76.64          6.39          0.01        593.20          1.88        324.50
119.78         76.64          6.38          0.01        593.10          1.88        324.50
119.79         76.65          6.38          0.01        593.00          1.88        324.50
119.80         76.65          6.37          0.01        592.89          1.88        324.50
119.81         76.66          6.37          0.01        592.79          1.88        324.50
119.82         76.66          6.37          0.01        592.69          1.88        324.50
119.83         76.67          6.36          0.01        592.59          1.88        324.50
119.84         76.67          6.36          0.01        592.49          1.88        324.50
119.85         76.67          6.35          0.01        592.38          1.88        324.50
119.86         76.68          6.35          0.01        592.28          1.88        324.50
119.87         76.68          6.35          0.01        592.18          1.88        324.50
119.88         76.69          6.34          0.01        592.08          1.88        324.50
119.89         76.69          6.34          0.01        591.98          1.88        324.50
119.90         76.70          6.34          0.01        591.87          1.88        324.50
119.91         76.70          6.33          0.01        591.77          1.88        324.50
119.92         76.71          6.33          0.01        591.67          1.88        324.50
119.93         76.71          6.32          0.01        591.57          1.88        324.50
119.94         76.72          6.32          0.01        591.47          1.88        324.50
119.95         76.72          6.32          0.01        591.36          1.88        324.50
119.96         76.72          6.31          0.01        591.26          1.88        324.50
119.97         76.73          6.31          0.01        591.16          1.88        324.50
119.98         76.73          6.31          0.01        591.06          1.88        324.50
119.99         76.74          6.30          0.01        590.95          1.87        324.50
120.00         76.74          6.30          0.01        590.85          1.87        324.50
120.01         76.75          6.29          0.01        590.75          1.87        324.50
120.02         76.75          6.29          0.01        590.65          1.87        324.50
120.03         76.76          6.29          0.01        590.55          1.87        324.50
120.04         76.76          6.28          0.01        590.44          1.87        324.50
120.05         76.76          6.28          0.01        590.34          1.87        324.50
120.06         76.77          6.27          0.01        590.24          1.87        324.50
120.07         76.77          6.27          0.01        590.14          1.87        324.50
120.08         76.78          6.27          0.01        590.03          1.87        324.50
120.09         76.78          6.26          0.01        589.93          1.87        324.50
120.10         76.79          6.26          0.01        589.83          1.87        324.50
120.11         76.79          6.26          0.01        589.72          1.87        324.50
120.12         76.80          6.25          0.01        589.62          1.87        324.50
120.13         76.80          6.25          0.01        589.52          1.87        324.50
120.14         76.81          6.24          0.01        589.42          1.87        324.50
120.15         76.81          6.24          0.01        589.31          1.87        324.50
120.16         76.81          6.24          0.01        589.21          1.87        324.50
120.17         76.82          6.23          0.01        589.11          1.87        324.50
120.18         76.82          6.23          0.01        589.01          1.87        324.50
120.19         76.83          6.22          0.01        588.90          1.87        324.50
120.20         76.83          6.22          0.01        588.80          1.87        324.50
120.21         76.84          6.22          0.01        588.70          1.87        324.50
120.22         76.84          6.21          0.01        588.59          1.87        324.50
120.23         76.85          6.21          0.01        588.49          1.86        324.50
120.24         76.85          6.21          0.01        588.39          1.86        324.50
120.25         76.85          6.20          0.01        588.28          1.86        324.50
120.26         76.86          6.20          0.01        588.18          1.86        324.50
120.27         76.86          6.19          0.01        588.08          1.86        324.50
120.28         76.87          6.19          0.01        587.98          1.86        324.50
120.29         76.87          6.19          0.01        587.87          1.86        324.50
120.30         76.88          6.18          0.01        587.77          1.86        324.50
120.31         76.88          6.18          0.01        587.67          1.86        324.50
120.32         76.89          6.17          0.01        587.56          1.86        324.50
120.33         76.89          6.17          0.01        587.46          1.86        324.50
120.34         76.89          6.17          0.01        587.36          1.86        324.50
