  t(s)     Ax(m/s^2)     Ay(m/s^2)     Az(m/s^2)       Vx(m/s)       Vy(m/s)       Vz(m/s)          X(m)          Y(m)          Z(m)
  0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00         -0.80
  0.01         63.15          0.00        -65.45          0.63          0.00         -0.65          0.00          0.00         -0.80
  0.02         63.53          0.00        -65.91          1.26          0.00         -1.31          0.01          0.00         -0.81
  0.03         63.92          0.00        -66.37          1.90          0.00         -1.97          0.03          0.00         -0.83
  0.04         64.30          0.00        -66.83          2.54          0.00         -2.64          0.05          0.00         -0.85
  0.05         64.69          0.00        -67.29          3.19          0.00         -3.31          0.08          0.00         -0.88
  0.06         65.07          0.00        -67.75          3.84          0.00         -3.98          0.11          0.00         -0.92
  0.07         65.45          0.00        -68.21          4.49          0.00         -4.66          0.16          0.00         -0.96
  0.08         65.84          0.00        -68.67          5.14          0.00         -5.35          0.20          0.00         -1.01
  0.09         66.22          0.00        -69.13          5.80          0.00         -6.04          0.26          0.00         -1.07
  0.10         66.61          0.00        -69.60          6.47          0.00         -6.73          0.32          0.00         -1.13
  0.11         67.00          0.00        -70.06          7.14          0.00         -7.43          0.39          0.00         -1.20
  0.12         67.38          0.00        -70.52          7.81          0.00         -8.13          0.46          0.00         -1.28
  0.13         67.77          0.00        -70.99          8.48          0.00         -8.84          0.54          0.00         -1.37
  0.14         68.15          0.00        -71.46          9.16          0.00         -9.55          0.63          0.00         -1.46
  0.15         68.54          0.00        -71.92          9.85          0.00        -10.27          0.73          0.00         -1.56
  0.16         68.93          0.00        -72.39         10.53          0.00        -10.99          0.83          0.00         -1.66
  0.17         69.32          0.00        -72.86         11.23          0.00        -11.71          0.94          0.00         -1.78
  0.18         69.71          0.00        -73.32         11.92          0.00        -12.45          1.05          0.00         -1.90
  0.19         70.09          0.00        -73.79         12.62          0.00        -13.18          1.18          0.00         -2.03
  0.20         70.48          0.00        -74.26         13.32          0.00        -13.92          1.31          0.00         -2.16
  0.21         70.87          0.00        -74.73         14.03          0.00        -14.67          1.44          0.00         -2.30
  0.22         71.26          0.00        -75.20         14.74          0.00        -15.42          1.59          0.00         -2.45
  0.23         71.66          0.00        -75.67         15.46          0.00        -16.17          1.74          0.00         -2.61
  0.24         72.05          0.00        -76.14         16.17          0.00        -16.93          1.90          0.00         -2.78
  0.25         72.44          0.00        -76.61         16.90          0.00        -17.69          2.06          0.00         -2.95
  0.26         72.84          0.00        -77.08         17.62          0.00        -18.46          2.23          0.00         -3.13
  0.27         73.23          0.00        -77.55         18.35          0.00        -19.23          2.41          0.00         -3.32
  0.28         73.63          0.00        -78.02         19.09          0.00        -20.01          2.60          0.00         -3.52
  0.29         74.02          0.00        -78.49         19.83          0.00        -20.80          2.80          0.00         -3.72
  0.30         74.42          0.00        -78.97         20.57          0.00        -21.58          3.00          0.00         -3.93
  0.31         74.82          0.00        -79.44         21.31          0.00        -22.37          3.21          0.00         -4.15
  0.32         75.22          0.00        -79.91         22.06          0.00        -23.17          3.42          0.00         -4.38
  0.33         75.62          0.00        -80.38         22.82          0.00        -23.97          3.65          0.00         -4.62
  0.34         76.03          0.00        -80.85         23.58          0.00        -24.78          3.88          0.00         -4.86
  0.35         76.43          0.00        -81.32         24.34          0.00        -25.59          4.12          0.00         -5.11
  0.36         76.84          0.00        -81.79         25.11          0.00        -26.41          4.37          0.00         -5.37
  0.37         77.24          0.00        -82.26         25.88          0.00        -27.23          4.62          0.00         -5.64
  0.38         77.65          0.00        -82.73         26.65          0.00        -28.05          4.88          0.00         -5.92
  0.39         78.07          0.00        -83.20         27.43          0.00        -28.88          5.16          0.00         -6.20
  0.40         78.48          0.00        -83.67         28.21          0.00        -29.71          5.43          0.00         -6.49
  0.41         78.90          0.00        -84.14         29.00          0.00        -30.55          5.72          0.00         -6.79
  0.42         79.31          0.00        -84.60         29.79          0.00        -31.40          6.01          0.00         -7.10
  0.43         79.73          0.00        -85.07         30.58          0.00        -32.25          6.32          0.00         -7.42
  0.44         80.16          0.00        -85.54         31.38          0.00        -33.10          6.63          0.00         -7.75
  0.45         80.58          0.00        -86.00         32.19          0.00        -33.96          6.94          0.00         -8.08
  0.46         81.01          0.00        -86.46         33.00          0.00        -34.82          7.27          0.00         -8.43
  0.47         81.44          0.00        -86.93         33.81          0.00        -35.69          7.60          0.00         -8.78
  0.48         81.87          0.00        -87.39         34.62          0.00        -36.56          7.95          0.00         -9.14
  0.49         82.31          0.00        -87.84         35.45          0.00        -37.43          8.30          0.00         -9.51
  0.50         82.75          0.00        -88.30         36.27          0.00        -38.31          8.65          0.00         -9.89
  0.51         83.20          0.00        -88.76         37.10          0.00        -39.20          9.02          0.00        -10.28
  0.52         83.64          0.00        -89.21         37.93          0.00        -40.09          9.40          0.00        -10.68
  0.53         84.09          0.00        -89.66         38.77          0.00        -40.98          9.78          0.00        -11.08
  0.54         84.55          0.00        -90.11         39.62          0.00        -41.88         10.17          0.00        -11.49
  0.55         85.00          0.00        -90.56         40.46          0.00        -42.79         10.57          0.00        -11.92
  0.56         85.47          0.00        -91.01         41.32          0.00        -43.69         10.98          0.00        -12.35
  0.57         85.93          0.00        -91.45         42.17          0.00        -44.61         11.40          0.00        -12.79
  0.58         86.40          0.00        -91.89         43.04          0.00        -45.52         11.82          0.00        -13.24
  0.59         86.88          0.00        -92.33         43.90          0.00        -46.44         12.26          0.00        -13.70
  0.60         87.36          0.00        -92.77         44.77          0.00        -47.37         12.70          0.00        -14.17
  0.61         87.84          0.00        -93.20         45.65          0.00        -48.30         13.15          0.00        -14.65
  0.62         88.33          0.00        -93.63         46.53          0.00        -49.23         13.62          0.00        -15.14
  0.63         88.82          0.00        -94.05         47.42          0.00        -50.17         14.08          0.00        -15.63
  0.64         89.32          0.00        -94.48         48.31          0.00        -51.11         14.56          0.00        -16.14
  0.65         89.83          0.00        -94.90         49.20          0.00        -52.06         15.05          0.00        -16.66
  0.66         90.33          0.00        -95.32         50.10          0.00        -53.01         15.55          0.00        -17.18
  0.67         90.85          0.00        -95.73         51.01          0.00        -53.97         16.05          0.00        -17.72
  0.68         91.37          0.00        -96.14         51.92          0.00        -54.93         16.57          0.00        -18.26
  0.69         91.89          0.00        -96.55         52.84          0.00        -55.89         17.09          0.00        -18.82
  0.70         92.42          0.00        -96.95         53.76          0.00        -56.86         17.62          0.00        -19.38
  0.71         92.96          0.00        -97.35         54.68          0.00        -57.83         18.17          0.00        -19.95
  0.72         93.50          0.00        -97.74         55.62          0.00        -58.80         18.72          0.00        -20.54
  0.73         94.05          0.00        -98.14         56.55          0.00        -59.78         19.28          0.00        -21.13
  0.74         94.60          0.00        -98.52         57.50          0.00        -60.77         19.85          0.00        -21.73
  0.75         95.16          0.00        -98.91         58.45          0.00        -61.75         20.43          0.00        -22.34
  0.76         95.72          0.00        -99.29         59.40          0.00        -62.75         21.02          0.00        -22.97
  0.77         96.29          0.00        -99.67         60.36          0.00        -63.74         21.62          0.00        -23.60
  0.78         96.85          0.00       -100.05         61.33          0.00        -64.74         22.23          0.00        -24.24
  0.79         97.43          0.00       -100.43         62.30          0.00        -65.74         22.84          0.00        -24.89
  0.80         98.00          0.00       -100.80         63.28          0.00        -66.75         23.47          0.00        -25.56
  0.81         98.59          0.00       -101.17         64.26          0.00        -67.76         24.11          0.00        -26.23
  0.82         99.18          0.00       -101.53         65.25          0.00        -68.77         24.76          0.00        -26.91
  0.83         99.77          0.00       -101.89         66.24          0.00        -69.79         25.41          0.00        -27.60
  0.84        100.37          0.00       -102.25         67.24          0.00        -70.81         26.08          0.00        -28.31
  0.85        100.97          0.00       -102.60         68.25          0.00        -71.83         26.76          0.00        -29.02
  0.86        101.58          0.00       -102.95         69.26          0.00        -72.86         27.45          0.00        -29.74
  0.87        102.20          0.00       -103.30         70.28          0.00        -73.89         28.14          0.00        -30.48
  0.88        102.82          0.00       -103.64         71.31          0.00        -74.93         28.85          0.00        -31.22
  0.89        103.45          0.00       -103.98         72.34          0.00        -75.96         29.57          0.00        -31.98
  0.90        104.08          0.00       -104.31         73.37          0.00        -77.01         30.30          0.00        -32.74
  0.91        104.71          0.00       -104.64         74.42          0.00        -78.05         31.04          0.00        -33.52
  0.92        105.36          0.00       -104.97         75.47          0.00        -79.10         31.79          0.00        -34.30
  0.93        106.00          0.00       -105.29         76.53          0.00        -80.15         32.55          0.00        -35.10
  0.94        106.65          0.00       -105.61         77.59          0.00        -81.20         33.32          0.00        -35.91
  0.95        107.31          0.00       -105.92         78.66          0.00        -82.26         34.10          0.00        -36.72
  0.96        107.97          0.00       -106.23         79.74          0.00        -83.32         34.89          0.00        -37.55
  0.97        108.64          0.00       -106.54         80.82          0.00        -84.39         35.69          0.00        -38.39
  0.98        109.31          0.00       -106.85         81.91          0.00        -85.45         36.51          0.00        -39.24
  0.99        109.98          0.00       -107.15         83.00          0.00        -86.52         37.33          0.00        -40.10
  1.00        110.66          0.00       -107.45         84.11          0.00        -87.60         38.17          0.00        -40.97
  1.01        111.05          0.00       -107.44         85.22          0.00        -88.67         39.01          0.00        -41.85
  1.02        111.45          0.00       -107.43         86.33          0.00        -89.75         39.87          0.00        -42.74
  1.03        111.84          0.00       -107.42         87.45          0.00        -90.82         40.74          0.00        -43.65
  1.04        112.24          0.00       -107.41         88.57          0.00        -91.89         41.62          0.00        -44.56
  1.05        112.64          0.00       -107.39         89.69          0.00        -92.97         42.51          0.00        -45.48
  1.06        113.04          0.00       -107.37         90.82          0.00        -94.04         43.41          0.00        -46.42
  1.07        113.45         -0.00       -107.35         91.95         -0.00        -95.12         44.33          0.00        -47.36
  1.08        113.85         -0.00       -107.34         93.09         -0.00        -96.19         45.25         -0.00        -48.32
  1.09        114.25         -0.00       -107.32         94.23         -0.00        -97.26         46.19         -0.00        -49.29
  1.10        114.65         -0.00       -107.30         95.37         -0.00        -98.34         47.14         -0.00        -50.27
  1.11        115.05         -0.00       -107.28         96.52         -0.00        -99.41         48.10         -0.00        -51.25
  1.12        115.45         -0.00       -107.26         97.67         -0.00       -100.48         49.07         -0.00        -52.25
  1.13        115.85         -0.00       -107.24         98.83         -0.00       -101.55         50.05         -0.00        -53.26
  1.14        116.25         -0.00       -107.22         99.99         -0.00       -102.63         51.05         -0.00        -54.28
  1.15        116.65         -0.00       -107.21        101.15         -0.00       -103.70         52.05         -0.00        -55.32
  1.16        117.04         -0.00       -107.20        102.32         -0.00       -104.77         53.07         -0.00        -56.36
  1.17        117.43         -0.00       -107.19        103.50         -0.00       -105.84         54.10          0.00        -57.41
  1.18        117.82         -0.00       -107.18        104.67         -0.00       -106.91         55.14          0.00        -58.48
  1.19        118.20         -0.00       -107.18        105.85         -0.00       -107.99         56.19          0.00        -59.55
  1.20        118.58         -0.00       -107.18        107.04         -0.00       -109.06         57.26          0.00        -60.64
  1.21        118.95         -0.00       -107.18        108.22         -0.00       -110.13         58.33          0.00        -61.73
  1.22        119.32         -0.00       -107.19        109.41         -0.00       -111.20         59.42          0.00        -62.84
  1.23        119.69         -0.00       -107.21        110.61         -0.00       -112.27         60.52          0.00        -63.96
  1.24        120.05         -0.00       -107.23        111.81         -0.00       -113.35         61.63          0.00        -65.08
  1.25        120.40         -0.00       -107.26        113.01         -0.00       -114.42         62.76          0.00        -66.22
  1.26        120.75         -0.00       -107.29        114.22         -0.00       -115.49         63.89          0.00        -67.37
  1.27        121.08         -0.00       -107.33        115.43         -0.00       -116.56         65.04          0.00        -68.53
  1.28        121.41         -0.00       -107.38        116.64         -0.00       -117.64         66.20          0.00        -69.70
  1.29        121.74         -0.00       -107.44        117.85         -0.00       -118.71         67.37          0.00        -70.88
  1.30        122.05         -0.00       -107.51        119.07         -0.00       -119.79         68.56          0.00        -72.08
  1.31        122.36         -0.00       -107.58        120.30         -0.00       -120.86         69.75          0.00        -73.28
  1.32        122.65         -0.00       -107.67        121.52         -0.00       -121.94         70.96          0.00        -74.49
  1.33        122.94         -0.00       -107.77        122.75         -0.00       -123.01         72.19          0.00        -75.72
  1.34        123.22         -0.00       -107.87        123.98         -0.00       -124.09         73.42          0.00        -76.95
  1.35        123.48         -0.00       -107.99        125.21         -0.00       -125.17         74.66          0.00        -78.20
  1.36        123.74         -0.00       -108.12        126.45         -0.00       -126.25         75.92          0.00        -79.46
  1.37        123.99         -0.00       -108.26        127.69         -0.00       -127.33         77.19          0.00        -80.73
  1.38        124.22          0.00       -108.41        128.93          0.00       -128.42         78.48          0.00        -82.00
  1.39        124.45          0.00       -108.57        130.17          0.00       -129.50         79.77          0.00        -83.29
  1.40        124.66          0.00       -108.74        131.42          0.00       -130.59         81.08          0.00        -84.60
  1.41        124.86          0.00       -108.93        132.66          0.00       -131.68         82.40          0.00        -85.91
  1.42        125.05          0.00       -109.12        133.91          0.00       -132.77         83.73          0.00        -87.23
  1.43        125.24          0.00       -109.33        135.17          0.00       -133.86         85.08          0.00        -88.56
  1.44        125.41          0.00       -109.55        136.42          0.00       -134.95         86.44          0.00        -89.91
  1.45        125.57          0.00       -109.78        137.67          0.00       -136.05         87.81          0.00        -91.26
  1.46        125.72          0.00       -110.02        138.93          0.00       -137.15         89.19          0.00        -92.63
  1.47        125.86          0.00       -110.27        140.19          0.00       -138.25         90.59          0.00        -94.00
  1.48        125.99          0.00       -110.54        141.45          0.00       -139.36         91.99          0.00        -95.39
  1.49        126.11         -0.00       -110.81        142.71          0.00       -140.46         93.41          0.00        -96.79
  1.50        126.23         -0.00       -111.09        143.97         -0.00       -141.57         94.85          0.00        -98.20
  1.51        126.33          0.00       -111.38        145.23         -0.00       -142.68         96.29          0.00        -99.62
  1.52        126.43          0.00       -111.68        146.50          0.00       -143.80         97.75          0.00       -101.05
  1.53        126.52          0.00       -111.99        147.76          0.00       -144.92         99.22          0.00       -102.50
  1.54        126.60         -0.00       -112.30        149.03          0.00       -146.04        100.71          0.00       -103.95
  1.55        126.68         -0.00       -112.62        150.29         -0.00       -147.16        102.20          0.00       -105.42
  1.56        126.75          0.00       -112.95        151.56         -0.00       -148.29        103.71          0.00       -106.90
  1.57        126.82          0.00       -113.27        152.83          0.00       -149.42        105.24          0.00       -108.39
  1.58        126.89         -0.00       -113.60        154.10         -0.00       -150.56        106.77          0.00       -109.88
  1.59        126.95          0.00       -113.94        155.37          0.00       -151.70        108.32          0.00       -111.40
  1.60        127.02          0.00       -114.27        156.64          0.00       -152.84        109.88          0.00       -112.92
  1.61        127.08         -0.00       -114.61        157.91          0.00       -153.98        111.45          0.00       -114.45
  1.62        127.15         -0.00       -114.94        159.18          0.00       -155.13        113.04          0.00       -116.00
  1.63        127.21         -0.00       -115.27        160.45          0.00       -156.28        114.63          0.00       -117.56
  1.64        127.28         -0.00       -115.60        161.72          0.00       -157.43        116.25          0.00       -119.12
  1.65        127.36         -0.00       -115.93        162.99          0.00       -158.59        117.87          0.00       -120.70
  1.66        127.44         -0.00       -116.24        164.27          0.00       -159.75        119.50          0.00       -122.30
  1.67        127.53         -0.00       -116.56        165.54          0.00       -160.92        121.15          0.00       -123.90
  1.68        127.62         -0.00       -116.86        166.82          0.00       -162.08        122.82          0.00       -125.51
  1.69        127.73         -0.00       -117.15        168.10          0.00       -163.25        124.49          0.00       -127.14
  1.70        127.84         -0.00       -117.44        169.37          0.00       -164.43        126.18          0.00       -128.78
  1.71        127.96         -0.00       -117.71        170.65          0.00       -165.60        127.88          0.00       -130.43
  1.72        128.10         -0.00       -117.98        171.93          0.00       -166.78        129.59          0.00       -132.09
  1.73        128.25         -0.00       -118.22        173.22          0.00       -167.96        131.32          0.00       -133.77
  1.74        128.42         -0.00       -118.46        174.50          0.00       -169.15        133.06          0.00       -135.45
  1.75        128.59         -0.00       -118.68        175.78          0.00       -170.33        134.81          0.00       -137.15
  1.76        128.79         -0.00       -118.89        177.07          0.00       -171.52        136.57          0.00       -138.86
  1.77        129.00         -0.00       -119.08        178.36          0.00       -172.71        138.35          0.00       -140.58
  1.78        129.22         -0.00       -119.25        179.65          0.00       -173.90        140.14          0.00       -142.31
  1.79        129.47         -0.00       -119.41        180.94         -0.00       -175.09        141.94          0.00       -144.06
  1.80        129.72         -0.00       -119.56        182.24         -0.00       -176.29        143.76          0.00       -145.81
  1.81        130.00         -0.00       -119.68        183.54         -0.00       -177.48        145.59          0.00       -147.58
  1.82        130.29         -0.00       -119.79        184.84         -0.00       -178.68        147.43          0.00       -149.36
  1.83        130.60         -0.00       -119.89        186.14         -0.00       -179.88        149.28          0.00       -151.16
  1.84        130.92         -0.00       -119.97        187.45         -0.00       -181.08        151.15          0.00       -152.96
  1.85        131.25         -0.00       -120.03        188.76         -0.00       -182.28        153.03          0.00       -154.78
  1.86        131.61         -0.00       -120.08        190.08         -0.00       -183.48        154.93          0.00       -156.61
  1.87        131.97         -0.00       -120.12        191.39         -0.00       -184.68        156.83          0.00       -158.45
  1.88        132.34         -0.00       -120.14        192.72         -0.00       -185.88        158.75          0.00       -160.30
  1.89        132.73         -0.00       -120.15        194.04         -0.00       -187.08        160.69          0.00       -162.16
  1.90        133.13         -0.00       -120.16        195.37         -0.00       -188.29        162.63          0.00       -164.04
  1.91        133.54         -0.00       -120.11        196.70         -0.00       -189.49        164.59          0.00       -165.93
  1.92        133.92         -0.00       -120.08        198.04         -0.00       -190.69        166.57          0.00       -167.83
  1.93        134.31         -0.00       -120.05        199.38         -0.00       -191.89        168.56          0.00       -169.74
  1.94        134.69         -0.00       -120.02        200.73         -0.00       -193.09        170.56          0.00       -171.67
  1.95        135.08         -0.00       -119.98        202.08         -0.00       -194.29        172.57          0.00       -173.61
  1.96        135.45          0.00       -119.95        203.43         -0.00       -195.49        174.60          0.00       -175.55
  1.97        135.83          0.00       -119.93        204.79          0.00       -196.69        176.64          0.00       -177.52
  1.98        136.20         -0.00       -119.91        206.15         -0.00       -197.89        178.69          0.00       -179.49
  1.99        136.55          0.00       -119.89        207.51         -0.00       -199.09        180.76          0.00       -181.47
  2.00        136.90          0.00       -119.89        208.88          0.00       -200.28        182.84          0.00       -183.47
  2.01        137.26         -0.00       -119.91        210.25         -0.00       -201.48        184.94          0.00       -185.48
  2.02        137.60          0.00       -119.94        211.62         -0.00       -202.68        187.05          0.00       -187.50
  2.03        137.93          0.00       -119.99        213.00          0.00       -203.88        189.17          0.00       -189.53
  2.04        138.24         -0.00       -120.05        214.38         -0.00       -205.08        191.31          0.00       -191.58
  2.05        138.54          0.00       -120.13        215.76         -0.00       -206.28        193.46          0.00       -193.63
  2.06        138.82          0.00       -120.22        217.15          0.00       -207.49        195.62          0.00       -195.70
  2.07        139.08         -0.00       -120.33        218.54         -0.00       -208.69        197.80          0.00       -197.78
  2.08        139.33         -0.00       -120.45        219.93          0.00       -209.89        199.99          0.00       -199.88
  2.09        139.57         -0.00       -120.60        221.33         -0.00       -211.10        202.20          0.00       -201.98
  2.10        139.78         -0.00       -120.75        222.72         -0.00       -212.30        204.42          0.00       -204.10
  2.11        139.98          0.00       -120.93        224.12         -0.00       -213.51        206.66          0.00       -206.23
  2.12        140.16          0.00       -121.12        225.52          0.00       -214.72        208.90          0.00       -208.37
  2.13        140.33         -0.00       -121.33        226.93         -0.00       -215.94        211.17          0.00       -210.52
  2.14        140.48          0.00       -121.55        228.33          0.00       -217.15        213.44          0.00       -212.69
  2.15        140.62         -0.00       -121.78        229.74         -0.00       -218.37        215.73          0.00       -214.87
  2.16        140.74         -0.00       -122.02        231.14         -0.00       -219.59        218.04          0.00       -217.06
  2.17        140.85          0.00       -122.28        232.55         -0.00       -220.81        220.36          0.00       -219.26
  2.18        140.96          0.00       -122.55        233.96          0.00       -222.03        222.69          0.00       -221.47
  2.19        141.05          0.00       -122.82        235.37         -0.00       -223.26        225.03          0.00       -223.70
  2.20        141.14          0.00       -123.10        236.78          0.00       -224.49        227.40          0.00       -225.94
  2.21        141.22         -0.00       -123.38        238.19         -0.00       -225.72        229.77          0.00       -228.19
  2.22        141.30         -0.00       -123.67        239.60         -0.00       -226.95        232.16          0.00       -230.45
  2.23        141.37          0.00       -123.96        241.02          0.00       -228.19        234.56          0.00       -232.73
  2.24        141.45         -0.00       -124.24        242.43         -0.00       -229.43        236.98          0.00       -235.01
  2.25        141.53         -0.00       -124.52        243.85         -0.00       -230.68        239.41          0.00       -237.32
  2.26        141.61         -0.00       -124.80        245.26         -0.00       -231.92        241.86          0.00       -239.63
  2.27        141.69         -0.00       -125.07        246.68         -0.00       -233.17        244.32          0.00       -241.95
  2.28        141.78         -0.00       -125.33        248.10         -0.00       -234.43        246.79          0.00       -244.29
  2.29        141.88         -0.00       -125.58        249.51         -0.00       -235.68        249.28          0.00       -246.64
  2.30        141.99         -0.00       -125.82        250.93         -0.00       -236.94        251.78          0.00       -249.01
  2.31        142.11         -0.00       -126.05        252.35         -0.00       -238.20        254.30         -0.00       -251.38
  2.32        142.24         -0.00       -126.26        253.78         -0.00       -239.46        256.83         -0.00       -253.77
  2.33        142.38         -0.00       -126.46        255.20         -0.00       -240.72        259.37         -0.00       -256.17
  2.34        142.53         -0.00       -126.65        256.62         -0.00       -241.99        261.93         -0.00       -258.58
  2.35        142.70         -0.00       -126.82        258.05         -0.00       -243.26        264.51         -0.00       -261.01
  2.36        142.88         -0.00       -126.97        259.48         -0.00       -244.52        267.09         -0.00       -263.45
  2.37        143.08         -0.00       -127.10        260.91         -0.00       -245.79        269.69         -0.00       -265.90
  2.38        143.28         -0.00       -127.22        262.34         -0.00       -247.07        272.31         -0.00       -268.36
  2.39        143.50         -0.00       -127.33        263.77         -0.00       -248.34        274.94         -0.00       -270.84
  2.40        143.74         -0.00       -127.42        265.21         -0.00       -249.61        277.59         -0.00       -273.33
  2.41        143.98         -0.00       -127.49        266.65         -0.00       -250.89        280.25         -0.00       -275.83
  2.42        144.24         -0.00       -127.55        268.09         -0.00       -252.16        282.92         -0.00       -278.35
  2.43        144.50         -0.00       -127.60        269.53         -0.00       -253.44        285.61         -0.00       -280.88
  2.44        144.78         -0.00       -127.64        270.98         -0.00       -254.71        288.31         -0.00       -283.42
  2.45        145.06         -0.00       -127.67        272.43         -0.00       -255.99        291.03         -0.00       -285.97
  2.46        145.34         -0.00       -127.69        273.88         -0.00       -257.27        293.76         -0.00       -288.54
  2.47        145.63         -0.00       -127.70        275.34         -0.00       -258.54        296.50         -0.00       -291.12
  2.48        145.93         -0.00       -127.71        276.79         -0.00       -259.82        299.27         -0.00       -293.71
  2.49        146.22         -0.00       -127.71        278.25         -0.00       -261.10        302.04         -0.00       -296.31
  2.50        146.51          0.00       -127.72        279.72         -0.00       -262.38        304.83         -0.00       -298.93
  2.51        146.80          0.00       -127.72        281.18         -0.00       -263.65        307.63         -0.00       -301.56
  2.52        147.08         -0.00       -127.73        282.65         -0.00       -264.93        310.45         -0.00       -304.20
  2.53        147.36         -0.00       -127.74        284.13         -0.00       -266.21        313.29         -0.00       -306.86
  2.54        147.63         -0.00       -127.76        285.60         -0.00       -267.48        316.14         -0.00       -309.53
  2.55        147.89          0.00       -127.78        287.08         -0.00       -268.76        319.00         -0.00       -312.21
  2.56        148.14          0.00       -127.81        288.56          0.00       -270.04        321.88         -0.00       -314.90
  2.57        148.38         -0.00       -127.85        290.04         -0.00       -271.32        324.77         -0.00       -317.61
  2.58        148.61         -0.00       -127.91        291.53         -0.00       -272.60        327.68         -0.00       -320.33
  2.59        148.82          0.00       -127.97        293.01         -0.00       -273.88        330.60         -0.00       -323.06
  2.60        149.02          0.00       -128.05        294.50         -0.00       -275.16        333.54         -0.00       -325.81
  2.61        149.21          0.00       -128.14        295.99         -0.00       -276.44        336.49         -0.00       -328.57
  2.62        149.38          0.00       -128.25        297.49          0.00       -277.72        339.46         -0.00       -331.34
  2.63        149.64         -0.00       -128.45        298.98         -0.00       -279.00        342.44         -0.00       -334.12
  2.64        149.88         -0.00       -128.67        300.48         -0.00       -280.29        345.44         -0.00       -336.92
  2.65        150.12          0.00       -128.90        301.98         -0.00       -281.58        348.45         -0.00       -339.73
  2.66        150.34          0.00       -129.14        303.48          0.00       -282.87        351.48         -0.00       -342.55
  2.67        150.56          0.00       -129.40        304.99         -0.00       -284.16        354.52         -0.00       -345.38
  2.68        150.77          0.00       -129.66        306.49         -0.00       -285.45        357.58         -0.00       -348.23
  2.69        150.97          0.00       -129.93        308.00          0.00       -286.75        360.65         -0.00       -351.09
  2.70        151.16         -0.00       -130.21        309.51         -0.00       -288.05        363.74         -0.00       -353.97
  2.71        151.36          0.00       -130.50        311.03         -0.00       -289.36        366.84         -0.00       -356.85
  2.72        151.54          0.00       -130.79        312.54         -0.00       -290.66        369.96         -0.00       -359.75
  2.73        151.73          0.00       -131.09        314.06         -0.00       -291.97        373.09         -0.00       -362.67
  2.74        151.92         -0.00       -131.39        315.57         -0.00       -293.29        376.24         -0.00       -365.59
  2.75        152.11         -0.00       -131.68        317.09         -0.00       -294.60        379.40         -0.00       -368.53
  2.76        152.30         -0.00       -131.98        318.62         -0.00       -295.92        382.58         -0.00       -371.48
  2.77        152.49         -0.00       -132.27        320.14         -0.00       -297.24        385.78         -0.00       -374.45
  2.78        152.69         -0.00       -132.56        321.67         -0.00       -298.56        388.98         -0.00       -377.43
  2.79        152.90         -0.00       -132.84        323.19         -0.00       -299.89        392.21         -0.00       -380.42
  2.80        153.11         -0.00       -133.12        324.72         -0.00       -301.22        395.45         -0.00       -383.43
  2.81        153.33         -0.00       -133.39        326.26         -0.00       -302.55        398.70         -0.00       -386.45
  2.82        153.56         -0.00       -133.65        327.79         -0.00       -303.89        401.97         -0.00       -389.48
  2.83        153.80         -0.00       -133.90        329.33         -0.00       -305.23        405.26         -0.00       -392.52
  2.84        154.05         -0.00       -134.15        330.87         -0.00       -306.57        408.56         -0.00       -395.58
  2.85        154.31         -0.00       -134.39        332.41         -0.00       -307.91        411.88         -0.00       -398.66
  2.86        154.59         -0.00       -134.61        333.95         -0.00       -309.25        415.21         -0.00       -401.74
  2.87        154.87         -0.00       -134.83        335.50         -0.00       -310.60        418.56         -0.00       -404.84
  2.88        155.16         -0.00       -135.04        337.05         -0.00       -311.95        421.92         -0.00       -407.95
  2.89        155.46         -0.00       -135.24        338.60         -0.00       -313.30        425.30         -0.00       -411.08
  2.90        155.77         -0.00       -135.44        340.16         -0.00       -314.66        428.69         -0.00       -414.22
  2.91        156.08         -0.00       -135.62        341.72         -0.00       -316.01        432.10         -0.00       -417.37
  2.92        156.41         -0.00       -135.80        343.28         -0.00       -317.37        435.52         -0.00       -420.54
  2.93        156.74         -0.00       -135.98        344.85         -0.00       -318.73        438.97         -0.00       -423.72
  2.94        157.08         -0.00       -136.15        346.42         -0.00       -320.09        442.42         -0.00       -426.91
  2.95        157.43         -0.00       -136.31        347.99         -0.00       -321.45        445.89         -0.00       -430.12
  2.96        157.77         -0.00       -136.48        349.56         -0.00       -322.81        449.38         -0.00       -433.34
  2.97        158.13         -0.00       -136.64        351.14         -0.00       -324.18        452.89         -0.00       -436.58
  2.98        158.48         -0.00       -136.80        352.73         -0.00       -325.55        456.40         -0.00       -439.83
  2.99        158.84          0.00       -136.96        354.31         -0.00       -326.92        459.94         -0.00       -443.09
  3.00        159.20          0.00       -137.12        355.90         -0.00       -328.29        463.49         -0.00       -446.36
  3.01        158.63          0.00       -136.43        357.49         -0.00       -329.65        467.06         -0.00       -449.65
  3.02        158.06          0.00       -135.74        359.08         -0.00       -331.01        470.64         -0.00       -452.96
  3.03        157.48         -0.00       -135.06        360.65         -0.00       -332.37        474.24         -0.00       -456.27
  3.04        156.90         -0.00       -134.37        362.23         -0.00       -333.72        477.85         -0.00       -459.61
  3.05        156.31         -0.00       -133.69        363.79         -0.00       -335.06        481.48         -0.00       -462.95
  3.06        155.72         -0.00       -133.02        365.35         -0.00       -336.39        485.13         -0.00       -466.31
