  t(s)     Ax(m/s^2)     Ay(m/s^2)     Az(m/s^2)       Vx(m/s)       Vy(m/s)       Vz(m/s)          X(m)          Y(m)          Z(m)
 29.62         -1.74          0.00         10.71        688.29         -0.00       -360.19      18003.84         -0.00     -12667.84
 29.63         -1.73          0.00         10.70        688.28         -0.00       -360.08      18010.73         -0.00     -12671.44
 29.64         -1.73          0.00         10.70        688.26         -0.00       -359.97      18017.61         -0.00     -12675.04
 29.65         -1.72          0.00         10.70        688.24         -0.00       -359.87      18024.49         -0.00     -12678.64
 29.66         -1.72          0.00         10.69        688.23         -0.00       -359.76      18031.37         -0.00     -12682.24
 29.67         -1.71          0.00         10.69        688.21         -0.00       -359.65      18038.26         -0.00     -12685.84
 29.68         -1.70          0.00         10.69        688.19         -0.00       -359.55      18045.14         -0.00     -12689.44
 29.69         -1.70          0.00         10.68        688.17         -0.00       -359.44      18052.02         -0.00     -12693.03
 29.70         -1.69          0.00         10.68        688.16         -0.00       -359.33      18058.90         -0.00     -12696.62
 29.71         -1.69          0.00         10.68        688.14         -0.00       -359.23      18065.78         -0.00     -12700.22
 29.72         -1.68          0.00         10.67        688.12         -0.00       -359.12      18072.66         -0.00     -12703.81
 29.73         -1.67          0.00         10.67        688.11         -0.00       -359.01      18079.55         -0.00     -12707.40
 29.74         -1.67          0.00         10.67        688.09         -0.00       -358.91      18086.43         -0.00     -12710.99
 29.75         -1.66          0.00         10.66        688.07         -0.00       -358.80      18093.31         -0.00     -12714.58
 29.76         -1.66          0.00         10.66        688.06         -0.00       -358.69      18100.19         -0.00     -12718.16
 29.77         -1.65          0.00         10.66        688.04         -0.00       -358.59      18107.07         -0.00     -12721.75
 29.78         -1.65          0.00         10.65        688.02         -0.00       -358.48      18113.95         -0.00     -12725.34
 29.79         -1.64          0.00         10.65        688.01         -0.00       -358.37      18120.83         -0.00     -12728.92
 29.80         -1.63          0.00         10.65        687.99         -0.00       -358.27      18127.71         -0.00     -12732.50
 29.81         -1.63          0.00         10.64        687.97         -0.00       -358.16      18134.59         -0.00     -12736.09
 29.82         -1.62          0.00         10.64        687.96         -0.00       -358.05      18141.47         -0.00     -12739.67
 29.83         -1.62          0.00         10.64        687.94         -0.00       -357.95      18148.35         -0.00     -12743.25
 29.84         -1.61          0.00         10.63        687.93         -0.00       -357.84      18155.23         -0.00     -12746.83
 29.85         -1.61          0.00         10.63        687.91         -0.00       -357.73      18162.11         -0.00     -12750.40
 29.86         -1.60          0.00         10.63        687.89         -0.00       -357.63      18168.99         -0.00     -12753.98
 29.87         -1.59          0.00         10.62        687.88         -0.00       -357.52      18175.86         -0.00     -12757.56
 29.88         -1.59          0.00         10.62        687.86         -0.00       -357.42      18182.74         -0.00     -12761.13
 29.89         -1.58          0.00         10.62        687.85         -0.00       -357.31      18189.62         -0.00     -12764.70
 29.90         -1.58          0.00         10.62        687.83         -0.00       -357.20      18196.50         -0.00     -12768.28
 29.91         -1.57          0.00         10.61        687.81         -0.00       -357.10      18203.38         -0.00     -12771.85
 29.92         -1.57          0.00         10.61        687.80         -0.00       -356.99      18210.26         -0.00     -12775.42
 29.93         -1.56          0.00         10.61        687.78         -0.00       -356.88      18217.13         -0.00     -12778.99
 29.94         -1.56          0.00         10.60        687.77         -0.00       -356.78      18224.01         -0.00     -12782.56
 29.95         -1.55          0.00         10.60        687.75         -0.00       -356.67      18230.89         -0.00     -12786.12
 29.96         -1.55          0.00         10.60        687.74         -0.00       -356.57      18237.77         -0.00     -12789.69
 29.97         -1.54          0.00         10.59        687.72         -0.00       -356.46      18244.64         -0.00     -12793.26
 29.98         -1.54          0.00         10.59        687.71         -0.00       -356.35      18251.52         -0.00     -12796.82
 29.99         -1.53          0.00         10.59        687.69         -0.00       -356.25      18258.40         -0.00     -12800.38
 30.00         -1.53          0.00         10.59        687.68         -0.00       -356.14      18265.28         -0.00     -12803.94
 30.01         -1.52          0.00         10.58        687.66         -0.00       -356.04      18272.15         -0.00     -12807.51
 30.02         -1.51          0.00         10.58        687.65         -0.00       -355.93      18279.03         -0.00     -12811.07
 30.03         -1.51          0.00         10.58        687.63         -0.00       -355.83      18285.91         -0.00     -12814.62
 30.04         -1.50          0.00         10.57        687.61         -0.00       -355.72      18292.78         -0.00     -12818.18
 30.05         -1.50          0.00         10.57        687.60         -0.00       -355.61      18299.66         -0.00     -12821.74
 30.06         -1.49          0.00         10.57        687.58         -0.00       -355.51      18306.53         -0.00     -12825.29
 30.07         -1.49          0.00         10.57        687.57         -0.00       -355.40      18313.41         -0.00     -12828.85
 30.08         -1.48          0.00         10.56        687.56         -0.00       -355.30      18320.28         -0.00     -12832.40
 30.09         -1.48          0.00         10.56        687.54         -0.00       -355.19      18327.16         -0.00     -12835.95
 30.10         -1.47          0.00         10.56        687.53         -0.00       -355.09      18334.04         -0.00     -12839.51
 30.11         -1.47          0.00         10.56        687.51         -0.00       -354.98      18340.91         -0.00     -12843.06
 30.12         -1.46          0.00         10.55        687.50         -0.00       -354.87      18347.79         -0.00     -12846.61
 30.13         -1.46          0.00         10.55        687.48         -0.00       -354.77      18354.66         -0.00     -12850.15
 30.14         -1.45          0.00         10.55        687.47         -0.00       -354.66      18361.54         -0.00     -12853.70
 30.15         -1.45          0.00         10.54        687.45         -0.00       -354.56      18368.41         -0.00     -12857.25
 30.16         -1.44          0.00         10.54        687.44         -0.00       -354.45      18375.28         -0.00     -12860.79
 30.17         -1.44          0.00         10.54        687.42         -0.00       -354.35      18382.16         -0.00     -12864.34
 30.18         -1.43          0.00         10.54        687.41         -0.00       -354.24      18389.03         -0.00     -12867.88
 30.19         -1.43          0.00         10.53        687.39         -0.00       -354.14      18395.91         -0.00     -12871.42
 30.20         -1.43          0.00         10.53        687.38         -0.00       -354.03      18402.78         -0.00     -12874.96
 30.21         -1.42          0.00         10.53        687.37         -0.00       -353.93      18409.65         -0.00     -12878.50
 30.22         -1.42          0.00         10.53        687.35         -0.00       -353.82      18416.53         -0.00     -12882.04
 30.23         -1.41          0.00         10.52        687.34         -0.00       -353.72      18423.40         -0.00     -12885.58
 30.24         -1.41          0.00         10.52        687.32         -0.00       -353.61      18430.28         -0.00     -12889.11
 30.25         -1.40          0.00         10.52        687.31         -0.00       -353.50      18437.15         -0.00     -12892.65
 30.26         -1.40          0.00         10.52        687.30         -0.00       -353.40      18444.02         -0.00     -12896.18
 30.27         -1.39          0.00         10.51        687.28         -0.00       -353.29      18450.89         -0.00     -12899.72
 30.28         -1.39          0.00         10.51        687.27         -0.00       -353.19      18457.77         -0.00     -12903.25
 30.29         -1.38          0.00         10.51        687.25         -0.00       -353.08      18464.64         -0.00     -12906.78
 30.30         -1.38          0.00         10.51        687.24         -0.00       -352.98      18471.51         -0.00     -12910.31
 30.31         -1.37          0.00         10.50        687.23         -0.00       -352.87      18478.38         -0.00     -12913.84
 30.32         -1.37          0.00         10.50        687.21         -0.00       -352.77      18485.26         -0.00     -12917.37
 30.33         -1.37          0.00         10.50        687.20         -0.00       -352.66      18492.13         -0.00     -12920.90
 30.34         -1.36          0.00         10.50        687.19         -0.00       -352.56      18499.00         -0.00     -12924.42
 30.35         -1.36          0.00         10.49        687.17         -0.00       -352.45      18505.87         -0.00     -12927.95
 30.36         -1.35          0.00         10.49        687.16         -0.00       -352.35      18512.74         -0.00     -12931.47
 30.37         -1.35          0.00         10.49        687.15         -0.00       -352.24      18519.62         -0.00     -12935.00
 30.38         -1.34          0.00         10.49        687.13         -0.00       -352.14      18526.49         -0.00     -12938.52
 30.39         -1.34          0.00         10.48        687.12         -0.00       -352.03      18533.36         -0.00     -12942.04
 30.40         -1.33          0.00         10.48        687.10         -0.00       -351.93      18540.23         -0.00     -12945.56
 30.41         -1.33          0.00         10.48        687.09         -0.00       -351.83      18547.10         -0.00     -12949.08
 30.42         -1.33          0.00         10.48        687.08         -0.00       -351.72      18553.97         -0.00     -12952.59
 30.43         -1.32          0.00         10.47        687.06         -0.00       -351.62      18560.84         -0.00     -12956.11
 30.44         -1.32          0.00         10.47        687.05         -0.00       -351.51      18567.71         -0.00     -12959.63
 30.45         -1.31          0.00         10.47        687.04         -0.00       -351.41      18574.58         -0.00     -12963.14
 30.46         -1.31          0.00         10.47        687.03         -0.00       -351.30      18581.45         -0.00     -12966.65
 30.47         -1.30          0.00         10.46        687.01         -0.00       -351.20      18588.32         -0.00     -12970.17
 30.48         -1.30          0.00         10.46        687.00         -0.00       -351.09      18595.19         -0.00     -12973.68
 30.49         -1.30          0.00         10.46        686.99         -0.00       -350.99      18602.06         -0.00     -12977.19
 30.50         -1.29          0.00         10.46        686.97         -0.00       -350.88      18608.93         -0.00     -12980.70
 30.51         -1.29          0.00         10.45        686.96         -0.00       -350.78      18615.80         -0.00     -12984.21
 30.52         -1.28          0.00         10.45        686.95         -0.00       -350.67      18622.67         -0.00     -12987.71
 30.53         -1.28          0.00         10.45        686.94         -0.00       -350.57      18629.54         -0.00     -12991.22
 30.54         -1.27          0.00         10.45        686.92         -0.00       -350.47      18636.41         -0.00     -12994.73
 30.55         -1.27          0.00         10.45        686.91         -0.00       -350.36      18643.28         -0.00     -12998.23
 30.56         -1.27          0.00         10.44        686.90         -0.00       -350.26      18650.15         -0.00     -13001.73
 30.57         -1.26          0.00         10.44        686.88         -0.00       -350.15      18657.02         -0.00     -13005.23
 30.58         -1.26          0.00         10.44        686.87         -0.00       -350.05      18663.89         -0.00     -13008.74
 30.59         -1.25          0.00         10.44        686.86         -0.00       -349.94      18670.76         -0.00     -13012.24
 30.60         -1.25          0.00         10.43        686.85         -0.00       -349.84      18677.62         -0.00     -13015.73
 30.61         -1.25          0.00         10.43        686.83         -0.00       -349.73      18684.49         -0.00     -13019.23
 30.62         -1.24          0.00         10.43        686.82         -0.00       -349.63      18691.36         -0.00     -13022.73
 30.63         -1.24          0.00         10.43        686.81         -0.00       -349.53      18698.23         -0.00     -13026.22
 30.64         -1.23          0.00         10.43        686.80         -0.00       -349.42      18705.10         -0.00     -13029.72
 30.65         -1.23          0.00         10.42        686.78         -0.00       -349.32      18711.96         -0.00     -13033.21
 30.66         -1.23          0.00         10.42        686.77         -0.00       -349.21      18718.83         -0.00     -13036.71
 30.67         -1.22          0.00         10.42        686.76         -0.00       -349.11      18725.70         -0.00     -13040.20
 30.68         -1.22          0.00         10.42        686.75         -0.00       -349.00      18732.57         -0.00     -13043.69
 30.69         -1.21          0.00         10.42        686.74         -0.00       -348.90      18739.44         -0.00     -13047.18
 30.70         -1.21          0.00         10.41        686.72         -0.00       -348.80      18746.30         -0.00     -13050.67
 30.71         -1.21          0.00         10.41        686.71         -0.00       -348.69      18753.17         -0.00     -13054.15
 30.72         -1.20          0.00         10.41        686.70         -0.00       -348.59      18760.04         -0.00     -13057.64
 30.73         -1.20          0.00         10.41        686.69         -0.00       -348.48      18766.90         -0.00     -13061.13
 30.74         -1.20          0.00         10.40        686.68         -0.00       -348.38      18773.77         -0.00     -13064.61
 30.75         -1.19          0.00         10.40        686.66         -0.00       -348.28      18780.64         -0.00     -13068.09
 30.76         -1.19          0.00         10.40        686.65         -0.00       -348.17      18787.50         -0.00     -13071.58
 30.77         -1.18          0.00         10.40        686.64         -0.00       -348.07      18794.37         -0.00     -13075.06
 30.78         -1.18          0.00         10.40        686.63         -0.00       -347.96      18801.24         -0.00     -13078.54
 30.79         -1.18          0.00         10.39        686.62         -0.00       -347.86      18808.10         -0.00     -13082.02
 30.80         -1.17          0.00         10.39        686.60         -0.00       -347.76      18814.97         -0.00     -13085.49
 30.81         -1.17          0.00         10.39        686.59         -0.00       -347.65      18821.83         -0.00     -13088.97
 30.82         -1.17          0.00         10.39        686.58         -0.00       -347.55      18828.70         -0.00     -13092.45
 30.83         -1.16          0.00         10.39        686.57         -0.00       -347.44      18835.57         -0.00     -13095.92
 30.84         -1.16          0.00         10.38        686.56         -0.00       -347.34      18842.43         -0.00     -13099.40
 30.85         -1.15          0.00         10.38        686.55         -0.00       -347.24      18849.30         -0.00     -13102.87
 30.86         -1.15          0.00         10.38        686.53         -0.00       -347.13      18856.16         -0.00     -13106.34
 30.87         -1.15          0.00         10.38        686.52         -0.00       -347.03      18863.03         -0.00     -13109.81
 30.88         -1.14          0.00         10.38        686.51         -0.00       -346.93      18869.89         -0.00     -13113.28
 30.89         -1.14          0.00         10.37        686.50         -0.00       -346.82      18876.76         -0.00     -13116.75
 30.90         -1.14          0.00         10.37        686.49         -0.00       -346.72      18883.62         -0.00     -13120.22
 30.91         -1.13          0.00         10.37        686.48         -0.00       -346.61      18890.49         -0.00     -13123.68
 30.92         -1.13          0.00         10.37        686.47         -0.00       -346.51      18897.35         -0.00     -13127.15
 30.93         -1.13          0.00         10.37        686.45         -0.00       -346.41      18904.22         -0.00     -13130.61
 30.94         -1.12          0.00         10.37        686.44         -0.00       -346.30      18911.08         -0.00     -13134.08
 30.95         -1.12          0.00         10.36        686.43         -0.00       -346.20      18917.95         -0.00     -13137.54
 30.96         -1.12          0.00         10.36        686.42         -0.00       -346.10      18924.81         -0.00     -13141.00
 30.97         -1.11          0.00         10.36        686.41         -0.00       -345.99      18931.67         -0.00     -13144.46
 30.98         -1.11          0.00         10.36        686.40         -0.00       -345.89      18938.54         -0.00     -13147.92
 30.99         -1.11          0.00         10.36        686.39         -0.00       -345.78      18945.40         -0.00     -13151.38
 31.00         -1.10          0.00         10.35        686.38         -0.00       -345.68      18952.27         -0.00     -13154.84
 31.01         -1.10          0.00         10.35        686.37         -0.00       -345.58      18959.13         -0.00     -13158.29
 31.02         -1.10          0.00         10.35        686.35         -0.00       -345.47      18965.99         -0.00     -13161.75
 31.03         -1.09          0.00         10.35        686.34         -0.00       -345.37      18972.86         -0.00     -13165.20
 31.04         -1.09          0.00         10.35        686.33         -0.00       -345.27      18979.72         -0.00     -13168.66
 31.05         -1.09          0.00         10.34        686.32         -0.00       -345.16      18986.58         -0.00     -13172.11
 31.06         -1.08          0.00         10.34        686.31         -0.00       -345.06      18993.45         -0.00     -13175.56
 31.07         -1.08          0.00         10.34        686.30         -0.00       -344.96      19000.31         -0.00     -13179.01
 31.08         -1.08          0.00         10.34        686.29         -0.00       -344.85      19007.17         -0.00     -13182.46
 31.09         -1.07          0.00         10.34        686.28         -0.00       -344.75      19014.04         -0.00     -13185.91
 31.10         -1.07          0.00         10.34        686.27         -0.00       -344.65      19020.90         -0.00     -13189.35
 31.11         -1.07          0.00         10.33        686.26         -0.00       -344.54      19027.76         -0.00     -13192.80
 31.12         -1.06          0.00         10.33        686.25         -0.00       -344.44      19034.62         -0.00     -13196.24
 31.13         -1.06          0.00         10.33        686.24         -0.00       -344.34      19041.49         -0.00     -13199.69
 31.14         -1.06          0.00         10.33        686.23         -0.00       -344.23      19048.35         -0.00     -13203.13
 31.15         -1.05          0.00         10.33        686.22         -0.00       -344.13      19055.21         -0.00     -13206.57
 31.16         -1.05          0.00         10.33        686.20         -0.00       -344.03      19062.07         -0.00     -13210.01
 31.17         -1.05          0.00         10.32        686.19         -0.00       -343.92      19068.94         -0.00     -13213.45
 31.18         -1.04          0.00         10.32        686.18         -0.00       -343.82      19075.80         -0.00     -13216.89
 31.19         -1.04          0.00         10.32        686.17         -0.00       -343.72      19082.66         -0.00     -13220.33
 31.20         -1.04          0.00         10.32        686.16         -0.00       -343.61      19089.52         -0.00     -13223.77
 31.21         -1.03          0.00         10.32        686.15         -0.00       -343.51      19096.38         -0.00     -13227.20
 31.22         -1.03          0.00         10.32        686.14         -0.00       -343.41      19103.24         -0.00     -13230.64
 31.23         -1.03          0.00         10.31        686.13         -0.00       -343.30      19110.10         -0.00     -13234.07
 31.24         -1.02          0.00         10.31        686.12         -0.00       -343.20      19116.97         -0.00     -13237.50
 31.25         -1.02          0.00         10.31        686.11         -0.00       -343.10      19123.83         -0.00     -13240.93
 31.26         -1.02          0.00         10.31        686.10         -0.00       -343.00      19130.69         -0.00     -13244.36
 31.27         -1.02          0.00         10.31        686.09         -0.00       -342.89      19137.55         -0.00     -13247.79
 31.28         -1.01          0.00         10.31        686.08         -0.00       -342.79      19144.41         -0.00     -13251.22
 31.29         -1.01          0.00         10.30        686.07         -0.00       -342.69      19151.27         -0.00     -13254.65
 31.30         -1.01          0.00         10.30        686.06         -0.00       -342.58      19158.13         -0.00     -13258.08
 31.31         -1.00          0.00         10.30        686.05         -0.00       -342.48      19164.99         -0.00     -13261.50
 31.32         -1.00          0.00         10.30        686.04         -0.00       -342.38      19171.85         -0.00     -13264.93
 31.33         -1.00          0.00         10.30        686.03         -0.00       -342.27      19178.71         -0.00     -13268.35
 31.34         -0.99          0.00         10.30        686.02         -0.00       -342.17      19185.57         -0.00     -13271.77
 31.35         -0.99          0.00         10.29        686.01         -0.00       -342.07      19192.43         -0.00     -13275.19
 31.36         -0.99          0.00         10.29        686.00         -0.00       -341.97      19199.29         -0.00     -13278.61
 31.37         -0.99          0.00         10.29        685.99         -0.00       -341.86      19206.15         -0.00     -13282.03
 31.38         -0.98          0.00         10.29        685.98         -0.00       -341.76      19213.01         -0.00     -13285.45
 31.39         -0.98          0.00         10.29        685.97         -0.00       -341.66      19219.87         -0.00     -13288.87
 31.40         -0.98          0.00         10.29        685.96         -0.00       -341.55      19226.73         -0.00     -13292.28
 31.41         -0.97          0.00         10.28        685.95         -0.00       -341.45      19233.59         -0.00     -13295.70
 31.42         -0.97          0.00         10.28        685.94         -0.00       -341.35      19240.45         -0.00     -13299.11
 31.43         -0.97          0.00         10.28        685.93         -0.00       -341.25      19247.31         -0.00     -13302.53
 31.44         -0.97          0.00         10.28        685.92         -0.00       -341.14      19254.17         -0.00     -13305.94
 31.45         -0.96          0.00         10.28        685.91         -0.00       -341.04      19261.03         -0.00     -13309.35
 31.46         -0.96          0.00         10.28        685.90         -0.00       -340.94      19267.89         -0.00     -13312.76
 31.47         -0.96          0.00         10.28        685.89         -0.00       -340.83      19274.75         -0.00     -13316.17
 31.48         -0.95          0.00         10.27        685.88         -0.00       -340.73      19281.61         -0.00     -13319.57
 31.49         -0.95          0.00         10.27        685.87         -0.00       -340.63      19288.47         -0.00     -13322.98
 31.50         -0.95          0.00         10.27        685.87         -0.00       -340.53      19295.32         -0.00     -13326.39
 31.51         -0.95          0.00         10.27        685.86         -0.00       -340.42      19302.18         -0.00     -13329.79
 31.52         -0.94          0.00         10.27        685.85         -0.00       -340.32      19309.04         -0.00     -13333.20
 31.53         -0.94          0.00         10.27        685.84         -0.00       -340.22      19315.90         -0.00     -13336.60
 31.54         -0.94          0.00         10.26        685.83         -0.00       -340.12      19322.76         -0.00     -13340.00
 31.55         -0.93          0.00         10.26        685.82         -0.00       -340.01      19329.62         -0.00     -13343.40
 31.56         -0.93          0.00         10.26        685.81         -0.00       -339.91      19336.47         -0.00     -13346.80
 31.57         -0.93          0.00         10.26        685.80         -0.00       -339.81      19343.33         -0.00     -13350.20
 31.58         -0.93          0.00         10.26        685.79         -0.00       -339.70      19350.19         -0.00     -13353.60
 31.59         -0.92          0.00         10.26        685.78         -0.00       -339.60      19357.05         -0.00     -13356.99
 31.60         -0.92          0.00         10.26        685.77         -0.00       -339.50      19363.91         -0.00     -13360.39
 31.61         -0.92          0.00         10.25        685.76         -0.00       -339.40      19370.76         -0.00     -13363.78
 31.62         -0.92          0.00         10.25        685.75         -0.00       -339.29      19377.62         -0.00     -13367.18
 31.63         -0.91          0.00         10.25        685.74         -0.00       -339.19      19384.48         -0.00     -13370.57
 31.64         -0.91          0.00         10.25        685.74         -0.00       -339.09      19391.34         -0.00     -13373.96
 31.65         -0.91          0.00         10.25        685.73         -0.00       -338.99      19398.19         -0.00     -13377.35
 31.66         -0.91          0.00         10.25        685.72         -0.00       -338.88      19405.05         -0.00     -13380.74
 31.67         -0.90          0.00         10.25        685.71         -0.00       -338.78      19411.91         -0.00     -13384.13
 31.68         -0.90          0.00         10.24        685.70         -0.00       -338.68      19418.76         -0.00     -13387.52
 31.69         -0.90          0.00         10.24        685.69         -0.00       -338.58      19425.62         -0.00     -13390.90
 31.70         -0.90          0.00         10.24        685.68         -0.00       -338.47      19432.48         -0.00     -13394.29
 31.71         -0.89          0.00         10.24        685.67         -0.00       -338.37      19439.34         -0.00     -13397.67
 31.72         -0.89          0.00         10.24        685.66         -0.00       -338.27      19446.19         -0.00     -13401.05
 31.73         -0.89          0.00         10.24        685.65         -0.00       -338.17      19453.05         -0.00     -13404.44
 31.74         -0.89          0.00         10.24        685.65         -0.00       -338.06      19459.90         -0.00     -13407.82
 31.75         -0.88          0.00         10.24        685.64         -0.00       -337.96      19466.76         -0.00     -13411.20
 31.76         -0.88          0.00         10.23        685.63         -0.00       -337.86      19473.62         -0.00     -13414.58
 31.77         -0.88          0.00         10.23        685.62         -0.00       -337.76      19480.47         -0.00     -13417.96
 31.78         -0.88          0.00         10.23        685.61         -0.00       -337.66      19487.33         -0.00     -13421.33
 31.79         -0.87          0.00         10.23        685.60         -0.00       -337.55      19494.19         -0.00     -13424.71
 31.80         -0.87          0.00         10.23        685.59         -0.00       -337.45      19501.04         -0.00     -13428.08
 31.81         -0.87          0.00         10.23        685.58         -0.00       -337.35      19507.90         -0.00     -13431.46
 31.82         -0.87          0.00         10.23        685.58         -0.00       -337.25      19514.75         -0.00     -13434.83
 31.83         -0.86          0.00         10.22        685.57         -0.00       -337.14      19521.61         -0.00     -13438.20
 31.84         -0.86          0.00         10.22        685.56         -0.00       -337.04      19528.47         -0.00     -13441.57
 31.85         -0.86          0.00         10.22        685.55         -0.00       -336.94      19535.32         -0.00     -13444.94
 31.86         -0.86          0.00         10.22        685.54         -0.00       -336.84      19542.18         -0.00     -13448.31
 31.87         -0.85          0.00         10.22        685.53         -0.00       -336.74      19549.03         -0.00     -13451.68
 31.88         -0.85          0.00         10.22        685.52         -0.00       -336.63      19555.89         -0.00     -13455.05
 31.89         -0.85          0.00         10.22        685.52         -0.00       -336.53      19562.74         -0.00     -13458.41
 31.90         -0.85          0.00         10.22        685.51         -0.00       -336.43      19569.60         -0.00     -13461.78
 31.91         -0.84          0.00         10.21        685.50         -0.00       -336.33      19576.45         -0.00     -13465.14
 31.92         -0.84          0.00         10.21        685.49         -0.00       -336.22      19583.31         -0.00     -13468.50
 31.93         -0.84          0.00         10.21        685.48         -0.00       -336.12      19590.16         -0.00     -13471.87
 31.94         -0.84          0.00         10.21        685.47         -0.00       -336.02      19597.02         -0.00     -13475.23
 31.95         -0.83          0.00         10.21        685.46         -0.00       -335.92      19603.87         -0.00     -13478.59
 31.96         -0.83          0.00         10.21        685.46         -0.00       -335.82      19610.73         -0.00     -13481.94
 31.97         -0.83          0.00         10.21        685.45         -0.00       -335.71      19617.58         -0.00     -13485.30
 31.98         -0.83          0.00         10.21        685.44         -0.00       -335.61      19624.43         -0.00     -13488.66
 31.99         -0.82          0.00         10.20        685.43         -0.00       -335.51      19631.29         -0.00     -13492.01
 32.00         -0.82          0.00         10.20        685.42         -0.00       -335.41      19638.14         -0.00     -13495.37
 32.01         -0.82          0.00         10.20        685.42         -0.00       -335.31      19645.00         -0.00     -13498.72
 32.02         -0.82          0.00         10.20        685.41         -0.00       -335.20      19651.85         -0.00     -13502.08
 32.03         -0.82          0.00         10.20        685.40         -0.00       -335.10      19658.71         -0.00     -13505.43
 32.04         -0.81          0.00         10.20        685.39         -0.00       -335.00      19665.56         -0.00     -13508.78
 32.05         -0.81          0.00         10.20        685.38         -0.00       -334.90      19672.41         -0.00     -13512.13
 32.06         -0.81          0.00         10.20        685.37         -0.00       -334.80      19679.27         -0.00     -13515.48
 32.07         -0.81          0.00         10.19        685.37         -0.00       -334.69      19686.12         -0.00     -13518.82
 32.08         -0.80          0.00         10.19        685.36         -0.00       -334.59      19692.97         -0.00     -13522.17
 32.09         -0.80          0.00         10.19        685.35         -0.00       -334.49      19699.83         -0.00     -13525.51
 32.10         -0.80          0.00         10.19        685.34         -0.00       -334.39      19706.68         -0.00     -13528.86
 32.11         -0.80          0.00         10.19        685.33         -0.00       -334.29      19713.54         -0.00     -13532.20
 32.12         -0.80          0.00         10.19        685.33         -0.00       -334.18      19720.39         -0.00     -13535.54
 32.13         -0.79          0.00         10.19        685.32         -0.00       -334.08      19727.24         -0.00     -13538.89
 32.14         -0.79          0.00         10.19        685.31         -0.00       -333.98      19734.09         -0.00     -13542.23
 32.15         -0.79          0.00         10.19        685.30         -0.00       -333.88      19740.95         -0.00     -13545.57
 32.16         -0.79          0.00         10.18        685.29         -0.00       -333.78      19747.80         -0.00     -13548.90
 32.17         -0.78          0.00         10.18        685.29         -0.00       -333.68      19754.65         -0.00     -13552.24
 32.18         -0.78          0.00         10.18        685.28         -0.00       -333.57      19761.51         -0.00     -13555.58
 32.19         -0.78          0.00         10.18        685.27         -0.00       -333.47      19768.36         -0.00     -13558.91
 32.20         -0.78          0.00         10.18        685.26         -0.00       -333.37      19775.21         -0.00     -13562.25
 32.21         -0.78          0.00         10.18        685.26         -0.00       -333.27      19782.06         -0.00     -13565.58
 32.22         -0.77          0.00         10.18        685.25         -0.00       -333.17      19788.92         -0.00     -13568.91
 32.23         -0.77          0.00         10.18        685.24         -0.00       -333.06      19795.77         -0.00     -13572.24
 32.24         -0.77          0.00         10.18        685.23         -0.00       -332.96      19802.62         -0.00     -13575.57
 32.25         -0.77          0.00         10.17        685.22         -0.00       -332.86      19809.47         -0.00     -13578.90
 32.26         -0.77          0.00         10.17        685.22         -0.00       -332.76      19816.33         -0.00     -13582.23
 32.27         -0.76          0.00         10.17        685.21         -0.00       -332.66      19823.18         -0.00     -13585.56
 32.28         -0.76          0.00         10.17        685.20         -0.00       -332.56      19830.03         -0.00     -13588.88
 32.29         -0.76          0.00         10.17        685.19         -0.00       -332.45      19836.88         -0.00     -13592.21
 32.30         -0.76          0.00         10.17        685.19         -0.00       -332.35      19843.73         -0.00     -13595.53
 32.31         -0.76          0.00         10.17        685.18         -0.00       -332.25      19850.59         -0.00     -13598.86
 32.32         -0.75          0.00         10.17        685.17         -0.00       -332.15      19857.44         -0.00     -13602.18
 32.33         -0.75          0.00         10.17        685.16         -0.00       -332.05      19864.29         -0.00     -13605.50
 32.34         -0.75          0.00         10.16        685.16         -0.00       -331.95      19871.14         -0.00     -13608.82
 32.35         -0.75          0.00         10.16        685.15         -0.00       -331.84      19877.99         -0.00     -13612.14
 32.36         -0.75          0.00         10.16        685.14         -0.00       -331.74      19884.84         -0.00     -13615.46
 32.37         -0.74          0.00         10.16        685.13         -0.00       -331.64      19891.70         -0.00     -13618.77
 32.38         -0.74          0.00         10.16        685.13         -0.00       -331.54      19898.55         -0.00     -13622.09
 32.39         -0.74          0.00         10.16        685.12         -0.00       -331.44      19905.40         -0.00     -13625.40
 32.40         -0.74          0.00         10.16        685.11         -0.00       -331.34      19912.25         -0.00     -13628.72
 32.41         -0.74          0.00         10.16        685.10         -0.00       -331.23      19919.10         -0.00     -13632.03
 32.42         -0.73          0.00         10.16        685.10         -0.00       -331.13      19925.95         -0.00     -13635.34
 32.43         -0.73          0.00         10.15        685.09         -0.00       -331.03      19932.80         -0.00     -13638.65
 32.44         -0.73          0.00         10.15        685.08         -0.00       -330.93      19939.65         -0.00     -13641.96
 32.45         -0.73          0.00         10.15        685.08         -0.00       -330.83      19946.50         -0.00     -13645.27
 32.46         -0.73          0.00         10.15        685.07         -0.00       -330.73      19953.35         -0.00     -13648.58
 32.47         -0.72          0.00         10.15        685.06         -0.00       -330.63      19960.21         -0.00     -13651.89
 32.48         -0.72          0.00         10.15        685.05         -0.00       -330.52      19967.06         -0.00     -13655.19
 32.49         -0.72          0.00         10.15        685.05         -0.00       -330.42      19973.91         -0.00     -13658.50
 32.50         -0.72          0.00         10.15        685.04         -0.00       -330.32      19980.76         -0.00     -13661.80
