  t(s)       AF(deg)     apha(deg)    phi_c(deg)        V(m/s)       Cs(m/s)            Ma      mass(kg)
105.13          0.01          0.00         -0.00        705.03        295.07          2.39        324.50
105.14          0.01          0.00         -0.00        705.00        295.07          2.39        324.50
105.15          0.01          0.00         -0.00        704.96        295.07          2.39        324.50
105.16          0.01          0.00         -0.00        704.92        295.07          2.39        324.50
105.17          0.01          0.00         -0.00        704.88        295.07          2.39        324.50
105.18          0.01          0.00         -0.00        704.84        295.07          2.39        324.50
105.19          0.01          0.00         -0.00        704.81        295.07          2.39        324.50
105.20          0.01          0.00         -0.00        704.77        295.07          2.39        324.50
105.21          0.01          0.00         -0.00        704.73        295.07          2.39        324.50
105.22          0.01          0.00         -0.00        704.69        295.07          2.39        324.50
105.23          0.01          0.00         -0.00        704.65        295.07          2.39        324.50
105.24          0.01          0.00         -0.00        704.61        295.07          2.39        324.50
105.25          0.01          0.00         -0.00        704.57        295.07          2.39        324.50
105.26          0.01          0.00         -0.00        704.54        295.07          2.39        324.50
105.27          0.01          0.00         -0.00        704.50        295.07          2.39        324.50
105.28          0.01          0.00         -0.00        704.46        295.07          2.39        324.50
105.29          0.01          0.00         -0.00        704.42        295.07          2.39        324.50
105.30          0.01          0.00         -0.00        704.38        295.07          2.39        324.50
105.31          0.01          0.00         -0.00        704.34        295.07          2.39        324.50
105.32          0.01          0.00         -0.00        704.30        295.07          2.39        324.50
105.33          0.01          0.00         -0.00        704.26        295.07          2.39        324.50
105.34          0.01          0.00         -0.00        704.22        295.07          2.39        324.50
105.35          0.01          0.00         -0.00        704.18        295.07          2.39        324.50
105.36          0.01          0.00         -0.00        704.14        295.07          2.39        324.50
105.37          0.01          0.00         -0.00        704.10        295.07          2.39        324.50
105.38          0.01          0.00         -0.00        704.06        295.07          2.39        324.50
105.39          0.01          0.00         -0.00        704.02        295.07          2.39        324.50
105.40          0.01          0.00         -0.00        703.98        295.07          2.39        324.50
105.41          0.01          0.00         -0.00        703.94        295.07          2.39        324.50
105.42          0.01          0.00         -0.00        703.90        295.07          2.39        324.50
105.43          0.01          0.00         -0.00        703.86        295.07          2.39        324.50
105.44          0.01          0.00         -0.00        703.82        295.07          2.39        324.50
105.45          0.01          0.00         -0.00        703.78        295.07          2.39        324.50
105.46          0.01          0.00         -0.00        703.74        295.07          2.38        324.50
105.47          0.01          0.00         -0.00        703.70        295.07          2.38        324.50
105.48          0.01          0.00         -0.00        703.66        295.07          2.38        324.50
105.49          0.01          0.00         -0.00        703.62        295.07          2.38        324.50
105.50          0.01          0.00         -0.00        703.58        295.07          2.38        324.50
105.51          0.01          0.00         -0.00        703.54        295.07          2.38        324.50
105.52          0.01          0.00         -0.00        703.49        295.07          2.38        324.50
105.53          0.01          0.00         -0.00        703.45        295.07          2.38        324.50
105.54          0.01          0.00         -0.00        703.41        295.07          2.38        324.50
105.55          0.01          0.00         -0.00        703.37        295.07          2.38        324.50
105.56          0.01          0.00         -0.00        703.33        295.07          2.38        324.50
105.57          0.01          0.00         -0.00        703.29        295.07          2.38        324.50
105.58          0.01          0.00         -0.00        703.25        295.07          2.38        324.50
105.59          0.01          0.00         -0.00        703.20        295.07          2.38        324.50
105.60          0.01          0.00         -0.00        703.16        295.07          2.38        324.50
105.61          0.01          0.00         -0.00        703.12        295.07          2.38        324.50
105.62          0.01          0.00         -0.00        703.08        295.07          2.38        324.50
105.63          0.01          0.00         -0.00        703.04        295.07          2.38        324.50
105.64          0.01          0.00         -0.00        702.99        295.07          2.38        324.50
105.65          0.01          0.00         -0.00        702.95        295.07          2.38        324.50
105.66          0.01          0.00         -0.00        702.91        295.07          2.38        324.50
105.67          0.01          0.00         -0.00        702.87        295.07          2.38        324.50
105.68          0.01          0.00         -0.00        702.82        295.07          2.38        324.50
105.69          0.01          0.00         -0.00        702.78        295.07          2.38        324.50
105.70          0.01          0.00         -0.00        702.74        295.07          2.38        324.50
105.71          0.01          0.00         -0.00        702.69        295.07          2.38        324.50
105.72          0.01          0.00         -0.00        702.65        295.07          2.38        324.50
105.73          0.01          0.00         -0.00        702.61        295.07          2.38        324.50
105.74          0.01          0.00         -0.00        702.57        295.07          2.38        324.50
105.75          0.01          0.00         -0.00        702.52        295.07          2.38        324.50
105.76          0.01          0.00         -0.00        702.48        295.07          2.38        324.50
105.77          0.01          0.00         -0.00        702.44        295.07          2.38        324.50
105.78          0.01          0.00         -0.00        702.39        295.07          2.38        324.50
105.79          0.01          0.00         -0.00        702.35        295.07          2.38        324.50
105.80          0.01          0.00         -0.00        702.30        295.07          2.38        324.50
105.81          0.01          0.00         -0.00        702.26        295.07          2.38        324.50
105.82          0.01          0.00         -0.00        702.22        295.07          2.38        324.50
105.83          0.01          0.00         -0.00        702.17        295.07          2.38        324.50
105.84          0.01          0.00         -0.00        702.13        295.07          2.38        324.50
105.85          0.01          0.00         -0.00        702.08        295.07          2.38        324.50
105.86          0.01          0.00         -0.00        702.04        295.07          2.38        324.50
105.87          0.01          0.00         -0.00        702.00        295.07          2.38        324.50
105.88          0.01          0.00         -0.00        701.95        295.07          2.38        324.50
105.89          0.01          0.00         -0.00        701.91        295.07          2.38        324.50
105.90          0.01          0.00         -0.00        701.86        295.07          2.38        324.50
105.91          0.01          0.00         -0.00        701.82        295.07          2.38        324.50
105.92          0.01          0.00         -0.00        701.77        295.07          2.38        324.50
105.93          0.01          0.00         -0.00        701.73        295.07          2.38        324.50
105.94          0.01          0.00         -0.00        701.68        295.07          2.38        324.50
105.95          0.01          0.00         -0.00        701.64        295.07          2.38        324.50
105.96          0.01          0.00         -0.00        701.59        295.07          2.38        324.50
105.97          0.01          0.00         -0.00        701.55        295.07          2.38        324.50
105.98          0.01          0.00         -0.00        701.50        295.07          2.38        324.50
105.99          0.01          0.00         -0.00        701.46        295.07          2.38        324.50
106.00          0.01          0.00         -0.00        701.41        295.07          2.38        324.50
106.01          0.01          0.00         -0.00        701.37        295.07          2.38        324.50
106.02          0.01          0.00         -0.00        701.32        295.07          2.38        324.50
106.03          0.01          0.00         -0.00        701.27        295.07          2.38        324.50
106.04          0.01          0.00         -0.00        701.23        295.07          2.38        324.50
106.05          0.01          0.00         -0.00        701.18        295.07          2.38        324.50
106.06          0.01          0.00         -0.00        701.14        295.07          2.38        324.50
106.07          0.01          0.00         -0.00        701.09        295.07          2.38        324.50
106.08          0.01          0.00         -0.00        701.04        295.07          2.38        324.50
106.09          0.01          0.00         -0.00        701.00        295.07          2.38        324.50
106.10          0.01          0.00         -0.00        700.95        295.07          2.38        324.50
106.11          0.01          0.00         -0.00        700.90        295.07          2.38        324.50
106.12          0.01          0.00         -0.00        700.86        295.07          2.38        324.50
106.13          0.01          0.00         -0.00        700.81        295.07          2.38        324.50
106.14          0.01          0.00         -0.00        700.76        295.07          2.37        324.50
106.15          0.01          0.00         -0.00        700.72        295.07          2.37        324.50
106.16          0.01          0.00         -0.00        700.67        295.07          2.37        324.50
106.17          0.01          0.00         -0.00        700.62        295.07          2.37        324.50
106.18          0.01          0.00         -0.00        700.58        295.07          2.37        324.50
106.19          0.01          0.00         -0.00        700.53        295.07          2.37        324.50
106.20          0.01          0.00         -0.00        700.48        295.07          2.37        324.50
106.21          0.01          0.00         -0.00        700.43        295.07          2.37        324.50
106.22          0.01          0.00         -0.00        700.39        295.07          2.37        324.50
106.23          0.01          0.00         -0.00        700.34        295.07          2.37        324.50
106.24          0.01          0.00         -0.00        700.29        295.07          2.37        324.50
106.25          0.01          0.00         -0.00        700.24        295.07          2.37        324.50
106.26          0.01          0.00         -0.00        700.19        295.07          2.37        324.50
106.27          0.01          0.00         -0.00        700.15        295.07          2.37        324.50
106.28          0.01          0.00         -0.00        700.10        295.07          2.37        324.50
106.29          0.01          0.00         -0.00        700.05        295.07          2.37        324.50
106.30          0.01          0.00         -0.00        700.00        295.07          2.37        324.50
106.31          0.01          0.00         -0.00        699.95        295.07          2.37        324.50
106.32          0.01          0.00         -0.00        699.90        295.07          2.37        324.50
106.33          0.01          0.00         -0.00        699.86        295.07          2.37        324.50
106.34          0.01          0.00         -0.00        699.81        295.07          2.37        324.50
106.35          0.01          0.00         -0.00        699.76        295.07          2.37        324.50
106.36          0.01          0.00         -0.00        699.71        295.07          2.37        324.50
106.37          0.01          0.00         -0.00        699.66        295.07          2.37        324.50
106.38          0.01          0.00         -0.00        699.61        295.07          2.37        324.50
106.39          0.01          0.00         -0.00        699.56        295.07          2.37        324.50
106.40          0.01          0.00         -0.00        699.51        295.07          2.37        324.50
106.41          0.01          0.00         -0.00        699.46        295.07          2.37        324.50
106.42          0.01          0.00         -0.00        699.41        295.07          2.37        324.50
106.43          0.01          0.00         -0.00        699.36        295.07          2.37        324.50
106.44          0.01          0.00         -0.00        699.31        295.07          2.37        324.50
106.45          0.01          0.00         -0.00        699.26        295.07          2.37        324.50
106.46          0.01          0.00         -0.00        699.21        295.07          2.37        324.50
106.47          0.01          0.00         -0.00        699.16        295.07          2.37        324.50
106.48          0.01          0.00         -0.00        699.11        295.07          2.37        324.50
106.49          0.01          0.00         -0.00        699.06        295.07          2.37        324.50
106.50          0.01          0.00         -0.00        699.01        295.07          2.37        324.50
106.51          0.01          0.00         -0.00        698.96        295.07          2.37        324.50
106.52          0.01          0.00         -0.00        698.91        295.07          2.37        324.50
106.53          0.01          0.00         -0.00        698.86        295.07          2.37        324.50
106.54          0.01          0.00         -0.00        698.81        295.07          2.37        324.50
106.55          0.01          0.00         -0.00        698.76        295.07          2.37        324.50
106.56          0.01          0.00         -0.00        698.71        295.07          2.37        324.50
106.57          0.01          0.00         -0.00        698.66        295.07          2.37        324.50
106.58          0.01          0.00         -0.00        698.61        295.07          2.37        324.50
106.59          0.01          0.00         -0.00        698.56        295.07          2.37        324.50
106.60          0.01          0.00         -0.00        698.51        295.07          2.37        324.50
106.61          0.01          0.00         -0.00        698.45        295.07          2.37        324.50
106.62          0.01          0.00         -0.00        698.40        295.07          2.37        324.50
106.63          0.01          0.00         -0.00        698.35        295.07          2.37        324.50
106.64          0.01          0.00         -0.00        698.30        295.07          2.37        324.50
106.65          0.01          0.00         -0.00        698.25        295.07          2.37        324.50
106.66          0.01          0.00         -0.00        698.20        295.07          2.37        324.50
106.67          0.01          0.00         -0.00        698.14        295.07          2.37        324.50
106.68          0.01          0.00         -0.00        698.09        295.07          2.37        324.50
106.69          0.01          0.00         -0.00        698.04        295.07          2.37        324.50
106.70          0.01          0.00         -0.00        697.99        295.07          2.37        324.50
106.71          0.01          0.00         -0.00        697.93        295.07          2.37        324.50
106.72          0.01          0.00         -0.00        697.88        295.07          2.37        324.50
106.73          0.01          0.00         -0.00        697.83        295.07          2.36        324.50
106.74          0.01          0.00         -0.00        697.78        295.07          2.36        324.50
106.75          0.01          0.00         -0.00        697.72        295.07          2.36        324.50
106.76          0.01          0.00         -0.00        697.67        295.07          2.36        324.50
106.77          0.01          0.00         -0.00        697.62        295.07          2.36        324.50
106.78          0.01          0.00         -0.00        697.56        295.07          2.36        324.50
106.79          0.01          0.00         -0.00        697.51        295.07          2.36        324.50
106.80          0.01          0.00         -0.00        697.46        295.07          2.36        324.50
106.81          0.01          0.00         -0.00        697.40        295.07          2.36        324.50
106.82          0.01          0.00         -0.00        697.35        295.07          2.36        324.50
106.83          0.01          0.00         -0.00        697.30        295.07          2.36        324.50
106.84          0.01          0.00         -0.00        697.24        295.07          2.36        324.50
106.85          0.01          0.00         -0.00        697.19        295.07          2.36        324.50
106.86          0.01          0.00         -0.00        697.14        295.07          2.36        324.50
106.87          0.01          0.00         -0.00        697.08        295.07          2.36        324.50
106.88          0.01          0.00         -0.00        697.03        295.07          2.36        324.50
106.89          0.01          0.00         -0.00        696.97        295.07          2.36        324.50
106.90          0.01          0.00         -0.00        696.92        295.07          2.36        324.50
106.91          0.01          0.00         -0.00        696.87        295.07          2.36        324.50
106.92          0.01          0.00         -0.00        696.81        295.07          2.36        324.50
106.93          0.01          0.00         -0.00        696.76        295.07          2.36        324.50
106.94          0.01          0.00         -0.00        696.70        295.07          2.36        324.50
106.95          0.01          0.00         -0.00        696.65        295.07          2.36        324.50
106.96          0.01          0.00         -0.00        696.59        295.07          2.36        324.50
106.97          0.01          0.00         -0.00        696.54        295.07          2.36        324.50
106.98          0.01          0.00         -0.00        696.48        295.07          2.36        324.50
106.99          0.01          0.00         -0.00        696.43        295.07          2.36        324.50
107.00          0.01          0.00         -0.00        696.37        295.07          2.36        324.50
107.01          0.01          0.00         -0.00        696.32        295.07          2.36        324.50
107.02          0.01          0.00         -0.00        696.26        295.07          2.36        324.50
107.03          0.01          0.00         -0.00        696.20        295.07          2.36        324.50
107.04          0.01          0.00         -0.00        696.15        295.07          2.36        324.50
107.05          0.01          0.00         -0.00        696.09        295.07          2.36        324.50
107.06          0.01          0.00         -0.00        696.04        295.07          2.36        324.50
107.07          0.01          0.00         -0.00        695.98        295.07          2.36        324.50
107.08          0.01          0.00         -0.00        695.93        295.07          2.36        324.50
107.09          0.01          0.00         -0.00        695.87        295.07          2.36        324.50
107.10          0.01          0.00         -0.00        695.81        295.07          2.36        324.50
107.11          0.01          0.00         -0.00        695.76        295.07          2.36        324.50
107.12          0.01          0.00         -0.00        695.70        295.07          2.36        324.50
107.13          0.01          0.00         -0.00        695.64        295.07          2.36        324.50
107.14          0.01          0.00         -0.00        695.59        295.07          2.36        324.50
107.15          0.01          0.00         -0.00        695.53        295.07          2.36        324.50
107.16          0.01          0.00         -0.00        695.47        295.07          2.36        324.50
107.17          0.01          0.00         -0.00        695.42        295.07          2.36        324.50
107.18          0.01          0.00         -0.00        695.36        295.07          2.36        324.50
107.19          0.01          0.00         -0.00        695.30        295.07          2.36        324.50
107.20          0.01          0.00         -0.00        695.24        295.07          2.36        324.50
107.21          0.01          0.00         -0.00        695.19        295.07          2.36        324.50
107.22          0.01          0.00         -0.00        695.13        295.07          2.36        324.50
107.23          0.01          0.00         -0.00        695.07        295.07          2.36        324.50
107.24          0.01          0.00         -0.00        695.01        295.07          2.36        324.50
107.25          0.01          0.00         -0.00        694.95        295.07          2.36        324.50
107.26          0.01          0.00         -0.00        694.90        295.07          2.36        324.50
107.27          0.01          0.00         -0.00        694.84        295.07          2.35        324.50
107.28          0.01          0.00         -0.00        694.78        295.07          2.35        324.50
107.29          0.01          0.00         -0.00        694.72        295.07          2.35        324.50
107.30          0.01          0.00         -0.00        694.66        295.07          2.35        324.50
107.31          0.01          0.00         -0.00        694.61        295.07          2.35        324.50
107.32          0.01          0.00         -0.00        694.55        295.07          2.35        324.50
107.33          0.01          0.00         -0.00        694.49        295.07          2.35        324.50
107.34          0.01          0.00         -0.00        694.43        295.07          2.35        324.50
107.35          0.01          0.00         -0.00        694.37        295.07          2.35        324.50
107.36          0.01          0.00         -0.00        694.31        295.07          2.35        324.50
107.37          0.01          0.00         -0.00        694.25        295.07          2.35        324.50
107.38          0.01          0.00         -0.00        694.19        295.07          2.35        324.50
107.39          0.01          0.00         -0.00        694.13        295.07          2.35        324.50
107.40          0.01          0.00         -0.00        694.07        295.07          2.35        324.50
107.41          0.01          0.00         -0.00        694.01        295.07          2.35        324.50
107.42          0.01          0.00         -0.00        693.95        295.07          2.35        324.50
107.43          0.01          0.00         -0.00        693.89        295.07          2.35        324.50
107.44          0.01          0.00         -0.00        693.83        295.07          2.35        324.50
107.45          0.01          0.00         -0.00        693.77        295.07          2.35        324.50
107.46          0.01          0.00         -0.00        693.71        295.07          2.35        324.50
107.47          0.01          0.00         -0.00        693.65        295.07          2.35        324.50
107.48          0.01          0.00         -0.00        693.59        295.07          2.35        324.50
107.49          0.01          0.00         -0.00        693.53        295.07          2.35        324.50
107.50          0.01          0.00         -0.00        693.47        295.07          2.35        324.50
107.51          0.01          0.00         -0.00        693.41        295.07          2.35        324.50
107.52          0.01          0.00         -0.00        693.35        295.07          2.35        324.50
107.53          0.01          0.00         -0.00        693.29        295.08          2.35        324.50
107.54          0.01          0.00         -0.00        693.23        295.09          2.35        324.50
107.55          0.01          0.00         -0.00        693.17        295.11          2.35        324.50
107.56          0.01          0.00         -0.00        693.11        295.13          2.35        324.50
107.57          0.01          0.00         -0.00        693.05        295.14          2.35        324.50
107.58          0.01          0.00         -0.00        692.99        295.16          2.35        324.50
107.59          0.01          0.00         -0.00        692.93        295.17          2.35        324.50
107.60          0.01          0.00         -0.00        692.86        295.19          2.35        324.50
107.61          0.01          0.00         -0.00        692.80        295.21          2.35        324.50
107.62          0.01          0.00         -0.00        692.74        295.22          2.35        324.50
107.63          0.01          0.00         -0.00        692.68        295.24          2.35        324.50
107.64          0.01          0.00         -0.00        692.62        295.26          2.35        324.50
107.65          0.01          0.00         -0.00        692.56        295.27          2.35        324.50
107.66          0.01          0.00         -0.00        692.50        295.29          2.35        324.50
107.67          0.01          0.00         -0.00        692.44        295.30          2.34        324.50
107.68          0.01          0.00         -0.00        692.37        295.32          2.34        324.50
107.69          0.01          0.00         -0.00        692.31        295.34          2.34        324.50
107.70          0.01          0.00         -0.00        692.25        295.35          2.34        324.50
107.71          0.01          0.00         -0.00        692.19        295.37          2.34        324.50
107.72          0.01          0.00         -0.00        692.13        295.38          2.34        324.50
107.73          0.01          0.00         -0.00        692.07        295.40          2.34        324.50
107.74          0.01          0.00         -0.00        692.01        295.42          2.34        324.50
107.75          0.01          0.00         -0.00        691.94        295.43          2.34        324.50
107.76          0.01          0.00         -0.00        691.88        295.45          2.34        324.50
107.77          0.01          0.00         -0.00        691.82        295.46          2.34        324.50
107.78          0.01          0.00         -0.00        691.76        295.48          2.34        324.50
107.79          0.01          0.00         -0.00        691.70        295.50          2.34        324.50
107.80          0.01          0.00         -0.00        691.63        295.51          2.34        324.50
107.81          0.01          0.00         -0.00        691.57        295.53          2.34        324.50
107.82          0.01          0.00         -0.00        691.51        295.54          2.34        324.50
107.83          0.01          0.00         -0.00        691.45        295.56          2.34        324.50
107.84          0.01          0.00         -0.00        691.39        295.58          2.34        324.50
107.85          0.01          0.00         -0.00        691.33        295.59          2.34        324.50
107.86          0.01          0.00         -0.00        691.26        295.61          2.34        324.50
107.87          0.01          0.00         -0.00        691.20        295.63          2.34        324.50
107.88          0.01          0.00         -0.00        691.14        295.64          2.34        324.50
107.89          0.01          0.00         -0.00        691.08        295.66          2.34        324.50
107.90          0.01          0.00         -0.00        691.02        295.67          2.34        324.50
107.91          0.01          0.00         -0.00        690.95        295.69          2.34        324.50
107.92          0.01          0.00         -0.00        690.89        295.71          2.34        324.50
107.93          0.01          0.00         -0.00        690.83        295.72          2.34        324.50
107.94          0.01          0.00         -0.00        690.77        295.74          2.34        324.50
107.95          0.01          0.00         -0.00        690.70        295.75          2.34        324.50
107.96          0.01          0.00         -0.00        690.64        295.77          2.34        324.50
107.97          0.01          0.00         -0.00        690.58        295.79          2.33        324.50
107.98          0.01          0.00         -0.00        690.52        295.80          2.33        324.50
107.99          0.01          0.00         -0.00        690.45        295.82          2.33        324.50
108.00          0.01          0.00         -0.00        690.39        295.83          2.33        324.50
108.01          0.01          0.00         -0.00        690.33        295.85          2.33        324.50
108.02          0.01          0.00         -0.00        690.27        295.87          2.33        324.50
108.03          0.01          0.00         -0.00        690.20        295.88          2.33        324.50
108.04          0.01          0.00         -0.00        690.14        295.90          2.33        324.50
108.05          0.01          0.00         -0.00        690.08        295.91          2.33        324.50
108.06          0.01          0.00         -0.00        690.02        295.93          2.33        324.50
108.07          0.01          0.00         -0.00        689.95        295.95          2.33        324.50
108.08          0.01          0.00         -0.00        689.89        295.96          2.33        324.50
108.09          0.01          0.00         -0.00        689.83        295.98          2.33        324.50
108.10          0.01          0.00         -0.00        689.77        296.00          2.33        324.50
108.11          0.01          0.00         -0.00        689.70        296.01          2.33        324.50
108.12          0.01          0.00         -0.00        689.64        296.03          2.33        324.50
108.13          0.01          0.00         -0.00        689.58        296.04          2.33        324.50
108.14          0.01          0.00         -0.00        689.51        296.06          2.33        324.50
108.15          0.01          0.00         -0.00        689.45        296.08          2.33        324.50
108.16          0.01          0.00         -0.00        689.39        296.09          2.33        324.50
108.17          0.01          0.00         -0.00        689.33        296.11          2.33        324.50
108.18          0.01          0.00         -0.00        689.26        296.12          2.33        324.50
108.19          0.01          0.00         -0.00        689.20        296.14          2.33        324.50
108.20          0.01          0.00         -0.00        689.14        296.16          2.33        324.50
108.21          0.01          0.00         -0.00        689.07        296.17          2.33        324.50
108.22          0.01          0.00         -0.00        689.01        296.19          2.33        324.50
108.23          0.01          0.00         -0.00        688.95        296.20          2.33        324.50
108.24          0.01          0.00         -0.00        688.88        296.22          2.33        324.50
108.25          0.01          0.00         -0.00        688.82        296.24          2.33        324.50
108.26          0.01          0.00         -0.00        688.76        296.25          2.32        324.50
108.27          0.01          0.00         -0.00        688.69        296.27          2.32        324.50
108.28          0.01          0.00         -0.00        688.63        296.29          2.32        324.50
108.29          0.01          0.00         -0.00        688.57        296.30          2.32        324.50
108.30          0.01          0.00         -0.00        688.50        296.32          2.32        324.50
108.31          0.01          0.00         -0.00        688.44        296.33          2.32        324.50
108.32          0.01          0.00         -0.00        688.38        296.35          2.32        324.50
108.33          0.01          0.00         -0.00        688.31        296.37          2.32        324.50
108.34          0.01          0.00         -0.00        688.25        296.38          2.32        324.50
108.35          0.01          0.00         -0.00        688.18        296.40          2.32        324.50
108.36          0.01          0.00         -0.00        688.12        296.41          2.32        324.50
108.37          0.01          0.00         -0.00        688.06        296.43          2.32        324.50
108.38          0.01          0.00         -0.00        687.99        296.45          2.32        324.50
108.39          0.01          0.00         -0.00        687.93        296.46          2.32        324.50
108.40          0.01          0.00         -0.00        687.87        296.48          2.32        324.50
108.41          0.01          0.00         -0.00        687.80        296.49          2.32        324.50
108.42          0.01          0.00         -0.00        687.74        296.51          2.32        324.50
108.43          0.01          0.00         -0.00        687.67        296.53          2.32        324.50
108.44          0.01          0.00         -0.00        687.61        296.54          2.32        324.50
108.45          0.01          0.00         -0.00        687.55        296.56          2.32        324.50
108.46          0.01          0.00         -0.00        687.48        296.58          2.32        324.50
108.47          0.01          0.00         -0.00        687.42        296.59          2.32        324.50
108.48          0.01          0.00         -0.00        687.35        296.61          2.32        324.50
108.49          0.01          0.00         -0.00        687.29        296.62          2.32        324.50
108.50          0.01          0.00         -0.00        687.23        296.64          2.32        324.50
108.51          0.01          0.00         -0.00        687.16        296.66          2.32        324.50
108.52          0.01          0.00         -0.00        687.10        296.67          2.32        324.50
108.53          0.01          0.00         -0.00        687.03        296.69          2.32        324.50
108.54          0.01          0.00         -0.00        686.97        296.70          2.32        324.50
108.55          0.01          0.00         -0.00        686.90        296.72          2.31        324.50
108.56          0.01          0.00         -0.00        686.84        296.74          2.31        324.50
108.57          0.01          0.00         -0.00        686.78        296.75          2.31        324.50
108.58          0.01          0.00         -0.00        686.71        296.77          2.31        324.50
108.59          0.01          0.00         -0.00        686.65        296.79          2.31        324.50
108.60          0.01          0.00         -0.00        686.58        296.80          2.31        324.50
108.61          0.01          0.00         -0.00        686.52        296.82          2.31        324.50
108.62          0.01          0.00         -0.00        686.45        296.83          2.31        324.50
108.63          0.01          0.00         -0.00        686.39        296.85          2.31        324.50
108.64          0.01          0.00         -0.00        686.32        296.87          2.31        324.50
108.65          0.01          0.00         -0.00        686.26        296.88          2.31        324.50
108.66          0.01          0.00         -0.00        686.19        296.90          2.31        324.50
108.67          0.01          0.00         -0.00        686.13        296.91          2.31        324.50
108.68          0.01          0.00         -0.00        686.06        296.93          2.31        324.50
108.69          0.01          0.00         -0.00        686.00        296.95          2.31        324.50
108.70          0.01          0.00         -0.00        685.93        296.96          2.31        324.50
108.71          0.01          0.00         -0.00        685.87        296.98          2.31        324.50
108.72          0.01          0.00         -0.00        685.80        296.99          2.31        324.50
108.73          0.01          0.00         -0.00        685.74        297.01          2.31        324.50
108.74          0.01          0.00         -0.00        685.67        297.03          2.31        324.50
108.75          0.01          0.00         -0.00        685.61        297.04          2.31        324.50
108.76          0.01          0.00         -0.00        685.54        297.06          2.31        324.50
108.77          0.01          0.00         -0.00        685.48        297.08          2.31        324.50
108.78          0.01          0.00         -0.00        685.41        297.09          2.31        324.50
108.79          0.01          0.00         -0.00        685.35        297.11          2.31        324.50
108.80          0.01          0.00         -0.00        685.28        297.12          2.31        324.50
108.81          0.01          0.00         -0.00        685.22        297.14          2.31        324.50
108.82          0.01          0.00         -0.00        685.15        297.16          2.31        324.50
108.83          0.01          0.00         -0.00        685.09        297.17          2.31        324.50
108.84          0.01          0.00         -0.00        685.02        297.19          2.31        324.50
108.85          0.01          0.00         -0.00        684.96        297.20          2.30        324.50
108.86          0.01          0.00         -0.00        684.89        297.22          2.30        324.50
108.87          0.01          0.00         -0.00        684.83        297.24          2.30        324.50
108.88          0.01          0.00         -0.00        684.76        297.25          2.30        324.50
108.89          0.01          0.00         -0.00        684.70        297.27          2.30        324.50
108.90          0.01          0.00         -0.00        684.63        297.29          2.30        324.50
108.91          0.01          0.00         -0.00        684.56        297.30          2.30        324.50
108.92          0.01          0.00         -0.00        684.50        297.32          2.30        324.50
108.93          0.01          0.00         -0.00        684.43        297.33          2.30        324.50
108.94          0.01          0.00         -0.00        684.37        297.35          2.30        324.50
108.95          0.01          0.00         -0.00        684.30        297.37          2.30        324.50
108.96          0.01          0.00         -0.00        684.24        297.38          2.30        324.50
108.97          0.01          0.00         -0.00        684.17        297.40          2.30        324.50
108.98          0.01          0.00         -0.00        684.10        297.41          2.30        324.50
108.99          0.01          0.00         -0.00        684.04        297.43          2.30        324.50
109.00          0.01          0.00         -0.00        683.97        297.45          2.30        324.50
109.01          0.01          0.00         -0.00        683.91        297.46          2.30        324.50
109.02          0.01          0.00         -0.00        683.84        297.48          2.30        324.50
109.03          0.01          0.00         -0.00        683.77        297.50          2.30        324.50
109.04          0.01          0.00         -0.00        683.71        297.51          2.30        324.50
109.05          0.01          0.00         -0.00        683.64        297.53          2.30        324.50
109.06          0.01          0.00         -0.00        683.58        297.54          2.30        324.50
109.07          0.01          0.00         -0.00        683.51        297.56          2.30        324.50
109.08          0.01          0.00         -0.00        683.44        297.58          2.30        324.50
109.09          0.01          0.00         -0.00        683.38        297.59          2.30        324.50
109.10          0.01          0.00         -0.00        683.31        297.61          2.30        324.50
109.11          0.01          0.00         -0.00        683.24        297.63          2.30        324.50
109.12          0.01          0.00         -0.00        683.18        297.64          2.30        324.50
109.13          0.01          0.00         -0.00        683.11        297.66          2.29        324.50
109.14          0.01          0.00         -0.00        683.05        297.67          2.29        324.50
109.15          0.01          0.00         -0.00        682.98        297.69          2.29        324.50
109.16          0.01          0.00         -0.00        682.91        297.71          2.29        324.50
109.17          0.01          0.00         -0.00        682.85        297.72          2.29        324.50
109.18          0.01          0.00         -0.00        682.78        297.74          2.29        324.50
109.19          0.01          0.00         -0.00        682.71        297.75          2.29        324.50
109.20          0.01          0.00         -0.00        682.65        297.77          2.29        324.50
109.21          0.01          0.00         -0.00        682.58        297.79          2.29        324.50
109.22          0.01          0.00         -0.00        682.51        297.80          2.29        324.50
109.23          0.01          0.00         -0.00        682.45        297.82          2.29        324.50
109.24          0.01          0.00         -0.00        682.38        297.84          2.29        324.50
109.25          0.01          0.00         -0.00        682.31        297.85          2.29        324.50
109.26          0.01          0.00         -0.00        682.25        297.87          2.29        324.50
109.27          0.01          0.00         -0.00        682.18        297.88          2.29        324.50
109.28          0.01          0.00         -0.00        682.11        297.90          2.29        324.50
109.29          0.01          0.00         -0.00        682.05        297.92          2.29        324.50
109.30          0.01          0.00         -0.00        681.98        297.93          2.29        324.50
109.31          0.01          0.00         -0.00        681.91        297.95          2.29        324.50
109.32          0.01          0.00         -0.00        681.84        297.96          2.29        324.50
109.33          0.01          0.00         -0.00        681.78        297.98          2.29        324.50
109.34          0.01          0.00         -0.00        681.71        298.00          2.29        324.50
