  t(s)       AF(deg)     apha(deg)    phi_c(deg)        V(m/s)       Cs(m/s)            Ma      mass(kg)
 23.42          0.01          0.00          0.00        701.68        331.85          2.11        325.26
 23.43          0.01          0.00          0.00        701.37        331.85          2.11        325.26
 23.44          0.01          0.00          0.00        701.06        331.85          2.11        325.25
 23.45          0.01          0.00          0.00        700.75        331.85          2.11        325.25
 23.46          0.01          0.00          0.00        700.44        331.85          2.11        325.24
 23.47          0.01          0.00          0.00        700.13        331.85          2.11        325.24
 23.48          0.01          0.00          0.00        699.83        331.85          2.11        325.23
 23.49          0.01          0.00          0.00        699.52        331.85          2.11        325.22
 23.50          0.01          0.00          0.00        699.21        331.85          2.11        325.22
 23.51          0.01          0.00          0.00        698.90        331.85          2.11        325.21
 23.52          0.01          0.00          0.00        698.60        331.85          2.11        325.21
 23.53          0.01          0.00          0.00        698.29        331.85          2.10        325.20
 23.54          0.01          0.00          0.00        697.98        331.85          2.10        325.20
 23.55          0.01          0.00          0.00        697.68        331.85          2.10        325.19
 23.56          0.01          0.00          0.00        697.37        331.85          2.10        325.19
 23.57          0.01          0.00          0.00        697.06        331.85          2.10        325.18
 23.58          0.01          0.00          0.00        696.76        331.85          2.10        325.18
 23.59          0.01          0.00          0.00        696.45        331.85          2.10        325.17
 23.60          0.01          0.00          0.00        696.15        331.85          2.10        325.17
 23.61          0.01          0.00          0.00        695.84        331.85          2.10        325.16
 23.62          0.01          0.00          0.00        695.53        331.85          2.10        325.16
 23.63          0.01          0.00          0.00        695.23        331.85          2.10        325.15
 23.64          0.01          0.00          0.00        694.92        331.85          2.09        325.15
 23.65          0.01          0.00          0.00        694.62        331.85          2.09        325.15
 23.66          0.01          0.00          0.00        694.32        331.84          2.09        325.14
 23.67          0.01          0.00          0.00        694.01        331.84          2.09        325.14
 23.68          0.01          0.00          0.00        693.71        331.84          2.09        325.13
 23.69          0.01          0.00          0.00        693.40        331.84          2.09        325.13
 23.70          0.01          0.00          0.00        693.10        331.84          2.09        325.12
 23.71          0.01          0.00          0.00        692.80        331.84          2.09        325.12
 23.72          0.01          0.00          0.00        692.49        331.84          2.09        325.11
 23.73          0.01          0.00          0.00        692.19        331.84          2.09        325.11
 23.74          0.01          0.00          0.00        691.89        331.84          2.08        325.10
 23.75          0.01          0.00          0.00        691.58        331.84          2.08        325.10
 23.76          0.01          0.00          0.00        691.28        331.84          2.08        325.09
 23.77          0.01          0.00          0.00        690.98        331.84          2.08        325.09
 23.78          0.01          0.00          0.00        690.68        331.84          2.08        325.08
 23.79          0.01          0.00          0.00        690.38        331.84          2.08        325.08
 23.80          0.01          0.00          0.00        690.07        331.84          2.08        325.08
 23.81          0.01          0.00          0.00        689.77        331.84          2.08        325.07
 23.82          0.01          0.00          0.00        689.47        331.84          2.08        325.07
 23.83          0.01          0.00          0.00        689.17        331.84          2.08        325.06
 23.84          0.01          0.00          0.00        688.87        331.84          2.08        325.06
 23.85          0.01          0.00          0.00        688.57        331.84          2.07        325.05
 23.86          0.01          0.00          0.00        688.27        331.84          2.07        325.05
 23.87          0.01          0.00          0.00        687.97        331.84          2.07        325.04
 23.88          0.01          0.00          0.00        687.67        331.84          2.07        325.04
 23.89          0.01          0.00          0.00        687.37        331.84          2.07        325.04
 23.90          0.01          0.00          0.00        687.07        331.84          2.07        325.03
 23.91          0.01          0.00          0.00        686.77        331.84          2.07        325.03
 23.92          0.01          0.00          0.00        686.47        331.84          2.07        325.02
 23.93          0.01          0.00          0.00        686.17        331.84          2.07        325.02
 23.94          0.01          0.00          0.00        685.87        331.84          2.07        325.01
 23.95          0.01          0.00          0.00        685.57        331.84          2.07        325.01
 23.96          0.01          0.00          0.00        685.27        331.84          2.07        325.01
 23.97          0.01          0.00          0.00        684.98        331.84          2.06        325.00
 23.98          0.01          0.00          0.00        684.68        331.84          2.06        325.00
 23.99          0.01          0.00          0.00        684.38        331.84          2.06        324.99
 24.00          0.01          0.00          0.00        684.08        331.84          2.06        324.99
 24.01          0.01          0.00          0.00        683.78        331.84          2.06        324.98
 24.02          0.01          0.00          0.00        683.49        331.84          2.06        324.98
 24.03          0.01          0.00          0.00        683.19        331.85          2.06        324.98
 24.04          0.01          0.00          0.00        682.89        331.85          2.06        324.97
 24.05          0.01          0.00          0.00        682.60        331.85          2.06        324.97
 24.06          0.01          0.00          0.00        682.30        331.85          2.06        324.96
 24.07          0.01          0.00          0.00        682.00        331.85          2.06        324.96
 24.08          0.01          0.00          0.00        681.71        331.85          2.05        324.96
 24.09          0.01          0.00          0.00        681.41        331.85          2.05        324.95
 24.10          0.01          0.00          0.00        681.12        331.85          2.05        324.95
 24.11          0.01          0.00          0.00        680.82        331.85          2.05        324.94
 24.12          0.01          0.00          0.00        680.53        331.85          2.05        324.94
 24.13          0.01          0.00          0.00        680.23        331.85          2.05        324.94
 24.14          0.01          0.00          0.00        679.94        331.85          2.05        324.93
 24.15          0.01          0.00          0.00        679.64        331.85          2.05        324.93
 24.16          0.01          0.00          0.00        679.35        331.85          2.05        324.92
 24.17          0.01          0.00          0.00        679.05        331.85          2.05        324.92
 24.18          0.01          0.00          0.00        678.76        331.85          2.05        324.92
 24.19          0.01          0.00          0.00        678.46        331.85          2.04        324.91
 24.20          0.01          0.00          0.00        678.17        331.85          2.04        324.91
 24.21          0.01          0.00          0.00        677.88        331.85          2.04        324.91
 24.22          0.01          0.00          0.00        677.58        331.85          2.04        324.90
 24.23          0.01          0.00          0.00        677.29        331.85          2.04        324.90
 24.24          0.01          0.00          0.00        677.00        331.85          2.04        324.89
 24.25          0.01          0.00          0.00        676.70        331.85          2.04        324.89
 24.26          0.01          0.00          0.00        676.41        331.85          2.04        324.89
 24.27          0.01          0.00          0.00        676.12        331.85          2.04        324.88
 24.28          0.01          0.00          0.00        675.83        331.85          2.04        324.88
 24.29          0.01          0.00          0.00        675.54        331.85          2.04        324.87
 24.30          0.01          0.00          0.00        675.24        331.85          2.03        324.87
 24.31          0.01          0.00          0.00        674.95        331.85          2.03        324.87
 24.32          0.01          0.00          0.00        674.66        331.85          2.03        324.86
 24.33          0.01          0.00          0.00        674.37        331.85          2.03        324.86
 24.34          0.01          0.00          0.00        674.08        331.85          2.03        324.86
 24.35          0.01          0.00          0.00        673.79        331.85          2.03        324.85
 24.36          0.01          0.00          0.00        673.50        331.85          2.03        324.85
 24.37          0.01          0.00          0.00        673.21        331.85          2.03        324.84
 24.38          0.01          0.00          0.00        672.92        331.85          2.03        324.84
 24.39          0.01          0.00          0.00        672.63        331.85          2.03        324.84
 24.40          0.01          0.00          0.00        672.34        331.85          2.03        324.83
 24.41          0.01          0.00          0.00        672.05        331.85          2.03        324.83
 24.42          0.01          0.00          0.00        671.76        331.85          2.02        324.83
 24.43          0.01          0.00          0.00        671.47        331.85          2.02        324.82
 24.44          0.01          0.00          0.00        671.18        331.85          2.02        324.82
 24.45          0.01          0.00          0.00        670.89        331.85          2.02        324.81
 24.46          0.01          0.00          0.00        670.60        331.85          2.02        324.81
 24.47          0.01          0.00          0.00        670.31        331.85          2.02        324.81
 24.48          0.01          0.00          0.00        670.02        331.85          2.02        324.80
 24.49          0.01          0.00          0.00        669.74        331.85          2.02        324.80
 24.50          0.01          0.00          0.00        669.45        331.85          2.02        324.80
 24.51          0.01          0.00          0.00        669.16        331.85          2.02        324.79
 24.52          0.01          0.00          0.00        668.87        331.85          2.02        324.79
 24.53          0.01          0.00          0.00        668.59        331.85          2.01        324.79
 24.54          0.01          0.00          0.00        668.30        331.85          2.01        324.78
 24.55          0.01          0.00          0.00        668.01        331.85          2.01        324.78
 24.56          0.01          0.00          0.00        667.72        331.85          2.01        324.78
 24.57          0.01          0.00          0.00        667.44        331.85          2.01        324.77
 24.58          0.01          0.00          0.00        667.15        331.85          2.01        324.77
 24.59          0.01          0.00          0.00        666.87        331.86          2.01        324.76
 24.60          0.01          0.00          0.00        666.58        331.86          2.01        324.76
 24.61          0.01          0.00          0.00        666.29        331.86          2.01        324.76
 24.62          0.01          0.00          0.00        666.01        331.86          2.01        324.75
 24.63          0.01          0.00          0.00        665.72        331.86          2.01        324.75
 24.64          0.01          0.00          0.00        665.44        331.86          2.01        324.75
 24.65          0.01          0.00          0.00        665.15        331.86          2.00        324.74
 24.66          0.01          0.00          0.00        664.87        331.86          2.00        324.74
 24.67          0.01          0.00          0.00        664.58        331.86          2.00        324.74
 24.68          0.01          0.00          0.00        664.30        331.86          2.00        324.73
 24.69          0.01          0.00          0.00        664.01        331.86          2.00        324.73
 24.70          0.01          0.00          0.00        663.73        331.86          2.00        324.73
 24.71          0.01          0.00          0.00        663.45        331.86          2.00        324.72
 24.72          0.01          0.00          0.00        663.16        331.86          2.00        324.72
 24.73          0.01          0.00          0.00        662.88        331.86          2.00        324.72
 24.74          0.01          0.00          0.00        662.60        331.86          2.00        324.71
 24.75          0.01          0.00          0.00        662.31        331.86          2.00        324.71
 24.76          0.01          0.00          0.00        662.03        331.86          1.99        324.71
 24.77          0.01          0.00          0.00        661.75        331.86          1.99        324.70
 24.78          0.01          0.00          0.00        661.46        331.86          1.99        324.70
 24.79          0.01          0.00          0.00        661.18        331.86          1.99        324.70
 24.80          0.01          0.00          0.00        660.90        331.86          1.99        324.69
 24.81          0.01          0.00          0.00        660.62        331.86          1.99        324.69
 24.82          0.01          0.00          0.00        660.33        331.86          1.99        324.69
 24.83          0.01          0.00          0.00        660.05        331.86          1.99        324.68
 24.84          0.01          0.00          0.00        659.77        331.86          1.99        324.68
 24.85          0.01          0.00          0.00        659.49        331.86          1.99        324.68
 24.86          0.01          0.00          0.00        659.21        331.86          1.99        324.67
 24.87          0.01          0.00          0.00        658.92        331.86          1.99        324.67
 24.88          0.01          0.00          0.00        658.64        331.86          1.98        324.67
 24.89          0.01          0.00          0.00        658.36        331.87          1.98        324.66
 24.90          0.01          0.00          0.00        658.08        331.87          1.98        324.66
 24.91          0.01          0.00          0.00        657.80        331.87          1.98        324.66
 24.92          0.01          0.00          0.00        657.52        331.87          1.98        324.65
 24.93          0.01          0.00          0.00        657.24        331.87          1.98        324.65
 24.94          0.01          0.00          0.00        656.96        331.87          1.98        324.65
 24.95          0.01          0.00          0.00        656.68        331.87          1.98        324.65
 24.96          0.01          0.00          0.00        656.40        331.87          1.98        324.64
 24.97          0.01          0.00          0.00        656.12        331.87          1.98        324.64
 24.98          0.01          0.00          0.00        655.84        331.87          1.98        324.64
 24.99          0.01          0.00          0.00        655.56        331.87          1.98        324.63
 25.00          0.01          0.00          0.00        655.28        331.87          1.97        324.63
 25.01          0.01          0.00          0.00        655.00        331.87          1.97        324.50
 25.02          0.01          0.00          0.00        654.70        331.87          1.97        324.50
 25.03          0.01          0.00          0.00        654.39        331.87          1.97        324.50
 25.04          0.01          0.00          0.00        654.09        331.87          1.97        324.50
 25.05          0.01          0.00          0.00        653.79        331.87          1.97        324.50
 25.06          0.01          0.00          0.00        653.49        331.87          1.97        324.50
 25.07          0.01          0.00          0.00        653.18        331.87          1.97        324.50
 25.08          0.01          0.00          0.00        652.88        331.87          1.97        324.50
 25.09          0.01          0.00          0.00        652.58        331.87          1.97        324.50
 25.10          0.01          0.00          0.00        652.28        331.87          1.97        324.50
 25.11          0.01          0.00          0.00        651.98        331.87          1.96        324.50
 25.12          0.01          0.00          0.00        651.67        331.88          1.96        324.50
 25.13          0.01          0.00          0.00        651.37        331.88          1.96        324.50
 25.14          0.01          0.00          0.00        651.07        331.88          1.96        324.50
 25.15          0.01          0.00          0.00        650.77        331.88          1.96        324.50
 25.16          0.01          0.00          0.00        650.47        331.88          1.96        324.50
 25.17          0.01          0.00          0.00        650.17        331.88          1.96        324.50
 25.18          0.01          0.00          0.00        649.87        331.88          1.96        324.50
 25.19          0.01          0.00          0.00        649.57        331.88          1.96        324.50
 25.20          0.01          0.00          0.00        649.27        331.88          1.96        324.50
 25.21          0.01          0.00          0.00        648.97        331.88          1.96        324.50
 25.22          0.01          0.00          0.00        648.67        331.88          1.95        324.50
 25.23          0.01          0.00          0.00        648.37        331.88          1.95        324.50
 25.24          0.01          0.00          0.00        648.07        331.88          1.95        324.50
 25.25          0.01          0.00          0.00        647.77        331.88          1.95        324.50
 25.26          0.01          0.00          0.00        647.47        331.88          1.95        324.50
 25.27          0.01          0.00          0.00        647.18        331.88          1.95        324.50
 25.28          0.01          0.00          0.00        646.88        331.88          1.95        324.50
 25.29          0.01          0.00          0.00        646.58        331.88          1.95        324.50
 25.30          0.01          0.00          0.00        646.28        331.88          1.95        324.50
 25.31          0.01          0.00          0.00        645.98        331.88          1.95        324.50
 25.32          0.01          0.00          0.00        645.69        331.89          1.95        324.50
 25.33          0.01          0.00          0.00        645.39        331.89          1.94        324.50
 25.34          0.01          0.00          0.00        645.09        331.89          1.94        324.50
 25.35          0.01          0.00          0.00        644.79        331.89          1.94        324.50
 25.36          0.01          0.00          0.00        644.50        331.89          1.94        324.50
 25.37          0.01          0.00          0.00        644.20        331.89          1.94        324.50
 25.38          0.01          0.00          0.00        643.90        331.89          1.94        324.50
 25.39          0.01          0.00          0.00        643.61        331.89          1.94        324.50
 25.40          0.01          0.00          0.00        643.31        331.89          1.94        324.50
 25.41          0.01          0.00          0.00        643.02        331.89          1.94        324.50
 25.42          0.01          0.00          0.00        642.72        331.89          1.94        324.50
 25.43          0.01          0.00          0.00        642.43        331.89          1.94        324.50
 25.44          0.01          0.00          0.00        642.13        331.89          1.93        324.50
 25.45          0.01          0.00          0.00        641.84        331.89          1.93        324.50
 25.46          0.01          0.00          0.00        641.54        331.89          1.93        324.50
 25.47          0.01          0.00          0.00        641.25        331.89          1.93        324.50
 25.48          0.01          0.00          0.00        640.95        331.89          1.93        324.50
 25.49          0.01          0.00          0.00        640.66        331.90          1.93        324.50
 25.50          0.01          0.00          0.00        640.36        331.90          1.93        324.50
 25.51          0.01          0.00          0.00        640.07        331.90          1.93        324.50
 25.52          0.01          0.00          0.00        639.77        331.90          1.93        324.50
 25.53          0.01          0.00          0.00        639.48        331.90          1.93        324.50
 25.54          0.01          0.00          0.00        639.19        331.90          1.93        324.50
 25.55          0.01          0.00          0.00        638.89        331.90          1.92        324.50
 25.56          0.01          0.00          0.00        638.60        331.90          1.92        324.50
 25.57          0.01          0.00          0.00        638.31        331.90          1.92        324.50
 25.58          0.01          0.00          0.00        638.02        331.90          1.92        324.50
 25.59          0.01          0.00          0.00        637.72        331.90          1.92        324.50
 25.60          0.01          0.00          0.00        637.43        331.90          1.92        324.50
 25.61          0.01          0.00          0.00        637.14        331.90          1.92        324.50
 25.62          0.01          0.00          0.00        636.85        331.90          1.92        324.50
 25.63          0.01          0.00          0.00        636.56        331.90          1.92        324.50
 25.64          0.01          0.00          0.00        636.26        331.90          1.92        324.50
 25.65          0.01          0.00          0.00        635.97        331.91          1.92        324.50
 25.66          0.01          0.00          0.00        635.68        331.91          1.92        324.50
 25.67          0.01          0.00          0.00        635.39        331.91          1.91        324.50
 25.68          0.01          0.00          0.00        635.10        331.91          1.91        324.50
 25.69          0.01          0.00          0.00        634.81        331.91          1.91        324.50
 25.70          0.01          0.00          0.00        634.52        331.91          1.91        324.50
 25.71          0.01          0.00          0.00        634.23        331.91          1.91        324.50
 25.72          0.01          0.00          0.00        633.94        331.91          1.91        324.50
 25.73          0.01          0.00          0.00        633.65        331.91          1.91        324.50
 25.74          0.01          0.00          0.00        633.36        331.91          1.91        324.50
 25.75          0.01          0.00          0.00        633.07        331.91          1.91        324.50
 25.76          0.01          0.00          0.00        632.78        331.91          1.91        324.50
 25.77          0.01          0.00          0.00        632.49        331.91          1.91        324.50
 25.78          0.01          0.00          0.00        632.20        331.91          1.90        324.50
 25.79          0.01          0.00          0.00        631.91        331.92          1.90        324.50
 25.80          0.01          0.00          0.00        631.63        331.92          1.90        324.50
 25.81          0.01          0.00          0.00        631.34        331.92          1.90        324.50
 25.82          0.01          0.00          0.00        631.05        331.92          1.90        324.50
 25.83          0.01          0.00          0.00        630.76        331.92          1.90        324.50
 25.84          0.01          0.00          0.00        630.47        331.92          1.90        324.50
 25.85          0.01          0.00          0.00        630.19        331.92          1.90        324.50
 25.86          0.01          0.00          0.00        629.90        331.92          1.90        324.50
 25.87          0.01          0.00          0.00        629.61        331.92          1.90        324.50
 25.88          0.01          0.00          0.00        629.32        331.92          1.90        324.50
 25.89          0.01          0.00          0.00        629.04        331.92          1.90        324.50
 25.90          0.01          0.00          0.00        628.75        331.92          1.89        324.50
 25.91          0.01          0.00          0.00        628.46        331.92          1.89        324.50
 25.92          0.01          0.00          0.00        628.18        331.92          1.89        324.50
 25.93          0.01          0.00          0.00        627.89        331.93          1.89        324.50
 25.94          0.01          0.00          0.00        627.61        331.93          1.89        324.50
 25.95          0.01          0.00          0.00        627.32        331.93          1.89        324.50
 25.96          0.01          0.00          0.00        627.04        331.93          1.89        324.50
 25.97          0.01          0.00          0.00        626.75        331.93          1.89        324.50
 25.98          0.01          0.00          0.00        626.47        331.93          1.89        324.50
 25.99          0.01          0.00          0.00        626.18        331.93          1.89        324.50
 26.00          0.01          0.00          0.00        625.90        331.93          1.89        324.50
 26.01          0.01          0.00          0.00        625.61        331.93          1.88        324.50
 26.02          0.01          0.00          0.00        625.33        331.93          1.88        324.50
 26.03          0.01          0.00          0.00        625.04        331.93          1.88        324.50
 26.04          0.01          0.00          0.00        624.76        331.93          1.88        324.50
 26.05          0.01          0.00          0.00        624.47        331.93          1.88        324.50
 26.06          0.01          0.00          0.00        624.19        331.94          1.88        324.50
 26.07          0.01          0.00          0.00        623.91        331.94          1.88        324.50
 26.08          0.01          0.00          0.00        623.62        331.94          1.88        324.50
 26.09          0.01          0.00          0.00        623.34        331.94          1.88        324.50
 26.10          0.01          0.00          0.00        623.06        331.94          1.88        324.50
 26.11          0.01          0.00          0.00        622.78        331.94          1.88        324.50
 26.12          0.01          0.00          0.00        622.49        331.94          1.88        324.50
 26.13          0.01          0.00          0.00        622.21        331.94          1.87        324.50
 26.14          0.01          0.00          0.00        621.93        331.94          1.87        324.50
 26.15          0.01          0.00          0.00        621.65        331.94          1.87        324.50
 26.16          0.01          0.00          0.00        621.36        331.94          1.87        324.50
 26.17          0.01          0.00          0.00        621.08        331.94          1.87        324.50
 26.18          0.01          0.00          0.00        620.80        331.95          1.87        324.50
 26.19          0.01          0.00          0.00        620.52        331.95          1.87        324.50
 26.20          0.01          0.00          0.00        620.24        331.95          1.87        324.50
 26.21          0.01          0.00          0.00        619.96        331.95          1.87        324.50
 26.22          0.01          0.00          0.00        619.68        331.95          1.87        324.50
 26.23          0.01          0.00          0.00        619.40        331.95          1.87        324.50
 26.24          0.01          0.00          0.00        619.12        331.95          1.87        324.50
 26.25          0.01          0.00          0.00        618.84        331.95          1.86        324.50
 26.26          0.01          0.00          0.00        618.56        331.95          1.86        324.50
 26.27          0.01          0.00          0.00        618.28        331.95          1.86        324.50
 26.28          0.01          0.00          0.00        618.00        331.95          1.86        324.50
 26.29          0.01          0.00          0.00        617.72        331.96          1.86        324.50
 26.30          0.01          0.00          0.00        617.44        331.96          1.86        324.50
 26.31          0.01          0.00          0.00        617.16        331.96          1.86        324.50
 26.32          0.01          0.00          0.00        616.88        331.96          1.86        324.50
 26.33          0.01          0.00          0.00        616.60        331.96          1.86        324.50
 26.34          0.01          0.00          0.00        616.32        331.96          1.86        324.50
 26.35          0.01          0.00          0.00        616.04        331.96          1.86        324.50
 26.36          0.01          0.00          0.00        615.77        331.96          1.85        324.50
 26.37          0.01          0.00          0.00        615.49        331.96          1.85        324.50
 26.38          0.01          0.00          0.00        615.21        331.96          1.85        324.50
 26.39          0.01          0.00          0.00        614.93        331.96          1.85        324.50
 26.40          0.01          0.00          0.00        614.66        331.96          1.85        324.50
 26.41          0.01          0.00          0.00        614.38        331.97          1.85        324.50
 26.42          0.01          0.00          0.00        614.10        331.97          1.85        324.50
 26.43          0.01          0.00          0.00        613.82        331.97          1.85        324.50
 26.44          0.01          0.00          0.00        613.55        331.97          1.85        324.50
 26.45          0.01          0.00          0.00        613.27        331.97          1.85        324.50
 26.46          0.01          0.00          0.00        613.00        331.97          1.85        324.50
 26.47          0.01          0.00          0.00        612.72        331.97          1.85        324.50
 26.48          0.01          0.00          0.00        612.44        331.97          1.84        324.50
 26.49          0.01          0.00          0.00        612.17        331.97          1.84        324.50
 26.50          0.01          0.00          0.00        611.89        331.97          1.84        324.50
 26.51          0.01          0.00          0.00        611.62        331.98          1.84        324.50
 26.52          0.01          0.00          0.00        611.34        331.98          1.84        324.50
 26.53          0.01          0.00          0.00        611.07        331.98          1.84        324.50
 26.54          0.01          0.00          0.00        610.79        331.98          1.84        324.50
 26.55          0.01          0.00          0.00        610.52        331.98          1.84        324.50
 26.56          0.01          0.00          0.00        610.24        331.98          1.84        324.50
 26.57          0.01          0.00          0.00        609.97        331.98          1.84        324.50
 26.58          0.01          0.00          0.00        609.69        331.98          1.84        324.50
 26.59          0.01          0.00          0.00        609.42        331.98          1.84        324.50
 26.60          0.01          0.00          0.00        609.15        331.98          1.83        324.50
 26.61          0.01          0.00          0.00        608.87        331.99          1.83        324.50
 26.62          0.01          0.00          0.00        608.60        331.99          1.83        324.50
 26.63          0.01          0.00          0.00        608.33        331.99          1.83        324.50
 26.64          0.01          0.00          0.00        608.05        331.99          1.83        324.50
 26.65          0.01          0.00          0.00        607.78        331.99          1.83        324.50
 26.66          0.01          0.00          0.00        607.51        331.99          1.83        324.50
 26.67          0.01          0.00          0.00        607.23        331.99          1.83        324.50
 26.68          0.01          0.00          0.00        606.96        331.99          1.83        324.50
 26.69          0.01          0.00          0.00        606.69        331.99          1.83        324.50
 26.70          0.01          0.00          0.00        606.42        331.99          1.83        324.50
 26.71          0.01          0.00          0.00        606.15        332.00          1.83        324.50
 26.72          0.01          0.00          0.00        605.87        332.00          1.82        324.50
 26.73          0.01          0.00          0.00        605.60        332.00          1.82        324.50
 26.74          0.01          0.00          0.00        605.33        332.00          1.82        324.50
 26.75          0.01          0.00          0.00        605.06        332.00          1.82        324.50
 26.76          0.01          0.00          0.00        604.79        332.00          1.82        324.50
 26.77          0.01          0.00          0.00        604.52        332.00          1.82        324.50
 26.78          0.01          0.00          0.00        604.25        332.00          1.82        324.50
 26.79          0.01          0.00          0.00        603.98        332.00          1.82        324.50
 26.80          0.01          0.00          0.00        603.71        332.00          1.82        324.50
 26.81          0.01          0.00          0.00        603.44        332.01          1.82        324.50
 26.82          0.01          0.00          0.00        603.17        332.01          1.82        324.50
 26.83          0.01          0.00          0.00        602.90        332.01          1.82        324.50
 26.84          0.01          0.00          0.00        602.63        332.01          1.82        324.50
 26.85          0.01          0.00          0.00        602.36        332.01          1.81        324.50
 26.86          0.01          0.00          0.00        602.09        332.01          1.81        324.50
 26.87          0.01          0.00          0.00        601.82        332.01          1.81        324.50
 26.88          0.01          0.00          0.00        601.55        332.01          1.81        324.50
 26.89          0.01          0.00          0.00        601.28        332.01          1.81        324.50
 26.90          0.01          0.00          0.00        601.01        332.02          1.81        324.50
 26.91          0.01          0.00          0.00        600.75        332.02          1.81        324.50
 26.92          0.01          0.00          0.00        600.48        332.02          1.81        324.50
 26.93          0.01          0.00          0.00        600.21        332.02          1.81        324.50
 26.94          0.01          0.00          0.00        599.94        332.02          1.81        324.50
 26.95          0.01          0.00          0.00        599.67        332.02          1.81        324.50
 26.96          0.01          0.00          0.00        599.41        332.02          1.81        324.50
 26.97          0.01          0.00          0.00        599.14        332.02          1.80        324.50
 26.98          0.01          0.00          0.00        598.87        332.02          1.80        324.50
 26.99          0.01          0.00          0.00        598.61        332.03          1.80        324.50
 27.00          0.01          0.00          0.00        598.34        332.03          1.80        324.50
 27.01          0.01          0.00          0.00        598.07        332.03          1.80        324.50
 27.02          0.01          0.00          0.00        597.81        332.03          1.80        324.50
 27.03          0.01          0.00          0.00        597.54        332.03          1.80        324.50
 27.04          0.01          0.00          0.00        597.27        332.03          1.80        324.50
 27.05          0.01          0.00          0.00        597.01        332.03          1.80        324.50
 27.06          0.01          0.00          0.00        596.74        332.03          1.80        324.50
 27.07          0.01          0.00          0.00        596.48        332.03          1.80        324.50
 27.08          0.01          0.00          0.00        596.21        332.04          1.80        324.50
 27.09          0.01          0.00          0.00        595.95        332.04          1.79        324.50
 27.10          0.01          0.00          0.00        595.68        332.04          1.79        324.50
 27.11          0.01          0.00          0.00        595.42        332.04          1.79        324.50
 27.12          0.01          0.00          0.00        595.15        332.04          1.79        324.50
 27.13          0.01          0.00          0.00        594.89        332.04          1.79        324.50
 27.14          0.01          0.00          0.00        594.62        332.04          1.79        324.50
 27.15          0.01          0.00          0.00        594.36        332.04          1.79        324.50
 27.16          0.01          0.00          0.00        594.10        332.04          1.79        324.50
 27.17          0.01          0.00          0.00        593.83        332.05          1.79        324.50
 27.18          0.01          0.00          0.00        593.57        332.05          1.79        324.50
 27.19          0.01          0.00          0.00        593.31        332.05          1.79        324.50
 27.20          0.01          0.00          0.00        593.04        332.05          1.79        324.50
 27.21          0.01          0.00          0.00        592.78        332.05          1.79        324.50
 27.22          0.01          0.00          0.00        592.52        332.05          1.78        324.50
 27.23          0.01          0.00          0.00        592.25        332.05          1.78        324.50
 27.24          0.01          0.00          0.00        591.99        332.05          1.78        324.50
 27.25          0.01          0.00          0.00        591.73        332.06          1.78        324.50
 27.26          0.01          0.00          0.00        591.47        332.06          1.78        324.50
 27.27          0.01          0.00          0.00        591.21        332.06          1.78        324.50
 27.28          0.01          0.00          0.00        590.94        332.06          1.78        324.50
 27.29          0.01          0.00          0.00        590.68        332.06          1.78        324.50
 27.30          0.01          0.00          0.00        590.42        332.06          1.78        324.50
 27.31          0.01          0.00          0.00        590.16        332.06          1.78        324.50
 27.32          0.01          0.00          0.00        589.90        332.06          1.78        324.50
 27.33          0.01          0.00          0.00        589.64        332.07          1.78        324.50
 27.34          0.01          0.00          0.00        589.38        332.07          1.77        324.50
 27.35          0.01          0.00          0.00        589.12        332.07          1.77        324.50
 27.36          0.01          0.00          0.00        588.86        332.07          1.77        324.50
 27.37          0.01          0.00          0.00        588.60        332.07          1.77        324.50
 27.38          0.01          0.00          0.00        588.34        332.07          1.77        324.50
 27.39          0.01          0.00          0.00        588.08        332.07          1.77        324.50
 27.40          0.01          0.00          0.00        587.82        332.07          1.77        324.50
 27.41          0.01          0.00          0.00        587.56        332.08          1.77        324.50
 27.42          0.01          0.00          0.00        587.30        332.08          1.77        324.50
 27.43          0.01          0.00          0.00        587.04        332.08          1.77        324.50
 27.44          0.01          0.00          0.00        586.78        332.08          1.77        324.50
 27.45          0.01          0.00          0.00        586.52        332.08          1.77        324.50
 27.46          0.01          0.00          0.00        586.26        332.08          1.77        324.50
 27.47          0.01          0.00          0.00        586.00        332.08          1.76        324.50
 27.48          0.01          0.00          0.00        585.74        332.08          1.76        324.50
 27.49          0.01          0.00          0.00        585.49        332.09          1.76        324.50
 27.50          0.01          0.00          0.00        585.23        332.09          1.76        324.50
 27.51          0.01          0.00          0.00        584.97        332.09          1.76        324.50
 27.52          0.01          0.00          0.00        584.71        332.09          1.76        324.50
 27.53          0.01          0.00          0.00        584.45        332.09          1.76        324.50
 27.54          0.01          0.00          0.00        584.20        332.09          1.76        324.50
 27.55          0.01          0.00          0.00        583.94        332.09          1.76        324.50
 27.56          0.01          0.00          0.00        583.68        332.09          1.76        324.50
 27.57          0.01          0.00          0.00        583.43        332.10          1.76        324.50
 27.58          0.01          0.00          0.00        583.17        332.10          1.76        324.50
 27.59          0.01          0.00          0.00        582.91        332.10          1.76        324.50
 27.60          0.01          0.00          0.00        582.66        332.10          1.75        324.50
 27.61          0.01          0.00          0.00        582.40        332.10          1.75        324.50
 27.62          0.01          0.00          0.00        582.15        332.10          1.75        324.50
 27.63          0.01          0.00          0.00        581.89        332.10          1.75        324.50
