  t(s)       AF(deg)     apha(deg)    phi_c(deg)        V(m/s)       Cs(m/s)            Ma      mass(kg)
  0.00          0.00          0.00          0.00          0.00          0.00          0.00        632.30
  0.01          5.41          0.00          0.00          0.94        340.29          0.20        632.05
  0.02          5.40          0.00          0.00          1.89        340.29          0.20        631.80
  0.03          5.38          0.00          0.00          2.84        340.29          0.20        631.54
  0.04          5.36          0.00          0.00          3.80        340.29          0.20        631.29
  0.05          5.34          0.00          0.00          4.77        340.29          0.20        631.03
  0.06          5.33          0.00          0.00          5.74        340.29          0.20        630.77
  0.07          5.31          0.00          0.00          6.72        340.29          0.20        630.51
  0.08          5.29          0.00          0.00          7.70        340.29          0.20        630.25
  0.09          5.27          0.00          0.00          8.69        340.29          0.20        629.99
  0.10          5.26          0.00          0.00          9.69        340.29          0.20        629.73
  0.11          5.24          0.00          0.00         10.69        340.29          0.20        629.46
  0.12          5.22          0.00          0.00         11.70        340.29          0.20        629.19
  0.13          5.20          0.00          0.00         12.71        340.29          0.20        628.93
  0.14          5.19          0.00          0.00         13.73        340.29          0.20        628.66
  0.15          5.17          0.00          0.00         14.76        340.29          0.20        628.39
  0.16          5.15          0.00          0.00         15.79        340.29          0.20        628.11
  0.17          5.13          0.00          0.00         16.83        340.29          0.20        627.84
  0.18          5.11          0.00          0.00         17.87        340.29          0.20        627.57
  0.19          5.10          0.00          0.00         18.92        340.29          0.20        627.29
  0.20          5.08          0.00          0.00         19.98        340.29          0.20        627.01
  0.21          5.06          0.00          0.00         21.04        340.29          0.20        626.73
  0.22          5.04          0.00          0.00         22.11        340.29          0.20        626.45
  0.23          5.02          0.00          0.00         23.19        340.29          0.20        626.17
  0.24          5.00          0.00          0.00         24.27        340.29          0.20        625.89
  0.25          4.98          0.00          0.00         25.35        340.29          0.20        625.60
  0.26          4.95          0.00          0.00         26.45        340.29          0.20        625.31
  0.27          4.93          0.00          0.00         27.54        340.29          0.20        625.03
  0.28          4.91          0.00          0.00         28.65        340.29          0.20        624.74
  0.29          4.89          0.00          0.00         29.76        340.29          0.20        624.45
  0.30          4.86          0.00          0.00         30.88        340.29          0.20        624.15
  0.31          4.84          0.00          0.00         32.00        340.28          0.20        623.86
  0.32          4.81          0.00          0.00         33.13        340.28          0.20        623.57
  0.33          4.79          0.00          0.00         34.27        340.28          0.20        623.27
  0.34          4.76          0.00          0.00         35.41        340.28          0.20        622.97
  0.35          4.73          0.00          0.00         36.56        340.28          0.20        622.67
  0.36          4.70          0.00          0.00         37.71        340.28          0.20        622.37
  0.37          4.67          0.00          0.00         38.87        340.28          0.20        622.07
  0.38          4.64          0.00          0.00         40.04        340.28          0.20        621.77
  0.39          4.61          0.00          0.00         41.21        340.28          0.20        621.46
  0.40          4.58          0.00          0.00         42.39        340.28          0.20        621.16
  0.41          4.55          0.00          0.00         43.58        340.28          0.20        620.85
  0.42          4.51          0.00          0.00         44.77        340.28          0.20        620.54
  0.43          4.47          0.00          0.00         45.97        340.28          0.20        620.23
  0.44          4.44          0.00          0.00         47.17        340.28          0.20        619.92
  0.45          4.40          0.00          0.00         48.38        340.28          0.20        619.60
  0.46          4.36          0.00          0.00         49.60        340.28          0.20        619.29
  0.47          4.31          0.00          0.00         50.82        340.28          0.20        618.97
  0.48          4.27          0.00          0.00         52.05        340.28          0.20        618.66
  0.49          4.23          0.00          0.00         53.29        340.27          0.20        618.34
  0.50          4.18          0.00          0.00         54.53        340.27          0.20        618.02
  0.51          4.13          0.00          0.00         55.78        340.27          0.20        617.69
  0.52          4.08          0.00          0.00         57.03        340.27          0.20        617.37
  0.53          4.03          0.00          0.00         58.29        340.27          0.20        617.05
  0.54          3.98          0.00          0.00         59.56        340.27          0.20        616.72
  0.55          3.92          0.00          0.00         60.84        340.27          0.20        616.39
  0.56          3.87          0.00          0.00         62.12        340.27          0.20        616.06
  0.57          3.81          0.00          0.00         63.40        340.27          0.20        615.73
  0.58          3.75          0.00          0.00         64.70        340.27          0.20        615.40
  0.59          3.68          0.00          0.00         66.00        340.27          0.20        615.07
  0.60          3.62          0.00          0.00         67.31        340.27          0.20        614.74
  0.61          3.55          0.00          0.00         68.62        340.26          0.20        614.40
  0.62          3.49          0.00          0.00         69.94        340.26          0.21        614.06
  0.63          3.42          0.00          0.00         71.26        340.26          0.21        613.72
  0.64          3.35          0.00          0.00         72.60        340.26          0.21        613.38
  0.65          3.27          0.00          0.00         73.94        340.26          0.22        613.04
  0.66          3.20          0.00          0.00         75.28        340.26          0.22        612.70
  0.67          3.12          0.00          0.00         76.64        340.26          0.23        612.35
  0.68          3.04          0.00          0.00         77.99        340.26          0.23        612.01
  0.69          2.96          0.00          0.00         79.36        340.26          0.23        611.66
  0.70          2.88          0.00          0.00         80.73        340.26          0.24        611.31
  0.71          2.80          0.00          0.00         82.11        340.25          0.24        610.96
  0.72          2.72          0.00          0.00         83.50        340.25          0.25        610.61
  0.73          2.63          0.00          0.00         84.89        340.25          0.25        610.26
  0.74          2.54          0.00          0.00         86.29        340.25          0.25        609.90
  0.75          2.45          0.00          0.00         87.69        340.25          0.26        609.55
  0.76          2.36          0.00          0.00         89.11        340.25          0.26        609.19
  0.77          2.27          0.00          0.00         90.53        340.25          0.27        608.83
  0.78          2.18          0.00          0.00         91.95        340.25          0.27        608.47
  0.79          2.09          0.00          0.00         93.38        340.25          0.27        608.11
  0.80          2.00          0.00          0.00         94.82        340.24          0.28        607.75
  0.81          1.90          0.00          0.00         96.27        340.24          0.28        607.38
  0.82          1.81          0.00          0.00         97.72        340.24          0.29        607.02
  0.83          1.71          0.00          0.00         99.18        340.24          0.29        606.65
  0.84          1.62          0.00          0.00        100.65        340.24          0.30        606.28
  0.85          1.52          0.00          0.00        102.12        340.24          0.30        605.91
  0.86          1.42          0.00          0.00        103.60        340.24          0.30        605.54
  0.87          1.33          0.00          0.00        105.09        340.23          0.31        605.17
  0.88          1.23          0.00          0.00        106.58        340.23          0.31        604.79
  0.89          1.13          0.00          0.00        108.08        340.23          0.32        604.42
  0.90          1.03          0.00          0.00        109.59        340.23          0.32        604.04
  0.91          0.94          0.00          0.00        111.10        340.23          0.33        603.66
  0.92          0.84          0.00          0.00        112.62        340.23          0.33        603.28
  0.93          0.74          0.00          0.00        114.15        340.23          0.34        602.90
  0.94          0.65          0.00          0.00        115.69        340.22          0.34        602.52
  0.95          0.55          0.00          0.00        117.23        340.22          0.34        602.14
  0.96          0.45          0.00          0.00        118.78        340.22          0.35        601.75
  0.97          0.36          0.00          0.00        120.33        340.22          0.35        601.36
  0.98          0.26          0.00          0.00        121.89        340.22          0.36        600.98
  0.99          0.17          0.00          0.00        123.46        340.22          0.36        600.59
  1.00          0.08          0.00          0.00        125.04        340.22          0.37        600.19
  1.01          0.01         -0.00          0.05        126.62        340.21          0.37        599.80
  1.02          0.10         -0.00          0.05        128.20        340.21          0.38        599.41
  1.03          0.19         -0.00          0.05        129.79        340.21          0.38        599.02
  1.04          0.28         -0.00          0.05        131.38        340.21          0.39        598.62
  1.05          0.36         -0.00          0.05        132.97        340.21          0.39        598.23
  1.06          0.44         -0.00          0.05        134.56        340.21          0.40        597.84
  1.07          0.52         -0.00          0.05        136.16        340.20          0.40        597.44
  1.08          0.60         -0.00          0.05        137.76        340.20          0.40        597.05
  1.09          0.68         -0.00          0.05        139.36        340.20          0.41        596.65
  1.10          0.75         -0.00          0.05        140.96        340.20          0.41        596.26
  1.11          0.82         -0.00          0.05        142.57        340.20          0.42        595.86
  1.12          0.89         -0.00          0.05        144.18        340.20          0.42        595.46
  1.13          0.96         -0.00          0.05        145.79        340.19          0.43        595.07
  1.14          1.02         -0.00          0.05        147.41        340.19          0.43        594.67
  1.15          1.08         -0.00          0.05        149.03        340.19          0.44        594.27
  1.16          1.13         -0.00          0.05        150.65        340.19          0.44        593.88
  1.17          1.18         -0.00          0.05        152.27        340.19          0.45        593.48
  1.18          1.23         -0.00          0.05        153.90        340.18          0.45        593.08
  1.19          1.27         -0.00          0.05        155.53        340.18          0.46        592.68
  1.20          1.31         -0.00          0.05        157.16        340.18          0.46        592.28
  1.21          1.34         -0.00          0.05        158.80        340.18          0.47        591.88
  1.22          1.38         -0.00          0.05        160.43        340.18          0.47        591.48
  1.23          1.40         -0.00          0.05        162.07        340.17          0.48        591.08
  1.24          1.42         -0.00          0.05        163.72        340.17          0.48        590.68
  1.25          1.44         -0.00          0.05        165.36        340.17          0.49        590.28
  1.26          1.45         -0.00          0.05        167.01        340.17          0.49        589.88
  1.27          1.46         -0.00          0.05        168.66        340.17          0.50        589.47
  1.28          1.46         -0.00          0.05        170.31        340.16          0.50        589.07
  1.29          1.45         -0.00          0.05        171.97        340.16          0.51        588.67
  1.30          1.44         -0.00          0.05        173.63        340.16          0.51        588.26
  1.31          1.43         -0.00          0.05        175.29        340.16          0.52        587.86
  1.32          1.41         -0.00          0.05        176.96        340.16          0.52        587.46
  1.33          1.39         -0.00          0.05        178.63        340.15          0.53        587.05
  1.34          1.36         -0.00         -0.05        180.30        340.15          0.53        586.65
  1.35          1.33         -0.00         -0.05        181.97        340.15          0.53        586.24
  1.36          1.29         -0.00         -0.05        183.65        340.15          0.54        585.84
  1.37          1.25         -0.00         -0.05        185.33        340.15          0.54        585.43
  1.38          1.20         -0.00         -0.05        187.01        340.14          0.55        585.02
  1.39          1.15         -0.00         -0.05        188.69        340.14          0.55        584.62
  1.40          1.10         -0.00         -0.05        190.38        340.14          0.56        584.21
  1.41          1.04         -0.00         -0.05        192.07        340.14          0.56        583.80
  1.42          0.98         -0.00         -0.05        193.77        340.13          0.57        583.39
  1.43          0.91         -0.00         -0.05        195.46        340.13          0.57        582.99
  1.44          0.84         -0.00          0.05        197.16        340.13          0.58        582.58
  1.45          0.77         -0.00          0.05        198.86        340.13          0.58        582.17
  1.46          0.70         -0.00         -0.05        200.57        340.13          0.59        581.76
  1.47          0.62         -0.00         -0.05        202.28        340.12          0.59        581.35
  1.48          0.55         -0.00         -0.05        203.99        340.12          0.60        580.94
  1.49          0.47         -0.00          0.05        205.70        340.12          0.60        580.53
  1.50          0.39         -0.00          0.05        207.42        340.12          0.61        580.12
  1.51          0.31         -0.00         -0.05        209.13        340.11          0.61        579.70
  1.52          0.23         -0.00         -0.05        210.86        340.11          0.62        579.29
  1.53          0.15         -0.00         -0.05        212.58        340.11          0.63        578.88
  1.54          0.07         -0.00          0.05        214.31        340.11          0.63        578.47
  1.55          0.00          0.00          0.00        216.04        340.10          0.64        578.05
  1.56          0.08          0.00          0.00        217.77        340.10          0.64        577.64
  1.57          0.15          0.00          0.00        219.51        340.10          0.65        577.23
  1.58          0.23          0.00         -0.00        221.25        340.10          0.65        576.81
  1.59          0.30          0.00         -0.00        222.99        340.09          0.66        576.40
  1.60          0.36          0.00         -0.00        224.73        340.09          0.66        575.98
  1.61          0.42          0.00         -0.00        226.48        340.09          0.67        575.57
  1.62          0.48          0.00         -0.00        228.23        340.09          0.67        575.15
  1.63          0.54          0.00         -0.00        229.98        340.08          0.68        574.74
  1.64          0.59          0.00         -0.00        231.74        340.08          0.68        574.32
  1.65          0.63          0.00         -0.00        233.50        340.08          0.69        573.90
  1.66          0.67          0.00         -0.00        235.26        340.08          0.69        573.48
  1.67          0.70          0.00         -0.00        237.02        340.07          0.70        573.07
  1.68          0.73          0.00         -0.00        238.79        340.07          0.70        572.65
  1.69          0.75          0.00         -0.00        240.56        340.07          0.71        572.23
  1.70          0.77          0.00         -0.00        242.33        340.07          0.71        571.81
  1.71          0.78          0.00         -0.00        244.10        340.06          0.72        571.39
  1.72          0.78          0.00         -0.00        245.88        340.06          0.72        570.97
  1.73          0.78          0.00         -0.00        247.66        340.06          0.73        570.55
  1.74          0.77          0.00         -0.00        249.44        340.05          0.73        570.13
  1.75          0.76          0.00         -0.00        251.23        340.05          0.74        569.71
  1.76          0.74          0.00         -0.00        253.02        340.05          0.74        569.29
  1.77          0.71          0.00         -0.00        254.81        340.05          0.75        568.87
  1.78          0.68          0.00         -0.00        256.61        340.04          0.75        568.45
  1.79          0.64          0.00         -0.00        258.40        340.04          0.76        568.02
  1.80          0.60          0.00         -0.00        260.20        340.04          0.77        567.60
  1.81          0.56          0.00         -0.00        262.01        340.04          0.77        567.18
  1.82          0.51          0.00         -0.00        263.81        340.03          0.78        566.75
  1.83          0.45          0.00         -0.00        265.62        340.03          0.78        566.33
  1.84          0.39          0.00         -0.00        267.43        340.03          0.79        565.91
  1.85          0.34          0.00         -0.00        269.25        340.02          0.79        565.48
  1.86          0.27          0.00         -0.00        271.07        340.02          0.80        565.06
  1.87          0.21          0.00         -0.00        272.89        340.02          0.80        564.63
  1.88          0.15          0.00         -0.00        274.71        340.01          0.81        564.20
  1.89          0.09          0.00         -0.00        276.53        340.01          0.81        563.78
  1.90          0.03          0.00         -0.00        278.36        340.01          0.82        563.35
  1.91          0.03         -0.00          0.05        280.19        340.01          0.82        562.92
  1.92          0.09         -0.00         -0.05        282.03        340.00          0.83        562.50
  1.93          0.14         -0.00          0.05        283.86        340.00          0.83        562.07
  1.94          0.19         -0.00         -0.05        285.70        340.00          0.84        561.64
  1.95          0.24         -0.00          0.05        287.54        339.99          0.85        561.21
  1.96          0.28         -0.00         -0.05        289.38        339.99          0.85        560.78
  1.97          0.32         -0.00          0.05        291.23        339.99          0.86        560.35
  1.98          0.35         -0.00         -0.05        293.08        339.98          0.86        559.92
  1.99          0.38         -0.00          0.05        294.93        339.98          0.87        559.49
  2.00          0.40         -0.00         -0.05        296.78        339.98          0.87        559.06
  2.01          0.42         -0.00          0.05        298.64        339.97          0.88        558.63
  2.02          0.43         -0.00          0.05        300.49        339.97          0.88        558.20
  2.03          0.44         -0.00          0.05        302.35        339.97          0.89        557.77
  2.04          0.44         -0.00          0.05        304.22        339.96          0.89        557.34
  2.05          0.44         -0.00          0.05        306.08        339.96          0.90        556.90
  2.06          0.43         -0.00          0.05        307.95        339.96          0.91        556.47
  2.07          0.41         -0.00          0.05        309.82        339.95          0.91        556.04
  2.08          0.39         -0.00          0.05        311.70        339.95          0.92        555.60
  2.09          0.37         -0.00          0.05        313.57        339.95          0.92        555.17
  2.10          0.34         -0.00         -0.05        315.45        339.94          0.93        554.73
  2.11          0.31         -0.00         -0.05        317.33        339.94          0.93        554.30
  2.12          0.28         -0.00          0.05        319.22        339.94          0.94        553.86
  2.13          0.24         -0.00          0.05        321.11        339.93          0.94        553.42
  2.14          0.20         -0.00         -0.05        323.00        339.93          0.95        552.99
  2.15          0.16         -0.00         -0.05        324.89        339.93          0.96        552.55
  2.16          0.12         -0.00         -0.05        326.78        339.92          0.96        552.11
  2.17          0.08         -0.00          0.05        328.68        339.92          0.97        551.67
  2.18          0.04         -0.00          0.05        330.58        339.92          0.97        551.23
  2.19          0.00          0.00         -0.00        332.48        339.91          0.98        550.79
  2.20          0.04          0.00         -0.00        334.38        339.91          0.98        550.35
  2.21          0.08          0.00         -0.00        336.29        339.91          0.99        549.91
  2.22          0.12          0.00         -0.00        338.20        339.90          0.99        549.47
  2.23          0.15          0.00         -0.00        340.11        339.90          1.00        549.03
  2.24          0.18          0.00         -0.00        342.03        339.90          1.01        548.59
  2.25          0.21          0.00         -0.00        343.94        339.89          1.01        548.15
  2.26          0.24          0.00         -0.00        345.86        339.89          1.02        547.71
  2.27          0.26          0.00         -0.00        347.78        339.88          1.02        547.26
  2.28          0.27          0.00         -0.00        349.71        339.88          1.03        546.82
  2.29          0.28          0.00         -0.00        351.63        339.88          1.03        546.37
  2.30          0.29          0.00         -0.00        353.56        339.87          1.04        545.93
  2.31          0.30          0.00         -0.00        355.49        339.87          1.05        545.49
  2.32          0.30          0.00         -0.00        357.42        339.87          1.05        545.04
  2.33          0.29          0.00         -0.00        359.36        339.86          1.06        544.59
  2.34          0.28          0.00         -0.00        361.30        339.86          1.06        544.15
  2.35          0.27          0.00         -0.00        363.24        339.86          1.07        543.70
  2.36          0.26          0.00         -0.00        365.18        339.85          1.07        543.25
  2.37          0.24          0.00         -0.00        367.12        339.85          1.08        542.81
  2.38          0.22          0.00         -0.00        369.07        339.84          1.09        542.36
  2.39          0.20          0.00         -0.00        371.02        339.84          1.09        541.91
  2.40          0.17          0.00         -0.00        372.97        339.84          1.10        541.46
  2.41          0.14          0.00         -0.00        374.92        339.83          1.10        541.01
  2.42          0.12          0.00         -0.00        376.88        339.83          1.11        540.56
  2.43          0.09          0.00         -0.00        378.83        339.82          1.11        540.11
  2.44          0.06          0.00          0.00        380.79        339.82          1.12        539.66
  2.45          0.03          0.00          0.00        382.75        339.82          1.13        539.21
  2.46          0.00          0.00          0.00        384.72        339.81          1.13        538.76
  2.47          0.02         -0.00         -0.05        386.68        339.81          1.14        538.30
  2.48          0.05         -0.00          0.05        388.65        339.80          1.14        537.85
  2.49          0.07         -0.00         -0.05        390.62        339.80          1.15        537.40
  2.50          0.10         -0.00          0.05        392.59        339.80          1.16        536.94
  2.51          0.11         -0.00         -0.05        394.57        339.79          1.16        536.49
  2.52          0.13         -0.00         -0.05        396.54        339.79          1.17        536.04
  2.53          0.14         -0.00         -0.05        398.52        339.78          1.17        535.58
  2.54          0.15         -0.00         -0.05        400.50        339.78          1.18        535.13
  2.55          0.16         -0.00         -0.05        402.48        339.78          1.18        534.67
  2.56          0.17         -0.00         -0.05        404.46        339.77          1.19        534.21
  2.57          0.17         -0.00         -0.05        406.45        339.77          1.20        533.76
  2.58          0.17         -0.00         -0.05        408.44        339.76          1.20        533.30
  2.59          0.16         -0.00          0.05        410.43        339.76          1.21        532.84
  2.60          0.15         -0.00         -0.05        412.42        339.76          1.21        532.38
  2.61          0.14         -0.00          0.05        414.41        339.75          1.22        531.92
  2.62          0.13         -0.00         -0.05        416.41        339.75          1.23        531.46
  2.63          0.12         -0.00         -0.05        418.42        339.74          1.23        531.01
  2.64          0.10         -0.00         -0.05        420.42        339.74          1.24        530.55
  2.65          0.08         -0.00         -0.05        422.43        339.73          1.24        530.08
  2.66          0.06         -0.00         -0.05        424.45        339.73          1.25        529.62
  2.67          0.05         -0.00          0.05        426.46        339.73          1.26        529.16
  2.68          0.03         -0.00          0.05        428.48        339.72          1.26        528.70
  2.69          0.01         -0.00          0.05        430.50        339.72          1.27        528.24
  2.70          0.01          0.00          0.00        432.53        339.71          1.27        527.77
  2.71          0.03          0.00          0.00        434.56        339.71          1.28        527.31
  2.72          0.05          0.00          0.00        436.59        339.70          1.29        526.85
  2.73          0.07          0.00          0.00        438.63        339.70          1.29        526.38
  2.74          0.08          0.00          0.00        440.67        339.70          1.30        525.92
  2.75          0.09          0.00          0.00        442.71        339.69          1.30        525.45
  2.76          0.11          0.00          0.00        444.76        339.69          1.31        524.99
  2.77          0.12          0.00          0.00        446.80        339.68          1.32        524.52
  2.78          0.12          0.00          0.00        448.86        339.68          1.32        524.06
  2.79          0.13          0.00          0.00        450.91        339.67          1.33        523.59
  2.80          0.13          0.00          0.00        452.97        339.67          1.33        523.12
  2.81          0.13          0.00         -0.00        455.04        339.66          1.34        522.65
  2.82          0.13          0.00         -0.00        457.10        339.66          1.35        522.18
  2.83          0.13          0.00         -0.00        459.17        339.65          1.35        521.72
  2.84          0.13          0.00         -0.00        461.25        339.65          1.36        521.25
  2.85          0.12          0.00         -0.00        463.32        339.65          1.36        520.78
  2.86          0.12          0.00         -0.00        465.40        339.64          1.37        520.31
  2.87          0.11          0.00         -0.00        467.49        339.64          1.38        519.84
  2.88          0.10          0.00         -0.00        469.57        339.63          1.38        519.36
  2.89          0.09          0.00         -0.00        471.66        339.63          1.39        518.89
  2.90          0.07          0.00         -0.00        473.76        339.62          1.39        518.42
  2.91          0.06          0.00         -0.00        475.86        339.62          1.40        517.95
  2.92          0.05          0.00         -0.00        477.96        339.61          1.41        517.47
  2.93          0.04          0.00         -0.00        480.06        339.61          1.41        517.00
  2.94          0.02          0.00         -0.00        482.17        339.60          1.42        516.53
  2.95          0.01          0.00         -0.00        484.29        339.60          1.43        516.05
  2.96          0.00         -0.00         -0.05        486.40        339.59          1.43        515.58
  2.97          0.01         -0.00          0.05        488.52        339.59          1.44        515.10
  2.98          0.02         -0.00         -0.05        490.64        339.58          1.44        514.63
  2.99          0.03         -0.00          0.05        492.77        339.58          1.45        514.15
  3.00          0.04         -0.00         -0.05        494.90        339.57          1.46        513.67
  3.01          0.05         -0.00          0.05        497.03        339.57          1.46        513.20
  3.02          0.06         -0.00         -0.05        499.15        339.56          1.47        512.72
  3.03          0.07         -0.00          0.05        501.26        339.56          1.48        512.25
  3.04          0.07         -0.00         -0.05        503.36        339.55          1.48        511.78
  3.05          0.07         -0.00          0.05        505.45        339.55          1.49        511.31
  3.06          0.08         -0.00         -0.05        507.54        339.54          1.49        510.85
  3.07          0.08         -0.00          0.05        509.61        339.54          1.50        510.38
  3.08          0.08         -0.00         -0.05        511.68        339.53          1.51        509.92
  3.09          0.08         -0.00          0.05        513.73        339.53          1.51        509.46
  3.10          0.08         -0.00         -0.05        515.78        339.52          1.52        509.00
  3.11          0.07         -0.00          0.05        517.81        339.52          1.53        508.55
  3.12          0.07         -0.00         -0.05        519.84        339.51          1.53        508.09
  3.13          0.06         -0.00          0.05        521.86        339.51          1.54        507.64
  3.14          0.06         -0.00         -0.05        523.87        339.50          1.54        507.19
  3.15          0.05         -0.00          0.05        525.87        339.50          1.55        506.75
  3.16          0.05         -0.00         -0.05        527.86        339.49          1.55        506.30
  3.17          0.04         -0.00         -0.05        529.84        339.49          1.56        505.86
  3.18          0.03         -0.00          0.05        531.81        339.48          1.57        505.41
  3.19          0.02         -0.00          0.05        533.77        339.48          1.57        504.97
  3.20          0.01         -0.00         -0.05        535.72        339.47          1.58        504.54
  3.21          0.01         -0.00          0.05        537.66        339.47          1.58        504.10
  3.22          0.00          0.00          0.00        539.59        339.46          1.59        503.67
  3.23          0.01          0.00         -0.00        541.51        339.46          1.60        503.23
  3.24          0.02          0.00         -0.00        543.42        339.45          1.60        502.81
  3.25          0.03          0.00         -0.00        545.32        339.45          1.61        502.38
  3.26          0.03          0.00         -0.00        547.22        339.44          1.61        501.95
  3.27          0.04          0.00         -0.00        549.10        339.44          1.62        501.53
  3.28          0.05          0.00         -0.00        550.97        339.43          1.62        501.11
  3.29          0.05          0.00         -0.00        552.83        339.43          1.63        500.69
  3.30          0.06          0.00         -0.00        554.69        339.42          1.63        500.27
  3.31          0.06          0.00         -0.00        556.53        339.41          1.64        499.85
  3.32          0.06          0.00         -0.00        558.36        339.41          1.65        499.44
  3.33          0.07          0.00         -0.00        560.18        339.40          1.65        499.03
  3.34          0.07          0.00         -0.00        562.00        339.40          1.66        498.62
  3.35          0.07          0.00         -0.00        563.80        339.39          1.66        498.21
  3.36          0.07          0.00         -0.00        565.59        339.39          1.67        497.81
  3.37          0.07          0.00         -0.00        567.38        339.38          1.67        497.40
  3.38          0.07          0.00         -0.00        569.15        339.38          1.68        497.00
  3.39          0.07          0.00         -0.00        570.91        339.37          1.68        496.60
  3.40          0.06          0.00         -0.00        572.67        339.37          1.69        496.20
  3.41          0.06          0.00         -0.00        574.41        339.36          1.69        495.81
  3.42          0.06          0.00         -0.00        576.14        339.35          1.70        495.41
  3.43          0.05          0.00         -0.00        577.87        339.35          1.70        495.02
  3.44          0.05          0.00         -0.00        579.58        339.34          1.71        494.63
  3.45          0.04          0.00         -0.00        581.28        339.34          1.71        494.25
  3.46          0.04          0.00         -0.00        582.98        339.33          1.72        493.86
  3.47          0.03          0.00         -0.00        584.66        339.33          1.72        493.48
  3.48          0.03          0.00         -0.00        586.33        339.32          1.73        493.10
  3.49          0.02          0.00         -0.00        587.99        339.32          1.73        492.72
  3.50          0.02          0.00         -0.00        589.64        339.31          1.74        492.34
  3.51          0.01          0.00          0.00        591.29        339.30          1.74        491.96
  3.52          0.01          0.00          0.00        592.92        339.30          1.75        491.59
  3.53          0.00          0.00          0.00        594.54        339.29          1.75        491.22
  3.54          0.00         -0.00          0.05        596.15        339.29          1.76        490.85
  3.55          0.01         -0.00          0.05        597.75        339.28          1.76        490.48
  3.56          0.01         -0.00         -0.05        599.34        339.28          1.77        490.12
  3.57          0.02         -0.00          0.05        600.92        339.27          1.77        489.75
  3.58          0.02         -0.00          0.05        602.49        339.26          1.78        489.39
  3.59          0.02         -0.00          0.05        604.05        339.26          1.78        489.03
  3.60          0.02         -0.00          0.05        605.60        339.25          1.79        488.67
  3.61          0.03         -0.00         -0.05        607.14        339.25          1.79        488.32
  3.62          0.03         -0.00          0.05        608.66        339.24          1.79        487.97
  3.63          0.03         -0.00          0.05        610.18        339.24          1.80        487.61
  3.64          0.03         -0.00          0.05        611.69        339.23          1.80        487.26
  3.65          0.03         -0.00          0.05        613.19        339.22          1.81        486.92
  3.66          0.03         -0.00          0.05        614.67        339.22          1.81        486.57
  3.67          0.03         -0.00         -0.05        616.15        339.21          1.82        486.23
  3.68          0.03         -0.00         -0.05        617.61        339.21          1.82        485.89
  3.69          0.02         -0.00         -0.05        619.07        339.20          1.83        485.55
  3.70          0.02         -0.00         -0.05        620.51        339.19          1.83        485.21
  3.71          0.02         -0.00         -0.05        621.95        339.19          1.83        484.88
  3.72          0.02         -0.00          0.05        623.37        339.18          1.84        484.54
  3.73          0.01         -0.00          0.05        624.78        339.18          1.84        484.21
  3.74          0.01         -0.00         -0.05        626.18        339.17          1.85        483.88
  3.75          0.01         -0.00         -0.05        627.57        339.17          1.85        483.56
  3.76          0.00         -0.00          0.05        628.96        339.16          1.85        483.23
  3.77          0.00         -0.00          0.05        630.33        339.15          1.86        482.91
  3.78          0.00          0.00         -0.00        631.68        339.15          1.86        482.59
  3.79          0.01          0.00         -0.00        633.03        339.14          1.87        482.27
  3.80          0.01          0.00         -0.00        634.37        339.14          1.87        481.95
  3.81          0.01          0.00         -0.00        635.70        339.13          1.87        481.63
  3.82          0.02          0.00         -0.00        637.02        339.12          1.88        481.32
  3.83          0.02          0.00         -0.00        638.32        339.12          1.88        481.01
  3.84          0.02          0.00         -0.00        639.62        339.11          1.89        480.70
  3.85          0.02          0.00         -0.00        640.90        339.11          1.89        480.39
  3.86          0.03          0.00         -0.00        642.18        339.10          1.89        480.09
  3.87          0.03          0.00         -0.00        643.44        339.09          1.90        479.79
  3.88          0.03          0.00         -0.00        644.69        339.09          1.90        479.48
  3.89          0.03          0.00         -0.00        645.93        339.08          1.90        479.19
  3.90          0.04          0.00         -0.00        647.16        339.08          1.91        478.89
  3.91          0.04          0.00         -0.00        648.38        339.07          1.91        478.59
  3.92          0.04          0.00         -0.00        649.59        339.06          1.92        478.30
  3.93          0.04          0.00         -0.00        650.79        339.06          1.92        478.01
  3.94          0.04          0.00         -0.00        651.98        339.05          1.92        477.72
  3.95          0.04          0.00         -0.00        653.15        339.05          1.93        477.43
  3.96          0.04          0.00         -0.00        654.32        339.04          1.93        477.15
  3.97          0.04          0.00         -0.00        655.47        339.03          1.93        476.87
  3.98          0.04          0.00         -0.00        656.62        339.03          1.94        476.58
  3.99          0.04          0.00         -0.00        657.75        339.02          1.94        476.31
  4.00          0.04          0.00         -0.00        658.87        339.01          1.94        476.03
  4.01          0.03          0.00         -0.00        659.98        339.01          1.95        475.75
  4.02          0.03          0.00         -0.00        661.09        339.00          1.95        475.48
  4.03          0.03          0.00         -0.00        662.18        339.00          1.95        475.21
  4.04          0.03          0.00         -0.00        663.27        338.99          1.96        474.94
  4.05          0.03          0.00         -0.00        664.35        338.98          1.96        474.67
  4.06          0.03          0.00         -0.00        665.42        338.98          1.96        474.40
  4.07          0.02          0.00         -0.00        666.48        338.97          1.97        474.13
  4.08          0.02          0.00         -0.00        667.54        338.97          1.97        473.87
  4.09          0.02          0.00          0.00        668.58        338.96          1.97        473.61
  4.10          0.02          0.00          0.00        669.62        338.95          1.98        473.35
