  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
  0.00          0.00          0.00          0.00          0.00          0.00        632.30
  0.01          0.00          0.00          5.41          0.94          0.20        632.05
  0.02          0.00          0.00          5.40          1.89          0.20        631.80
  0.03          0.00          0.00          5.38          2.84          0.20        631.54
  0.04          0.00          0.00          5.36          3.80          0.20        631.29
  0.05          0.00          0.00          5.34          4.77          0.20        631.03
  0.06          0.00          0.00          5.33          5.74          0.20        630.77
  0.07          0.00          0.00          5.31          6.72          0.20        630.51
  0.08          0.00          0.00          5.29          7.70          0.20        630.25
  0.09          0.00          0.00          5.27          8.69          0.20        629.99
  0.10          0.00          0.00          5.26          9.69          0.20        629.73
  0.11          0.00          0.00          5.24         10.69          0.20        629.46
  0.12          0.00          0.00          5.22         11.70          0.20        629.19
  0.13          0.00          0.00          5.20         12.71          0.20        628.93
  0.14          0.00          0.00          5.19         13.73          0.20        628.66
  0.15          0.00          0.00          5.17         14.76          0.20        628.39
  0.16          0.00          0.00          5.15         15.79          0.20        628.11
  0.17          0.00          0.00          5.13         16.83          0.20        627.84
  0.18          0.00          0.00          5.11         17.87          0.20        627.57
  0.19          0.00          0.00          5.10         18.92          0.20        627.29
  0.20          0.00          0.00          5.08         19.98          0.20        627.01
  0.21          0.00          0.00          5.06         21.04          0.20        626.73
  0.22          0.00          0.00          5.04         22.11          0.20        626.45
  0.23          0.00          0.00          5.02         23.19          0.20        626.17
  0.24          0.00          0.00          5.00         24.27          0.20        625.89
  0.25          0.00          0.00          4.98         25.35          0.20        625.60
  0.26          0.00          0.00          4.95         26.45          0.20        625.31
  0.27          0.00          0.00          4.93         27.54          0.20        625.03
  0.28          0.00          0.00          4.91         28.65          0.20        624.74
  0.29          0.00          0.00          4.89         29.76          0.20        624.45
  0.30          0.00          0.00          4.86         30.88          0.20        624.15
  0.31          0.00          0.00          4.84         32.00          0.20        623.86
  0.32          0.00          0.00          4.81         33.13          0.20        623.57
  0.33          0.01          0.00          4.79         34.27          0.20        623.27
  0.34          0.01          0.00          4.76         35.41          0.20        622.97
  0.35          0.01          0.00          4.73         36.56          0.20        622.67
  0.36          0.01          0.00          4.70         37.71          0.20        622.37
  0.37          0.01          0.00          4.67         38.87          0.20        622.07
  0.38          0.01          0.00          4.64         40.04          0.20        621.77
  0.39          0.01          0.00          4.61         41.21          0.20        621.46
  0.40          0.01          0.00          4.58         42.39          0.20        621.16
  0.41          0.01          0.00          4.55         43.58          0.20        620.85
  0.42          0.01          0.00          4.51         44.77          0.20        620.54
  0.43          0.01          0.00          4.47         45.97          0.20        620.23
  0.44          0.01          0.00          4.44         47.17          0.20        619.92
  0.45          0.01          0.00          4.40         48.38          0.20        619.60
  0.46          0.01          0.00          4.36         49.60          0.20        619.29
  0.47          0.01          0.00          4.31         50.82          0.20        618.97
  0.48          0.01          0.00          4.27         52.05          0.20        618.66
  0.49          0.01          0.01          4.23         53.29          0.20        618.34
  0.50          0.01          0.01          4.18         54.53          0.20        618.02
  0.51          0.01          0.01          4.13         55.78          0.20        617.69
  0.52          0.01          0.01          4.08         57.03          0.20        617.37
  0.53          0.01          0.01          4.03         58.29          0.20        617.05
  0.54          0.01          0.01          3.98         59.56          0.20        616.72
  0.55          0.01          0.01          3.92         60.84          0.20        616.39
  0.56          0.02          0.01          3.87         62.12          0.20        616.06
  0.57          0.02          0.01          3.81         63.40          0.20        615.73
  0.58          0.02          0.01          3.75         64.70          0.20        615.40
  0.59          0.02          0.01          3.68         66.00          0.20        615.07
  0.60          0.02          0.01          3.62         67.31          0.20        614.74
  0.61          0.02          0.01          3.55         68.62          0.20        614.40
  0.62          0.02          0.01          3.49         69.94          0.21        614.06
  0.63          0.02          0.01          3.42         71.26          0.21        613.72
  0.64          0.02          0.01          3.35         72.60          0.21        613.38
  0.65          0.02          0.01          3.27         73.94          0.22        613.04
  0.66          0.02          0.01          3.20         75.28          0.22        612.70
  0.67          0.02          0.01          3.12         76.64          0.23        612.35
  0.68          0.02          0.01          3.04         77.99          0.23        612.01
  0.69          0.02          0.01          2.96         79.36          0.23        611.66
  0.70          0.02          0.01          2.88         80.73          0.24        611.31
  0.71          0.03          0.01          2.80         82.11          0.24        610.96
  0.72          0.03          0.01          2.72         83.50          0.25        610.61
  0.73          0.03          0.01          2.63         84.89          0.25        610.26
  0.74          0.03          0.01          2.54         86.29          0.25        609.90
  0.75          0.03          0.01          2.45         87.69          0.26        609.55
  0.76          0.03          0.01          2.36         89.11          0.26        609.19
  0.77          0.03          0.01          2.27         90.53          0.27        608.83
  0.78          0.03          0.01          2.18         91.95          0.27        608.47
  0.79          0.03          0.01          2.09         93.38          0.27        608.11
  0.80          0.03          0.01          2.00         94.82          0.28        607.75
  0.81          0.03          0.01          1.90         96.27          0.28        607.38
  0.82          0.03          0.01          1.81         97.72          0.29        607.02
  0.83          0.04          0.01          1.71         99.18          0.29        606.65
  0.84          0.04          0.01          1.62        100.65          0.30        606.28
  0.85          0.04          0.01          1.52        102.12          0.30        605.91
  0.86          0.04          0.02          1.42        103.60          0.30        605.54
  0.87          0.04          0.02          1.33        105.09          0.31        605.17
  0.88          0.04          0.02          1.23        106.58          0.31        604.79
  0.89          0.04          0.02          1.13        108.08          0.32        604.42
  0.90          0.04          0.02          1.03        109.59          0.32        604.04
  0.91          0.04          0.02          0.94        111.10          0.33        603.66
  0.92          0.04          0.02          0.84        112.62          0.33        603.28
  0.93          0.05          0.02          0.74        114.15          0.34        602.90
  0.94          0.05          0.02          0.65        115.69          0.34        602.52
  0.95          0.05          0.02          0.55        117.23          0.34        602.14
  0.96          0.05          0.02          0.45        118.78          0.35        601.75
  0.97          0.05          0.02          0.36        120.33          0.35        601.36
  0.98          0.05          0.02          0.26        121.89          0.36        600.98
  0.99          0.05          0.02          0.17        123.46          0.36        600.59
  1.00          0.05          0.02          0.08        125.04          0.37        600.19
  1.01          0.05          0.02          0.01        126.62          0.37        599.80
  1.02          0.06          0.02          0.10        128.20          0.38        599.41
  1.03          0.06          0.02          0.19        129.79          0.38        599.02
  1.04          0.06          0.02          0.28        131.38          0.39        598.62
  1.05          0.06          0.02          0.36        132.97          0.39        598.23
  1.06          0.06          0.02          0.44        134.56          0.40        597.84
  1.07          0.06          0.02          0.52        136.16          0.40        597.44
  1.08          0.06          0.02          0.60        137.76          0.40        597.05
  1.09          0.06          0.02          0.68        139.36          0.41        596.65
  1.10          0.07          0.02          0.75        140.96          0.41        596.26
  1.11          0.07          0.03          0.82        142.57          0.42        595.86
  1.12          0.07          0.03          0.89        144.18          0.42        595.46
  1.13          0.07          0.03          0.96        145.79          0.43        595.07
  1.14          0.07          0.03          1.02        147.41          0.43        594.67
  1.15          0.07          0.03          1.08        149.03          0.44        594.27
  1.16          0.07          0.03          1.13        150.65          0.44        593.88
  1.17          0.08          0.03          1.18        152.27          0.45        593.48
  1.18          0.08          0.03          1.23        153.90          0.45        593.08
  1.19          0.08          0.03          1.27        155.53          0.46        592.68
  1.20          0.08          0.03          1.31        157.16          0.46        592.28
  1.21          0.08          0.03          1.34        158.80          0.47        591.88
  1.22          0.08          0.03          1.38        160.43          0.47        591.48
  1.23          0.08          0.03          1.40        162.07          0.48        591.08
  1.24          0.09          0.03          1.42        163.72          0.48        590.68
  1.25          0.09          0.03          1.44        165.36          0.49        590.28
  1.26          0.09          0.03          1.45        167.01          0.49        589.88
  1.27          0.09          0.03          1.46        168.66          0.50        589.47
  1.28          0.09          0.03          1.46        170.31          0.50        589.07
  1.29          0.09          0.03          1.45        171.97          0.51        588.67
  1.30          0.10          0.03          1.44        173.63          0.51        588.26
  1.31          0.10          0.04          1.43        175.29          0.52        587.86
  1.32          0.10          0.04          1.41        176.96          0.52        587.46
  1.33          0.10          0.04          1.39        178.63          0.53        587.05
  1.34          0.10          0.04          1.36        180.30          0.53        586.65
  1.35          0.10          0.04          1.33        181.97          0.53        586.24
  1.36          0.11          0.04          1.29        183.65          0.54        585.84
  1.37          0.11          0.04          1.25        185.33          0.54        585.43
  1.38          0.11          0.04          1.20        187.01          0.55        585.02
  1.39          0.11          0.04          1.15        188.69          0.55        584.62
  1.40          0.11          0.04          1.10        190.38          0.56        584.21
  1.41          0.12          0.04          1.04        192.07          0.56        583.80
  1.42          0.12          0.04          0.98        193.77          0.57        583.39
  1.43          0.12          0.04          0.91        195.46          0.57        582.99
  1.44          0.12          0.04          0.84        197.16          0.58        582.58
  1.45          0.12          0.04          0.77        198.86          0.58        582.17
  1.46          0.12          0.04          0.70        200.57          0.59        581.76
  1.47          0.13          0.04          0.62        202.28          0.59        581.35
  1.48          0.13          0.05          0.55        203.99          0.60        580.94
  1.49          0.13          0.05          0.47        205.70          0.60        580.53
  1.50          0.13          0.05          0.39        207.42          0.61        580.12
  1.51          0.13          0.05          0.31        209.13          0.61        579.70
  1.52          0.14          0.05          0.23        210.86          0.62        579.29
  1.53          0.14          0.05          0.15        212.58          0.63        578.88
  1.54          0.14          0.05          0.07        214.31          0.63        578.47
  1.55          0.14          0.05          0.00        216.04          0.64        578.05
  1.56          0.14          0.05          0.08        217.77          0.64        577.64
  1.57          0.15          0.05          0.15        219.51          0.65        577.23
  1.58          0.15          0.05          0.23        221.25          0.65        576.81
  1.59          0.15          0.05          0.30        222.99          0.66        576.40
  1.60          0.15          0.05          0.36        224.73          0.66        575.98
  1.61          0.16          0.05          0.42        226.48          0.67        575.57
  1.62          0.16          0.05          0.48        228.23          0.67        575.15
  1.63          0.16          0.05          0.54        229.98          0.68        574.74
  1.64          0.16          0.06          0.59        231.74          0.68        574.32
  1.65          0.16          0.06          0.63        233.50          0.69        573.90
  1.66          0.17          0.06          0.67        235.26          0.69        573.48
  1.67          0.17          0.06          0.70        237.02          0.70        573.07
  1.68          0.17          0.06          0.73        238.79          0.70        572.65
  1.69          0.17          0.06          0.75        240.56          0.71        572.23
  1.70          0.18          0.06          0.77        242.33          0.71        571.81
  1.71          0.18          0.06          0.78        244.10          0.72        571.39
  1.72          0.18          0.06          0.78        245.88          0.72        570.97
  1.73          0.18          0.06          0.78        247.66          0.73        570.55
  1.74          0.18          0.06          0.77        249.44          0.73        570.13
  1.75          0.19          0.06          0.76        251.23          0.74        569.71
  1.76          0.19          0.06          0.74        253.02          0.74        569.29
  1.77          0.19          0.06          0.71        254.81          0.75        568.87
  1.78          0.19          0.07          0.68        256.61          0.75        568.45
  1.79          0.20          0.07          0.64        258.40          0.76        568.02
  1.80          0.20          0.07          0.60        260.20          0.77        567.60
  1.81          0.20          0.07          0.56        262.01          0.77        567.18
  1.82          0.20          0.07          0.51        263.81          0.78        566.75
  1.83          0.21          0.07          0.45        265.62          0.78        566.33
  1.84          0.21          0.07          0.39        267.43          0.79        565.91
  1.85          0.21          0.07          0.34        269.25          0.79        565.48
  1.86          0.21          0.07          0.27        271.07          0.80        565.06
  1.87          0.22          0.07          0.21        272.89          0.80        564.63
  1.88          0.22          0.07          0.15        274.71          0.81        564.20
  1.89          0.22          0.07          0.09        276.53          0.81        563.78
  1.90          0.23          0.07          0.03        278.36          0.82        563.35
  1.91          0.23          0.08          0.03        280.19          0.82        562.92
  1.92          0.23          0.08          0.09        282.03          0.83        562.50
  1.93          0.23          0.08          0.14        283.86          0.83        562.07
  1.94          0.24          0.08          0.19        285.70          0.84        561.64
  1.95          0.24          0.08          0.24        287.54          0.85        561.21
  1.96          0.24          0.08          0.28        289.38          0.85        560.78
  1.97          0.24          0.08          0.32        291.23          0.86        560.35
  1.98          0.25          0.08          0.35        293.08          0.86        559.92
  1.99          0.25          0.08          0.38        294.93          0.87        559.49
  2.00          0.25          0.08          0.40        296.78          0.87        559.06
  2.01          0.26          0.08          0.42        298.64          0.88        558.63
  2.02          0.26          0.08          0.43        300.49          0.88        558.20
  2.03          0.26          0.09          0.44        302.35          0.89        557.77
  2.04          0.26          0.09          0.44        304.22          0.89        557.34
  2.05          0.27          0.09          0.44        306.08          0.90        556.90
  2.06          0.27          0.09          0.43        307.95          0.91        556.47
  2.07          0.27          0.09          0.41        309.82          0.91        556.04
  2.08          0.28          0.09          0.39        311.70          0.92        555.60
  2.09          0.28          0.09          0.37        313.57          0.92        555.17
  2.10          0.28          0.09          0.34        315.45          0.93        554.73
  2.11          0.29          0.09          0.31        317.33          0.93        554.30
  2.12          0.29          0.09          0.28        319.22          0.94        553.86
  2.13          0.29          0.09          0.24        321.11          0.94        553.42
  2.14          0.29          0.09          0.20        323.00          0.95        552.99
  2.15          0.30          0.10          0.16        324.89          0.96        552.55
  2.16          0.30          0.10          0.12        326.78          0.96        552.11
  2.17          0.30          0.10          0.08        328.68          0.97        551.67
  2.18          0.31          0.10          0.04        330.58          0.97        551.23
  2.19          0.31          0.10          0.00        332.48          0.98        550.79
  2.20          0.31          0.10          0.04        334.38          0.98        550.35
  2.21          0.32          0.10          0.08        336.29          0.99        549.91
  2.22          0.32          0.10          0.12        338.20          0.99        549.47
  2.23          0.32          0.10          0.15        340.11          1.00        549.03
  2.24          0.33          0.10          0.18        342.03          1.01        548.59
  2.25          0.33          0.10          0.21        343.94          1.01        548.15
  2.26          0.33          0.11          0.24        345.86          1.02        547.71
  2.27          0.34          0.11          0.26        347.78          1.02        547.26
  2.28          0.34          0.11          0.27        349.71          1.03        546.82
  2.29          0.34          0.11          0.28        351.63          1.03        546.37
  2.30          0.35          0.11          0.29        353.56          1.04        545.93
  2.31          0.35          0.11          0.30        355.49          1.05        545.49
  2.32          0.35          0.11          0.30        357.42          1.05        545.04
  2.33          0.36          0.11          0.29        359.36          1.06        544.59
  2.34          0.36          0.11          0.28        361.30          1.06        544.15
  2.35          0.36          0.11          0.27        363.24          1.07        543.70
  2.36          0.37          0.12          0.26        365.18          1.07        543.25
  2.37          0.37          0.12          0.24        367.12          1.08        542.81
  2.38          0.37          0.12          0.22        369.07          1.09        542.36
  2.39          0.38          0.12          0.20        371.02          1.09        541.91
  2.40          0.38          0.12          0.17        372.97          1.10        541.46
  2.41          0.39          0.12          0.14        374.92          1.10        541.01
  2.42          0.39          0.12          0.12        376.88          1.11        540.56
  2.43          0.39          0.12          0.09        378.83          1.11        540.11
  2.44          0.40          0.12          0.06        380.79          1.12        539.66
  2.45          0.40          0.12          0.03        382.75          1.13        539.21
  2.46          0.40          0.13          0.00        384.72          1.13        538.76
  2.47          0.41          0.13          0.02        386.68          1.14        538.30
  2.48          0.41          0.13          0.05        388.65          1.14        537.85
  2.49          0.41          0.13          0.07        390.62          1.15        537.40
  2.50          0.42          0.13          0.10        392.59          1.16        536.94
  2.51          0.42          0.13          0.11        394.57          1.16        536.49
  2.52          0.43          0.13          0.13        396.54          1.17        536.04
  2.53          0.43          0.13          0.14        398.52          1.17        535.58
  2.54          0.43          0.13          0.15        400.50          1.18        535.13
  2.55          0.44          0.13          0.16        402.48          1.18        534.67
  2.56          0.44          0.14          0.17        404.46          1.19        534.21
  2.57          0.45          0.14          0.17        406.45          1.20        533.76
  2.58          0.45          0.14          0.17        408.44          1.20        533.30
  2.59          0.45          0.14          0.16        410.43          1.21        532.84
  2.60          0.46          0.14          0.15        412.42          1.21        532.38
  2.61          0.46          0.14          0.14        414.41          1.22        531.92
  2.62          0.47          0.14          0.13        416.41          1.23        531.46
  2.63          0.47          0.14          0.12        418.42          1.23        531.01
  2.64          0.47          0.14          0.10        420.42          1.24        530.55
  2.65          0.48          0.15          0.08        422.43          1.24        530.08
  2.66          0.48          0.15          0.06        424.45          1.25        529.62
  2.67          0.49          0.15          0.05        426.46          1.26        529.16
  2.68          0.49          0.15          0.03        428.48          1.26        528.70
  2.69          0.49          0.15          0.01        430.50          1.27        528.24
  2.70          0.50          0.15          0.01        432.53          1.27        527.77
  2.71          0.50          0.15          0.03        434.56          1.28        527.31
  2.72          0.51          0.15          0.05        436.59          1.29        526.85
  2.73          0.51          0.15          0.07        438.63          1.29        526.38
  2.74          0.51          0.16          0.08        440.67          1.30        525.92
  2.75          0.52          0.16          0.09        442.71          1.30        525.45
  2.76          0.52          0.16          0.11        444.76          1.31        524.99
  2.77          0.53          0.16          0.12        446.80          1.32        524.52
  2.78          0.53          0.16          0.12        448.86          1.32        524.06
  2.79          0.54          0.16          0.13        450.91          1.33        523.59
  2.80          0.54          0.16          0.13        452.97          1.33        523.12
  2.81          0.55          0.16          0.13        455.04          1.34        522.65
  2.82          0.55          0.17          0.13        457.10          1.35        522.18
  2.83          0.55          0.17          0.13        459.17          1.35        521.72
  2.84          0.56          0.17          0.13        461.25          1.36        521.25
  2.85          0.56          0.17          0.12        463.32          1.36        520.78
  2.86          0.57          0.17          0.12        465.40          1.37        520.31
  2.87          0.57          0.17          0.11        467.49          1.38        519.84
  2.88          0.58          0.17          0.10        469.57          1.38        519.36
  2.89          0.58          0.17          0.09        471.66          1.39        518.89
  2.90          0.59          0.17          0.07        473.76          1.39        518.42
  2.91          0.59          0.18          0.06        475.86          1.40        517.95
  2.92          0.59          0.18          0.05        477.96          1.41        517.47
  2.93          0.60          0.18          0.04        480.06          1.41        517.00
  2.94          0.60          0.18          0.02        482.17          1.42        516.53
  2.95          0.61          0.18          0.01        484.29          1.43        516.05
  2.96          0.61          0.18          0.00        486.40          1.43        515.58
  2.97          0.62          0.18          0.01        488.52          1.44        515.10
  2.98          0.62          0.18          0.02        490.64          1.44        514.63
  2.99          0.63          0.19          0.03        492.77          1.45        514.15
  3.00          0.63          0.19          0.04        494.90          1.46        513.67
  3.01          0.64          0.19          0.05        497.03          1.46        513.20
  3.02          0.64          0.19          0.06        499.15          1.47        512.72
  3.03          0.65          0.19          0.07        501.26          1.48        512.25
  3.04          0.65          0.19          0.07        503.36          1.48        511.78
  3.05          0.66          0.19          0.07        505.45          1.49        511.31
  3.06          0.66          0.20          0.08        507.54          1.49        510.85
  3.07          0.67          0.20          0.08        509.61          1.50        510.38
  3.08          0.67          0.20          0.08        511.68          1.51        509.92
  3.09          0.68          0.20          0.08        513.73          1.51        509.46
  3.10          0.68          0.20          0.08        515.78          1.52        509.00
  3.11          0.69          0.20          0.07        517.81          1.53        508.55
  3.12          0.69          0.20          0.07        519.84          1.53        508.09
  3.13          0.70          0.20          0.06        521.86          1.54        507.64
  3.14          0.70          0.21          0.06        523.87          1.54        507.19
  3.15          0.71          0.21          0.05        525.87          1.55        506.75
  3.16          0.71          0.21          0.05        527.86          1.55        506.30
  3.17          0.72          0.21          0.04        529.84          1.56        505.86
  3.18          0.72          0.21          0.03        531.81          1.57        505.41
  3.19          0.73          0.21          0.02        533.77          1.57        504.97
  3.20          0.73          0.21          0.01        535.72          1.58        504.54
  3.21          0.74          0.22          0.01        537.66          1.58        504.10
  3.22          0.74          0.22          0.00        539.59          1.59        503.67
  3.23          0.75          0.22          0.01        541.51          1.60        503.23
  3.24          0.75          0.22          0.02        543.42          1.60        502.81
  3.25          0.76          0.22          0.03        545.32          1.61        502.38
  3.26          0.76          0.22          0.03        547.22          1.61        501.95
  3.27          0.77          0.22          0.04        549.10          1.62        501.53
  3.28          0.77          0.22          0.05        550.97          1.62        501.11
  3.29          0.78          0.23          0.05        552.83          1.63        500.69
  3.30          0.78          0.23          0.06        554.69          1.63        500.27
  3.31          0.79          0.23          0.06        556.53          1.64        499.85
  3.32          0.80          0.23          0.06        558.36          1.65        499.44
  3.33          0.80          0.23          0.07        560.18          1.65        499.03
  3.34          0.81          0.23          0.07        562.00          1.66        498.62
  3.35          0.81          0.23          0.07        563.80          1.66        498.21
  3.36          0.82          0.24          0.07        565.59          1.67        497.81
  3.37          0.82          0.24          0.07        567.38          1.67        497.40
  3.38          0.83          0.24          0.07        569.15          1.68        497.00
  3.39          0.83          0.24          0.07        570.91          1.68        496.60
  3.40          0.84          0.24          0.06        572.67          1.69        496.20
  3.41          0.84          0.24          0.06        574.41          1.69        495.81
  3.42          0.85          0.24          0.06        576.14          1.70        495.41
  3.43          0.86          0.25          0.05        577.87          1.70        495.02
  3.44          0.86          0.25          0.05        579.58          1.71        494.63
  3.45          0.87          0.25          0.04        581.28          1.71        494.25
  3.46          0.87          0.25          0.04        582.98          1.72        493.86
  3.47          0.88          0.25          0.03        584.66          1.72        493.48
  3.48          0.88          0.25          0.03        586.33          1.73        493.10
  3.49          0.89          0.25          0.02        587.99          1.73        492.72
  3.50          0.90          0.26          0.02        589.64          1.74        492.34
  3.51          0.90          0.26          0.01        591.29          1.74        491.96
  3.52          0.91          0.26          0.01        592.92          1.75        491.59
  3.53          0.91          0.26          0.00        594.54          1.75        491.22
  3.54          0.92          0.26          0.00        596.15          1.76        490.85
  3.55          0.92          0.26          0.01        597.75          1.76        490.48
  3.56          0.93          0.26          0.01        599.34          1.77        490.12
  3.57          0.94          0.27          0.02        600.92          1.77        489.75
  3.58          0.94          0.27          0.02        602.49          1.78        489.39
  3.59          0.95          0.27          0.02        604.05          1.78        489.03
  3.60          0.95          0.27          0.02        605.60          1.79        488.67
  3.61          0.96          0.27          0.03        607.14          1.79        488.32
  3.62          0.97          0.27          0.03        608.66          1.79        487.97
  3.63          0.97          0.28          0.03        610.18          1.80        487.61
  3.64          0.98          0.28          0.03        611.69          1.80        487.26
  3.65          0.98          0.28          0.03        613.19          1.81        486.92
  3.66          0.99          0.28          0.03        614.67          1.81        486.57
  3.67          0.99          0.28          0.03        616.15          1.82        486.23
  3.68          1.00          0.28          0.03        617.61          1.82        485.89
  3.69          1.01          0.28          0.02        619.07          1.83        485.55
  3.70          1.01          0.29          0.02        620.51          1.83        485.21
  3.71          1.02          0.29          0.02        621.95          1.83        484.88
  3.72          1.02          0.29          0.02        623.37          1.84        484.54
  3.73          1.03          0.29          0.01        624.78          1.84        484.21
  3.74          1.04          0.29          0.01        626.18          1.85        483.88
  3.75          1.04          0.29          0.01        627.57          1.85        483.56
  3.76          1.05          0.30          0.00        628.96          1.85        483.23
  3.77          1.06          0.30          0.00        630.33          1.86        482.91
  3.78          1.06          0.30          0.00        631.68          1.86        482.59
  3.79          1.07          0.30          0.01        633.03          1.87        482.27
  3.80          1.07          0.30          0.01        634.37          1.87        481.95
  3.81          1.08          0.30          0.01        635.70          1.87        481.63
  3.82          1.09          0.30          0.02        637.02          1.88        481.32
  3.83          1.09          0.31          0.02        638.32          1.88        481.01
  3.84          1.10          0.31          0.02        639.62          1.89        480.70
  3.85          1.10          0.31          0.02        640.90          1.89        480.39
  3.86          1.11          0.31          0.03        642.18          1.89        480.09
  3.87          1.12          0.31          0.03        643.44          1.90        479.79
  3.88          1.12          0.31          0.03        644.69          1.90        479.48
  3.89          1.13          0.32          0.03        645.93          1.90        479.19
  3.90          1.14          0.32          0.04        647.16          1.91        478.89
  3.91          1.14          0.32          0.04        648.38          1.91        478.59
  3.92          1.15          0.32          0.04        649.59          1.92        478.30
  3.93          1.15          0.32          0.04        650.79          1.92        478.01
  3.94          1.16          0.32          0.04        651.98          1.92        477.72
  3.95          1.17          0.32          0.04        653.15          1.93        477.43
  3.96          1.17          0.33          0.04        654.32          1.93        477.15
  3.97          1.18          0.33          0.04        655.47          1.93        476.87
  3.98          1.19          0.33          0.04        656.62          1.94        476.58
  3.99          1.19          0.33          0.04        657.75          1.94        476.31
  4.00          1.20          0.33          0.04        658.87          1.94        476.03
  4.01          1.21          0.33          0.03        659.98          1.95        475.75
  4.02          1.21          0.34          0.03        661.09          1.95        475.48
  4.03          1.22          0.34          0.03        662.18          1.95        475.21
  4.04          1.22          0.34          0.03        663.27          1.96        474.94
  4.05          1.23          0.34          0.03        664.35          1.96        474.67
  4.06          1.24          0.34          0.03        665.42          1.96        474.40
  4.07          1.24          0.34          0.02        666.48          1.97        474.13
  4.08          1.25          0.35          0.02        667.54          1.97        473.87
  4.09          1.26          0.35          0.02        668.58          1.97        473.61
  4.10          1.26          0.35          0.02        669.62          1.98        473.35
  4.11          1.27          0.35          0.02        670.65          1.98        473.09
  4.12          1.28          0.35          0.01        671.67          1.98        472.83
  4.13          1.28          0.35          0.01        672.68          1.98        472.57
  4.14          1.29          0.36          0.01        673.69          1.99        472.32
  4.15          1.30          0.36          0.01        674.68          1.99        472.06
  4.16          1.30          0.36          0.01        675.67          1.99        471.81
  4.17          1.31          0.36          0.01        676.65          2.00        471.56
  4.18          1.32          0.36          0.00        677.62          2.00        471.31
  4.19          1.32          0.36          0.00        678.58          2.00        471.06
  4.20          1.33          0.36          0.00        679.54          2.01        470.82
  4.21          1.34          0.37          0.00        680.48          2.01        470.57
  4.22          1.34          0.37          0.00        681.42          2.01        470.33
  4.23          1.35          0.37          0.00        682.35          2.01        470.09
  4.24          1.36          0.37          0.00        683.27          2.02        469.85
  4.25          1.36          0.37          0.00        684.18          2.02        469.61
  4.26          1.37          0.37          0.00        685.08          2.02        469.37
  4.27          1.38          0.38          0.00        685.97          2.02        469.14
  4.28          1.38          0.38          0.00        686.86          2.03        468.90
  4.29          1.39          0.38          0.00        687.74          2.03        468.67
  4.30          1.40          0.38          0.00        688.61          2.03        468.44
  4.31          1.40          0.38          0.00        689.47          2.03        468.21
  4.32          1.41          0.38          0.00        690.32          2.04        467.98
  4.33          1.42          0.39          0.00        691.16          2.04        467.76
  4.34          1.42          0.39          0.00        691.99          2.04        467.53
  4.35          1.43          0.39          0.00        692.82          2.04        467.31
  4.36          1.44          0.39          0.00        693.64          2.05        467.09
  4.37          1.44          0.39          0.00        694.44          2.05        466.87
  4.38          1.45          0.39          0.00        695.24          2.05        466.65
  4.39          1.46          0.40          0.01        696.03          2.05        466.43
  4.40          1.46          0.40          0.01        696.82          2.06        466.21
  4.41          1.47          0.40          0.01        697.59          2.06        466.00
  4.42          1.48          0.40          0.01        698.35          2.06        465.79
  4.43          1.48          0.40          0.01        699.11          2.06        465.58
  4.44          1.49          0.40          0.01        699.86          2.07        465.37
  4.45          1.50          0.41          0.01        700.60          2.07        465.16
  4.46          1.50          0.41          0.01        701.33          2.07        464.95
  4.47          1.51          0.41          0.02        702.05          2.07        464.75
  4.48          1.52          0.41          0.02        702.76          2.07        464.55
  4.49          1.52          0.41          0.02        703.47          2.08        464.34
  4.50          1.53          0.41          0.02        704.16          2.08        464.14
  4.51          1.54          0.42          0.02        704.85          2.08        463.94
  4.52          1.54          0.42          0.02        705.53          2.08        463.75
  4.53          1.55          0.42          0.02        706.20          2.09        463.55
  4.54          1.56          0.42          0.02        706.86          2.09        463.36
  4.55          1.57          0.42          0.02        707.51          2.09        463.16
  4.56          1.57          0.42          0.02        708.15          2.09        462.97
  4.57          1.58          0.43          0.02        708.79          2.09        462.78
  4.58          1.59          0.43          0.02        709.42          2.09        462.60
  4.59          1.59          0.43          0.02        710.03          2.10        462.41
  4.60          1.60          0.43          0.02        710.64          2.10        462.22
  4.61          1.61          0.43          0.02        711.24          2.10        462.04
  4.62          1.61          0.43          0.02        711.83          2.10        461.86
  4.63          1.62          0.44          0.02        712.41          2.10        461.68
  4.64          1.63          0.44          0.02        712.99          2.11        461.50
  4.65          1.63          0.44          0.02        713.55          2.11        461.32
  4.66          1.64          0.44          0.02        714.11          2.11        461.15
  4.67          1.65          0.44          0.02        714.66          2.11        460.97
  4.68          1.66          0.44          0.02        715.19          2.11        460.80
  4.69          1.66          0.45          0.02        715.72          2.11        460.63
  4.70          1.67          0.45          0.02        716.25          2.12        460.46
  4.71          1.68          0.45          0.02        716.76          2.12        460.29
  4.72          1.68          0.45          0.02        717.26          2.12        460.12
  4.73          1.69          0.45          0.02        717.76          2.12        459.96
  4.74          1.70          0.45          0.02        718.24          2.12        459.80
  4.75          1.70          0.46          0.02        718.72          2.12        459.63
  4.76          1.71          0.46          0.02        719.19          2.12        459.47
  4.77          1.72          0.46          0.02        719.65          2.13        459.31
  4.78          1.73          0.46          0.01        720.10          2.13        459.16
  4.79          1.73          0.46          0.01        720.54          2.13        459.00
  4.80          1.74          0.46          0.01        720.97          2.13        458.85
