  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
  7.29          3.54          0.86          0.01        752.41          2.23        433.92
  7.30          3.55          0.86          0.01        752.46          2.23        433.83
  7.31          3.56          0.86          0.01        752.51          2.23        433.75
  7.32          3.57          0.87          0.01        752.56          2.23        433.66
  7.33          3.57          0.87          0.01        752.61          2.23        433.57
  7.34          3.58          0.87          0.01        752.66          2.23        433.49
  7.35          3.59          0.87          0.01        752.71          2.23        433.40
  7.36          3.60          0.87          0.01        752.76          2.23        433.32
  7.37          3.60          0.87          0.01        752.81          2.23        433.23
  7.38          3.61          0.88          0.01        752.86          2.23        433.14
  7.39          3.62          0.88          0.01        752.91          2.23        433.06
  7.40          3.63          0.88          0.01        752.96          2.23        432.97
  7.41          3.63          0.88          0.01        753.01          2.24        432.89
  7.42          3.64          0.88          0.01        753.06          2.24        432.80
  7.43          3.65          0.88          0.01        753.11          2.24        432.71
  7.44          3.65          0.88          0.01        753.16          2.24        432.63
  7.45          3.66          0.89          0.01        753.21          2.24        432.54
  7.46          3.67          0.89          0.01        753.26          2.24        432.46
  7.47          3.68          0.89          0.01        753.30          2.24        432.37
  7.48          3.68          0.89          0.01        753.35          2.24        432.29
  7.49          3.69          0.89          0.01        753.40          2.24        432.20
  7.50          3.70          0.89          0.01        753.45          2.24        432.11
  7.51          3.71          0.89          0.01        753.50          2.24        432.03
  7.52          3.71          0.90          0.01        753.54          2.24        431.94
  7.53          3.72          0.90          0.01        753.59          2.24        431.86
  7.54          3.73          0.90          0.01        753.64          2.24        431.77
  7.55          3.74          0.90          0.01        753.69          2.24        431.69
  7.56          3.74          0.90          0.01        753.73          2.24        431.60
  7.57          3.75          0.90          0.01        753.78          2.24        431.52
  7.58          3.76          0.90          0.01        753.83          2.24        431.43
  7.59          3.77          0.91          0.01        753.87          2.24        431.34
  7.60          3.77          0.91          0.01        753.92          2.24        431.26
  7.61          3.78          0.91          0.01        753.97          2.24        431.17
  7.62          3.79          0.91          0.01        754.01          2.24        431.09
  7.63          3.79          0.91          0.01        754.06          2.24        431.00
  7.64          3.80          0.91          0.01        754.10          2.24        430.92
  7.65          3.81          0.92          0.01        754.15          2.24        430.83
  7.66          3.82          0.92          0.01        754.20          2.24        430.75
  7.67          3.82          0.92          0.01        754.24          2.24        430.66
  7.68          3.83          0.92          0.01        754.29          2.24        430.58
  7.69          3.84          0.92          0.01        754.33          2.24        430.49
  7.70          3.85          0.92          0.01        754.38          2.24        430.41
  7.71          3.85          0.92          0.01        754.42          2.24        430.32
  7.72          3.86          0.93          0.01        754.47          2.24        430.24
  7.73          3.87          0.93          0.01        754.51          2.24        430.15
  7.74          3.88          0.93          0.01        754.56          2.24        430.07
  7.75          3.88          0.93          0.01        754.60          2.24        429.98
  7.76          3.89          0.93          0.01        754.64          2.24        429.90
  7.77          3.90          0.93          0.01        754.69          2.24        429.81
  7.78          3.91          0.93          0.01        754.73          2.24        429.73
  7.79          3.91          0.94          0.01        754.78          2.24        429.64
  7.80          3.92          0.94          0.01        754.82          2.24        429.56
  7.81          3.93          0.94          0.01        754.86          2.24        429.47
  7.82          3.94          0.94          0.01        754.91          2.24        429.39
  7.83          3.94          0.94          0.01        754.95          2.24        429.30
  7.84          3.95          0.94          0.01        754.99          2.24        429.22
  7.85          3.96          0.94          0.01        755.04          2.24        429.14
  7.86          3.97          0.95          0.01        755.08          2.24        429.05
  7.87          3.97          0.95          0.01        755.12          2.24        428.97
  7.88          3.98          0.95          0.01        755.16          2.24        428.88
  7.89          3.99          0.95          0.01        755.21          2.24        428.80
  7.90          3.99          0.95          0.01        755.25          2.24        428.71
  7.91          4.00          0.95          0.01        755.29          2.24        428.63
  7.92          4.01          0.95          0.01        755.33          2.24        428.54
  7.93          4.02          0.96          0.01        755.37          2.24        428.46
  7.94          4.02          0.96          0.01        755.42          2.24        428.38
  7.95          4.03          0.96          0.01        755.46          2.24        428.29
  7.96          4.04          0.96          0.01        755.50          2.24        428.21
  7.97          4.05          0.96          0.01        755.54          2.24        428.12
  7.98          4.05          0.96          0.01        755.58          2.24        428.04
  7.99          4.06          0.96          0.01        755.62          2.25        427.95
  8.00          4.07          0.97          0.01        755.66          2.25        427.87
  8.01          4.08          0.97          0.01        755.70          2.25        427.79
  8.02          4.08          0.97          0.01        755.75          2.25        427.70
  8.03          4.09          0.97          0.01        755.79          2.25        427.62
  8.04          4.10          0.97          0.01        755.83          2.25        427.53
  8.05          4.11          0.97          0.01        755.87          2.25        427.45
  8.06          4.11          0.98          0.01        755.91          2.25        427.37
  8.07          4.12          0.98          0.01        755.95          2.25        427.28
  8.08          4.13          0.98          0.01        755.99          2.25        427.20
  8.09          4.14          0.98          0.01        756.03          2.25        427.11
  8.10          4.14          0.98          0.01        756.07          2.25        427.03
  8.11          4.15          0.98          0.01        756.12          2.25        426.95
  8.12          4.16          0.98          0.01        756.16          2.25        426.86
  8.13          4.17          0.99          0.01        756.20          2.25        426.78
  8.14          4.17          0.99          0.01        756.24          2.25        426.69
  8.15          4.18          0.99          0.01        756.28          2.25        426.61
  8.16          4.19          0.99          0.01        756.32          2.25        426.52
  8.17          4.20          0.99          0.01        756.37          2.25        426.44
  8.18          4.20          0.99          0.01        756.41          2.25        426.36
  8.19          4.21          0.99          0.01        756.45          2.25        426.27
  8.20          4.22          1.00          0.01        756.49          2.25        426.19
  8.21          4.22          1.00          0.01        756.53          2.25        426.10
  8.22          4.23          1.00          0.01        756.58          2.25        426.02
  8.23          4.24          1.00          0.01        756.62          2.25        425.94
  8.24          4.25          1.00          0.01        756.66          2.25        425.85
  8.25          4.25          1.00          0.01        756.70          2.25        425.77
  8.26          4.26          1.00          0.01        756.74          2.25        425.68
  8.27          4.27          1.01          0.01        756.79          2.25        425.60
  8.28          4.28          1.01          0.01        756.83          2.25        425.52
  8.29          4.28          1.01          0.01        756.87          2.25        425.43
  8.30          4.29          1.01          0.01        756.91          2.25        425.35
  8.31          4.30          1.01          0.01        756.96          2.25        425.26
  8.32          4.31          1.01          0.01        757.00          2.25        425.18
  8.33          4.31          1.01          0.01        757.04          2.25        425.09
  8.34          4.32          1.02          0.01        757.09          2.25        425.01
  8.35          4.33          1.02          0.01        757.13          2.25        424.93
  8.36          4.34          1.02          0.01        757.17          2.25        424.84
  8.37          4.34          1.02          0.01        757.21          2.25        424.76
  8.38          4.35          1.02          0.01        757.26          2.25        424.67
  8.39          4.36          1.02          0.01        757.30          2.25        424.59
  8.40          4.37          1.02          0.01        757.34          2.25        424.51
  8.41          4.37          1.02          0.01        757.39          2.25        424.42
  8.42          4.38          1.03          0.01        757.43          2.25        424.34
  8.43          4.39          1.03          0.01        757.47          2.25        424.25
  8.44          4.40          1.03          0.01        757.52          2.25        424.17
  8.45          4.40          1.03          0.01        757.56          2.25        424.09
  8.46          4.41          1.03          0.01        757.60          2.25        424.00
  8.47          4.42          1.03          0.01        757.65          2.25        423.92
  8.48          4.43          1.03          0.01        757.69          2.25        423.83
  8.49          4.43          1.04          0.01        757.74          2.25        423.75
  8.50          4.44          1.04          0.01        757.78          2.25        423.66
  8.51          4.45          1.04          0.01        757.82          2.25        423.58
  8.52          4.46          1.04          0.01        757.87          2.25        423.50
  8.53          4.46          1.04          0.01        757.91          2.25        423.41
  8.54          4.47          1.04          0.01        757.96          2.25        423.33
  8.55          4.48          1.04          0.01        758.00          2.25        423.24
  8.56          4.49          1.05          0.01        758.04          2.25        423.16
  8.57          4.49          1.05          0.01        758.09          2.25        423.08
  8.58          4.50          1.05          0.01        758.13          2.25        422.99
  8.59          4.51          1.05          0.01        758.18          2.25        422.91
  8.60          4.52          1.05          0.01        758.22          2.26        422.82
  8.61          4.52          1.05          0.01        758.27          2.26        422.74
  8.62          4.53          1.05          0.01        758.31          2.26        422.66
  8.63          4.54          1.06          0.01        758.35          2.26        422.57
  8.64          4.54          1.06          0.01        758.40          2.26        422.49
  8.65          4.55          1.06          0.01        758.44          2.26        422.40
  8.66          4.56          1.06          0.01        758.49          2.26        422.32
  8.67          4.57          1.06          0.01        758.53          2.26        422.24
  8.68          4.57          1.06          0.01        758.58          2.26        422.15
  8.69          4.58          1.06          0.01        758.62          2.26        422.07
  8.70          4.59          1.07          0.01        758.67          2.26        421.98
  8.71          4.60          1.07          0.01        758.71          2.26        421.90
  8.72          4.60          1.07          0.01        758.76          2.26        421.81
  8.73          4.61          1.07          0.01        758.80          2.26        421.73
  8.74          4.62          1.07          0.01        758.85          2.26        421.65
  8.75          4.63          1.07          0.01        758.89          2.26        421.56
  8.76          4.63          1.07          0.01        758.94          2.26        421.48
  8.77          4.64          1.08          0.01        758.99          2.26        421.39
  8.78          4.65          1.08          0.01        759.03          2.26        421.31
  8.79          4.66          1.08          0.01        759.08          2.26        421.23
  8.80          4.66          1.08          0.01        759.12          2.26        421.14
  8.81          4.67          1.08          0.01        759.17          2.26        421.06
  8.82          4.68          1.08          0.01        759.21          2.26        420.97
  8.83          4.69          1.08          0.01        759.26          2.26        420.89
  8.84          4.69          1.08          0.01        759.31          2.26        420.81
  8.85          4.70          1.09          0.01        759.35          2.26        420.72
  8.86          4.71          1.09          0.01        759.40          2.26        420.64
  8.87          4.72          1.09          0.01        759.44          2.26        420.55
  8.88          4.72          1.09          0.01        759.49          2.26        420.47
  8.89          4.73          1.09          0.01        759.54          2.26        420.38
  8.90          4.74          1.09          0.01        759.58          2.26        420.30
  8.91          4.75          1.09          0.01        759.63          2.26        420.22
  8.92          4.75          1.10          0.01        759.67          2.26        420.13
  8.93          4.76          1.10          0.01        759.72          2.26        420.05
  8.94          4.77          1.10          0.01        759.77          2.26        419.96
  8.95          4.78          1.10          0.01        759.81          2.26        419.88
  8.96          4.78          1.10          0.01        759.86          2.26        419.80
  8.97          4.79          1.10          0.01        759.91          2.26        419.71
  8.98          4.80          1.10          0.01        759.95          2.26        419.63
  8.99          4.81          1.11          0.01        760.00          2.26        419.54
  9.00          4.81          1.11          0.01        760.05          2.26        419.46
  9.01          4.82          1.11          0.01        760.09          2.26        419.38
  9.02          4.83          1.11          0.01        760.14          2.26        419.29
  9.03          4.84          1.11          0.01        760.19          2.26        419.21
  9.04          4.84          1.11          0.01        760.24          2.26        419.12
  9.05          4.85          1.11          0.01        760.28          2.26        419.04
  9.06          4.86          1.11          0.01        760.33          2.26        418.95
  9.07          4.87          1.12          0.01        760.38          2.26        418.87
  9.08          4.87          1.12          0.01        760.43          2.26        418.79
  9.09          4.88          1.12          0.01        760.48          2.26        418.70
  9.10          4.89          1.12          0.01        760.52          2.26        418.62
  9.11          4.90          1.12          0.01        760.57          2.26        418.53
  9.12          4.90          1.12          0.01        760.62          2.26        418.45
  9.13          4.91          1.12          0.01        760.67          2.26        418.36
  9.14          4.92          1.13          0.01        760.72          2.26        418.28
  9.15          4.93          1.13          0.01        760.77          2.26        418.20
  9.16          4.93          1.13          0.01        760.82          2.26        418.11
  9.17          4.94          1.13          0.01        760.87          2.26        418.03
  9.18          4.95          1.13          0.01        760.92          2.27        417.94
  9.19          4.96          1.13          0.01        760.97          2.27        417.86
  9.20          4.96          1.13          0.01        761.02          2.27        417.77
  9.21          4.97          1.14          0.01        761.07          2.27        417.69
  9.22          4.98          1.14          0.01        761.12          2.27        417.60
  9.23          4.99          1.14          0.01        761.17          2.27        417.52
  9.24          4.99          1.14          0.01        761.22          2.27        417.43
  9.25          5.00          1.14          0.01        761.27          2.27        417.35
  9.26          5.01          1.14          0.01        761.32          2.27        417.27
  9.27          5.02          1.14          0.01        761.37          2.27        417.18
  9.28          5.02          1.14          0.01        761.42          2.27        417.10
  9.29          5.03          1.15          0.01        761.47          2.27        417.01
  9.30          5.04          1.15          0.01        761.52          2.27        416.93
  9.31          5.05          1.15          0.01        761.57          2.27        416.84
  9.32          5.05          1.15          0.01        761.63          2.27        416.76
  9.33          5.06          1.15          0.01        761.68          2.27        416.67
  9.34          5.07          1.15          0.01        761.73          2.27        416.59
  9.35          5.08          1.15          0.01        761.78          2.27        416.50
  9.36          5.08          1.16          0.01        761.83          2.27        416.42
  9.37          5.09          1.16          0.01        761.89          2.27        416.33
  9.38          5.10          1.16          0.01        761.94          2.27        416.25
  9.39          5.11          1.16          0.01        761.99          2.27        416.16
  9.40          5.11          1.16          0.01        762.04          2.27        416.08
  9.41          5.12          1.16          0.01        762.10          2.27        415.99
  9.42          5.13          1.16          0.01        762.15          2.27        415.91
  9.43          5.14          1.16          0.01        762.20          2.27        415.82
  9.44          5.14          1.17          0.01        762.26          2.27        415.74
  9.45          5.15          1.17          0.01        762.31          2.27        415.65
  9.46          5.16          1.17          0.01        762.36          2.27        415.57
  9.47          5.17          1.17          0.01        762.42          2.27        415.48
  9.48          5.17          1.17          0.01        762.47          2.27        415.40
  9.49          5.18          1.17          0.01        762.53          2.27        415.31
  9.50          5.19          1.17          0.01        762.58          2.27        415.23
  9.51          5.20          1.18          0.01        762.63          2.27        415.14
  9.52          5.20          1.18          0.01        762.69          2.27        415.06
  9.53          5.21          1.18          0.01        762.74          2.27        414.97
  9.54          5.22          1.18          0.01        762.80          2.27        414.89
  9.55          5.23          1.18          0.01        762.85          2.27        414.80
  9.56          5.23          1.18          0.01        762.91          2.27        414.72
  9.57          5.24          1.18          0.01        762.96          2.27        414.63
  9.58          5.25          1.18          0.01        763.02          2.27        414.55
  9.59          5.26          1.19          0.01        763.08          2.27        414.46
  9.60          5.26          1.19          0.01        763.13          2.27        414.38
  9.61          5.27          1.19          0.01        763.19          2.27        414.29
  9.62          5.28          1.19          0.01        763.24          2.27        414.21
  9.63          5.29          1.19          0.01        763.30          2.27        414.12
  9.64          5.29          1.19          0.01        763.36          2.27        414.03
  9.65          5.30          1.19          0.01        763.41          2.27        413.95
  9.66          5.31          1.19          0.01        763.47          2.27        413.86
  9.67          5.32          1.20          0.01        763.53          2.27        413.78
  9.68          5.32          1.20          0.01        763.58          2.27        413.69
  9.69          5.33          1.20          0.01        763.64          2.28        413.61
  9.70          5.34          1.20          0.01        763.70          2.28        413.52
  9.71          5.35          1.20          0.01        763.76          2.28        413.44
  9.72          5.35          1.20          0.01        763.81          2.28        413.35
  9.73          5.36          1.20          0.01        763.87          2.28        413.26
  9.74          5.37          1.21          0.01        763.93          2.28        413.18
  9.75          5.38          1.21          0.01        763.99          2.28        413.09
  9.76          5.38          1.21          0.01        764.05          2.28        413.01
  9.77          5.39          1.21          0.01        764.10          2.28        412.92
  9.78          5.40          1.21          0.01        764.16          2.28        412.84
  9.79          5.41          1.21          0.01        764.22          2.28        412.75
  9.80          5.41          1.21          0.01        764.28          2.28        412.66
  9.81          5.42          1.21          0.01        764.34          2.28        412.58
  9.82          5.43          1.22          0.01        764.40          2.28        412.49
  9.83          5.44          1.22          0.01        764.46          2.28        412.41
  9.84          5.44          1.22          0.01        764.52          2.28        412.32
  9.85          5.45          1.22          0.01        764.58          2.28        412.24
  9.86          5.46          1.22          0.01        764.64          2.28        412.15
  9.87          5.47          1.22          0.01        764.70          2.28        412.06
  9.88          5.47          1.22          0.01        764.76          2.28        411.98
  9.89          5.48          1.22          0.01        764.82          2.28        411.89
  9.90          5.49          1.23          0.01        764.88          2.28        411.81
  9.91          5.50          1.23          0.01        764.94          2.28        411.72
  9.92          5.50          1.23          0.01        765.00          2.28        411.63
  9.93          5.51          1.23          0.01        765.06          2.28        411.55
  9.94          5.52          1.23          0.01        765.12          2.28        411.46
  9.95          5.53          1.23          0.01        765.18          2.28        411.38
  9.96          5.53          1.23          0.01        765.24          2.28        411.29
  9.97          5.54          1.23          0.01        765.30          2.28        411.20
  9.98          5.55          1.24          0.01        765.36          2.28        411.12
  9.99          5.56          1.24          0.01        765.43          2.28        411.03
 10.00          5.56          1.24          0.01        765.49          2.28        410.95
 10.01          5.57          1.24          0.01        765.55          2.28        410.86
 10.02          5.58          1.24          0.01        765.61          2.28        410.77
 10.03          5.59          1.24          0.01        765.67          2.28        410.69
 10.04          5.59          1.24          0.01        765.74          2.28        410.60
 10.05          5.60          1.25          0.01        765.80          2.28        410.51
 10.06          5.61          1.25          0.01        765.86          2.28        410.43
 10.07          5.62          1.25          0.01        765.92          2.28        410.34
 10.08          5.63          1.25          0.01        765.99          2.28        410.26
 10.09          5.63          1.25          0.01        766.05          2.28        410.17
 10.10          5.64          1.25          0.01        766.11          2.28        410.08
 10.11          5.65          1.25          0.01        766.18          2.28        410.00
 10.12          5.66          1.25          0.01        766.24          2.28        409.91
 10.13          5.66          1.26          0.01        766.30          2.28        409.82
 10.14          5.67          1.26          0.01        766.37          2.28        409.74
 10.15          5.68          1.26          0.01        766.43          2.28        409.65
 10.16          5.69          1.26          0.01        766.49          2.29        409.56
 10.17          5.69          1.26          0.01        766.56          2.29        409.48
 10.18          5.70          1.26          0.01        766.62          2.29        409.39
 10.19          5.71          1.26          0.01        766.68          2.29        409.31
 10.20          5.72          1.26          0.01        766.75          2.29        409.22
 10.21          5.72          1.27          0.01        766.81          2.29        409.13
 10.22          5.73          1.27          0.01        766.88          2.29        409.05
 10.23          5.74          1.27          0.01        766.94          2.29        408.96
 10.24          5.75          1.27          0.01        767.01          2.29        408.87
 10.25          5.75          1.27          0.01        767.07          2.29        408.79
 10.26          5.76          1.27          0.01        767.14          2.29        408.70
 10.27          5.77          1.27          0.01        767.20          2.29        408.61
 10.28          5.78          1.27          0.01        767.27          2.29        408.53
 10.29          5.78          1.28          0.01        767.33          2.29        408.44
 10.30          5.79          1.28          0.01        767.40          2.29        408.35
 10.31          5.80          1.28          0.01        767.46          2.29        408.26
 10.32          5.81          1.28          0.01        767.53          2.29        408.18
 10.33          5.81          1.28          0.01        767.59          2.29        408.09
 10.34          5.82          1.28          0.01        767.66          2.29        408.00
 10.35          5.83          1.28          0.01        767.72          2.29        407.92
 10.36          5.84          1.28          0.01        767.79          2.29        407.83
 10.37          5.84          1.29          0.01        767.86          2.29        407.74
 10.38          5.85          1.29          0.01        767.92          2.29        407.66
 10.39          5.86          1.29          0.01        767.99          2.29        407.57
 10.40          5.87          1.29          0.01        768.05          2.29        407.48
 10.41          5.87          1.29          0.01        768.12          2.29        407.40
 10.42          5.88          1.29          0.01        768.19          2.29        407.31
 10.43          5.89          1.29          0.01        768.25          2.29        407.22
 10.44          5.90          1.29          0.01        768.32          2.29        407.13
 10.45          5.91          1.30          0.01        768.39          2.29        407.05
 10.46          5.91          1.30          0.01        768.46          2.29        406.96
 10.47          5.92          1.30          0.01        768.52          2.29        406.87
 10.48          5.93          1.30          0.01        768.59          2.29        406.79
 10.49          5.94          1.30          0.01        768.66          2.29        406.70
 10.50          5.94          1.30          0.01        768.73          2.29        406.61
 10.51          5.95          1.30          0.01        768.79          2.29        406.52
 10.52          5.96          1.30          0.01        768.86          2.29        406.44
 10.53          5.97          1.31          0.01        768.93          2.29        406.35
 10.54          5.97          1.31          0.01        769.00          2.29        406.26
 10.55          5.98          1.31          0.01        769.06          2.29        406.18
 10.56          5.99          1.31          0.01        769.13          2.29        406.09
 10.57          6.00          1.31          0.01        769.20          2.29        406.00
 10.58          6.00          1.31          0.01        769.27          2.29        405.91
 10.59          6.01          1.31          0.01        769.34          2.30        405.83
 10.60          6.02          1.31          0.01        769.41          2.30        405.74
 10.61          6.03          1.32          0.01        769.48          2.30        405.65
 10.62          6.03          1.32          0.01        769.54          2.30        405.56
 10.63          6.04          1.32          0.01        769.61          2.30        405.48
 10.64          6.05          1.32          0.01        769.68          2.30        405.39
 10.65          6.06          1.32          0.01        769.75          2.30        405.30
 10.66          6.06          1.32          0.01        769.82          2.30        405.21
 10.67          6.07          1.32          0.01        769.89          2.30        405.13
 10.68          6.08          1.32          0.01        769.96          2.30        405.04
 10.69          6.09          1.33          0.01        770.03          2.30        404.95
 10.70          6.10          1.33          0.01        770.10          2.30        404.86
 10.71          6.10          1.33          0.01        770.17          2.30        404.78
 10.72          6.11          1.33          0.01        770.24          2.30        404.69
 10.73          6.12          1.33          0.01        770.31          2.30        404.60
 10.74          6.13          1.33          0.01        770.38          2.30        404.51
 10.75          6.13          1.33          0.01        770.45          2.30        404.43
 10.76          6.14          1.33          0.01        770.52          2.30        404.34
 10.77          6.15          1.33          0.01        770.59          2.30        404.25
 10.78          6.16          1.34          0.01        770.66          2.30        404.16
 10.79          6.16          1.34          0.01        770.73          2.30        404.07
 10.80          6.17          1.34          0.01        770.81          2.30        403.99
 10.81          6.18          1.34          0.01        770.88          2.30        403.90
 10.82          6.19          1.34          0.01        770.95          2.30        403.81
 10.83          6.19          1.34          0.01        771.02          2.30        403.72
 10.84          6.20          1.34          0.01        771.09          2.30        403.64
 10.85          6.21          1.34          0.01        771.16          2.30        403.55
 10.86          6.22          1.35          0.01        771.23          2.30        403.46
 10.87          6.22          1.35          0.01        771.31          2.30        403.37
 10.88          6.23          1.35          0.01        771.38          2.30        403.28
 10.89          6.24          1.35          0.01        771.45          2.30        403.20
 10.90          6.25          1.35          0.01        771.52          2.30        403.11
 10.91          6.25          1.35          0.01        771.59          2.30        403.02
 10.92          6.26          1.35          0.01        771.67          2.30        402.93
 10.93          6.27          1.35          0.01        771.74          2.30        402.84
 10.94          6.28          1.36          0.01        771.81          2.30        402.76
 10.95          6.29          1.36          0.01        771.88          2.30        402.67
 10.96          6.29          1.36          0.01        771.96          2.30        402.58
 10.97          6.30          1.36          0.01        772.03          2.30        402.49
 10.98          6.31          1.36          0.01        772.10          2.30        402.40
 10.99          6.32          1.36          0.01        772.18          2.30        402.32
 11.00          6.32          1.36          0.01        772.25          2.31        402.23
 11.01          6.33          1.36          0.01        772.32          2.31        402.14
 11.02          6.34          1.36          0.01        772.40          2.31        402.05
 11.03          6.35          1.37          0.01        772.47          2.31        401.96
 11.04          6.35          1.37          0.01        772.54          2.31        401.87
 11.05          6.36          1.37          0.01        772.62          2.31        401.79
 11.06          6.37          1.37          0.01        772.69          2.31        401.70
 11.07          6.38          1.37          0.01        772.76          2.31        401.61
 11.08          6.38          1.37          0.01        772.84          2.31        401.52
 11.09          6.39          1.37          0.01        772.91          2.31        401.43
 11.10          6.40          1.37          0.01        772.99          2.31        401.34
 11.11          6.41          1.38          0.01        773.06          2.31        401.26
 11.12          6.42          1.38          0.01        773.14          2.31        401.17
 11.13          6.42          1.38          0.01        773.21          2.31        401.08
 11.14          6.43          1.38          0.01        773.28          2.31        400.99
 11.15          6.44          1.38          0.01        773.36          2.31        400.90
 11.16          6.45          1.38          0.01        773.43          2.31        400.81
 11.17          6.45          1.38          0.01        773.51          2.31        400.73
 11.18          6.46          1.38          0.01        773.58          2.31        400.64
 11.19          6.47          1.39          0.01        773.66          2.31        400.55
 11.20          6.48          1.39          0.01        773.73          2.31        400.46
 11.21          6.48          1.39          0.01        773.81          2.31        400.37
 11.22          6.49          1.39          0.01        773.88          2.31        400.28
 11.23          6.50          1.39          0.01        773.96          2.31        400.20
 11.24          6.51          1.39          0.01        774.04          2.31        400.11
 11.25          6.51          1.39          0.01        774.11          2.31        400.02
 11.26          6.52          1.39          0.01        774.19          2.31        399.93
 11.27          6.53          1.39          0.01        774.26          2.31        399.84
 11.28          6.54          1.40          0.01        774.34          2.31        399.75
 11.29          6.55          1.40          0.01        774.41          2.31        399.66
 11.30          6.55          1.40          0.01        774.49          2.31        399.58
 11.31          6.56          1.40          0.01        774.57          2.31        399.49
 11.32          6.57          1.40          0.01        774.64          2.31        399.40
 11.33          6.58          1.40          0.01        774.72          2.31        399.31
 11.34          6.58          1.40          0.01        774.80          2.31        399.22
 11.35          6.59          1.40          0.01        774.87          2.31        399.13
 11.36          6.60          1.40          0.01        774.95          2.31        399.04
 11.37          6.61          1.41          0.01        775.03          2.31        398.96
 11.38          6.61          1.41          0.01        775.10          2.31        398.87
 11.39          6.62          1.41          0.01        775.18          2.32        398.78
 11.40          6.63          1.41          0.01        775.26          2.32        398.69
 11.41          6.64          1.41          0.01        775.33          2.32        398.60
 11.42          6.64          1.41          0.01        775.41          2.32        398.51
 11.43          6.65          1.41          0.01        775.49          2.32        398.42
 11.44          6.66          1.41          0.01        775.57          2.32        398.34
 11.45          6.67          1.42          0.01        775.64          2.32        398.25
 11.46          6.68          1.42          0.01        775.72          2.32        398.16
 11.47          6.68          1.42          0.01        775.80          2.32        398.07
 11.48          6.69          1.42          0.01        775.88          2.32        397.98
 11.49          6.70          1.42          0.01        775.95          2.32        397.89
 11.50          6.71          1.42          0.01        776.03          2.32        397.80
 11.51          6.71          1.42          0.01        776.11          2.32        397.71
 11.52          6.72          1.42          0.01        776.19          2.32        397.63
 11.53          6.73          1.42          0.01        776.27          2.32        397.54
 11.54          6.74          1.43          0.01        776.34          2.32        397.45
 11.55          6.74          1.43          0.01        776.42          2.32        397.36
 11.56          6.75          1.43          0.01        776.50          2.32        397.27
 11.57          6.76          1.43          0.01        776.58          2.32        397.18
 11.58          6.77          1.43          0.01        776.66          2.32        397.09
 11.59          6.78          1.43          0.01        776.74          2.32        397.00
 11.60          6.78          1.43          0.01        776.82          2.32        396.92
 11.61          6.79          1.43          0.01        776.90          2.32        396.83
 11.62          6.80          1.43          0.01        776.98          2.32        396.74
 11.63          6.81          1.44          0.01        777.05          2.32        396.65
 11.64          6.81          1.44          0.01        777.13          2.32        396.56
 11.65          6.82          1.44          0.01        777.21          2.32        396.47
 11.66          6.83          1.44          0.01        777.29          2.32        396.38
 11.67          6.84          1.44          0.01        777.37          2.32        396.29
 11.68          6.84          1.44          0.01        777.45          2.32        396.20
 11.69          6.85          1.44          0.01        777.53          2.32        396.12
 11.70          6.86          1.44          0.01        777.61          2.32        396.03
 11.71          6.87          1.45          0.01        777.69          2.32        395.94
 11.72          6.88          1.45          0.01        777.77          2.32        395.85
 11.73          6.88          1.45          0.01        777.85          2.32        395.76
 11.74          6.89          1.45          0.01        777.93          2.32        395.67
 11.75          6.90          1.45          0.01        778.01          2.32        395.58
 11.76          6.91          1.45          0.01        778.09          2.32        395.49
 11.77          6.91          1.45          0.01        778.17          2.33        395.40
 11.78          6.92          1.45          0.01        778.25          2.33        395.32
 11.79          6.93          1.45          0.01        778.33          2.33        395.23
 11.80          6.94          1.46          0.01        778.41          2.33        395.14
 11.81          6.94          1.46          0.01        778.50          2.33        395.05
 11.82          6.95          1.46          0.01        778.58          2.33        394.96
 11.83          6.96          1.46          0.01        778.66          2.33        394.87
 11.84          6.97          1.46          0.01        778.74          2.33        394.78
 11.85          6.98          1.46          0.01        778.82          2.33        394.69
 11.86          6.98          1.46          0.01        778.90          2.33        394.60
 11.87          6.99          1.46          0.01        778.98          2.33        394.51
 11.88          7.00          1.46          0.01        779.06          2.33        394.42
 11.89          7.01          1.47          0.01        779.15          2.33        394.34
 11.90          7.01          1.47          0.01        779.23          2.33        394.25
 11.91          7.02          1.47          0.01        779.31          2.33        394.16
 11.92          7.03          1.47          0.01        779.39          2.33        394.07
 11.93          7.04          1.47          0.01        779.47          2.33        393.98
 11.94          7.04          1.47          0.01        779.55          2.33        393.89
 11.95          7.05          1.47          0.01        779.64          2.33        393.80
 11.96          7.06          1.47          0.01        779.72          2.33        393.71
 11.97          7.07          1.47          0.01        779.80          2.33        393.62
 11.98          7.08          1.48          0.01        779.88          2.33        393.53
 11.99          7.08          1.48          0.01        779.97          2.33        393.44
 12.00          7.09          1.48          0.01        780.05          2.33        393.35
 12.01          7.10          1.48          0.01        780.13          2.33        393.27
 12.02          7.11          1.48          0.01        780.21          2.33        393.18
 12.03          7.11          1.48          0.01        780.30          2.33        393.09
 12.04          7.12          1.48          0.01        780.38          2.33        393.00
 12.05          7.13          1.48          0.01        780.46          2.33        392.91
 12.06          7.14          1.48          0.01        780.55          2.33        392.82
 12.07          7.15          1.49          0.01        780.63          2.33        392.73
 12.08          7.15          1.49          0.01        780.71          2.33        392.64
 12.09          7.16          1.49          0.01        780.80          2.33        392.55
