7:CHMAW							
0	0.2	0.5	0.8	1.2	1.5	2	2.5	3	3.5
0	0	0	0	0	0	0	0	0	0
2	0.01	0.01	0.01	0	0	0	0	0	0
5	0.05	0.05	0.03	0	0	0	0	0	0
10	0.13	0.12	0.06	0	0	0	0	0	0
15	0.19	0.18	0.05	-0.01	-0.01	0	0	0	0
20	0.26	0.24	0.03	-0.01	-0.01	-0.01	-0.01	0	0
25	0.32	0.31	0.02	-0.02	-0.02	-0.01	-0.01	-0.01	-0.01
30	0.38	0.37	0.02	-0.02	-0.02	-0.02	-0.02	-0.01	-0.01
35	0.46	0.44	0.03	-0.03	-0.03	-0.03	-0.02	-0.02	-0.02
40	0.51	0.49	0.02	-0.03	-0.04	-0.03	-0.03	-0.03	-0.03
